3.436e-01,6.143e-01,7.660e-01,2.452e-01,7.039e-01,7.075e-01,2.911e-01,7.934e-03,6.782e-02,3.809e-01,2.552e-01,6.165e-01,8.715e-01,5.489e-02,3.037e-01,2.289e-01,1.266e-01,5.457e-01,4.545e-01,9.448e-01,2.784e-01,2.817e-01,5.292e-02,6.141e-01,2.744e-01,2.469e-01,6.745e-01,3.766e-01,5.130e-01,5.752e-01,5.283e-01,3.482e-01,2.492e-01,6.280e-01,1.886e-01,2.465e-01,3.976e-01,5.501e-01,7.203e-01,7.393e-01,2.889e-01,8.359e-01,2.334e-01,2.818e-01
1.992e-01,5.776e-01,1.158e+00,2.652e-01,6.189e-01,9.618e-01,9.847e-01,2.313e-02,1.514e-01,4.868e-01,1.007e+00,7.203e-01,8.601e-01,7.924e-02,2.332e-01,8.535e-01,5.545e-01,4.252e-01,1.062e+00,1.454e+00,1.075e+00,7.233e-01,2.995e-01,7.097e-01,8.518e-01,8.292e-01,5.898e-01,3.652e-01,1.057e+00,7.270e-01,8.214e-01,7.269e-01,5.821e-01,7.808e-01,8.018e-01,1.104e+00,9.904e-01,5.413e-01,8.213e-01,6.094e-01,5.837e-01,5.255e-01,1.005e+00,6.325e-01
1.735e-01,3.687e-01,6.021e-01,2.557e-01,4.189e-01,1.233e+00,1.178e+00,1.430e-01,7.907e-01,1.057e+00,1.273e+00,6.016e-01,6.034e-01,9.578e-02,1.008e+00,6.264e-01,2.433e-01,5.998e-01,7.540e-01,1.504e+00,1.296e+00,7.795e-01,5.172e-01,9.381e-01,7.079e-01,9.362e-01,1.224e+00,4.332e-01,1.086e+00,1.218e+00,1.396e+00,3.871e-01,1.134e+00,5.599e-01,9.223e-01,7.732e-01,8.134e-01,8.399e-01,1.136e+00,9.637e-01,2.563e-01,6.694e-01,1.093e+00,1.264e+00
2.044e-01,3.862e-01,5.355e-01,7.367e-01,1.335e+00,1.062e+00,1.170e+00,9.873e-01,5.726e-01,6.961e-01,8.682e-01,7.906e-01,1.367e+00,7.882e-01,1.113e+00,9.546e-01,1.084e+00,1.150e+00,1.373e+00,1.924e+00,1.520e+00,5.791e-01,7.316e-01,1.316e+00,5.614e-01,6.279e-01,1.527e+00,1.109e+00,9.875e-01,8.271e-01,9.500e-01,1.214e+00,9.560e-01,1.354e+00,1.045e+00,6.776e-01,1.201e+00,6.254e-01,1.530e+00,1.688e+00,4.656e-01,9.904e-01,8.759e-01,1.328e+00
4.248e-02,2.207e-01,5.701e-01,1.494e-01,1.032e+00,1.266e+00,1.673e+00,1.037e+00,1.275e+00,8.276e-01,1.594e+00,1.086e+00,6.087e-01,6.970e-01,1.004e+00,1.436e+00,7.117e-01,3.943e-01,1.520e+00,1.452e+00,1.517e+00,7.180e-01,1.257e+00,8.360e-01,1.135e+00,1.611e+00,1.075e+00,9.955e-01,1.678e+00,1.027e+00,1.394e+00,7.122e-01,6.253e-01,9.695e-01,1.545e+00,1.306e+00,1.088e+00,1.028e+00,6.922e-01,1.108e+00,3.320e-01,1.161e+00,1.056e+00,7.304e-01
1.340e-01,3.999e-01,8.182e-01,2.736e-01,1.315e+00,1.794e+00,1.798e+00,1.201e+00,1.619e+00,1.162e+00,2.305e+00,1.865e+00,1.711e+00,1.611e+00,1.356e+00,1.588e+00,1.522e+00,1.478e+00,1.843e+00,2.479e+00,2.482e+00,1.250e+00,1.254e+00,1.712e+00,1.967e+00,1.614e+00,1.311e+00,1.726e+00,1.974e+00,1.842e+00,2.068e+00,1.863e+00,1.291e+00,1.958e+00,2.035e+00,1.812e+00,2.037e+00,1.824e+00,1.449e+00,1.929e+00,5.926e-01,1.692e+00,1.534e+00,1.359e+00
2.943e-01,6.477e-01,1.058e+00,3.933e-01,1.619e+00,1.809e+00,2.712e+00,2.101e+00,1.434e+00,1.650e+00,2.452e+00,1.856e+00,2.025e+00,1.814e+00,2.132e+00,2.357e+00,1.331e+00,1.820e+00,2.365e+00,3.007e+00,2.779e+00,1.723e+00,1.848e+00,1.615e+00,2.200e+00,2.046e+00,1.984e+00,1.636e+00,2.718e+00,1.633e+00,2.360e+00,1.487e+00,1.202e+00,2.118e+00,2.142e+00,1.939e+00,1.861e+00,1.602e+00,1.978e+00,2.241e+00,5.592e-01,2.176e+00,1.398e+00,1.952e+00
2.558e-01,5.770e-01,9.821e-01,7.936e-01,2.147e+00,2.650e+00,2.965e+00,3.064e+00,2.873e+00,2.629e+00,3.800e+00,2.706e+00,2.960e+00,2.352e+00,3.106e+00,3.351e+00,2.236e+00,3.147e+00,3.230e+00,4.904e+00,4.173e+00,2.695e+00,2.495e+00,3.625e+00,2.579e+00,3.152e+00,3.091e+00,3.225e+00,3.458e+00,2.729e+00,3.376e+00,2.744e+00,2.504e+00,3.766e+00,3.162e+00,2.402e+00,3.581e+00,2.659e+00,3.044e+00,4.119e+00,7.805e-01,2.893e+00,2.325e+00,3.721e+00
7.277e-02,3.009e-01,7.151e-01,5.539e-01,1.484e+00,1.546e+00,2.396e+00,2.329e+00,2.002e+00,1.653e+00,3.410e+00,2.740e+00,3.043e+00,2.840e+00,2.425e+00,2.766e+00,2.726e+00,2.894e+00,3.469e+00,4.217e+00,4.171e+00,2.101e+00,2.691e+00,2.316e+00,2.792e+00,1.822e+00,2.101e+00,2.655e+00,2.428e+00,2.052e+00,3.084e+00,3.007e+00,2.532e+00,2.826e+00,2.950e+00,2.907e+00,3.180e+00,2.202e+00,2.166e+00,2.561e+00,1.221e+00,2.551e+00,1.971e+00,2.992e+00
2.770e-02,1.588e-01,4.187e-01,4.947e-01,1.050e+00,1.189e+00,1.658e+00,1.488e+00,1.178e+00,1.738e+00,2.599e+00,2.104e+00,2.143e+00,2.139e+00,2.191e+00,1.859e+00,2.341e+00,2.734e+00,2.076e+00,3.530e+00,3.588e+00,1.417e+00,1.758e+00,2.307e+00,2.592e+00,1.378e+00,1.801e+00,2.255e+00,1.846e+00,1.827e+00,2.676e+00,2.620e+00,2.084e+00,2.828e+00,2.533e+00,2.263e+00,2.577e+00,2.244e+00,2.155e+00,2.498e+00,1.351e+00,2.258e+00,1.728e+00,2.466e+00
