1.047e-01,6.242e-01,2.886e-01,9.058e-01,8.023e-01,5.613e-01,5.720e-01,9.655e-01,8.876e-01,2.938e-01,2.297e-01,7.474e-01,4.551e-02,5.857e-01,5.492e-01,3.547e-01,3.272e-01,6.116e-01,1.207e-01,9.700e-01,1.057e-01,6.330e-01,7.225e-01,7.322e-01,9.044e-01,6.061e-01,6.256e-01,4.279e-01,8.467e-01,8.934e-01,4.769e-01,3.571e-01,6.632e-01,5.637e-01,6.990e-01,6.860e-01,8.725e-01,9.299e-01,3.721e-01,4.736e-01,3.141e-01,4.521e-01,8.537e-02,7.693e-01,3.465e-02,6.442e-01,2.165e-01,7.024e-02,3.695e-01,5.952e-02,6.078e-01,6.823e-01,7.124e-02,2.278e-01,1.721e-01,4.101e-01,9.261e-01,2.921e-01,2.893e-01
2.341e-02,3.736e-01,8.512e-01,1.020e+00,4.100e-01,7.410e-01,2.874e-01,1.185e+00,8.664e-01,8.567e-01,8.043e-01,8.588e-01,9.600e-01,6.625e-01,2.687e-01,4.601e-01,7.860e-01,8.052e-01,6.549e-01,2.841e-01,3.448e-01,3.898e-01,5.827e-01,8.928e-01,8.561e-01,8.260e-01,8.124e-01,7.900e-01,7.874e-01,6.381e-01,9.392e-01,1.001e+00,4.009e-01,4.923e-01,8.342e-01,9.070e-01,9.155e-01,3.669e-01,3.177e-01,1.035e+00,1.885e-01,2.109e-01,9.645e-01,7.744e-01,5.792e-01,1.587e-01,2.861e-01,1.600e-02,8.472e-02,1.703e-01,9.924e-01,2.009e-01,1.487e-01,9.570e-01,1.145e-01,6.297e-01,2.929e-01,9.761e-01,4.457e-01
6.156e-02,5.870e-01,1.373e+00,2.301e+00,1.367e+00,1.666e+00,7.865e-01,1.862e+00,1.260e+00,1.290e+00,1.483e+00,1.185e+00,1.745e+00,1.041e+00,9.003e-01,1.196e+00,1.599e+00,1.596e+00,1.613e+00,8.301e-01,1.225e+00,1.589e+00,1.002e+00,1.511e+00,2.139e+00,1.517e+00,1.475e+00,9.974e-01,1.591e+00,1.662e+00,1.962e+00,2.064e+00,6.325e-01,1.124e+00,1.785e+00,1.796e+00,2.148e+00,1.455e+00,1.328e+00,2.087e+00,4.632e-01,1.094e+00,1.683e+00,1.936e+00,7.711e-01,5.522e-01,1.288e+00,3.449e-01,2.659e-01,2.697e-01,1.608e+00,1.432e+00,6.085e-01,1.142e+00,5.328e-01,1.226e+00,8.881e-01,1.626e+00,8.794e-01
3.937e-02,3.753e-01,6.071e-01,9.958e-01,1.372e+00,1.481e+00,1.276e+00,1.031e+00,1.336e+00,8.148e-01,8.872e-01,1.220e+00,6.549e-01,1.543e+00,1.296e+00,7.197e-01,1.528e+00,1.169e+00,1.005e+00,1.192e+00,2.975e-01,1.228e+00,1.444e+00,8.097e-01,1.497e+00,9.908e-01,1.596e+00,7.061e-01,1.302e+00,1.467e+00,1.614e+00,1.011e+00,6.832e-01,7.891e-01,1.444e+00,9.482e-01,1.316e+00,1.046e+00,3.708e-01,8.733e-01,1.097e+00,6.673e-01,1.561e+00,1.075e+00,4.908e-01,1.182e+00,7.895e-01,9.934e-01,5.941e-01,5.704e-01,1.118e+00,7.427e-01,2.937e-01,1.439e+00,7.087e-01,1.219e+00,4.294e-01,1.157e+00,9.581e-01
2.257e-02,2.698e-01,8.025e-01,1.302e+00,1.399e+00,1.369e+00,9.744e-01,1.624e+00,1.700e+00,1.645e+00,1.455e+00,8.134e-01,2.056e+00,1.022e+00,1.052e+00,1.607e+00,1.929e+00,1.923e+00,1.453e+00,5.626e-01,1.186e+00,1.491e+00,1.200e+00,1.289e+00,1.995e+00,1.183e+00,1.754e+00,1.394e+00,1.018e+00,1.974e+00,1.529e+00,2.192e+00,6.908e-01,1.224e+00,1.278e+00,1.713e+00,1.432e+00,1.024e+00,8.138e-01,1.292e+00,1.024e+00,1.523e+00,2.072e+00,1.760e+00,1.447e+00,1.396e+00,1.230e+00,9.331e-01,1.054e+00,1.232e+00,1.201e+00,1.657e+00,1.371e+00,1.648e+00,9.086e-01,1.582e+00,4.466e-01,1.231e+00,1.103e+00
7.502e-02,4.964e-01,5.021e-01,1.146e+00,1.629e+00,2.330e+00,2.055e+00,2.474e+00,2.810e+00,2.222e+00,1.463e+00,1.579e+00,1.394e+00,1.790e+00,1.665e+00,1.516e+00,2.451e+00,2.655e+00,1.050e+00,1.504e+00,1.080e+00,2.257e+00,2.132e+00,1.917e+00,2.575e+00,1.969e+00,2.692e+00,1.646e+00,1.189e+00,2.698e+00,1.364e+00,2.304e+00,1.492e+00,1.636e+00,2.012e+00,2.009e+00,2.108e+00,1.858e+00,9.048e-01,1.652e+00,2.186e+00,1.664e+00,2.164e+00,2.463e+00,1.575e+00,1.831e+00,1.401e+00,1.956e+00,2.115e+00,1.727e+00,1.318e+00,1.678e+00,1.615e+00,1.985e+00,1.131e+00,2.261e+00,9.807e-01,1.350e+00,1.548e+00
9.878e-02,8.031e-01,1.075e+00,1.821e+00,1.576e+00,1.751e+00,1.431e+00,2.279e+00,2.905e+00,2.154e+00,1.427e+00,2.208e+00,1.861e+00,2.169e+00,2.162e+00,1.222e+00,2.579e+00,2.501e+00,1.663e+00,1.507e+00,1.646e+00,1.763e+00,1.802e+00,1.896e+00,2.884e+00,2.228e+00,2.564e+00,1.940e+00,1.981e+00,2.646e+00,2.511e+00,2.241e+00,1.787e+00,1.498e+00,2.162e+00,2.764e+00,2.935e+00,2.042e+00,1.428e+00,2.280e+00,1.528e+00,1.829e+00,2.675e+00,2.325e+00,1.958e+00,2.131e+00,1.241e+00,9.769e-01,1.897e+00,1.207e+00,2.620e+00,2.039e+00,1.258e+00,2.082e+00,1.197e+00,2.505e+00,1.901e+00,1.579e+00,1.610e+00
9.925e-02,7.545e-01,1.105e+00,2.055e+00,1.636e+00,2.034e+00,1.462e+00,2.780e+00,2.457e+00,2.924e+00,2.437e+00,2.120e+00,1.994e+00,1.796e+00,1.821e+00,2.011e+00,3.217e+00,2.400e+00,1.844e+00,2.360e+00,1.963e+00,2.051e+00,2.396e+00,2.418e+00,3.575e+00,2.522e+00,2.379e+00,1.905e+00,2.337e+00,2.643e+00,3.039e+00,3.182e+00,1.756e+00,1.726e+00,2.866e+00,3.264e+00,2.771e+00,2.502e+00,1.519e+00,3.066e+00,1.922e+00,1.822e+00,2.383e+00,2.524e+00,1.464e+00,2.146e+00,1.909e+00,1.486e+00,1.786e+00,1.444e+00,2.049e+00,1.982e+00,1.419e+00,2.101e+00,1.021e+00,2.760e+00,2.345e+00,2.367e+00,1.852e+00
3.528e-02,2.201e-01,3.321e-01,8.030e-01,1.129e+00,1.059e+00,1.006e+00,1.353e+00,2.163e+00,2.677e+00,2.015e+00,1.572e+00,2.292e+00,1.496e+00,2.263e+00,2.452e+00,2.770e+00,2.166e+00,2.133e+00,1.711e+00,1.904e+00,1.677e+00,1.874e+00,2.148e+00,2.934e+00,2.478e+00,1.850e+00,2.334e+00,1.635e+00,2.033e+00,2.327e+00,2.689e+00,1.493e+00,1.218e+00,2.458e+00,3.311e+00,1.856e+00,2.635e+00,1.927e+00,2.743e+00,2.370e+00,2.223e+00,2.842e+00,2.015e+00,1.814e+00,2.596e+00,1.529e+00,2.103e+00,2.093e+00,1.651e+00,1.426e+00,2.304e+00,1.937e+00,2.257e+00,1.104e+00,2.532e+00,2.074e+00,1.417e+00,2.324e+00
8.713e-02,5.778e-01,6.551e-01,1.534e+00,2.228e+00,2.174e+00,2.032e+00,2.033e+00,2.705e+00,2.753e+00,2.771e+00,2.368e+00,2.452e+00,2.343e+00,3.183e+00,2.971e+00,3.258e+00,2.721e+00,2.230e+00,2.781e+00,2.215e+00,3.142e+00,2.850e+00,2.387e+00,3.946e+00,2.256e+00,3.604e+00,1.875e+00,3.156e+00,3.484e+00,3.081e+00,2.841e+00,2.151e+00,1.727e+00,3.407e+00,3.506e+00,3.536e+00,2.866e+00,2.291e+00,2.299e+00,3.365e+00,2.459e+00,3.051e+00,3.208e+00,2.324e+00,3.412e+00,2.442e+00,2.842e+00,2.779e+00,2.570e+00,2.881e+00,2.470e+00,1.803e+00,2.619e+00,2.341e+00,3.033e+00,2.308e+00,1.937e+00,2.913e+00
5.886e-02,3.880e-01,4.016e-01,9.628e-01,1.526e+00,1.481e+00,1.467e+00,1.589e+00,2.477e+00,3.053e+00,3.033e+00,3.027e+00,3.459e+00,2.468e+00,3.879e+00,4.135e+00,3.205e+00,2.460e+00,2.845e+00,3.457e+00,2.360e+00,2.562e+00,3.260e+00,2.906e+00,4.219e+00,3.321e+00,3.058e+00,3.318e+00,3.621e+00,3.180e+00,3.189e+00,3.428e+00,3.001e+00,1.567e+00,3.444e+00,4.670e+00,3.366e+00,3.197e+00,2.540e+00,3.014e+00,4.019e+00,3.366e+00,3.887e+00,3.509e+00,2.431e+00,3.391e+00,2.793e+00,3.712e+00,3.140e+00,3.256e+00,2.438e+00,3.092e+00,2.362e+00,3.449e+00,2.686e+00,3.332e+00,2.966e+00,2.628e+00,4.102e+00
4.425e-02,3.898e-01,5.839e-01,9.882e-01,1.216e+00,2.237e+00,1.934e+00,2.024e+00,2.833e+00,2.738e+00,2.241e+00,3.339e+00,2.702e+00,2.650e+00,3.333e+00,2.740e+00,3.400e+00,2.979e+00,2.506e+00,2.424e+00,3.021e+00,3.240e+00,2.995e+00,2.357e+00,4.269e+00,2.815e+00,4.452e+00,1.987e+00,2.599e+00,3.677e+00,2.646e+00,3.304e+00,2.806e+00,1.539e+00,4.060e+00,3.880e+00,4.550e+00,2.803e+00,3.116e+00,3.210e+00,3.937e+00,2.035e+00,3.709e+00,3.770e+00,2.940e+00,2.743e+00,2.221e+00,2.905e+00,3.648e+00,2.560e+00,3.125e+00,1.930e+00,2.340e+00,3.226e+00,2.841e+00,3.718e+00,2.432e+00,2.077e+00,3.319e+00
1.045e-01,6.940e-01,5.923e-01,1.327e+00,1.547e+00,1.813e+00,1.663e+00,2.351e+00,2.948e+00,2.978e+00,2.570e+00,3.063e+00,3.180e+00,2.503e+00,3.322e+00,4.207e+00,3.632e+00,3.399e+00,3.505e+00,2.870e+00,2.751e+00,3.783e+00,3.590e+00,3.074e+00,5.131e+00,3.388e+00,4.043e+00,2.877e+00,3.141e+00,3.713e+00,2.770e+00,4.080e+00,3.143e+00,2.564e+00,3.993e+00,4.957e+00,4.009e+00,3.397e+00,3.697e+00,3.487e+00,3.898e+00,3.432e+00,4.363e+00,4.197e+00,3.669e+00,3.311e+00,3.016e+00,2.996e+00,3.599e+00,2.589e+00,2.941e+00,3.047e+00,2.609e+00,3.978e+00,3.016e+00,3.497e+00,2.959e+00,2.402e+00,3.689e+00
9.703e-02,6.194e-01,4.948e-01,1.189e+00,1.285e+00,1.978e+00,1.738e+00,2.442e+00,2.849e+00,2.471e+00,1.688e+00,2.263e+00,1.910e+00,2.908e+00,2.918e+00,2.368e+00,2.532e+00,3.393e+00,2.073e+00,2.661e+00,2.600e+00,3.199e+00,3.239e+00,3.184e+00,4.035e+00,3.339e+00,3.453e+00,3.189e+00,2.760e+00,3.723e+00,2.177e+00,3.629e+00,3.048e+00,2.105e+00,3.436e+00,3.304e+00,2.935e+00,3.439e+00,1.759e+00,2.577e+00,3.095e+00,2.271e+00,3.472e+00,3.261e+00,2.041e+00,2.308e+00,2.174e+00,2.649e+00,3.163e+00,2.228e+00,1.832e+00,2.457e+00,2.249e+00,2.408e+00,1.903e+00,2.875e+00,2.466e+00,1.748e+00,2.766e+00
8.350e-02,5.521e-01,6.867e-01,1.520e+00,1.533e+00,2.132e+00,1.700e+00,2.381e+00,2.550e+00,2.636e+00,2.595e+00,2.977e+00,3.459e+00,2.339e+00,3.561e+00,5.141e+00,3.385e+00,3.303e+00,3.685e+00,3.467e+00,3.245e+00,4.266e+00,4.184e+00,3.817e+00,5.634e+00,3.872e+00,4.599e+00,2.901e+00,3.465e+00,3.962e+00,3.100e+00,4.428e+00,4.132e+00,2.997e+00,4.198e+00,5.211e+00,4.747e+00,3.422e+00,3.286e+00,3.203e+00,4.038e+00,3.496e+00,4.599e+00,5.417e+00,3.496e+00,2.966e+00,4.296e+00,4.148e+00,3.679e+00,3.085e+00,3.486e+00,3.241e+00,3.146e+00,3.897e+00,3.486e+00,4.007e+00,2.847e+00,2.671e+00,4.034e+00
