4.244e-01,4.720e-01,7.155e-01,2.917e-02,7.221e-01,2.222e-01,3.426e-01,8.303e-01,9.545e-01,3.059e-01,7.495e-01,6.171e-01,9.030e-01,3.222e-01,2.006e-02,6.503e-01,8.252e-01,2.797e-01,3.655e-01,6.496e-01,8.440e-01,7.695e-01,2.783e-01,7.234e-01,9.870e-01,9.349e-02,1.283e-01,7.803e-01,5.237e-01,4.188e-01,6.026e-01,8.022e-01,3.496e-01
3.036e-01,7.178e-01,1.229e+00,2.955e-01,1.115e+00,2.805e-01,1.056e+00,1.213e+00,8.341e-01,4.183e-01,1.163e+00,9.964e-01,1.278e+00,1.199e+00,7.415e-01,1.124e+00,8.837e-01,7.948e-01,6.700e-01,5.875e-01,6.880e-01,1.050e+00,1.193e+00,1.251e+00,8.352e-01,9.030e-01,2.844e-01,6.289e-01,1.207e+00,1.106e+00,8.632e-01,1.474e+00,5.373e-01
8.713e-02,4.124e-01,1.313e+00,1.107e+00,1.396e+00,1.055e+00,1.403e+00,1.568e+00,6.714e-01,1.190e+00,1.279e+00,9.475e-01,7.450e-01,9.294e-01,1.256e+00,1.044e+00,1.242e+00,1.117e+00,6.965e-01,5.131e-01,1.022e+00,5.815e-01,1.507e+00,1.186e+00,1.055e+00,1.099e+00,5.656e-01,1.184e+00,1.312e+00,1.318e+00,6.017e-01,1.781e+00,6.475e-01
2.674e-01,3.340e-01,8.317e-01,1.236e+00,1.546e+00,1.097e+00,1.545e+00,1.664e+00,1.496e+00,1.164e+00,1.535e+00,6.957e-01,8.773e-01,3.598e-01,4.814e-01,1.597e+00,1.361e+00,1.050e+00,8.570e-01,7.605e-01,1.388e+00,7.813e-01,7.882e-01,1.614e+00,1.195e+00,4.520e-01,8.386e-01,1.043e+00,8.271e-01,1.449e+00,6.614e-01,1.815e+00,5.370e-01
1.110e-01,3.395e-01,1.132e+00,1.492e+00,1.968e+00,1.485e+00,1.833e+00,2.819e+00,1.859e+00,1.986e+00,2.437e+00,1.420e+00,8.470e-01,1.240e+00,1.661e+00,2.294e+00,2.258e+00,1.960e+00,1.130e+00,1.449e+00,1.771e+00,8.247e-01,1.694e+00,2.484e+00,1.354e+00,1.860e+00,9.992e-01,1.777e+00,1.969e+00,2.192e+00,1.267e+00,2.291e+00,9.414e-01
1.727e-01,4.368e-01,1.120e+00,9.971e-01,1.442e+00,1.353e+00,2.230e+00,2.151e+00,1.351e+00,1.351e+00,1.849e+00,1.399e+00,1.187e+00,1.761e+00,1.958e+00,2.258e+00,2.249e+00,1.915e+00,1.323e+00,1.142e+00,2.075e+00,1.325e+00,2.127e+00,2.273e+00,1.511e+00,1.411e+00,6.590e-01,1.389e+00,1.449e+00,2.330e+00,1.265e+00,2.356e+00,1.520e+00
4.066e-01,5.566e-01,1.023e+00,7.704e-01,1.466e+00,1.018e+00,2.227e+00,2.395e+00,1.960e+00,1.245e+00,2.640e+00,1.243e+00,1.709e+00,1.551e+00,1.136e+00,3.050e+00,2.665e+00,2.254e+00,1.179e+00,1.566e+00,2.284e+00,1.468e+00,1.411e+00,2.644e+00,1.756e+00,1.572e+00,6.572e-01,1.483e+00,1.367e+00,2.413e+00,1.671e+00,3.008e+00,1.743e+00
2.926e-01,4.022e-01,6.658e-01,3.318e-01,8.875e-01,3.903e-01,9.575e-01,2.043e+00,2.140e+00,8.345e-01,1.776e+00,1.503e+00,1.454e+00,1.109e+00,9.020e-01,1.737e+00,2.029e+00,1.255e+00,1.390e+00,1.490e+00,1.879e+00,1.493e+00,6.692e-01,1.857e+00,1.331e+00,1.206e+00,1.124e+00,1.221e+00,1.248e+00,1.184e+00,1.753e+00,2.175e+00,1.221e+00
4.699e-02,2.131e-01,9.208e-01,1.359e+00,1.539e+00,1.374e+00,2.128e+00,2.649e+00,2.022e+00,2.604e+00,2.728e+00,2.054e+00,1.685e+00,1.964e+00,2.009e+00,3.021e+00,3.298e+00,2.694e+00,2.126e+00,1.583e+00,2.196e+00,1.087e+00,1.740e+00,2.570e+00,2.330e+00,2.856e+00,1.849e+00,2.146e+00,2.159e+00,3.082e+00,1.959e+00,2.925e+00,1.571e+00
1.900e-01,4.511e-01,1.032e+00,7.685e-01,1.336e+00,9.204e-01,1.625e+00,2.530e+00,2.119e+00,2.393e+00,2.874e+00,2.719e+00,2.535e+00,2.414e+00,2.174e+00,2.429e+00,3.403e+00,2.592e+00,2.303e+00,2.612e+00,2.390e+00,2.232e+00,2.371e+00,3.000e+00,2.086e+00,2.688e+00,1.920e+00,2.471e+00,2.531e+00,2.278e+00,2.121e+00,2.737e+00,1.831e+00
