4.373e-01,9.975e-02,8.635e-01,8.539e-01,5.177e-01,9.942e-01,6.624e-01,1.278e-01,9.228e-01,4.130e-01,1.705e-01,5.522e-01,3.117e-01,9.792e-01,6.579e-01,1.778e-01,5.324e-01,7.570e-02,8.932e-01,2.372e-01,2.067e-01,8.224e-01,2.873e-01,5.189e-01,8.612e-02,4.443e-01,3.885e-01,8.267e-01,2.664e-01,6.840e-01,8.194e-01,2.780e-01,8.164e-02,5.266e-01,4.524e-01,2.570e-01,4.303e-01,4.280e-01,4.845e-01,5.132e-01,6.609e-01,1.992e-01,3.343e-01,7.793e-01,2.737e-01,8.186e-01,1.269e-01,4.928e-01,5.513e-01,2.659e-01,8.622e-01,2.785e-01,6.657e-01,1.753e-01,9.110e-01,7.858e-01,8.711e-01,1.405e-01,9.642e-01,8.803e-01
2.088e-01,9.201e-01,5.051e-01,6.108e-01,4.535e-01,1.294e+00,1.073e+00,8.511e-01,1.266e+00,5.722e-01,1.427e-01,4.863e-01,6.297e-01,1.343e+00,1.292e+00,3.476e-01,4.838e-01,3.981e-01,9.155e-01,3.688e-01,1.061e+00,6.685e-01,9.780e-01,8.348e-01,3.245e-01,7.331e-01,3.166e-01,1.041e+00,7.996e-01,9.590e-01,7.409e-01,7.689e-01,5.103e-01,9.892e-01,1.028e+00,7.554e-01,7.495e-01,9.410e-01,3.877e-01,1.020e+00,1.140e+00,1.366e-01,6.286e-01,1.342e+00,3.920e-01,6.720e-01,8.567e-01,1.076e+00,7.080e-01,4.453e-01,1.373e+00,7.784e-01,6.204e-01,9.374e-01,1.190e+00,4.139e-01,1.222e+00,4.053e-01,1.396e+00,4.820e-01
3.498e-01,8.209e-01,1.161e+00,1.241e+00,1.573e+00,1.758e+00,2.059e+00,1.464e+00,2.430e+00,1.536e+00,9.543e-01,1.027e+00,6.637e-01,2.102e+00,1.478e+00,1.365e+00,9.121e-01,1.018e+00,1.763e+00,7.437e-01,1.790e+00,1.529e+00,1.604e+00,1.407e+00,4.503e-01,1.025e+00,1.369e+00,2.093e+00,8.859e-01,1.767e+00,1.293e+00,1.445e+00,9.214e-01,1.084e+00,1.725e+00,1.399e+00,1.074e+00,1.270e+00,8.803e-01,1.629e+00,1.567e+00,2.451e-01,1.026e+00,2.139e+00,4.423e-01,1.358e+00,1.680e+00,1.240e+00,1.510e+00,7.124e-01,2.386e+00,1.235e+00,1.136e+00,1.564e+00,2.098e+00,8.398e-01,2.292e+00,5.053e-01,2.556e+00,1.214e+00
3.500e-01,1.979e-01,9.212e-01,1.199e+00,1.987e+00,1.637e+00,1.698e+00,1.556e+00,1.669e+00,1.566e+00,1.017e+00,1.143e+00,5.183e-01,1.576e+00,1.299e+00,9.429e-01,1.133e+00,1.159e+00,1.652e+00,6.841e-01,1.454e+00,1.902e+00,1.421e+00,1.107e+00,4.649e-01,1.289e+00,1.813e+00,1.680e+00,9.771e-01,1.757e+00,1.404e+00,1.575e+00,1.374e+00,1.269e+00,1.099e+00,1.178e+00,1.388e+00,1.122e+00,6.398e-01,9.178e-01,1.754e+00,7.939e-01,1.410e+00,2.105e+00,3.803e-01,1.757e+00,1.549e+00,1.189e+00,1.802e+00,8.966e-01,1.780e+00,1.390e+00,1.150e+00,1.166e+00,1.488e+00,1.597e+00,1.385e+00,7.895e-01,1.963e+00,1.930e+00
3.636e-01,8.347e-01,8.915e-01,1.002e+00,9.390e-01,1.831e+00,1.659e+00,1.814e+00,2.454e+00,1.935e+00,1.089e+00,8.910e-01,1.326e+00,2.076e+00,2.249e+00,1.004e+00,9.982e-01,7.636e-01,1.380e+00,5.374e-01,2.242e+00,1.210e+00,1.448e+00,1.440e+00,8.965e-01,1.722e+00,1.034e+00,2.261e+00,1.615e+00,2.331e+00,1.631e+00,1.297e+00,1.471e+00,2.065e+00,1.814e+00,1.866e+00,1.298e+00,1.735e+00,1.422e+00,1.757e+00,1.669e+00,9.032e-01,1.394e+00,2.142e+00,6.679e-01,1.659e+00,1.518e+00,1.715e+00,1.564e+00,8.418e-01,2.642e+00,1.828e+00,1.778e+00,1.611e+00,1.791e+00,1.510e+00,2.454e+00,1.052e+00,2.854e+00,1.858e+00
1.245e-01,7.493e-01,4.640e-01,6.609e-01,1.082e+00,1.730e+00,1.760e+00,2.147e+00,2.194e+00,2.484e+00,1.488e+00,1.454e+00,2.088e+00,2.248e+00,1.986e+00,1.186e+00,1.338e+00,1.035e+00,1.659e+00,5.262e-01,3.088e+00,1.619e+00,1.611e+00,1.862e+00,1.627e+00,2.457e+00,1.371e+00,2.152e+00,1.708e+00,2.547e+00,1.576e+00,1.739e+00,2.105e+00,1.863e+00,2.110e+00,2.678e+00,1.700e+00,2.329e+00,1.168e+00,2.355e+00,2.498e+00,1.001e+00,1.812e+00,2.253e+00,1.033e+00,1.722e+00,2.285e+00,1.615e+00,1.881e+00,1.566e+00,2.799e+00,1.949e+00,2.239e+00,2.515e+00,1.802e+00,2.254e+00,2.548e+00,1.825e+00,3.406e+00,2.356e+00
3.512e-01,3.660e-01,1.113e+00,1.236e+00,1.832e+00,1.719e+00,2.618e+00,2.297e+00,2.957e+00,3.341e+00,2.507e+00,1.594e+00,1.283e+00,2.138e+00,2.035e+00,2.044e+00,2.014e+00,1.489e+00,2.560e+00,1.556e+00,2.849e+00,2.354e+00,2.379e+00,2.529e+00,1.084e+00,2.348e+00,2.091e+00,2.601e+00,2.170e+00,2.597e+00,2.364e+00,2.325e+00,2.228e+00,1.918e+00,2.759e+00,2.470e+00,2.386e+00,1.723e+00,2.072e+00,2.099e+00,2.027e+00,1.066e+00,2.193e+00,2.529e+00,9.660e-01,2.510e+00,2.165e+00,2.361e+00,2.478e+00,1.746e+00,3.233e+00,2.203e+00,2.235e+00,2.375e+00,2.304e+00,1.805e+00,3.217e+00,1.301e+00,3.590e+00,2.619e+00
2.132e-01,4.953e-01,7.532e-01,9.040e-01,1.456e+00,1.515e+00,2.142e+00,3.130e+00,2.759e+00,3.355e+00,2.824e+00,1.966e+00,1.845e+00,2.177e+00,2.207e+00,2.322e+00,1.874e+00,1.396e+00,2.815e+00,1.520e+00,3.408e+00,2.422e+00,2.923e+00,2.468e+00,1.509e+00,2.709e+00,2.494e+00,3.177e+00,2.387e+00,3.173e+00,2.912e+00,2.906e+00,2.370e+00,2.523e+00,2.636e+00,3.105e+00,2.602e+00,2.205e+00,2.022e+00,2.648e+00,2.663e+00,1.742e+00,2.189e+00,3.205e+00,1.539e+00,2.225e+00,2.810e+00,2.387e+00,2.297e+00,2.000e+00,3.145e+00,2.951e+00,2.480e+00,2.804e+00,2.837e+00,2.413e+00,3.740e+00,1.399e+00,3.562e+00,2.326e+00
2.658e-01,3.338e-01,8.604e-01,1.053e+00,1.765e+00,1.715e+00,2.307e+00,2.513e+00,2.682e+00,3.694e+00,3.136e+00,2.022e+00,2.126e+00,2.648e+00,2.289e+00,2.672e+00,2.259e+00,1.538e+00,3.225e+00,2.054e+00,3.864e+00,2.762e+00,2.755e+00,2.564e+00,2.254e+00,3.199e+00,3.239e+00,3.400e+00,2.918e+00,3.580e+00,2.725e+00,3.426e+00,2.751e+00,2.802e+00,3.213e+00,3.779e+00,2.926e+00,2.802e+00,1.972e+00,3.261e+00,3.549e+00,1.443e+00,2.693e+00,3.425e+00,1.882e+00,2.582e+00,2.977e+00,2.786e+00,3.057e+00,2.760e+00,3.848e+00,2.577e+00,3.321e+00,3.407e+00,2.820e+00,2.949e+00,3.351e+00,1.770e+00,3.740e+00,2.910e+00
8.196e-03,6.273e-01,3.732e-01,4.923e-01,1.049e+00,1.108e+00,1.581e+00,1.734e+00,1.763e+00,2.932e+00,2.729e+00,2.378e+00,2.359e+00,2.739e+00,1.517e+00,2.868e+00,2.228e+00,1.881e+00,2.463e+00,2.249e+00,3.737e+00,2.127e+00,2.426e+00,2.259e+00,2.586e+00,2.443e+00,2.695e+00,3.105e+00,1.980e+00,3.073e+00,2.205e+00,3.171e+00,2.102e+00,2.702e+00,2.414e+00,3.197e+00,2.763e+00,2.485e+00,1.357e+00,3.216e+00,3.678e+00,9.186e-01,2.552e+00,3.241e+00,1.886e+00,1.946e+00,2.728e+00,2.648e+00,1.978e+00,2.626e+00,3.404e+00,2.589e+00,2.827e+00,2.874e+00,3.150e+00,2.534e+00,3.315e+00,1.596e+00,3.040e+00,1.448e+00
