7.483e-02,7.390e-01,5.195e-01,9.912e-01,1.017e-01,7.619e-01,7.399e-02,2.698e-01,2.301e-01,3.696e-01,7.239e-01,1.905e-01,9.920e-01,7.528e-01,1.334e-01,8.790e-01,1.042e-01,7.625e-01,2.318e-01,2.882e-01,9.364e-01,9.154e-01,2.564e-01,7.158e-01,4.132e-01,3.745e-01,3.426e-01,2.152e-01,4.539e-02,7.118e-02,4.028e-01,6.066e-01,5.871e-01,5.838e-01,2.656e-01,4.559e-01,3.525e-01,6.513e-02,8.248e-01,4.732e-01,3.879e-01,3.961e-01,4.969e-04,7.094e-01,3.894e-01,7.173e-01,1.960e-02,3.736e-01,1.958e-01,1.655e-01
7.804e-03,9.252e-01,3.038e-01,1.091e+00,3.684e-01,2.500e-01,2.275e-01,8.361e-01,3.084e-01,9.342e-01,1.219e-01,9.496e-01,3.895e-01,1.033e+00,6.561e-02,5.834e-01,3.233e-01,2.739e-01,6.756e-01,9.771e-02,3.111e-01,3.290e-01,4.798e-01,7.087e-01,7.174e-01,7.490e-01,5.880e-01,8.265e-01,8.484e-01,2.940e-01,5.204e-01,2.958e-01,5.020e-01,2.042e-01,3.893e-01,1.684e-01,1.019e+00,2.848e-01,5.531e-01,9.045e-01,6.966e-01,5.128e-01,4.118e-01,1.999e-01,8.195e-01,9.601e-01,9.780e-01,6.078e-01,4.434e-01,6.875e-01
2.833e-02,4.193e-01,5.992e-01,1.100e+00,8.695e-01,1.035e+00,7.554e-01,6.143e-01,3.714e-01,1.243e+00,9.644e-01,1.127e+00,9.122e-01,6.841e-01,3.537e-01,4.161e-01,7.782e-01,7.881e-01,6.875e-01,4.508e-01,9.190e-01,9.923e-01,1.873e-01,1.026e+00,1.044e+00,4.268e-01,1.167e+00,8.702e-01,2.697e-01,1.055e+00,1.145e+00,1.205e+00,3.286e-01,3.117e-01,9.526e-01,9.374e-01,4.816e-01,1.005e-01,1.375e+00,7.162e-01,1.200e+00,4.540e-01,1.066e+00,9.642e-01,2.943e-01,1.224e+00,9.931e-01,3.488e-01,1.864e-01,7.955e-01
5.991e-02,1.168e+00,6.842e-01,1.982e+00,1.176e+00,1.337e+00,5.963e-01,1.645e+00,5.723e-01,1.998e+00,1.502e+00,1.281e+00,1.217e+00,1.558e+00,1.072e+00,2.025e+00,4.985e-01,1.726e+00,1.739e+00,1.294e+00,1.778e+00,1.581e+00,5.179e-01,1.814e+00,1.625e+00,1.728e+00,1.290e+00,1.325e+00,7.335e-01,8.729e-01,1.760e+00,1.231e+00,1.395e+00,1.214e+00,8.958e-01,1.096e+00,1.951e+00,3.157e-01,1.695e+00,1.112e+00,1.853e+00,9.330e-01,1.235e+00,1.147e+00,1.842e+00,2.118e+00,1.106e+00,1.221e+00,1.121e+00,1.537e+00
5.868e-02,5.935e-01,5.327e-01,1.289e+00,1.050e+00,2.157e+00,9.044e-01,1.955e+00,9.989e-01,1.345e+00,1.807e+00,1.568e+00,1.397e+00,1.423e+00,1.319e+00,2.090e+00,1.075e+00,2.013e+00,2.087e+00,2.115e+00,1.923e+00,2.136e+00,8.272e-01,2.231e+00,1.473e+00,1.252e+00,1.619e+00,1.503e+00,5.857e-01,7.229e-01,1.733e+00,1.925e+00,1.206e+00,1.932e+00,1.025e+00,1.539e+00,1.635e+00,7.582e-01,1.373e+00,7.805e-01,2.292e+00,7.970e-01,1.447e+00,1.502e+00,1.237e+00,1.907e+00,1.066e+00,1.015e+00,1.278e+00,1.130e+00
2.055e-02,2.238e-01,1.771e-01,4.967e-01,4.890e-01,1.527e+00,1.000e+00,2.047e+00,9.014e-01,1.376e+00,1.112e+00,1.065e+00,1.541e+00,7.445e-01,1.229e+00,1.559e+00,1.394e+00,1.421e+00,1.688e+00,2.157e+00,1.636e+00,1.225e+00,6.441e-01,1.500e+00,1.046e+00,1.533e+00,1.098e+00,1.634e+00,4.021e-01,4.959e-01,1.348e+00,1.329e+00,6.443e-01,1.815e+00,1.450e+00,1.020e+00,1.621e+00,1.447e+00,8.763e-01,3.842e-01,2.178e+00,1.087e+00,1.007e+00,1.413e+00,1.511e+00,1.735e+00,1.220e+00,9.094e-01,1.165e+00,1.344e+00
6.829e-02,9.213e-01,5.631e-01,1.346e+00,4.638e-01,1.053e+00,5.708e-01,1.551e+00,5.634e-01,1.285e+00,1.115e+00,1.251e+00,1.616e+00,1.797e+00,1.085e+00,2.217e+00,7.617e-01,1.386e+00,9.575e-01,8.936e-01,1.636e+00,1.912e+00,6.146e-01,1.224e+00,1.484e+00,1.233e+00,1.599e+00,1.439e+00,1.294e+00,4.963e-01,1.770e+00,1.255e+00,1.759e+00,1.395e+00,1.104e+00,1.339e+00,1.801e+00,1.107e+00,1.925e+00,8.628e-01,1.885e+00,8.531e-01,9.330e-01,1.524e+00,1.846e+00,1.481e+00,6.043e-01,1.642e+00,1.551e+00,1.662e+00
2.733e-02,5.998e-01,2.952e-01,8.010e-01,2.794e-01,5.181e-01,2.399e-01,7.957e-01,2.976e-01,1.229e+00,1.334e+00,1.195e+00,1.227e+00,1.349e+00,3.593e-01,1.153e+00,9.720e-01,1.240e+00,1.158e+00,7.916e-01,7.911e-01,1.523e+00,4.321e-01,1.673e+00,9.404e-01,1.338e+00,9.274e-01,1.200e+00,5.010e-01,1.194e+00,7.006e-01,7.447e-01,1.188e+00,6.739e-01,5.349e-01,4.383e-01,1.024e+00,4.580e-01,1.196e+00,1.021e+00,8.184e-01,1.257e+00,9.150e-01,7.867e-01,1.234e+00,1.280e+00,1.440e+00,1.337e+00,1.388e+00,1.248e+00
6.290e-02,9.352e-01,7.230e-01,1.677e+00,9.902e-01,1.573e+00,8.075e-01,1.654e+00,1.315e+00,2.218e+00,2.345e+00,2.688e+00,2.289e+00,2.281e+00,1.378e+00,2.862e+00,2.312e+00,3.137e+00,2.432e+00,1.954e+00,2.653e+00,2.769e+00,8.330e-01,2.873e+00,2.378e+00,2.520e+00,2.087e+00,2.293e+00,1.814e+00,1.828e+00,2.119e+00,2.377e+00,1.921e+00,1.589e+00,2.191e+00,1.547e+00,2.564e+00,1.235e+00,2.455e+00,2.021e+00,2.964e+00,2.075e+00,2.426e+00,2.340e+00,2.292e+00,2.557e+00,1.960e+00,2.842e+00,2.011e+00,2.671e+00
2.650e-02,9.650e-01,6.899e-01,1.848e+00,1.429e+00,2.066e+00,1.660e+00,3.101e+00,1.442e+00,3.783e+00,2.372e+00,3.189e+00,2.677e+00,3.333e+00,1.942e+00,2.825e+00,3.586e+00,3.040e+00,3.884e+00,3.204e+00,2.854e+00,2.716e+00,1.538e+00,3.202e+00,3.078e+00,3.298e+00,3.461e+00,3.919e+00,2.244e+00,2.443e+00,3.385e+00,2.920e+00,2.448e+00,2.673e+00,3.111e+00,2.168e+00,3.917e+00,2.080e+00,2.803e+00,2.554e+00,4.395e+00,2.148e+00,3.239e+00,3.216e+00,3.127e+00,3.560e+00,2.841e+00,3.398e+00,3.261e+00,3.646e+00
