2.846e-02,5.996e-01,3.949e-01,4.305e-01,9.226e-01,2.484e-01,4.551e-01,2.973e-01,6.694e-02,5.912e-01,7.604e-01,8.086e-01,1.516e-01,2.059e-01,9.080e-01,3.279e-01,7.147e-01,3.781e-01,8.661e-01,7.081e-01,6.438e-01,3.128e-01,8.294e-02,5.786e-01,8.539e-01,5.683e-01,2.296e-01,4.714e-01,7.188e-02,1.245e-01,4.176e-01,9.868e-01
6.168e-03,1.099e+00,9.479e-01,2.276e-01,7.531e-01,7.232e-01,9.091e-01,3.577e-01,4.777e-01,5.380e-01,7.997e-01,2.175e-01,8.797e-01,6.379e-01,5.242e-01,8.660e-01,1.026e+00,5.545e-01,1.116e+00,1.876e-01,1.097e+00,9.571e-01,1.492e-01,5.778e-01,1.099e+00,2.301e-01,9.851e-01,9.454e-01,5.880e-01,6.881e-01,5.332e-01,8.252e-01
1.864e-02,8.475e-01,1.434e+00,7.454e-01,1.426e+00,8.509e-01,1.147e+00,1.066e+00,5.378e-01,7.839e-01,1.359e+00,1.188e+00,7.453e-01,5.725e-01,1.630e+00,8.914e-01,1.506e+00,8.276e-01,1.876e+00,7.380e-01,1.729e+00,1.008e+00,6.733e-01,1.094e+00,1.550e+00,9.496e-01,9.428e-01,1.635e+00,8.400e-01,7.240e-01,1.424e+00,1.890e+00
1.769e-02,5.419e-01,5.770e-01,4.375e-01,1.170e+00,1.280e+00,7.045e-01,1.173e+00,6.008e-01,1.406e+00,9.088e-01,1.219e+00,4.094e-01,4.342e-01,1.809e+00,6.960e-01,1.505e+00,1.272e+00,9.928e-01,1.502e+00,1.254e+00,1.002e+00,4.166e-01,1.348e+00,1.426e+00,6.526e-01,4.943e-01,9.095e-01,6.941e-01,1.221e+00,7.966e-01,1.347e+00
6.601e-03,1.059e+00,1.507e+00,5.666e-01,1.598e+00,2.041e+00,2.148e+00,1.850e+00,9.875e-01,1.948e+00,1.966e+00,1.991e+00,1.135e+00,9.039e-01,2.545e+00,1.608e+00,2.133e+00,1.883e+00,2.410e+00,1.093e+00,2.656e+00,1.686e+00,1.532e+00,2.121e+00,1.982e+00,1.621e+00,2.150e+00,2.475e+00,1.770e+00,1.859e+00,1.948e+00,2.335e+00
2.668e-02,1.352e+00,1.134e+00,5.580e-01,1.541e+00,2.130e+00,2.204e+00,1.119e+00,1.571e+00,1.862e+00,1.780e+00,1.806e+00,1.022e+00,8.792e-01,2.668e+00,1.382e+00,2.534e+00,1.719e+00,2.605e+00,1.634e+00,2.107e+00,1.519e+00,8.823e-01,2.020e+00,2.117e+00,1.771e+00,1.826e+00,2.350e+00,1.360e+00,1.664e+00,1.611e+00,2.757e+00
1.315e-02,1.116e+00,1.139e+00,4.669e-01,1.434e+00,2.225e+00,2.459e+00,2.199e+00,1.472e+00,2.077e+00,2.314e+00,2.335e+00,1.795e+00,1.784e+00,3.461e+00,1.999e+00,2.434e+00,2.840e+00,2.119e+00,2.605e+00,3.115e+00,1.857e+00,1.347e+00,2.734e+00,2.349e+00,1.787e+00,1.953e+00,3.064e+00,2.438e+00,2.392e+00,2.279e+00,2.564e+00
2.561e-02,7.483e-01,5.696e-01,4.313e-01,1.055e+00,1.160e+00,1.896e+00,1.907e+00,1.211e+00,1.506e+00,2.518e+00,2.720e+00,1.790e+00,2.105e+00,3.251e+00,1.707e+00,1.842e+00,2.582e+00,2.110e+00,2.236e+00,2.477e+00,1.688e+00,1.755e+00,2.003e+00,1.535e+00,2.327e+00,1.820e+00,2.935e+00,2.514e+00,1.977e+00,1.745e+00,2.561e+00
7.671e-03,1.053e+00,1.219e+00,4.545e-01,1.439e+00,2.060e+00,1.816e+00,2.356e+00,2.077e+00,2.902e+00,2.584e+00,2.693e+00,1.926e+00,2.505e+00,3.846e+00,1.951e+00,2.694e+00,3.365e+00,2.907e+00,2.073e+00,3.097e+00,3.326e+00,2.623e+00,3.061e+00,2.157e+00,2.376e+00,2.459e+00,3.397e+00,2.898e+00,2.896e+00,2.450e+00,3.395e+00
1.799e-02,9.425e-01,9.543e-01,4.584e-01,1.188e+00,1.540e+00,2.319e+00,1.620e+00,1.450e+00,2.857e+00,2.555e+00,2.488e+00,2.189e+00,1.850e+00,3.527e+00,1.786e+00,2.481e+00,2.677e+00,2.599e+00,2.169e+00,3.220e+00,2.232e+00,2.160e+00,3.177e+00,2.003e+00,2.546e+00,2.551e+00,3.651e+00,2.606e+00,2.210e+00,2.665e+00,3.352e+00
2.650e-02,1.519e+00,1.618e+00,7.682e-01,1.915e+00,2.367e+00,2.692e+00,2.714e+00,2.677e+00,3.115e+00,3.578e+00,3.835e+00,3.633e+00,3.907e+00,5.381e+00,3.359e+00,3.964e+00,4.712e+00,4.032e+00,3.152e+00,4.716e+00,4.294e+00,3.389e+00,4.549e+00,3.510e+00,3.689e+00,3.635e+00,5.545e+00,4.340e+00,3.727e+00,3.370e+00,5.290e+00
6.213e-03,4.719e-01,4.941e-01,2.173e-01,7.500e-01,1.377e+00,1.301e+00,1.211e+00,1.179e+00,1.982e+00,1.473e+00,1.768e+00,1.399e+00,1.747e+00,2.442e+00,1.595e+00,2.676e+00,2.289e+00,2.002e+00,1.528e+00,2.759e+00,2.702e+00,1.823e+00,2.011e+00,1.980e+00,2.287e+00,2.639e+00,2.876e+00,2.212e+00,2.657e+00,2.142e+00,2.549e+00
9.180e-03,7.912e-01,1.379e+00,6.175e-01,1.432e+00,1.949e+00,2.441e+00,2.415e+00,1.909e+00,3.160e+00,3.009e+00,3.370e+00,3.317e+00,3.956e+00,5.609e+00,3.107e+00,4.102e+00,4.126e+00,3.867e+00,3.059e+00,4.740e+00,4.023e+00,3.463e+00,4.485e+00,3.670e+00,4.239e+00,3.896e+00,5.480e+00,4.870e+00,4.149e+00,4.326e+00,5.540e+00
5.824e-03,2.705e-01,8.324e-01,4.707e-01,1.157e+00,1.778e+00,1.926e+00,2.671e+00,1.657e+00,3.337e+00,2.845e+00,3.502e+00,2.959e+00,3.929e+00,5.910e+00,3.657e+00,4.052e+00,4.356e+00,3.220e+00,4.016e+00,5.082e+00,4.755e+00,4.556e+00,4.338e+00,3.630e+00,4.085e+00,4.663e+00,5.887e+00,5.247e+00,4.332e+00,4.354e+00,5.682e+00
2.172e-02,9.945e-01,8.360e-01,4.478e-01,1.220e+00,1.332e+00,1.465e+00,1.569e+00,1.520e+00,2.881e+00,2.462e+00,2.676e+00,3.023e+00,3.282e+00,4.108e+00,2.814e+00,4.000e+00,3.786e+00,4.111e+00,2.525e+00,3.965e+00,3.991e+00,3.253e+00,3.816e+00,3.797e+00,3.423e+00,3.502e+00,5.108e+00,4.452e+00,3.868e+00,3.355e+00,4.686e+00
1.409e-02,8.169e-01,1.211e+00,6.139e-01,1.600e+00,2.068e+00,2.187e+00,2.746e+00,1.474e+00,2.649e+00,2.829e+00,3.178e+00,2.346e+00,3.518e+00,5.353e+00,3.430e+00,4.951e+00,4.449e+00,4.077e+00,4.058e+00,5.243e+00,4.556e+00,3.314e+00,4.072e+00,4.300e+00,4.140e+00,4.383e+00,5.226e+00,4.892e+00,4.265e+00,4.586e+00,5.645e+00
2.958e-03,1.028e+00,1.027e+00,2.869e-01,1.105e+00,2.146e+00,1.811e+00,1.586e+00,1.743e+00,2.761e+00,1.863e+00,1.870e+00,2.297e+00,2.515e+00,3.791e+00,2.839e+00,5.296e+00,4.152e+00,3.875e+00,3.287e+00,4.648e+00,4.760e+00,2.729e+00,4.413e+00,4.464e+00,3.357e+00,4.121e+00,4.412e+00,4.350e+00,3.766e+00,4.161e+00,4.873e+00
1.389e-02,3.513e-01,3.760e-01,3.237e-01,9.310e-01,1.638e+00,1.527e+00,1.975e+00,1.863e+00,2.471e+00,2.243e+00,3.114e+00,2.330e+00,3.162e+00,4.236e+00,2.973e+00,5.151e+00,5.614e+00,4.413e+00,4.161e+00,5.835e+00,5.726e+00,3.755e+00,5.746e+00,5.358e+00,4.402e+00,4.897e+00,6.179e+00,5.842e+00,4.538e+00,4.838e+00,5.493e+00
2.211e-02,4.883e-01,4.874e-01,4.354e-01,9.605e-01,1.344e+00,1.267e+00,1.342e+00,1.924e+00,2.629e+00,2.022e+00,2.535e+00,1.940e+00,2.794e+00,4.345e+00,2.427e+00,4.271e+00,3.826e+00,4.746e+00,4.293e+00,4.615e+00,4.931e+00,3.979e+00,4.878e+00,3.844e+00,3.917e+00,4.192e+00,4.969e+00,4.432e+00,4.137e+00,4.423e+00,5.453e+00
2.448e-02,1.462e+00,1.440e+00,6.375e-01,1.571e+00,1.152e+00,1.634e+00,1.138e+00,9.131e-01,2.031e+00,2.059e+00,1.615e+00,2.004e+00,2.398e+00,3.251e+00,2.863e+00,4.479e+00,3.086e+00,4.737e+00,3.819e+00,5.855e+00,5.636e+00,4.072e+00,4.516e+00,5.275e+00,3.853e+00,4.575e+00,4.923e+00,5.101e+00,4.122e+00,5.487e+00,5.176e+00
3.144e-03,2.711e-01,4.614e-01,2.246e-01,6.304e-01,1.257e+00,1.153e+00,1.409e+00,1.635e+00,2.471e+00,1.724e+00,2.115e+00,1.790e+00,2.609e+00,4.027e+00,2.342e+00,3.446e+00,3.485e+00,2.985e+00,3.216e+00,4.637e+00,4.682e+00,4.100e+00,4.099e+00,3.955e+00,3.928e+00,3.929e+00,4.275e+00,5.137e+00,3.725e+00,4.335e+00,5.010e+00
