4.618e-01,8.570e-01,3.933e-02,8.182e-01,6.156e-01,9.176e-01,2.860e-01,7.499e-01,4.226e-02,5.768e-01,2.916e-01,5.007e-02,4.031e-01,7.751e-02,6.238e-01,3.787e-01,1.031e-02,1.460e-02,4.446e-01,2.122e-01,4.880e-01,8.972e-01,2.607e-01,9.506e-01,7.299e-01,4.180e-01,2.563e-01,2.438e-01,5.945e-01,8.638e-01,4.678e-01,3.536e-01,4.177e-01
4.305e-01,1.234e+00,1.296e-01,9.660e-01,8.218e-01,9.980e-01,5.867e-01,8.862e-01,7.714e-01,8.520e-01,1.003e+00,4.520e-01,1.082e+00,7.047e-01,1.521e+00,8.865e-01,8.875e-01,8.993e-01,5.454e-01,1.137e+00,8.333e-01,8.468e-01,1.095e+00,1.714e+00,1.574e+00,1.196e+00,6.380e-01,9.866e-01,1.310e+00,9.131e-01,1.435e+00,7.699e-01,8.829e-01
7.879e-02,1.611e-01,1.262e-01,4.850e-01,1.875e-01,1.121e+00,8.774e-02,5.034e-01,1.128e-01,8.876e-01,8.143e-01,4.999e-01,8.771e-01,2.882e-01,6.814e-01,4.605e-01,5.010e-02,8.450e-01,3.485e-01,3.136e-01,7.795e-01,5.972e-01,1.026e+00,1.005e+00,5.637e-01,3.231e-01,9.182e-01,7.456e-01,3.533e-01,3.729e-01,1.097e+00,7.213e-01,7.942e-01
2.662e-01,6.357e-01,1.196e-01,1.416e+00,1.320e+00,1.816e+00,7.113e-01,1.678e+00,7.924e-01,1.318e+00,1.419e+00,1.023e+00,1.436e+00,4.453e-01,1.922e+00,1.260e+00,3.170e-01,1.416e+00,5.463e-01,1.217e+00,1.727e+00,1.284e+00,1.650e+00,1.489e+00,1.920e+00,1.285e+00,1.207e+00,1.383e+00,1.299e+00,7.578e-01,1.279e+00,8.383e-01,1.178e+00
3.633e-01,1.037e+00,1.160e-01,1.291e+00,1.576e+00,2.167e+00,1.387e+00,1.603e+00,1.624e+00,1.271e+00,2.185e+00,1.425e+00,2.104e+00,9.787e-01,2.157e+00,1.892e+00,1.595e+00,2.079e+00,1.263e+00,2.325e+00,2.312e+00,1.906e+00,1.803e+00,1.635e+00,2.346e+00,1.968e+00,1.123e+00,1.340e+00,1.870e+00,9.471e-01,1.727e+00,1.038e+00,1.744e+00
8.366e-03,3.592e-01,1.011e-01,5.648e-01,6.369e-01,1.288e+00,5.772e-01,1.654e+00,1.775e+00,6.881e-01,1.776e+00,1.475e+00,1.936e+00,1.368e+00,1.515e+00,1.840e+00,1.205e+00,1.368e+00,4.075e-01,1.948e+00,1.890e+00,1.394e+00,2.223e+00,1.099e+00,1.301e+00,1.872e+00,1.161e+00,1.815e+00,1.232e+00,1.037e+00,2.103e+00,8.063e-01,1.408e+00
2.481e-01,7.322e-01,1.251e-01,7.254e-01,6.611e-01,1.580e+00,9.934e-01,1.331e+00,1.668e+00,1.813e+00,1.642e+00,1.181e+00,1.824e+00,1.503e+00,2.201e+00,2.040e+00,2.054e+00,1.681e+00,1.486e+00,2.492e+00,2.486e+00,2.343e+00,2.091e+00,2.113e+00,1.709e+00,2.077e+00,1.596e+00,2.213e+00,1.706e+00,1.240e+00,2.831e+00,1.703e+00,1.896e+00
2.536e-01,6.642e-01,7.950e-02,7.501e-01,7.827e-01,1.275e+00,8.242e-01,1.035e+00,1.575e+00,1.859e+00,1.985e+00,1.076e+00,1.780e+00,1.420e+00,2.010e+00,1.981e+00,2.236e+00,1.996e+00,1.896e+00,2.026e+00,2.382e+00,2.411e+00,1.746e+00,1.872e+00,2.300e+00,2.123e+00,1.778e+00,1.709e+00,2.238e+00,1.025e+00,2.189e+00,1.678e+00,1.834e+00
7.550e-02,4.493e-01,1.262e-01,5.179e-01,5.071e-01,1.289e+00,8.917e-01,1.114e+00,2.366e+00,2.847e+00,3.176e+00,2.191e+00,2.861e+00,2.179e+00,3.208e+00,2.861e+00,2.838e+00,2.483e+00,2.646e+00,3.506e+00,2.956e+00,3.165e+00,2.931e+00,2.847e+00,2.760e+00,3.353e+00,2.647e+00,2.857e+00,2.761e+00,2.002e+00,3.944e+00,2.820e+00,3.170e+00
1.308e-01,3.218e-01,5.396e-02,1.011e+00,1.254e+00,1.953e+00,1.251e+00,1.910e+00,2.563e+00,3.409e+00,3.888e+00,2.613e+00,3.355e+00,2.877e+00,3.814e+00,3.301e+00,2.981e+00,2.869e+00,3.120e+00,4.551e+00,4.562e+00,4.062e+00,3.112e+00,2.514e+00,3.692e+00,4.543e+00,2.881e+00,2.899e+00,3.453e+00,2.050e+00,4.135e+00,2.632e+00,3.290e+00
2.408e-01,5.371e-01,4.626e-02,8.374e-01,8.285e-01,9.710e-01,7.869e-01,9.993e-01,1.337e+00,2.204e+00,2.058e+00,1.926e+00,2.392e+00,1.351e+00,3.286e+00,2.830e+00,2.033e+00,2.477e+00,2.053e+00,2.892e+00,2.313e+00,2.714e+00,2.395e+00,2.491e+00,2.405e+00,2.786e+00,1.975e+00,2.124e+00,2.752e+00,1.204e+00,2.185e+00,2.549e+00,1.923e+00
2.890e-01,7.009e-01,8.676e-02,1.227e+00,1.339e+00,2.017e+00,1.220e+00,1.906e+00,2.145e+00,2.991e+00,3.196e+00,2.709e+00,3.691e+00,3.336e+00,4.447e+00,3.448e+00,3.334e+00,3.442e+00,3.194e+00,4.652e+00,4.280e+00,4.040e+00,3.311e+00,3.067e+00,3.676e+00,3.994e+00,3.406e+00,2.691e+00,3.167e+00,2.188e+00,4.159e+00,3.021e+00,3.666e+00
