2.985e-01,4.657e-01,7.756e-01,2.618e-01,1.438e-01,3.459e-01,3.493e-01,1.648e-01,8.260e-01,4.412e-01,5.258e-01,3.698e-01,9.897e-01,6.850e-01,2.410e-01,3.318e-01,4.380e-01,1.699e-01,6.200e-01,7.082e-02,1.762e-01,8.579e-01,3.180e-01,6.685e-01,6.021e-01,2.254e-01,9.585e-01,5.176e-01,6.545e-01,8.228e-01,9.053e-01,6.549e-01,9.958e-01,4.480e-01,6.861e-01,3.170e-01,8.297e-01,2.368e-01,4.207e-01,5.756e-01,7.076e-01,9.932e-01
2.409e-01,4.893e-01,8.651e-01,5.596e-01,3.358e-01,7.962e-01,5.654e-01,6.695e-01,6.812e-01,1.234e+00,8.930e-01,9.139e-01,1.648e+00,1.131e+00,3.663e-01,1.030e+00,1.091e+00,5.188e-01,1.078e+00,3.434e-01,4.670e-01,1.235e+00,1.133e+00,6.784e-01,1.129e+00,1.017e+00,1.370e+00,5.809e-01,7.556e-01,8.140e-01,1.255e+00,1.158e+00,1.116e+00,8.536e-01,1.222e+00,1.213e+00,9.085e-01,1.060e+00,7.269e-01,5.149e-01,1.373e+00,1.607e+00
2.457e-01,4.812e-01,1.564e+00,8.342e-01,8.371e-01,1.467e+00,6.992e-01,1.431e+00,1.676e+00,1.888e+00,1.482e+00,1.646e+00,2.013e+00,1.849e+00,6.752e-01,1.653e+00,1.349e+00,6.480e-01,1.484e+00,7.364e-01,1.109e+00,1.331e+00,1.554e+00,1.168e+00,1.160e+00,9.544e-01,1.882e+00,1.087e+00,1.468e+00,1.627e+00,1.282e+00,1.164e+00,1.925e+00,1.200e+00,1.854e+00,1.574e+00,1.444e+00,1.053e+00,1.238e+00,1.068e+00,1.741e+00,2.382e+00
1.451e-02,6.069e-02,1.433e-01,4.946e-01,4.246e-01,1.002e+00,1.688e-01,1.087e+00,1.034e+00,1.093e+00,4.267e-01,8.104e-01,5.135e-01,4.279e-01,6.879e-01,7.926e-01,5.680e-01,2.286e-01,1.034e+00,8.899e-01,2.642e-01,5.869e-01,3.429e-01,7.560e-01,4.627e-01,6.862e-01,6.154e-01,9.977e-01,1.611e-01,8.698e-01,7.081e-01,6.184e-01,6.996e-01,1.185e+00,9.355e-01,4.190e-01,1.089e+00,9.511e-01,1.099e+00,4.233e-01,7.471e-01,1.077e+00
2.739e-01,5.077e-01,1.311e+00,7.310e-01,1.475e+00,1.459e+00,7.985e-01,1.303e+00,2.376e+00,2.404e+00,1.866e+00,2.085e+00,1.926e+00,1.692e+00,8.166e-01,2.233e+00,1.698e+00,1.247e+00,1.746e+00,1.001e+00,1.564e+00,1.639e+00,2.217e+00,1.606e+00,1.236e+00,1.576e+00,2.177e+00,1.359e+00,1.479e+00,2.353e+00,2.183e+00,2.077e+00,2.594e+00,1.286e+00,1.668e+00,1.655e+00,1.783e+00,1.700e+00,2.119e+00,1.391e+00,1.904e+00,2.190e+00
1.599e-01,2.638e-01,1.095e+00,5.952e-01,1.470e+00,1.572e+00,8.746e-01,1.403e+00,3.475e+00,2.220e+00,2.105e+00,2.330e+00,1.275e+00,2.321e+00,1.741e+00,2.591e+00,1.397e+00,1.525e+00,1.855e+00,1.435e+00,2.037e+00,2.064e+00,2.689e+00,2.203e+00,1.663e+00,1.258e+00,2.181e+00,2.334e+00,2.000e+00,2.551e+00,2.298e+00,1.873e+00,3.265e+00,1.644e+00,1.394e+00,1.888e+00,1.705e+00,1.960e+00,2.360e+00,1.777e+00,1.491e+00,1.767e+00
1.176e-01,2.358e-01,1.043e+00,6.029e-01,8.538e-01,1.324e+00,1.221e+00,1.351e+00,2.819e+00,2.658e+00,2.249e+00,1.804e+00,2.258e+00,2.656e+00,1.370e+00,1.943e+00,1.820e+00,1.146e+00,1.522e+00,1.180e+00,2.351e+00,2.301e+00,2.350e+00,1.817e+00,1.964e+00,1.151e+00,1.962e+00,2.450e+00,1.618e+00,2.020e+00,2.176e+00,2.136e+00,3.051e+00,1.907e+00,1.362e+00,1.975e+00,1.830e+00,1.386e+00,1.918e+00,1.268e+00,1.516e+00,2.450e+00
2.142e-02,3.355e-02,2.842e-01,3.648e-01,4.915e-01,8.533e-01,2.671e-01,1.858e+00,2.206e+00,1.350e+00,1.148e+00,1.775e+00,1.087e+00,9.586e-01,1.387e+00,1.595e+00,1.279e+00,4.185e-01,1.430e+00,1.798e+00,1.106e+00,9.483e-01,7.503e-01,1.436e+00,1.382e+00,1.235e+00,7.488e-01,1.891e+00,7.335e-01,1.878e+00,8.524e-01,8.909e-01,1.311e+00,1.395e+00,1.506e+00,4.709e-01,1.794e+00,7.741e-01,1.714e+00,1.306e+00,1.179e+00,1.392e+00
9.863e-04,4.897e-02,5.321e-01,4.634e-01,9.945e-01,1.180e+00,8.571e-01,1.587e+00,2.805e+00,3.079e+00,2.327e+00,2.323e+00,1.647e+00,2.355e+00,2.537e+00,2.428e+00,1.801e+00,2.001e+00,1.721e+00,2.313e+00,2.637e+00,2.634e+00,2.436e+00,1.886e+00,1.864e+00,1.807e+00,1.879e+00,3.055e+00,1.651e+00,2.145e+00,2.714e+00,2.268e+00,3.517e+00,2.498e+00,1.418e+00,1.755e+00,2.010e+00,2.422e+00,3.044e+00,2.056e+00,2.390e+00,2.562e+00
2.929e-01,5.159e-01,1.045e+00,6.833e-01,1.135e+00,1.348e+00,1.255e+00,1.918e+00,3.503e+00,3.950e+00,3.374e+00,3.655e+00,3.395e+00,2.772e+00,3.238e+00,3.173e+00,3.099e+00,2.292e+00,2.804e+00,3.019e+00,3.408e+00,4.046e+00,2.684e+00,3.214e+00,3.291e+00,2.911e+00,3.351e+00,4.362e+00,2.661e+00,4.048e+00,3.666e+00,4.329e+00,4.644e+00,3.445e+00,2.394e+00,2.080e+00,3.866e+00,3.152e+00,3.680e+00,2.590e+00,3.700e+00,3.986e+00
2.396e-01,4.728e-01,1.109e+00,9.635e-01,1.582e+00,1.942e+00,9.643e-01,2.674e+00,3.663e+00,3.999e+00,3.430e+00,4.340e+00,3.969e+00,3.207e+00,3.307e+00,4.315e+00,3.962e+00,3.145e+00,4.081e+00,4.262e+00,3.999e+00,3.718e+00,3.317e+00,3.908e+00,3.298e+00,4.080e+00,4.173e+00,4.538e+00,2.958e+00,5.195e+00,4.274e+00,4.491e+00,4.368e+00,4.430e+00,3.012e+00,2.833e+00,4.770e+00,4.084e+00,4.526e+00,3.543e+00,4.539e+00,4.669e+00
1.637e-01,3.064e-01,5.786e-01,5.308e-01,8.463e-01,1.109e+00,6.653e-01,1.533e+00,2.466e+00,2.322e+00,2.178e+00,2.639e+00,3.243e+00,2.824e+00,3.190e+00,3.107e+00,3.636e+00,2.830e+00,2.804e+00,3.074e+00,2.914e+00,3.515e+00,2.970e+00,3.231e+00,3.296e+00,3.680e+00,3.074e+00,3.889e+00,2.499e+00,3.484e+00,3.194e+00,3.603e+00,3.433e+00,4.054e+00,2.058e+00,2.527e+00,3.876e+00,3.654e+00,3.303e+00,3.381e+00,3.285e+00,3.104e+00
1.901e-01,3.077e-01,8.154e-01,6.824e-01,1.308e+00,1.669e+00,1.001e+00,2.310e+00,4.330e+00,3.628e+00,3.119e+00,3.524e+00,3.798e+00,4.063e+00,4.771e+00,4.193e+00,3.261e+00,3.496e+00,4.004e+00,4.145e+00,4.198e+00,4.875e+00,3.408e+00,3.755e+00,3.923e+00,3.999e+00,3.505e+00,5.490e+00,3.383e+00,4.739e+00,5.109e+00,4.359e+00,5.813e+00,4.413e+00,2.521e+00,3.198e+00,4.161e+00,3.976e+00,5.232e+00,4.294e+00,3.847e+00,4.669e+00
9.947e-02,2.499e-01,9.881e-01,8.863e-01,1.503e+00,1.901e+00,1.102e+00,2.373e+00,3.434e+00,4.083e+00,3.231e+00,3.671e+00,3.813e+00,3.591e+00,4.105e+00,4.601e+00,4.361e+00,3.680e+00,3.562e+00,3.770e+00,4.664e+00,4.729e+00,4.144e+00,4.122e+00,3.439e+00,4.692e+00,4.617e+00,5.501e+00,3.858e+00,5.143e+00,4.876e+00,4.469e+00,5.507e+00,4.923e+00,3.342e+00,3.354e+00,5.179e+00,4.252e+00,4.714e+00,3.825e+00,4.890e+00,4.914e+00
7.828e-02,2.100e-01,1.018e+00,8.567e-01,1.686e+00,2.043e+00,1.103e+00,2.249e+00,3.915e+00,3.949e+00,3.341e+00,3.999e+00,3.468e+00,4.083e+00,5.121e+00,4.736e+00,4.266e+00,4.021e+00,3.881e+00,4.350e+00,4.678e+00,5.327e+00,4.491e+00,4.569e+00,4.678e+00,4.166e+00,4.867e+00,5.758e+00,4.140e+00,5.463e+00,5.184e+00,4.588e+00,6.746e+00,5.222e+00,2.841e+00,4.316e+00,4.471e+00,4.884e+00,5.077e+00,4.040e+00,4.511e+00,5.075e+00
8.992e-02,2.495e-01,1.036e+00,7.171e-01,1.206e+00,1.494e+00,1.187e+00,2.199e+00,3.156e+00,3.286e+00,2.893e+00,2.962e+00,3.801e+00,3.510e+00,2.687e+00,4.611e+00,4.306e+00,3.117e+00,3.199e+00,3.803e+00,4.389e+00,4.518e+00,4.097e+00,3.785e+00,4.380e+00,4.456e+00,3.910e+00,4.649e+00,3.031e+00,5.099e+00,4.725e+00,4.118e+00,5.012e+00,4.496e+00,3.266e+00,3.853e+00,4.359e+00,3.443e+00,4.510e+00,3.274e+00,4.104e+00,4.760e+00
2.718e-01,4.844e-01,1.131e+00,8.158e-01,1.504e+00,1.803e+00,1.400e+00,1.897e+00,4.072e+00,3.664e+00,3.034e+00,3.118e+00,3.938e+00,3.789e+00,4.165e+00,4.077e+00,4.712e+00,3.341e+00,4.006e+00,3.336e+00,4.505e+00,5.295e+00,4.298e+00,4.743e+00,4.540e+00,4.783e+00,4.512e+00,5.526e+00,4.340e+00,5.100e+00,5.597e+00,5.209e+00,6.300e+00,4.480e+00,3.412e+00,4.301e+00,5.165e+00,4.451e+00,5.322e+00,3.736e+00,4.553e+00,5.465e+00
4.719e-02,1.393e-01,6.732e-01,7.741e-01,8.852e-01,1.756e+00,7.458e-01,2.333e+00,3.313e+00,2.786e+00,2.497e+00,3.235e+00,3.053e+00,3.641e+00,4.850e+00,4.364e+00,4.382e+00,4.038e+00,4.730e+00,4.901e+00,4.221e+00,5.240e+00,4.153e+00,5.114e+00,5.061e+00,4.780e+00,5.436e+00,6.303e+00,4.801e+00,5.183e+00,5.576e+00,3.793e+00,6.308e+00,6.429e+00,4.069e+00,3.950e+00,5.494e+00,5.544e+00,5.465e+00,4.988e+00,5.462e+00,4.826e+00
