6.642e-01,1.032e-01,1.474e-02,4.430e-01,7.841e-01,6.908e-04,5.095e-01,7.802e-01,3.299e-01,7.174e-01,9.663e-01,6.777e-01,7.695e-01,8.254e-01,5.626e-02,2.191e-01,6.807e-01,6.884e-01,4.501e-01,9.399e-01,4.550e-01,6.498e-01,7.041e-01,7.584e-01,5.348e-01,1.258e-01,4.400e-01,7.802e-01,6.263e-01,6.616e-01,9.977e-01,8.593e-01,4.478e-01,8.894e-01,5.746e-01,7.153e-02,5.918e-01,3.505e-01,1.099e-01,2.212e-01,6.303e-01,4.599e-02,2.794e-01,3.091e-01,2.247e-01,4.001e-01,8.008e-01,3.087e-02,5.697e-01,1.970e-01,4.392e-01,1.589e-01,2.770e-01,1.039e-01,4.845e-01,1.771e-01,5.583e-01,9.943e-01,8.547e-01,2.658e-01,3.050e-01,6.437e-01,6.492e-01,7.714e-01,7.257e-03,6.666e-01,8.682e-01,1.604e-01,2.358e-01,3.923e-01,1.327e-01,4.216e-01,8.114e-01,3.591e-01,7.754e-01,7.656e-01,7.116e-01,1.385e-01,3.070e-01,9.932e-01,6.919e-01,5.877e-04,2.415e-01,5.715e-01,6.438e-01,7.222e-01,1.506e-01,9.437e-01,5.714e-01,3.435e-01,7.438e-02,3.461e-01,5.018e-01,9.552e-01,8.369e-02,6.715e-01,4.013e-01,5.661e-01,7.229e-01
3.895e-01,6.647e-01,9.067e-01,7.202e-01,1.190e+00,6.263e-01,1.171e+00,9.315e-01,4.260e-01,5.810e-01,1.161e+00,1.194e+00,1.087e+00,1.023e+00,1.812e-01,1.080e+00,6.541e-01,9.540e-01,1.070e+00,5.881e-01,4.747e-01,1.177e+00,1.365e+00,1.059e+00,5.839e-01,4.878e-01,3.330e-01,5.957e-01,5.138e-01,1.383e+00,1.425e+00,1.311e+00,1.040e+00,1.314e+00,7.970e-01,1.856e-01,1.031e+00,1.006e+00,8.739e-01,4.040e-01,1.280e+00,8.772e-01,4.211e-01,6.305e-01,6.638e-01,6.998e-01,9.600e-01,8.503e-01,8.539e-01,9.640e-01,9.609e-01,9.412e-01,1.119e+00,5.517e-01,9.959e-01,1.462e-01,6.511e-01,1.082e+00,6.963e-01,6.116e-01,4.454e-01,1.282e+00,6.041e-01,1.047e+00,3.808e-01,1.070e+00,7.011e-01,7.229e-01,1.117e+00,1.150e+00,3.812e-01,1.012e+00,1.140e+00,6.936e-01,1.447e+00,7.355e-01,9.736e-01,9.598e-01,1.067e+00,1.283e+00,1.018e+00,6.245e-01,9.157e-01,1.071e+00,1.143e+00,9.679e-01,3.191e-01,1.472e+00,8.896e-01,1.166e+00,1.566e-01,1.012e+00,7.071e-01,1.338e+00,1.509e-01,6.320e-01,8.544e-01,3.485e-01,1.224e+00
1.910e-01,9.246e-02,5.643e-01,5.516e-01,6.741e-01,9.486e-01,7.117e-01,7.046e-01,2.878e-01,1.157e+00,8.911e-01,3.268e-01,3.052e-01,1.247e+00,1.125e-01,9.617e-01,4.544e-01,4.859e-01,3.621e-01,2.813e-01,7.030e-01,4.739e-01,6.179e-01,8.265e-01,1.126e+00,9.673e-01,6.985e-01,4.521e-01,6.575e-01,1.095e+00,7.888e-01,7.060e-01,7.548e-01,6.385e-01,7.163e-01,4.969e-01,1.195e+00,8.988e-01,9.159e-01,4.319e-01,1.158e+00,9.856e-01,7.732e-01,7.505e-01,4.935e-01,9.458e-01,1.229e+00,8.697e-01,2.717e-01,1.521e-01,6.471e-01,8.489e-01,5.529e-01,8.581e-01,6.406e-01,8.366e-01,7.025e-01,8.622e-01,5.538e-01,6.742e-01,9.618e-01,6.299e-01,1.208e+00,7.493e-01,2.545e-01,3.725e-01,1.264e+00,4.964e-01,7.536e-01,7.726e-01,7.404e-01,5.136e-01,1.276e+00,5.471e-01,1.202e+00,6.599e-01,7.919e-01,4.865e-01,7.511e-01,1.028e+00,2.818e-01,7.935e-01,7.138e-01,2.820e-01,9.548e-01,1.001e+00,1.029e-01,1.267e+00,1.006e+00,2.926e-01,7.667e-01,1.045e+00,6.463e-01,8.603e-01,7.013e-01,4.697e-01,5.322e-01,4.615e-01,9.836e-01
5.788e-01,4.935e-01,7.696e-01,1.104e+00,2.255e+00,1.360e+00,1.483e+00,1.573e+00,5.258e-01,1.692e+00,1.493e+00,1.361e+00,2.055e+00,1.407e+00,9.303e-01,1.205e+00,1.689e+00,1.952e+00,1.744e+00,1.304e+00,1.408e+00,1.627e+00,2.186e+00,2.190e+00,1.087e+00,1.422e+00,1.532e+00,1.508e+00,1.520e+00,1.870e+00,2.534e+00,2.287e+00,1.132e+00,2.298e+00,1.108e+00,4.172e-01,1.584e+00,1.330e+00,1.526e+00,6.164e-01,1.863e+00,1.249e+00,7.759e-01,1.566e+00,9.812e-01,1.199e+00,1.573e+00,1.450e+00,1.818e+00,1.255e+00,1.768e+00,1.884e+00,1.223e+00,1.300e+00,1.670e+00,8.284e-01,1.853e+00,1.605e+00,1.641e+00,1.708e+00,9.805e-01,1.579e+00,1.563e+00,1.344e+00,7.926e-01,1.314e+00,1.398e+00,1.037e+00,1.385e+00,1.341e+00,5.597e-01,1.322e+00,1.959e+00,1.466e+00,1.890e+00,1.813e+00,1.960e+00,1.529e+00,1.344e+00,1.960e+00,1.170e+00,1.062e+00,1.054e+00,1.910e+00,1.581e+00,1.717e+00,1.191e+00,2.263e+00,1.492e+00,1.408e+00,7.264e-01,1.871e+00,1.653e+00,1.665e+00,8.975e-01,1.055e+00,1.312e+00,1.122e+00,1.515e+00
3.434e-01,2.387e-01,5.083e-01,7.993e-01,1.666e+00,1.545e+00,1.738e+00,1.625e+00,1.266e+00,1.717e+00,1.092e+00,1.612e+00,2.172e+00,1.608e+00,9.679e-01,1.876e+00,2.090e+00,1.816e+00,2.010e+00,1.743e+00,2.068e+00,1.579e+00,1.844e+00,2.179e+00,1.051e+00,1.631e+00,2.083e+00,1.852e+00,2.174e+00,2.168e+00,2.125e+00,2.237e+00,1.604e+00,2.119e+00,1.294e+00,1.349e+00,1.987e+00,1.875e+00,2.066e+00,7.919e-01,2.240e+00,1.149e+00,1.228e+00,2.142e+00,8.277e-01,1.518e+00,1.821e+00,1.331e+00,2.148e+00,1.034e+00,1.657e+00,1.707e+00,8.906e-01,1.372e+00,1.838e+00,1.526e+00,1.983e+00,1.737e+00,2.096e+00,1.524e+00,1.772e+00,1.818e+00,2.116e+00,9.974e-01,8.996e-01,1.659e+00,1.656e+00,1.480e+00,1.350e+00,1.080e+00,1.263e+00,1.784e+00,1.765e+00,1.964e+00,1.635e+00,1.632e+00,1.765e+00,2.089e+00,1.675e+00,1.504e+00,1.047e+00,1.481e+00,1.393e+00,1.948e+00,1.728e+00,2.220e+00,9.452e-01,2.402e+00,1.514e+00,1.322e+00,1.391e+00,2.210e+00,1.971e+00,1.541e+00,1.615e+00,1.640e+00,1.938e+00,1.440e+00,1.185e+00
6.315e-01,4.474e-01,6.511e-01,9.535e-01,1.848e+00,1.471e+00,2.310e+00,1.656e+00,1.333e+00,2.463e+00,2.177e+00,1.684e+00,2.558e+00,2.052e+00,1.276e+00,1.830e+00,2.550e+00,2.106e+00,1.917e+00,2.022e+00,1.827e+00,2.042e+00,2.136e+00,2.728e+00,1.926e+00,1.204e+00,1.536e+00,2.281e+00,2.305e+00,2.067e+00,2.680e+00,2.533e+00,1.678e+00,2.290e+00,1.614e+00,1.491e+00,1.740e+00,2.139e+00,1.677e+00,1.158e+00,2.229e+00,1.966e+00,1.685e+00,2.300e+00,1.235e+00,2.031e+00,2.339e+00,1.664e+00,2.126e+00,2.019e+00,1.854e+00,2.099e+00,1.476e+00,1.653e+00,2.415e+00,1.748e+00,2.610e+00,1.936e+00,2.082e+00,1.802e+00,1.667e+00,2.397e+00,2.127e+00,1.590e+00,9.194e-01,1.685e+00,2.314e+00,1.817e+00,1.339e+00,1.368e+00,1.280e+00,2.441e+00,2.601e+00,2.388e+00,2.644e+00,1.591e+00,2.326e+00,2.256e+00,2.314e+00,1.900e+00,1.890e+00,1.270e+00,1.483e+00,2.032e+00,2.042e+00,2.260e+00,1.252e+00,2.469e+00,1.676e+00,1.555e+00,1.665e+00,2.411e+00,1.806e+00,2.276e+00,1.077e+00,1.424e+00,1.950e+00,1.846e+00,1.862e+00
8.757e-02,5.906e-02,1.170e-01,3.321e-01,8.857e-01,1.109e+00,1.881e+00,1.456e+00,1.671e+00,2.357e+00,1.395e+00,1.416e+00,2.283e+00,1.740e+00,2.037e+00,1.503e+00,2.751e+00,1.571e+00,1.935e+00,1.456e+00,2.057e+00,1.506e+00,1.916e+00,2.126e+00,1.919e+00,1.322e+00,1.445e+00,2.147e+00,2.400e+00,1.540e+00,2.130e+00,1.652e+00,1.861e+00,1.652e+00,1.294e+00,1.849e+00,1.156e+00,2.265e+00,2.144e+00,8.471e-01,1.788e+00,1.779e+00,1.504e+00,1.916e+00,1.015e+00,1.773e+00,1.564e+00,2.049e+00,2.018e+00,1.931e+00,1.619e+00,1.590e+00,1.631e+00,1.388e+00,2.019e+00,2.339e+00,2.279e+00,1.417e+00,1.658e+00,1.741e+00,1.391e+00,1.463e+00,2.110e+00,1.368e+00,1.450e+00,1.136e+00,1.939e+00,1.798e+00,1.057e+00,1.435e+00,1.791e+00,1.918e+00,1.937e+00,2.090e+00,1.841e+00,1.792e+00,1.752e+00,2.686e+00,1.606e+00,1.119e+00,1.139e+00,1.770e+00,9.914e-01,1.770e+00,1.876e+00,1.481e+00,1.725e+00,1.531e+00,1.458e+00,1.370e+00,1.511e+00,2.479e+00,2.018e+00,1.802e+00,1.602e+00,1.863e+00,1.700e+00,2.047e+00,1.676e+00
2.487e-02,3.613e-01,9.872e-01,6.923e-01,9.516e-01,1.615e+00,1.982e+00,1.620e+00,2.245e+00,2.315e+00,2.590e+00,1.612e+00,2.401e+00,2.679e+00,2.239e+00,2.189e+00,2.150e+00,2.102e+00,1.571e+00,1.388e+00,2.580e+00,1.969e+00,1.802e+00,2.039e+00,2.401e+00,1.921e+00,1.135e+00,1.694e+00,1.787e+00,2.419e+00,2.305e+00,2.387e+00,2.136e+00,2.034e+00,2.001e+00,2.320e+00,2.683e+00,3.003e+00,2.978e+00,1.707e+00,2.584e+00,3.334e+00,2.167e+00,1.846e+00,1.948e+00,2.393e+00,2.080e+00,2.686e+00,2.171e+00,1.884e+00,1.837e+00,2.553e+00,2.011e+00,2.553e+00,2.652e+00,2.948e+00,1.892e+00,1.514e+00,2.074e+00,2.536e+00,2.149e+00,2.308e+00,2.807e+00,2.449e+00,2.003e+00,1.724e+00,2.472e+00,2.177e+00,1.950e+00,2.481e+00,1.927e+00,2.744e+00,2.678e+00,2.192e+00,3.367e+00,2.083e+00,2.156e+00,2.493e+00,2.216e+00,2.178e+00,1.366e+00,2.946e+00,2.093e+00,1.478e+00,2.233e+00,2.622e+00,1.903e+00,2.765e+00,1.940e+00,1.668e+00,1.626e+00,2.607e+00,2.182e+00,2.033e+00,1.888e+00,1.465e+00,2.071e+00,2.076e+00,2.979e+00
5.507e-01,4.240e-01,8.862e-01,1.018e+00,1.682e+00,1.458e+00,1.920e+00,2.029e+00,2.216e+00,3.035e+00,2.943e+00,2.966e+00,2.664e+00,3.475e+00,2.123e+00,2.991e+00,2.995e+00,2.447e+00,2.601e+00,2.598e+00,3.184e+00,2.193e+00,2.528e+00,2.861e+00,2.067e+00,2.170e+00,2.439e+00,1.904e+00,2.460e+00,3.690e+00,2.930e+00,2.812e+00,2.091e+00,2.638e+00,2.743e+00,2.084e+00,3.465e+00,3.215e+00,3.348e+00,1.774e+00,2.932e+00,3.203e+00,2.149e+00,2.465e+00,2.186e+00,2.802e+00,2.268e+00,2.471e+00,2.927e+00,2.039e+00,2.667e+00,2.826e+00,2.163e+00,2.378e+00,2.537e+00,2.191e+00,1.976e+00,2.785e+00,2.751e+00,2.757e+00,2.202e+00,2.543e+00,3.372e+00,3.180e+00,1.593e+00,2.393e+00,2.955e+00,1.991e+00,2.828e+00,2.289e+00,2.453e+00,3.391e+00,2.668e+00,2.116e+00,3.099e+00,3.301e+00,2.607e+00,2.123e+00,2.893e+00,3.524e+00,1.697e+00,2.585e+00,2.943e+00,2.341e+00,2.840e+00,3.144e+00,2.176e+00,3.662e+00,2.174e+00,2.640e+00,2.169e+00,2.394e+00,2.707e+00,2.881e+00,2.470e+00,1.856e+00,2.223e+00,2.449e+00,3.009e+00
2.367e-03,9.418e-02,3.201e-01,2.682e-01,4.426e-01,9.597e-01,1.386e+00,1.045e+00,1.624e+00,1.962e+00,1.515e+00,1.868e+00,2.243e+00,2.091e+00,1.465e+00,2.029e+00,2.026e+00,1.741e+00,2.059e+00,1.760e+00,2.205e+00,1.794e+00,2.148e+00,1.996e+00,1.487e+00,1.582e+00,2.079e+00,2.253e+00,1.936e+00,2.190e+00,1.955e+00,2.377e+00,1.674e+00,2.205e+00,1.672e+00,2.052e+00,2.325e+00,2.097e+00,2.309e+00,1.017e+00,2.560e+00,1.860e+00,2.127e+00,1.887e+00,1.423e+00,1.869e+00,1.683e+00,2.344e+00,2.566e+00,1.457e+00,1.754e+00,2.348e+00,1.475e+00,1.920e+00,2.247e+00,2.236e+00,1.716e+00,1.273e+00,2.133e+00,2.192e+00,1.938e+00,2.359e+00,1.977e+00,1.970e+00,1.669e+00,1.528e+00,1.725e+00,1.662e+00,2.080e+00,1.927e+00,2.192e+00,2.408e+00,1.558e+00,2.612e+00,1.749e+00,2.316e+00,2.098e+00,2.297e+00,1.911e+00,1.400e+00,1.800e+00,2.225e+00,2.386e+00,1.752e+00,2.244e+00,2.360e+00,1.303e+00,1.776e+00,2.096e+00,1.413e+00,1.868e+00,2.349e+00,1.751e+00,1.693e+00,1.825e+00,2.065e+00,1.837e+00,1.874e+00,1.921e+00
