3.598e-01,1.794e-01,7.602e-01,1.272e-01,9.602e-01,8.763e-02,4.980e-01,3.163e-01,4.093e-01,1.745e-01,5.636e-01,2.961e-01,1.171e-01,6.245e-01,9.308e-01,8.221e-01,9.832e-01,8.848e-01,9.000e-01,8.889e-01,8.787e-01,1.182e-02,5.763e-01,6.355e-01,3.570e-01,3.839e-01,8.443e-01,2.674e-01,7.141e-01,3.611e-01,4.966e-01,9.769e-01,8.702e-01,5.232e-02,4.236e-01,6.658e-01,5.635e-01,8.848e-01
2.782e-01,5.434e-01,1.489e+00,6.177e-01,1.241e+00,7.486e-02,7.591e-01,3.033e-01,7.423e-01,8.446e-01,4.767e-01,3.580e-01,4.426e-01,1.058e+00,1.497e+00,1.277e+00,8.409e-01,9.957e-01,1.234e+00,8.959e-01,1.465e+00,9.695e-02,1.107e+00,9.115e-01,4.199e-01,4.456e-01,1.025e+00,3.095e-01,1.306e+00,1.168e+00,1.151e+00,8.253e-01,8.716e-01,1.358e-01,1.235e+00,8.217e-01,4.636e-01,1.468e+00
1.913e-02,1.859e-01,6.299e-01,9.042e-01,6.643e-01,6.276e-01,1.132e+00,8.263e-01,2.318e-01,9.026e-01,8.610e-01,6.951e-01,6.886e-01,5.038e-01,1.301e+00,5.981e-01,9.722e-01,8.444e-01,7.183e-01,6.137e-01,1.296e+00,3.943e-01,6.780e-01,1.196e+00,1.800e-01,5.958e-01,2.119e-01,6.401e-01,1.144e+00,9.572e-01,1.059e+00,5.500e-01,5.539e-01,6.004e-01,1.371e+00,6.067e-01,1.775e-01,1.051e+00
2.254e-01,3.856e-01,1.181e+00,1.147e+00,1.514e+00,6.689e-01,1.140e+00,1.093e+00,1.420e+00,1.115e+00,1.531e+00,1.417e+00,1.376e+00,1.827e+00,1.974e+00,1.288e+00,1.942e+00,1.852e+00,1.203e+00,1.878e+00,2.428e+00,1.029e+00,1.362e+00,1.330e+00,9.482e-01,8.792e-01,1.683e+00,5.506e-01,1.636e+00,1.664e+00,1.434e+00,1.445e+00,1.404e+00,1.021e+00,1.676e+00,1.590e+00,1.035e+00,1.606e+00
1.365e-01,3.934e-01,1.116e+00,9.838e-01,1.662e+00,6.330e-01,1.234e+00,1.435e+00,1.027e+00,1.364e+00,1.016e+00,1.510e+00,1.780e+00,1.430e+00,1.968e+00,1.520e+00,2.258e+00,1.806e+00,1.932e+00,1.879e+00,2.778e+00,1.498e+00,1.848e+00,1.683e+00,6.864e-01,1.250e+00,1.219e+00,1.315e+00,2.260e+00,2.257e+00,2.230e+00,9.256e-01,1.073e+00,8.903e-01,1.571e+00,1.219e+00,1.060e+00,2.067e+00
1.278e-01,1.319e-01,5.591e-01,9.152e-01,1.111e+00,1.585e+00,1.522e+00,1.885e+00,1.513e+00,9.375e-01,1.793e+00,2.243e+00,1.744e+00,1.764e+00,1.871e+00,1.174e+00,2.315e+00,1.868e+00,1.605e+00,1.925e+00,2.123e+00,1.696e+00,1.521e+00,1.708e+00,7.368e-01,1.677e+00,2.089e+00,9.720e-01,1.906e+00,1.873e+00,2.104e+00,2.104e+00,1.117e+00,1.576e+00,1.297e+00,2.167e+00,9.057e-01,1.640e+00
1.635e-01,1.292e-01,6.425e-01,1.062e+00,1.356e+00,1.306e+00,1.895e+00,2.365e+00,1.971e+00,1.630e+00,2.138e+00,2.948e+00,1.845e+00,2.063e+00,2.105e+00,1.576e+00,3.224e+00,2.207e+00,2.100e+00,2.378e+00,2.710e+00,2.273e+00,1.498e+00,2.254e+00,1.494e+00,1.777e+00,2.396e+00,1.629e+00,2.162e+00,2.231e+00,2.083e+00,2.392e+00,1.831e+00,1.858e+00,2.197e+00,2.617e+00,1.476e+00,2.145e+00
2.032e-02,2.937e-01,8.399e-01,1.314e+00,1.336e+00,1.627e+00,1.900e+00,3.003e+00,3.137e+00,1.987e+00,2.197e+00,3.238e+00,3.053e+00,3.086e+00,2.552e+00,2.129e+00,3.190e+00,2.671e+00,3.058e+00,2.470e+00,3.470e+00,2.722e+00,2.456e+00,2.606e+00,2.045e+00,2.008e+00,3.290e+00,1.674e+00,2.842e+00,3.674e+00,3.273e+00,3.043e+00,2.228e+00,2.537e+00,3.146e+00,2.870e+00,2.232e+00,2.980e+00
1.047e-01,4.435e-01,1.212e+00,9.602e-01,1.474e+00,1.171e+00,1.830e+00,2.117e+00,2.324e+00,2.720e+00,1.859e+00,2.482e+00,2.785e+00,2.617e+00,3.108e+00,2.712e+00,2.676e+00,1.873e+00,3.164e+00,2.551e+00,3.028e+00,2.127e+00,2.605e+00,2.366e+00,1.117e+00,2.104e+00,2.761e+00,2.383e+00,3.125e+00,3.028e+00,3.465e+00,2.423e+00,1.628e+00,2.306e+00,2.593e+00,2.576e+00,1.101e+00,3.350e+00
2.936e-01,3.701e-01,1.306e+00,1.075e+00,2.003e+00,1.535e+00,2.147e+00,2.600e+00,1.940e+00,2.093e+00,2.899e+00,3.485e+00,3.120e+00,2.737e+00,3.649e+00,2.518e+00,4.298e+00,3.224e+00,3.653e+00,3.599e+00,3.757e+00,2.293e+00,3.680e+00,3.290e+00,1.225e+00,2.329e+00,2.610e+00,3.054e+00,3.443e+00,3.974e+00,3.952e+00,3.567e+00,2.304e+00,2.464e+00,3.254e+00,2.818e+00,2.018e+00,4.157e+00
1.611e-01,4.168e-01,1.158e+00,8.277e-01,1.093e+00,7.377e-01,1.204e+00,1.340e+00,2.037e+00,1.815e+00,2.051e+00,2.289e+00,2.150e+00,2.533e+00,2.675e+00,2.467e+00,2.321e+00,2.780e+00,3.224e+00,2.520e+00,2.495e+00,1.461e+00,2.474e+00,2.058e+00,1.301e+00,2.130e+00,2.461e+00,2.205e+00,2.371e+00,2.812e+00,2.419e+00,2.691e+00,2.432e+00,1.975e+00,3.004e+00,2.682e+00,1.557e+00,2.824e+00
1.497e-01,3.105e-01,1.008e+00,1.227e+00,1.372e+00,1.501e+00,1.774e+00,2.048e+00,2.064e+00,1.678e+00,2.498e+00,3.333e+00,3.093e+00,3.214e+00,2.860e+00,2.757e+00,3.212e+00,3.323e+00,3.535e+00,2.846e+00,3.917e+00,2.037e+00,2.860e+00,3.164e+00,1.458e+00,2.342e+00,3.154e+00,2.700e+00,2.800e+00,3.143e+00,3.314e+00,3.347e+00,2.553e+00,3.066e+00,3.447e+00,3.094e+00,2.304e+00,2.795e+00
