1.650e-01,6.894e-01,5.144e-01,9.176e-01,1.947e-01,1.512e-01,7.785e-01,7.774e-01,1.740e-01,8.120e-01,4.738e-01,5.750e-01,4.939e-01,1.517e-01,8.900e-01,4.530e-01,2.335e-01,6.458e-01,7.497e-01,6.485e-01,7.458e-01,3.917e-01,9.900e-02,3.232e-01,4.868e-01,2.139e-02,8.499e-01,1.391e-01,2.767e-01,1.217e-01,5.503e-01,4.467e-01,9.609e-01,8.409e-01,6.527e-01,3.122e-01,4.329e-01,4.698e-01,6.483e-01,9.498e-01,3.360e-01,3.418e-01,6.543e-01,3.360e-01,2.119e-01,6.059e-01,4.667e-01,7.039e-01,2.912e-01,9.157e-01,8.599e-01,8.426e-01,1.995e-01,3.722e-02,4.241e-01,1.932e-01,1.416e-01,6.597e-01,1.567e-01,6.635e-01
5.336e-02,7.853e-01,2.721e-01,6.783e-01,2.901e-01,1.644e-01,3.188e-01,5.822e-01,6.557e-02,1.101e+00,3.651e-01,3.594e-01,1.158e+00,7.495e-01,1.233e+00,7.307e-01,5.287e-01,1.131e+00,2.431e-01,1.192e+00,1.066e+00,6.725e-01,4.896e-01,2.880e-01,7.311e-01,8.996e-01,1.096e+00,4.985e-02,1.414e-01,7.574e-01,1.882e-01,1.143e+00,1.035e+00,9.354e-01,2.984e-01,5.898e-01,2.315e-01,6.939e-01,1.030e+00,1.260e+00,1.490e-01,7.246e-01,4.384e-01,7.994e-01,1.409e-01,1.072e+00,3.812e-01,3.712e-01,9.676e-02,7.749e-01,9.042e-01,5.741e-01,9.772e-01,5.914e-01,8.590e-01,4.523e-01,4.270e-01,2.346e-01,8.497e-01,2.956e-01
1.321e-01,1.064e+00,1.064e+00,1.297e+00,3.983e-01,2.730e-01,1.671e+00,1.727e+00,6.886e-01,2.348e+00,1.295e+00,7.027e-01,2.030e+00,1.567e+00,2.126e+00,1.287e+00,1.384e+00,1.661e+00,1.421e+00,1.709e+00,1.756e+00,1.784e+00,8.478e-01,7.665e-01,1.644e+00,1.529e+00,1.538e+00,7.180e-01,5.378e-01,1.447e+00,1.287e+00,2.127e+00,1.641e+00,2.158e+00,1.423e+00,1.253e+00,6.636e-01,9.570e-01,2.223e+00,1.815e+00,1.058e+00,1.807e+00,1.057e+00,1.028e+00,8.646e-01,1.798e+00,1.502e+00,1.521e+00,8.264e-01,1.870e+00,1.514e+00,1.391e+00,1.047e+00,1.499e+00,1.440e+00,8.479e-01,7.810e-01,6.518e-01,1.386e+00,7.694e-01
6.414e-02,3.548e-01,2.563e-01,1.264e+00,4.984e-01,6.553e-01,1.009e+00,1.378e+00,2.709e-01,8.531e-01,9.087e-01,8.725e-01,1.204e+00,5.228e-01,6.161e-01,4.984e-01,9.829e-01,8.628e-01,1.254e+00,1.308e+00,7.175e-01,9.632e-01,2.556e-01,5.140e-01,9.320e-01,1.154e+00,6.985e-01,9.360e-01,5.548e-01,4.570e-01,9.633e-01,5.885e-01,6.677e-01,6.192e-01,8.627e-01,1.052e+00,5.105e-01,6.256e-01,1.067e+00,1.447e+00,8.782e-01,9.737e-01,8.415e-01,7.317e-01,4.379e-01,8.158e-01,1.038e+00,5.903e-01,9.289e-01,7.895e-01,8.098e-01,1.238e+00,1.116e+00,3.075e-01,3.770e-01,1.007e+00,1.049e+00,4.271e-01,8.695e-01,8.175e-01
6.607e-02,7.753e-01,4.412e-01,1.034e+00,6.865e-01,1.361e+00,1.014e+00,1.442e+00,9.294e-01,2.082e+00,1.565e+00,7.313e-01,1.609e+00,1.381e+00,1.445e+00,1.133e+00,1.120e+00,2.063e+00,9.821e-01,1.933e+00,1.699e+00,1.224e+00,1.309e+00,6.294e-01,1.404e+00,2.275e+00,2.064e+00,7.700e-01,5.313e-01,1.492e+00,8.062e-01,1.576e+00,1.470e+00,1.582e+00,1.282e+00,9.911e-01,7.376e-01,9.302e-01,2.230e+00,2.376e+00,1.205e+00,1.807e+00,1.534e+00,1.726e+00,7.428e-01,1.363e+00,1.094e+00,1.371e+00,9.728e-01,1.542e+00,1.834e+00,1.548e+00,2.187e+00,1.339e+00,1.938e+00,9.385e-01,1.039e+00,1.309e+00,1.659e+00,1.428e+00
1.570e-01,1.125e+00,8.802e-01,1.314e+00,4.243e-01,6.844e-01,1.999e+00,1.568e+00,1.465e+00,2.334e+00,1.207e+00,1.646e+00,1.838e+00,1.352e+00,2.475e+00,2.030e+00,1.669e+00,2.316e+00,1.711e+00,1.833e+00,1.710e+00,2.218e+00,1.476e+00,1.605e+00,2.344e+00,2.006e+00,1.884e+00,1.382e+00,8.394e-01,2.081e+00,1.628e+00,2.373e+00,2.265e+00,2.369e+00,1.324e+00,1.893e+00,1.108e+00,1.510e+00,1.917e+00,2.281e+00,1.208e+00,2.152e+00,1.711e+00,1.278e+00,6.985e-01,2.281e+00,1.188e+00,2.263e+00,7.333e-01,1.871e+00,1.579e+00,1.921e+00,1.208e+00,1.161e+00,1.753e+00,8.790e-01,1.271e+00,1.527e+00,1.638e+00,1.782e+00
3.292e-02,4.113e-01,6.840e-01,7.306e-01,3.314e-01,6.712e-01,2.034e+00,1.398e+00,1.607e+00,2.137e+00,1.755e+00,1.306e+00,1.948e+00,1.603e+00,1.594e+00,1.721e+00,2.451e+00,2.160e+00,2.014e+00,1.481e+00,1.682e+00,2.594e+00,1.946e+00,1.824e+00,2.202e+00,2.880e+00,1.750e+00,2.251e+00,1.558e+00,2.320e+00,1.471e+00,2.237e+00,2.030e+00,2.393e+00,2.199e+00,2.138e+00,7.571e-01,8.144e-01,2.692e+00,1.929e+00,1.316e+00,2.755e+00,1.664e+00,1.228e+00,1.433e+00,1.721e+00,1.454e+00,1.715e+00,1.716e+00,2.079e+00,1.163e+00,1.327e+00,1.987e+00,1.587e+00,2.150e+00,1.741e+00,1.320e+00,1.465e+00,2.394e+00,1.216e+00
7.756e-02,7.469e-01,8.453e-01,1.571e+00,6.925e-01,1.094e+00,2.159e+00,2.643e+00,1.380e+00,2.949e+00,2.518e+00,1.534e+00,2.934e+00,2.275e+00,2.761e+00,2.596e+00,2.897e+00,2.453e+00,2.707e+00,2.770e+00,2.366e+00,3.380e+00,1.968e+00,1.760e+00,2.512e+00,3.406e+00,2.728e+00,2.258e+00,1.283e+00,2.877e+00,2.798e+00,2.752e+00,1.788e+00,3.027e+00,2.818e+00,2.795e+00,1.615e+00,1.830e+00,3.610e+00,2.862e+00,2.733e+00,3.072e+00,2.078e+00,2.544e+00,2.174e+00,2.779e+00,2.525e+00,2.382e+00,2.161e+00,2.996e+00,2.206e+00,2.412e+00,2.276e+00,2.310e+00,2.377e+00,1.884e+00,2.106e+00,1.924e+00,2.783e+00,1.767e+00
8.089e-02,6.163e-01,8.016e-01,9.093e-01,4.352e-01,1.077e+00,2.318e+00,1.906e+00,2.450e+00,3.172e+00,3.234e+00,2.713e+00,2.719e+00,2.736e+00,3.449e+00,3.666e+00,3.731e+00,3.086e+00,2.749e+00,2.493e+00,3.065e+00,3.759e+00,3.589e+00,3.017e+00,2.912e+00,4.426e+00,3.741e+00,3.345e+00,1.981e+00,3.497e+00,2.530e+00,3.288e+00,2.411e+00,3.373e+00,3.903e+00,3.008e+00,2.291e+00,2.088e+00,3.580e+00,3.540e+00,2.613e+00,3.468e+00,2.449e+00,2.312e+00,2.162e+00,2.847e+00,2.539e+00,3.622e+00,2.202e+00,3.775e+00,2.185e+00,2.420e+00,2.954e+00,2.704e+00,3.643e+00,1.868e+00,2.201e+00,2.876e+00,3.623e+00,2.819e+00
1.092e-01,9.549e-01,9.442e-01,1.892e+00,9.739e-01,1.746e+00,2.275e+00,2.836e+00,1.556e+00,3.743e+00,3.777e+00,2.507e+00,3.911e+00,2.964e+00,2.715e+00,2.918e+00,2.763e+00,3.617e+00,3.073e+00,3.548e+00,3.435e+00,3.700e+00,2.252e+00,1.768e+00,3.272e+00,3.816e+00,3.189e+00,2.729e+00,1.860e+00,3.197e+00,3.060e+00,2.942e+00,2.597e+00,3.125e+00,3.520e+00,3.020e+00,1.865e+00,2.433e+00,4.057e+00,3.689e+00,2.709e+00,4.102e+00,2.985e+00,2.582e+00,2.692e+00,3.011e+00,3.403e+00,3.104e+00,2.538e+00,3.865e+00,2.939e+00,2.925e+00,3.593e+00,2.644e+00,2.853e+00,2.426e+00,2.896e+00,2.069e+00,3.488e+00,2.545e+00
