5.767e-01,1.370e-01,8.082e-01,5.906e-01,2.104e-02,8.112e-01,3.958e-02,1.549e-01,4.823e-02,7.206e-01,9.329e-01,6.037e-01,3.294e-01,5.737e-01,2.364e-01,1.081e-01,3.696e-01,6.090e-01,7.530e-01,2.444e-01,5.780e-01,9.564e-02,8.361e-01,6.239e-01,2.522e-01,7.696e-01,8.075e-01,9.255e-01,8.108e-01,4.444e-01,3.238e-01,2.105e-01,3.962e-01,9.520e-01,5.174e-01,2.111e-01,2.260e-01,7.970e-01,6.694e-01,4.334e-01,6.979e-01,1.123e-01,3.154e-01,5.234e-02,6.132e-01,9.827e-01,7.695e-01,8.970e-01,6.315e-01,5.895e-02,2.552e-01,8.760e-01,9.276e-01,6.433e-01,4.143e-01,5.086e-02,5.821e-01,2.913e-01,9.551e-01,9.586e-01,9.732e-01,9.232e-01,7.049e-02,7.132e-01,2.072e-01,3.780e-01,7.854e-01,5.061e-01,2.426e-02,2.076e-02,7.414e-01,4.054e-02,6.729e-02,2.302e-01,8.168e-02,6.162e-01,8.880e-01,7.176e-01,5.876e-01,1.587e-01,2.249e-01,4.909e-02,5.909e-01,4.801e-01,1.475e-01,6.389e-01,1.649e-01,9.873e-01
4.413e-01,4.144e-01,1.155e+00,1.434e+00,9.045e-01,7.299e-01,1.616e-01,6.820e-01,3.050e-01,1.504e+00,9.790e-01,1.306e+00,2.607e-01,1.067e+00,9.015e-01,9.434e-01,3.498e-01,5.539e-01,7.355e-01,7.681e-01,1.142e+00,1.912e-01,9.961e-01,1.244e+00,8.081e-01,1.289e+00,1.397e+00,1.042e+00,1.124e+00,5.107e-01,7.695e-01,6.298e-01,3.549e-01,1.052e+00,1.388e+00,1.140e+00,2.023e-01,1.130e+00,8.429e-01,9.683e-01,8.927e-01,3.380e-01,3.774e-01,1.438e-01,1.179e+00,1.410e+00,8.800e-01,9.020e-01,6.997e-01,9.503e-01,9.983e-01,8.141e-01,1.297e+00,1.469e+00,4.926e-01,6.909e-01,6.176e-01,7.162e-01,1.139e+00,1.376e+00,1.727e+00,9.826e-01,9.776e-01,1.498e+00,1.818e-01,5.120e-01,8.528e-01,5.655e-01,7.486e-01,9.454e-01,8.546e-01,1.692e-01,5.818e-01,7.306e-01,8.108e-02,9.664e-01,1.350e+00,8.691e-01,8.411e-01,7.326e-01,5.567e-01,3.855e-01,1.099e+00,4.011e-01,1.076e+00,7.532e-01,5.689e-01,1.338e+00
4.991e-01,1.519e-01,1.373e+00,8.884e-01,7.045e-01,1.589e+00,7.980e-01,6.880e-01,2.544e-01,1.147e+00,1.217e+00,1.216e+00,9.543e-01,1.087e+00,7.599e-01,1.103e+00,1.027e+00,6.708e-01,1.366e+00,1.071e+00,1.492e+00,3.334e-01,8.910e-01,1.235e+00,6.932e-01,1.588e+00,9.574e-01,1.807e+00,1.086e+00,4.301e-01,7.934e-01,4.190e-01,8.679e-01,1.486e+00,7.287e-01,1.219e+00,4.003e-01,1.038e+00,1.307e+00,1.363e+00,1.377e+00,4.344e-01,1.179e+00,6.270e-01,1.378e+00,1.176e+00,1.618e+00,1.453e+00,7.706e-01,8.970e-01,1.082e+00,1.433e+00,1.540e+00,1.349e+00,1.100e+00,3.709e-01,6.114e-01,4.742e-01,1.509e+00,1.164e+00,1.031e+00,1.046e+00,1.031e+00,7.267e-01,1.035e+00,6.155e-01,1.392e+00,6.467e-01,9.830e-01,5.993e-01,1.506e+00,6.023e-01,6.240e-01,7.804e-01,2.258e-01,1.065e+00,1.111e+00,1.298e+00,1.160e+00,6.293e-01,2.453e-01,9.475e-01,1.293e+00,7.272e-01,3.854e-01,1.043e+00,2.697e-01,9.618e-01
2.758e-01,2.676e-01,7.667e-01,1.358e+00,9.649e-01,1.276e+00,1.095e+00,1.415e+00,1.055e+00,1.374e+00,1.303e+00,9.364e-01,7.574e-01,1.429e+00,1.456e+00,9.733e-01,6.825e-01,7.809e-01,6.324e-01,1.436e+00,8.492e-01,1.438e-01,6.484e-01,9.576e-01,1.533e+00,9.206e-01,1.514e+00,1.294e+00,1.297e+00,8.729e-01,1.207e+00,1.261e+00,1.024e+00,1.218e+00,1.647e+00,1.430e+00,3.851e-01,1.651e+00,1.424e+00,1.238e+00,1.204e+00,8.590e-01,8.844e-01,5.819e-01,1.499e+00,1.475e+00,6.253e-01,1.433e+00,7.907e-01,1.144e+00,1.442e+00,1.032e+00,1.166e+00,1.175e+00,1.023e+00,1.267e+00,1.300e+00,4.944e-01,8.071e-01,1.773e+00,1.291e+00,9.877e-01,1.416e+00,1.663e+00,3.170e-01,9.040e-01,1.443e+00,1.149e+00,1.011e+00,1.021e+00,1.374e+00,3.671e-01,8.314e-01,8.821e-01,2.479e-01,1.258e+00,1.541e+00,8.837e-01,8.709e-01,6.679e-01,4.372e-01,6.267e-01,1.718e+00,1.095e+00,7.373e-01,1.380e+00,1.116e+00,1.798e+00
2.441e-01,2.668e-01,1.302e+00,1.479e+00,2.134e+00,2.417e+00,1.844e+00,1.785e+00,1.571e+00,2.043e+00,1.525e+00,2.175e+00,1.609e+00,2.503e+00,2.305e+00,2.316e+00,1.315e+00,8.220e-01,2.025e+00,1.943e+00,2.615e+00,3.876e-01,1.573e+00,1.840e+00,2.320e+00,1.708e+00,1.764e+00,2.345e+00,2.300e+00,1.288e+00,1.681e+00,1.876e+00,1.984e+00,2.326e+00,2.395e+00,2.893e+00,9.714e-01,1.845e+00,2.459e+00,2.215e+00,2.210e+00,1.699e+00,1.618e+00,1.186e+00,2.175e+00,1.891e+00,1.666e+00,2.738e+00,1.402e+00,2.362e+00,2.293e+00,2.310e+00,2.365e+00,1.740e+00,1.655e+00,1.304e+00,1.111e+00,6.639e-01,1.842e+00,2.400e+00,1.470e+00,1.235e+00,2.331e+00,2.081e+00,1.245e+00,1.087e+00,2.110e+00,1.097e+00,2.107e+00,1.681e+00,1.986e+00,1.194e+00,1.875e+00,1.694e+00,4.082e-01,2.221e+00,2.049e+00,1.897e+00,1.738e+00,1.636e+00,7.190e-01,2.174e+00,2.495e+00,1.947e+00,1.321e+00,2.286e+00,1.668e+00,1.906e+00
4.797e-02,1.038e-01,2.768e-01,7.160e-01,9.018e-01,1.517e+00,1.947e+00,1.424e+00,1.133e+00,1.552e+00,1.340e+00,1.182e+00,1.073e+00,2.206e+00,1.798e+00,1.458e+00,8.977e-01,6.848e-01,1.012e+00,1.087e+00,9.867e-01,1.073e+00,1.219e+00,6.397e-01,1.560e+00,1.252e+00,1.930e+00,1.094e+00,1.265e+00,1.248e+00,1.053e+00,1.915e+00,1.149e+00,1.620e+00,1.633e+00,1.365e+00,1.052e+00,1.322e+00,2.088e+00,1.828e+00,1.511e+00,1.086e+00,7.330e-01,6.178e-01,1.262e+00,1.711e+00,1.151e+00,1.690e+00,9.005e-01,1.567e+00,1.847e+00,1.288e+00,1.211e+00,9.476e-01,8.187e-01,9.480e-01,1.716e+00,7.663e-01,1.212e+00,1.807e+00,1.330e+00,1.190e+00,1.282e+00,1.438e+00,3.943e-01,1.404e+00,1.382e+00,1.519e+00,1.504e+00,1.335e+00,1.882e+00,9.458e-01,1.269e+00,1.464e+00,9.606e-01,1.124e+00,1.784e+00,1.262e+00,7.357e-01,1.443e+00,1.043e+00,1.610e+00,1.604e+00,1.728e+00,9.198e-01,2.059e+00,1.489e+00,1.828e+00
3.334e-01,1.264e-01,1.011e+00,1.012e+00,1.136e+00,2.166e+00,2.035e+00,2.210e+00,1.601e+00,2.281e+00,2.603e+00,2.469e+00,1.750e+00,2.140e+00,2.540e+00,2.268e+00,2.002e+00,1.821e+00,2.080e+00,1.981e+00,1.921e+00,1.029e+00,1.520e+00,1.609e+00,2.162e+00,2.393e+00,2.330e+00,2.653e+00,2.008e+00,1.899e+00,1.483e+00,1.585e+00,1.699e+00,2.278e+00,2.203e+00,1.922e+00,1.544e+00,1.696e+00,2.954e+00,2.766e+00,2.374e+00,1.521e+00,2.317e+00,1.031e+00,1.996e+00,2.701e+00,2.029e+00,3.121e+00,1.271e+00,1.710e+00,1.909e+00,2.236e+00,2.698e+00,2.130e+00,1.613e+00,1.469e+00,2.132e+00,8.163e-01,2.204e+00,2.621e+00,2.057e+00,1.938e+00,2.365e+00,2.021e+00,1.288e+00,1.541e+00,2.084e+00,1.588e+00,2.089e+00,1.840e+00,2.857e+00,1.835e+00,1.798e+00,2.305e+00,7.328e-01,1.971e+00,2.747e+00,1.894e+00,2.002e+00,1.382e+00,1.171e+00,2.111e+00,2.574e+00,2.046e+00,7.800e-01,2.487e+00,2.027e+00,2.660e+00
5.614e-01,3.242e-01,1.724e+00,1.617e+00,1.384e+00,2.430e+00,2.007e+00,2.554e+00,1.573e+00,3.615e+00,2.741e+00,2.725e+00,2.125e+00,2.847e+00,2.543e+00,3.144e+00,2.425e+00,2.359e+00,2.496e+00,2.696e+00,3.249e+00,1.912e+00,1.881e+00,2.208e+00,1.998e+00,3.304e+00,3.557e+00,3.406e+00,2.598e+00,2.193e+00,1.617e+00,2.563e+00,1.490e+00,3.207e+00,2.324e+00,3.042e+00,1.557e+00,2.464e+00,3.843e+00,3.735e+00,2.606e+00,1.878e+00,2.289e+00,1.474e+00,2.979e+00,3.644e+00,3.183e+00,3.062e+00,1.502e+00,2.642e+00,3.195e+00,3.038e+00,3.151e+00,3.571e+00,2.434e+00,2.004e+00,2.071e+00,1.646e+00,3.425e+00,3.435e+00,2.567e+00,2.407e+00,2.451e+00,2.556e+00,1.903e+00,2.012e+00,3.024e+00,1.781e+00,2.876e+00,2.466e+00,3.089e+00,1.934e+00,1.918e+00,2.709e+00,9.829e-01,2.699e+00,3.255e+00,2.679e+00,2.272e+00,2.723e+00,1.335e+00,2.170e+00,3.330e+00,1.899e+00,1.455e+00,2.701e+00,2.411e+00,2.731e+00
5.351e-01,1.753e-01,1.190e+00,1.207e+00,1.172e+00,2.504e+00,2.063e+00,1.951e+00,1.637e+00,2.698e+00,2.940e+00,2.276e+00,2.632e+00,2.932e+00,2.415e+00,2.252e+00,2.299e+00,1.845e+00,2.698e+00,2.451e+00,2.735e+00,1.254e+00,2.280e+00,2.335e+00,2.886e+00,2.233e+00,2.768e+00,3.215e+00,2.513e+00,2.604e+00,2.158e+00,2.356e+00,2.586e+00,2.931e+00,2.864e+00,2.049e+00,2.112e+00,3.006e+00,3.399e+00,3.299e+00,3.334e+00,1.970e+00,2.044e+00,1.131e+00,2.397e+00,2.842e+00,2.739e+00,4.033e+00,1.529e+00,2.438e+00,3.084e+00,2.504e+00,3.236e+00,2.228e+00,2.376e+00,2.145e+00,3.101e+00,1.195e+00,2.969e+00,3.682e+00,2.558e+00,2.672e+00,2.680e+00,2.901e+00,1.773e+00,1.947e+00,2.877e+00,1.937e+00,2.886e+00,2.035e+00,3.034e+00,1.802e+00,1.856e+00,2.813e+00,1.770e+00,2.706e+00,3.170e+00,2.297e+00,1.924e+00,1.820e+00,2.031e+00,2.896e+00,3.119e+00,2.285e+00,1.343e+00,2.825e+00,2.516e+00,3.428e+00
2.581e-01,7.274e-02,8.404e-01,7.838e-01,1.087e+00,1.951e+00,1.605e+00,1.339e+00,1.141e+00,1.561e+00,2.110e+00,1.618e+00,2.137e+00,2.424e+00,1.828e+00,1.569e+00,2.065e+00,1.061e+00,2.593e+00,2.314e+00,1.869e+00,1.126e+00,1.765e+00,1.430e+00,2.464e+00,1.424e+00,1.429e+00,2.504e+00,2.138e+00,1.780e+00,1.880e+00,2.072e+00,1.770e+00,2.219e+00,1.865e+00,2.132e+00,1.734e+00,1.691e+00,2.610e+00,1.883e+00,2.509e+00,1.574e+00,1.860e+00,1.336e+00,2.116e+00,1.891e+00,2.446e+00,3.254e+00,1.132e+00,2.399e+00,2.122e+00,2.542e+00,2.320e+00,1.782e+00,1.480e+00,1.335e+00,2.126e+00,1.058e+00,1.615e+00,2.777e+00,1.467e+00,1.732e+00,2.408e+00,1.542e+00,1.973e+00,1.411e+00,2.454e+00,1.994e+00,2.434e+00,1.771e+00,2.459e+00,1.730e+00,1.613e+00,2.103e+00,9.255e-01,2.147e+00,2.589e+00,2.093e+00,2.001e+00,1.158e+00,7.692e-01,2.406e+00,2.472e+00,2.168e+00,1.013e+00,2.171e+00,1.770e+00,2.214e+00
2.030e-01,1.753e-01,7.759e-01,1.147e+00,9.953e-01,1.809e+00,2.002e+00,1.819e+00,1.240e+00,1.986e+00,2.679e+00,2.084e+00,2.275e+00,2.957e+00,2.697e+00,2.627e+00,2.074e+00,1.881e+00,2.461e+00,2.541e+00,2.371e+00,1.645e+00,2.408e+00,2.262e+00,2.518e+00,1.774e+00,2.665e+00,2.677e+00,2.100e+00,2.194e+00,1.933e+00,2.407e+00,1.636e+00,2.128e+00,2.576e+00,2.545e+00,1.572e+00,2.724e+00,2.963e+00,2.367e+00,3.074e+00,1.712e+00,2.502e+00,1.223e+00,3.071e+00,2.512e+00,2.283e+00,3.252e+00,1.334e+00,2.405e+00,2.505e+00,2.267e+00,2.158e+00,2.608e+00,2.034e+00,2.052e+00,3.520e+00,1.282e+00,2.281e+00,3.280e+00,2.619e+00,1.976e+00,2.773e+00,2.593e+00,1.490e+00,1.951e+00,3.163e+00,3.185e+00,2.466e+00,2.590e+00,3.111e+00,2.075e+00,1.776e+00,2.844e+00,1.868e+00,1.986e+00,3.291e+00,2.636e+00,2.369e+00,2.310e+00,1.950e+00,2.875e+00,2.709e+00,2.062e+00,2.142e+00,2.673e+00,2.691e+00,3.171e+00
1.227e-01,2.832e-01,1.053e+00,1.416e+00,2.036e+00,2.252e+00,2.324e+00,3.037e+00,2.436e+00,3.866e+00,2.939e+00,4.159e+00,2.930e+00,3.929e+00,4.263e+00,4.298e+00,2.840e+00,3.198e+00,3.904e+00,3.385e+00,4.759e+00,2.252e+00,2.905e+00,3.586e+00,3.508e+00,3.227e+00,4.248e+00,4.069e+00,4.155e+00,3.927e+00,2.783e+00,4.340e+00,2.376e+00,4.158e+00,3.743e+00,4.918e+00,3.064e+00,3.670e+00,5.119e+00,4.503e+00,4.184e+00,3.037e+00,3.297e+00,2.546e+00,4.259e+00,4.516e+00,3.929e+00,4.344e+00,2.099e+00,3.786e+00,4.712e+00,3.813e+00,4.596e+00,3.979e+00,3.286e+00,3.026e+00,3.832e+00,2.043e+00,3.898e+00,4.309e+00,3.292e+00,2.842e+00,3.992e+00,3.807e+00,2.588e+00,2.602e+00,4.195e+00,2.450e+00,4.649e+00,4.163e+00,3.611e+00,3.058e+00,3.062e+00,3.962e+00,2.448e+00,3.759e+00,4.707e+00,4.045e+00,3.114e+00,4.228e+00,3.080e+00,4.148e+00,4.602e+00,3.005e+00,2.544e+00,4.112e+00,4.447e+00,4.425e+00
3.046e-01,2.738e-01,8.804e-01,1.399e+00,1.101e+00,1.587e+00,1.558e+00,2.458e+00,1.884e+00,3.084e+00,3.387e+00,2.750e+00,3.254e+00,3.099e+00,3.706e+00,3.492e+00,3.395e+00,3.447e+00,3.133e+00,3.470e+00,4.439e+00,1.919e+00,3.192e+00,3.165e+00,3.285e+00,3.077e+00,3.783e+00,3.924e+00,3.649e+00,4.164e+00,2.565e+00,3.977e+00,2.510e+00,3.525e+00,4.300e+00,3.882e+00,2.760e+00,4.025e+00,4.368e+00,3.806e+00,3.628e+00,2.941e+00,3.078e+00,2.386e+00,4.457e+00,4.500e+00,3.113e+00,5.088e+00,2.299e+00,3.356e+00,3.443e+00,3.256e+00,4.271e+00,4.240e+00,3.385e+00,3.462e+00,4.152e+00,2.105e+00,4.169e+00,4.619e+00,4.176e+00,2.921e+00,3.709e+00,4.798e+00,2.567e+00,2.708e+00,3.879e+00,3.244e+00,4.114e+00,4.147e+00,3.889e+00,2.621e+00,2.954e+00,3.805e+00,2.627e+00,3.127e+00,4.483e+00,3.196e+00,3.598e+00,3.749e+00,2.789e+00,3.312e+00,3.972e+00,2.197e+00,2.533e+00,3.466e+00,4.618e+00,4.848e+00
