2.743e-02,3.804e-01,5.750e-01,4.095e-01,4.009e-01,9.956e-01,8.569e-01,6.992e-01,4.427e-01,4.683e-01,9.033e-01,2.993e-01,7.258e-01,8.427e-01,7.800e-01,7.412e-01,9.182e-01,5.753e-01,1.465e-01,3.422e-01,6.857e-01,1.544e-01,6.579e-01,6.979e-01,2.951e-01,5.692e-01,2.293e-01,3.503e-01,7.888e-01,4.985e-01
6.030e-03,4.507e-01,2.130e-01,8.440e-01,4.719e-01,6.777e-01,7.550e-01,5.862e-01,2.802e-01,9.139e-01,8.450e-01,1.029e+00,7.730e-01,1.135e+00,1.905e-01,9.848e-01,9.143e-01,3.361e-01,5.572e-02,2.354e-01,1.114e+00,1.017e+00,1.820e-01,7.316e-01,9.183e-01,4.472e-01,8.134e-01,3.276e-01,3.760e-01,2.789e-01
5.010e-04,3.555e-01,5.569e-01,1.115e+00,9.281e-01,1.145e+00,7.192e-01,1.197e+00,4.373e-01,1.746e+00,6.327e-01,1.632e+00,1.121e+00,1.337e+00,7.425e-01,1.597e+00,9.290e-01,2.389e-01,4.213e-01,1.139e+00,1.397e+00,1.154e+00,6.418e-01,1.435e+00,9.208e-01,5.795e-01,1.536e+00,4.227e-01,1.061e+00,7.989e-01
1.105e-02,4.313e-01,6.293e-01,1.661e+00,1.542e+00,1.786e+00,1.493e+00,2.140e+00,5.861e-01,1.668e+00,1.778e+00,1.771e+00,1.679e+00,1.712e+00,1.642e+00,2.254e+00,1.289e+00,7.033e-01,4.309e-01,1.655e+00,1.356e+00,1.512e+00,1.699e+00,1.374e+00,9.101e-01,1.157e+00,1.458e+00,5.097e-01,1.868e+00,1.338e+00
1.733e-02,3.741e-01,5.381e-01,1.011e+00,1.470e+00,1.392e+00,1.837e+00,2.248e+00,1.254e+00,1.254e+00,1.918e+00,1.285e+00,1.199e+00,1.957e+00,1.608e+00,2.008e+00,2.019e+00,1.407e+00,3.700e-01,1.764e+00,1.150e+00,1.241e+00,1.840e+00,1.616e+00,1.514e+00,1.352e+00,1.726e+00,5.549e-01,1.594e+00,1.212e+00
2.062e-02,5.408e-01,7.238e-01,1.462e+00,1.715e+00,1.904e+00,2.889e+00,3.407e+00,1.582e+00,2.228e+00,2.590e+00,2.442e+00,2.084e+00,3.282e+00,2.156e+00,2.555e+00,3.010e+00,2.149e+00,5.094e-01,2.603e+00,1.722e+00,2.358e+00,2.198e+00,2.821e+00,1.902e+00,2.432e+00,2.778e+00,9.453e-01,2.620e+00,2.083e+00
2.539e-02,5.234e-01,7.551e-01,1.326e+00,1.412e+00,1.860e+00,2.916e+00,3.735e+00,1.205e+00,2.370e+00,2.349e+00,2.020e+00,2.107e+00,3.557e+00,2.148e+00,2.588e+00,2.788e+00,2.047e+00,8.226e-01,3.078e+00,1.933e+00,2.231e+00,2.308e+00,3.246e+00,1.529e+00,2.504e+00,2.109e+00,1.590e+00,2.410e+00,2.463e+00
1.409e-03,1.837e-01,4.203e-01,1.286e+00,1.464e+00,1.385e+00,2.225e+00,3.845e+00,1.729e+00,2.446e+00,2.448e+00,2.720e+00,2.666e+00,3.133e+00,2.490e+00,2.921e+00,2.548e+00,2.026e+00,9.001e-01,4.063e+00,1.864e+00,2.689e+00,2.746e+00,2.968e+00,1.415e+00,2.363e+00,2.627e+00,1.749e+00,2.484e+00,2.488e+00
1.753e-02,5.775e-01,8.201e-01,1.395e+00,1.232e+00,1.757e+00,1.894e+00,2.633e+00,1.556e+00,3.262e+00,2.961e+00,2.762e+00,3.025e+00,2.929e+00,2.342e+00,2.876e+00,2.627e+00,2.161e+00,1.270e+00,2.754e+00,2.520e+00,2.957e+00,1.776e+00,3.502e+00,1.977e+00,2.297e+00,3.059e+00,1.875e+00,2.743e+00,2.740e+00
5.588e-03,1.400e-01,4.069e-01,8.605e-01,1.183e+00,1.129e+00,2.165e+00,3.547e+00,1.614e+00,2.657e+00,2.650e+00,2.933e+00,2.496e+00,3.149e+00,2.914e+00,3.346e+00,3.018e+00,2.684e+00,1.663e+00,4.301e+00,2.136e+00,2.730e+00,3.157e+00,4.116e+00,2.245e+00,2.780e+00,2.890e+00,2.280e+00,2.811e+00,3.179e+00
2.343e-02,3.302e-01,9.126e-01,1.091e+00,1.298e+00,1.833e+00,1.896e+00,3.203e+00,1.850e+00,2.917e+00,3.434e+00,3.309e+00,3.431e+00,3.185e+00,3.527e+00,3.321e+00,3.449e+00,2.677e+00,2.012e+00,4.233e+00,2.514e+00,2.943e+00,3.376e+00,3.650e+00,1.877e+00,3.172e+00,3.030e+00,2.539e+00,3.250e+00,3.265e+00
4.025e-03,1.903e-01,4.759e-01,1.266e+00,1.339e+00,1.398e+00,1.337e+00,2.511e+00,1.349e+00,2.358e+00,3.026e+00,4.144e+00,3.242e+00,2.699e+00,3.888e+00,3.464e+00,2.784e+00,2.637e+00,2.417e+00,3.831e+00,2.496e+00,2.955e+00,3.613e+00,3.110e+00,2.743e+00,2.591e+00,2.785e+00,1.898e+00,3.000e+00,2.947e+00
