7.024e-01,8.864e-01,8.656e-01,4.060e-01,1.258e-01,9.312e-02,5.888e-01,7.126e-01,2.997e-01,4.878e-01,3.156e-01,2.193e-01,2.633e-02,1.398e-01,9.206e-01,4.189e-01,2.592e-01,2.979e-01,3.162e-01,6.920e-01,6.930e-02,5.616e-01,5.381e-01,1.955e-01,4.022e-01,3.734e-01,9.278e-01,5.594e-02,9.165e-01,5.781e-01,9.946e-01,8.133e-02,4.781e-01,7.560e-01,4.702e-01,3.213e-01,1.501e-01,7.282e-01,5.333e-01,1.180e-01,2.886e-01,1.582e-02,1.593e-01,1.376e-01,6.245e-01,6.715e-01,2.582e-01,3.229e-01,3.434e-01,6.289e-01,4.385e-01,3.708e-01,6.204e-01,8.787e-01,4.567e-01,4.293e-01,4.254e-01,4.667e-01,8.402e-01,9.631e-01,4.172e-02,5.057e-01,5.303e-01,4.232e-01,1.172e-01,1.033e-01,5.211e-01,4.702e-02,4.624e-01,3.929e-01,8.867e-01,2.053e-02,1.369e-01,7.831e-01,3.834e-01,3.650e-01,7.209e-01,3.376e-02,5.085e-01,4.740e-03,5.271e-01,7.905e-01,5.939e-01,9.473e-01,7.888e-01,5.512e-01
5.765e-01,1.711e+00,9.051e-01,1.248e+00,3.387e-01,5.783e-01,1.408e+00,1.116e+00,8.776e-01,5.609e-01,2.750e-01,2.241e-01,7.466e-01,3.786e-01,9.774e-01,4.873e-01,7.327e-01,1.195e+00,1.027e+00,8.546e-01,3.307e-01,4.834e-01,1.160e+00,7.392e-01,1.190e+00,1.094e+00,1.491e+00,1.310e-01,1.476e+00,1.032e+00,1.739e+00,3.808e-01,4.941e-01,1.610e+00,1.004e+00,6.979e-01,7.137e-01,8.836e-01,8.132e-01,7.554e-01,4.911e-01,9.533e-01,1.781e-01,8.257e-01,7.739e-01,1.312e+00,4.623e-01,9.055e-01,7.184e-01,9.567e-01,6.612e-01,8.070e-01,6.635e-01,1.638e+00,4.485e-01,9.137e-01,1.345e+00,6.664e-01,1.142e+00,1.434e+00,3.611e-01,6.698e-01,1.047e+00,1.101e+00,1.850e-01,5.815e-01,4.854e-01,2.265e-01,1.189e+00,7.831e-01,1.714e+00,4.763e-02,7.751e-01,1.177e+00,6.868e-01,1.000e+00,7.702e-01,5.507e-01,1.395e+00,5.356e-01,7.870e-01,7.711e-01,9.697e-01,1.601e+00,1.436e+00,1.260e+00
6.254e-01,1.444e+00,1.537e+00,1.354e+00,4.489e-01,1.221e+00,1.858e+00,1.275e+00,1.364e+00,1.022e+00,1.230e+00,8.923e-01,1.092e+00,5.144e-01,1.741e+00,1.390e+00,1.223e+00,1.470e+00,1.753e+00,1.342e+00,1.037e+00,1.365e+00,1.324e+00,6.350e-01,1.147e+00,9.903e-01,1.796e+00,8.480e-01,1.597e+00,1.243e+00,2.384e+00,3.843e-01,1.425e+00,1.913e+00,1.641e+00,1.494e+00,1.182e+00,1.160e+00,1.303e+00,1.033e+00,1.095e+00,7.655e-01,4.411e-01,7.193e-01,7.987e-01,1.711e+00,8.271e-01,7.943e-01,1.164e+00,9.101e-01,1.309e+00,1.060e+00,1.517e+00,2.055e+00,1.036e+00,1.515e+00,1.617e+00,7.807e-01,1.953e+00,1.302e+00,1.163e+00,8.104e-01,1.496e+00,1.533e+00,1.117e+00,9.986e-01,1.390e+00,9.564e-01,1.446e+00,1.315e+00,2.138e+00,7.952e-01,6.649e-01,1.168e+00,1.158e+00,9.792e-01,1.267e+00,1.311e+00,1.578e+00,6.588e-01,1.590e+00,8.524e-01,9.330e-01,1.749e+00,1.353e+00,1.905e+00
4.623e-01,1.508e+00,1.130e+00,1.566e+00,5.428e-01,1.925e+00,1.950e+00,1.971e+00,1.900e+00,8.453e-01,7.951e-01,8.221e-01,1.719e+00,1.104e+00,2.171e+00,1.720e+00,1.864e+00,2.412e+00,2.435e+00,1.392e+00,9.440e-01,1.828e+00,1.995e+00,1.684e+00,1.616e+00,1.472e+00,2.288e+00,9.330e-01,1.955e+00,1.998e+00,3.032e+00,4.138e-01,1.245e+00,1.796e+00,1.859e+00,1.620e+00,1.365e+00,1.766e+00,1.864e+00,1.597e+00,1.610e+00,1.365e+00,4.352e-01,1.682e+00,7.653e-01,2.190e+00,1.089e+00,1.497e+00,1.558e+00,1.002e+00,1.873e+00,1.755e+00,1.624e+00,2.514e+00,1.348e+00,1.319e+00,1.662e+00,1.378e+00,1.932e+00,1.384e+00,1.655e+00,7.604e-01,2.259e+00,1.435e+00,9.410e-01,1.796e+00,1.652e+00,1.336e+00,1.638e+00,1.755e+00,2.794e+00,5.779e-01,1.135e+00,1.192e+00,1.278e+00,1.908e+00,1.701e+00,1.555e+00,1.599e+00,1.209e+00,1.671e+00,1.367e+00,1.279e+00,1.698e+00,2.276e+00,1.747e+00
3.010e-01,6.774e-01,1.050e+00,9.672e-01,7.561e-01,2.258e+00,1.591e+00,1.780e+00,1.948e+00,1.540e+00,1.431e+00,1.126e+00,1.352e+00,1.246e+00,2.508e+00,2.032e+00,2.133e+00,2.208e+00,2.703e+00,1.422e+00,1.090e+00,1.771e+00,1.547e+00,1.300e+00,1.068e+00,8.719e-01,2.207e+00,1.854e+00,1.363e+00,1.636e+00,2.332e+00,7.955e-01,1.642e+00,1.607e+00,2.245e+00,2.141e+00,1.939e+00,2.213e+00,2.457e+00,1.373e+00,2.332e+00,7.470e-01,8.886e-01,1.590e+00,1.176e+00,2.435e+00,1.045e+00,1.322e+00,1.851e+00,6.981e-01,1.612e+00,1.418e+00,2.057e+00,2.203e+00,1.529e+00,2.102e+00,1.565e+00,9.685e-01,2.241e+00,1.212e+00,2.346e+00,8.167e-01,1.923e+00,1.131e+00,1.931e+00,1.459e+00,1.717e+00,1.313e+00,1.480e+00,2.025e+00,2.751e+00,1.008e+00,1.538e+00,1.645e+00,1.664e+00,1.905e+00,1.379e+00,1.663e+00,1.504e+00,1.233e+00,2.508e+00,1.287e+00,1.513e+00,1.753e+00,2.019e+00,2.154e+00
2.106e-01,1.121e+00,5.385e-01,1.089e+00,3.658e-01,1.377e+00,2.120e+00,1.540e+00,1.176e+00,4.969e-01,1.167e+00,1.215e+00,1.336e+00,8.329e-01,1.321e+00,1.716e+00,1.190e+00,1.855e+00,2.036e+00,1.044e+00,1.232e+00,9.260e-01,2.132e+00,2.021e+00,2.119e+00,1.210e+00,1.476e+00,8.860e-01,1.907e+00,1.283e+00,1.935e+00,5.365e-01,1.463e+00,1.842e+00,2.067e+00,1.292e+00,9.613e-01,1.915e+00,1.139e+00,1.412e+00,1.698e+00,1.978e+00,6.044e-01,1.167e+00,1.135e+00,2.162e+00,1.018e+00,1.729e+00,1.352e+00,6.679e-01,1.334e+00,1.631e+00,1.461e+00,1.802e+00,8.834e-01,1.033e+00,1.410e+00,8.786e-01,1.945e+00,1.320e+00,1.347e+00,1.197e+00,2.041e+00,1.043e+00,8.318e-01,1.190e+00,9.436e-01,9.550e-01,1.464e+00,1.513e+00,2.014e+00,8.086e-01,1.739e+00,1.770e+00,1.681e+00,1.887e+00,9.943e-01,1.604e+00,1.411e+00,1.674e+00,1.921e+00,9.550e-01,1.721e+00,1.943e+00,2.305e+00,1.382e+00
2.248e-01,2.923e-01,5.055e-01,3.732e-01,1.908e-01,1.038e+00,2.142e+00,1.365e+00,1.004e+00,1.272e+00,1.959e+00,2.231e+00,8.760e-01,1.058e+00,2.074e+00,2.486e+00,1.739e+00,1.768e+00,1.770e+00,1.805e+00,1.677e+00,1.501e+00,2.439e+00,2.406e+00,1.954e+00,7.799e-01,1.146e+00,1.814e+00,1.906e+00,1.046e+00,1.855e+00,6.832e-01,1.840e+00,1.930e+00,2.355e+00,1.086e+00,7.015e-01,2.461e+00,1.663e+00,1.249e+00,1.982e+00,1.772e+00,1.128e+00,7.765e-01,1.734e+00,1.915e+00,1.294e+00,1.865e+00,1.518e+00,8.577e-01,1.616e+00,2.064e+00,2.204e+00,1.593e+00,1.427e+00,1.189e+00,1.473e+00,1.432e+00,1.944e+00,1.721e+00,1.700e+00,1.672e+00,2.302e+00,1.510e+00,1.784e+00,1.647e+00,1.725e+00,1.081e+00,1.226e+00,2.029e+00,2.244e+00,9.045e-01,1.485e+00,1.298e+00,2.262e+00,1.941e+00,1.816e+00,2.220e+00,1.017e+00,1.929e+00,1.845e+00,1.396e+00,1.972e+00,2.016e+00,1.665e+00,1.592e+00
5.807e-01,1.304e+00,1.451e+00,1.428e+00,7.075e-01,2.425e+00,3.262e+00,3.183e+00,3.111e+00,3.153e+00,3.262e+00,2.728e+00,2.000e+00,2.721e+00,3.976e+00,4.402e+00,3.507e+00,4.046e+00,4.149e+00,3.706e+00,2.558e+00,3.416e+00,3.807e+00,3.371e+00,3.543e+00,2.109e+00,3.355e+00,3.207e+00,3.431e+00,3.282e+00,3.965e+00,1.774e+00,3.435e+00,3.844e+00,3.693e+00,2.708e+00,2.172e+00,4.331e+00,3.978e+00,2.275e+00,3.821e+00,2.810e+00,1.505e+00,2.629e+00,3.016e+00,4.208e+00,2.096e+00,3.409e+00,3.237e+00,2.465e+00,3.143e+00,3.099e+00,3.329e+00,4.071e+00,3.252e+00,2.613e+00,3.012e+00,3.142e+00,3.890e+00,3.102e+00,3.269e+00,2.637e+00,4.359e+00,2.574e+00,3.230e+00,3.521e+00,3.663e+00,1.935e+00,2.862e+00,3.266e+00,4.376e+00,1.462e+00,2.712e+00,2.655e+00,3.736e+00,3.484e+00,3.071e+00,3.889e+00,3.191e+00,2.591e+00,3.821e+00,3.190e+00,3.230e+00,3.858e+00,3.839e+00,3.202e+00
4.262e-01,8.071e-01,7.900e-01,6.989e-01,4.812e-01,1.336e+00,2.050e+00,1.948e+00,1.862e+00,2.876e+00,2.425e+00,2.275e+00,1.341e+00,2.531e+00,2.610e+00,3.146e+00,2.213e+00,2.635e+00,2.711e+00,2.675e+00,2.002e+00,2.046e+00,2.640e+00,2.953e+00,2.420e+00,1.870e+00,2.138e+00,2.153e+00,2.192e+00,2.474e+00,3.148e+00,1.551e+00,2.309e+00,3.011e+00,2.532e+00,1.683e+00,1.370e+00,3.956e+00,3.355e+00,1.381e+00,2.867e+00,1.791e+00,1.790e+00,1.782e+00,2.327e+00,3.519e+00,1.592e+00,3.037e+00,2.388e+00,1.996e+00,2.105e+00,1.935e+00,2.702e+00,2.860e+00,2.111e+00,2.134e+00,2.130e+00,2.040e+00,2.489e+00,2.952e+00,2.922e+00,1.992e+00,3.066e+00,1.795e+00,2.407e+00,2.608e+00,2.368e+00,1.486e+00,2.571e+00,2.371e+00,3.157e+00,1.698e+00,2.391e+00,2.557e+00,3.416e+00,2.501e+00,2.240e+00,2.482e+00,2.874e+00,2.368e+00,2.756e+00,2.895e+00,3.059e+00,2.806e+00,3.125e+00,2.797e+00
2.837e-01,4.473e-01,3.791e-01,4.112e-01,2.887e-01,1.208e+00,1.314e+00,1.415e+00,9.682e-01,1.846e+00,1.915e+00,1.518e+00,1.623e+00,1.328e+00,2.103e+00,2.206e+00,1.670e+00,1.952e+00,2.505e+00,2.011e+00,1.350e+00,1.908e+00,2.466e+00,2.333e+00,2.332e+00,2.009e+00,1.850e+00,1.028e+00,1.817e+00,1.640e+00,2.168e+00,6.088e-01,1.537e+00,2.098e+00,1.933e+00,1.970e+00,1.601e+00,3.347e+00,1.701e+00,1.212e+00,2.297e+00,2.117e+00,1.450e+00,1.551e+00,1.739e+00,2.923e+00,1.381e+00,2.766e+00,1.747e+00,1.327e+00,2.269e+00,2.312e+00,1.757e+00,2.051e+00,2.008e+00,1.854e+00,8.788e-01,1.828e+00,1.781e+00,1.920e+00,1.947e+00,1.799e+00,1.995e+00,7.902e-01,1.133e+00,1.964e+00,1.260e+00,1.351e+00,1.383e+00,1.839e+00,1.990e+00,1.558e+00,1.880e+00,1.836e+00,2.715e+00,2.217e+00,1.238e+00,1.909e+00,1.954e+00,2.388e+00,2.373e+00,2.556e+00,2.677e+00,1.884e+00,2.574e+00,2.127e+00
