5.847e-01,6.585e-01,4.742e-01,7.600e-01,5.244e-01,9.077e-01,7.479e-01,5.462e-01,3.352e-01,5.534e-01,2.379e-01,6.661e-01,4.095e-01,4.599e-01,9.014e-01,2.475e-01,4.068e-01,2.350e-01,9.477e-01,2.989e-01,4.518e-01,7.311e-01,8.758e-01,2.152e-02,2.773e-01,8.977e-01,8.262e-02,9.512e-01,4.926e-01,9.501e-01,5.944e-01,7.649e-01,2.692e-01,1.706e-01,6.090e-01,3.236e-01,9.372e-02,7.237e-01,2.927e-02,3.417e-01
5.340e-01,1.182e+00,7.008e-01,1.208e+00,8.029e-01,1.446e+00,1.657e+00,9.641e-01,4.363e-01,5.183e-01,7.561e-01,1.434e+00,1.228e+00,4.521e-01,9.178e-01,4.596e-01,8.359e-01,4.520e-01,9.088e-01,1.148e+00,7.148e-01,9.777e-01,1.799e+00,2.299e-02,4.756e-01,1.447e+00,3.905e-01,1.162e+00,1.422e+00,1.598e+00,1.403e+00,1.629e+00,2.904e-01,2.421e-01,8.352e-01,3.741e-01,9.041e-01,1.326e+00,9.997e-01,4.977e-01
2.504e-01,5.896e-01,1.043e+00,1.332e+00,5.371e-01,1.294e+00,1.331e+00,5.704e-01,3.903e-01,7.907e-01,1.348e+00,1.715e+00,1.212e+00,8.603e-01,1.177e+00,8.771e-01,1.070e+00,9.959e-01,4.487e-01,8.713e-01,7.973e-01,7.486e-01,1.656e+00,6.610e-01,1.107e+00,1.010e+00,9.046e-01,1.259e+00,1.147e+00,1.195e+00,1.122e+00,1.095e+00,6.204e-01,3.944e-01,6.778e-01,6.071e-01,1.432e+00,9.063e-01,8.041e-01,9.446e-01
2.515e-01,5.977e-01,9.287e-01,1.591e+00,1.146e+00,1.973e+00,1.605e+00,1.047e+00,1.076e+00,1.118e+00,2.142e+00,2.043e+00,1.610e+00,1.386e+00,1.459e+00,1.485e+00,1.606e+00,1.848e+00,5.535e-01,1.713e+00,9.737e-01,8.243e-01,1.625e+00,7.728e-01,9.967e-01,1.562e+00,1.591e+00,1.491e+00,1.319e+00,2.111e+00,1.718e+00,1.943e+00,1.338e+00,1.177e+00,1.289e+00,1.247e+00,2.030e+00,1.027e+00,1.475e+00,1.477e+00
5.193e-01,6.709e-01,6.899e-01,1.360e+00,1.752e+00,2.834e+00,1.739e+00,1.923e+00,1.794e+00,1.880e+00,1.578e+00,2.300e+00,1.563e+00,1.544e+00,1.628e+00,2.052e+00,1.460e+00,2.273e+00,1.737e+00,1.351e+00,9.686e-01,1.271e+00,1.752e+00,9.140e-01,1.503e+00,2.237e+00,1.388e+00,1.525e+00,1.136e+00,2.834e+00,1.705e+00,2.420e+00,1.872e+00,1.221e+00,1.672e+00,1.646e+00,2.106e+00,9.927e-01,1.071e+00,1.895e+00
1.192e-01,5.936e-01,5.716e-01,8.934e-01,5.128e-01,1.884e+00,1.592e+00,9.348e-01,8.861e-01,4.550e-01,1.862e+00,1.554e+00,1.529e+00,6.574e-01,6.381e-01,1.571e+00,1.778e+00,6.919e-01,5.171e-01,1.871e+00,7.124e-01,6.066e-01,1.658e+00,6.045e-01,1.122e+00,1.298e+00,1.077e+00,1.196e+00,1.347e+00,1.808e+00,1.452e+00,2.089e+00,5.194e-01,7.283e-01,6.647e-01,1.201e+00,1.289e+00,1.241e+00,1.230e+00,9.586e-01
5.615e-01,6.892e-01,5.104e-01,1.032e+00,9.727e-01,2.281e+00,1.759e+00,1.367e+00,1.861e+00,1.063e+00,1.894e+00,1.857e+00,2.139e+00,1.151e+00,1.638e+00,1.901e+00,2.171e+00,1.719e+00,2.015e+00,2.602e+00,1.738e+00,1.224e+00,2.079e+00,1.415e+00,1.273e+00,1.946e+00,1.796e+00,2.532e+00,1.027e+00,2.756e+00,1.727e+00,3.195e+00,1.763e+00,1.081e+00,1.766e+00,1.872e+00,1.616e+00,1.876e+00,8.400e-01,1.997e+00
3.583e-01,5.170e-01,9.838e-01,1.245e+00,5.862e-01,1.432e+00,1.232e+00,1.549e+00,1.295e+00,1.213e+00,2.042e+00,2.139e+00,1.900e+00,1.567e+00,1.891e+00,1.128e+00,1.236e+00,1.251e+00,1.058e+00,1.791e+00,1.114e+00,9.935e-01,1.693e+00,1.374e+00,1.862e+00,1.304e+00,9.620e-01,1.839e+00,1.759e+00,2.070e+00,1.681e+00,2.154e+00,1.663e+00,5.006e-01,1.453e+00,1.714e+00,1.953e+00,1.642e+00,1.389e+00,1.122e+00
3.621e-01,6.994e-01,7.138e-01,1.249e+00,1.372e+00,3.074e+00,2.225e+00,2.420e+00,2.603e+00,1.964e+00,2.743e+00,3.748e+00,3.371e+00,2.516e+00,2.116e+00,3.153e+00,3.116e+00,2.828e+00,2.644e+00,3.792e+00,1.964e+00,1.835e+00,3.258e+00,2.805e+00,2.524e+00,3.420e+00,2.663e+00,3.050e+00,2.796e+00,4.083e+00,3.132e+00,4.854e+00,2.615e+00,1.285e+00,2.495e+00,3.291e+00,3.428e+00,2.242e+00,2.420e+00,3.015e+00
5.574e-02,2.637e-01,6.433e-01,1.133e+00,9.777e-01,1.787e+00,1.526e+00,1.331e+00,1.884e+00,1.837e+00,2.434e+00,3.709e+00,2.971e+00,1.954e+00,1.827e+00,2.655e+00,3.242e+00,3.642e+00,1.545e+00,3.756e+00,2.073e+00,1.347e+00,2.743e+00,2.604e+00,2.048e+00,2.358e+00,3.469e+00,3.315e+00,2.197e+00,2.768e+00,3.036e+00,3.446e+00,2.654e+00,1.705e+00,2.167e+00,2.418e+00,3.065e+00,2.005e+00,2.215e+00,3.276e+00
