1.389e-01,1.597e-01,1.587e-02,2.869e-02,6.691e-01,2.635e-01,5.710e-01,7.303e-01,8.687e-01,9.028e-01,5.459e-01,4.009e-01,8.418e-01,4.077e-01,5.567e-02,8.851e-01,1.647e-01,6.203e-01,5.491e-01,8.882e-01,9.215e-01,5.057e-01,4.768e-01,5.096e-01,5.707e-01,9.967e-01,1.067e-01,9.759e-01,5.752e-02,2.632e-01,3.568e-01
4.696e-02,3.681e-01,4.257e-01,4.782e-01,1.043e+00,1.777e-01,7.453e-01,1.177e+00,3.511e-01,4.933e-01,2.897e-01,2.145e-01,5.537e-01,3.216e-01,5.181e-01,6.499e-01,6.468e-02,9.626e-01,3.242e-01,1.101e+00,3.521e-01,1.160e+00,6.319e-01,5.915e-01,5.616e-01,1.145e+00,3.986e-01,6.215e-01,8.122e-01,6.916e-01,6.099e-01
1.126e-01,3.796e-01,1.023e+00,1.258e+00,1.808e+00,4.359e-01,1.714e+00,1.790e+00,8.100e-01,1.666e+00,6.481e-01,4.799e-01,1.742e+00,1.322e+00,6.659e-01,1.524e+00,4.542e-01,1.336e+00,1.402e+00,1.966e+00,1.454e+00,1.264e+00,1.297e+00,1.513e+00,1.755e+00,1.798e+00,9.486e-01,1.325e+00,1.141e+00,1.440e+00,1.199e+00
1.865e-03,2.298e-01,4.604e-01,7.721e-01,1.453e+00,9.569e-01,1.398e+00,1.052e+00,8.391e-01,1.042e+00,9.102e-01,8.292e-01,4.634e-01,9.148e-01,1.141e+00,1.159e+00,9.938e-01,7.532e-01,1.231e+00,1.689e+00,1.169e+00,1.130e+00,1.207e+00,1.360e+00,9.086e-01,8.398e-01,1.083e+00,8.836e-01,1.148e+00,1.546e+00,9.692e-01
7.685e-02,3.883e-01,1.037e+00,1.407e+00,2.377e+00,9.213e-01,2.907e+00,2.588e+00,1.325e+00,2.454e+00,1.680e+00,1.133e+00,2.267e+00,2.180e+00,1.915e+00,1.840e+00,1.797e+00,2.151e+00,2.174e+00,3.223e+00,2.127e+00,2.216e+00,2.618e+00,2.738e+00,2.553e+00,2.505e+00,1.369e+00,2.176e+00,1.772e+00,2.721e+00,1.978e+00
1.796e-02,4.397e-02,5.649e-01,8.564e-01,1.217e+00,8.269e-01,2.088e+00,1.450e+00,1.590e+00,2.331e+00,1.738e+00,1.108e+00,2.310e+00,1.889e+00,2.194e+00,1.717e+00,2.139e+00,1.574e+00,1.783e+00,2.267e+00,2.476e+00,1.800e+00,2.265e+00,2.137e+00,1.752e+00,1.460e+00,1.205e+00,2.179e+00,1.670e+00,1.783e+00,1.483e+00
1.019e-01,2.903e-01,4.985e-01,6.280e-01,1.442e+00,4.238e-01,2.002e+00,2.691e+00,1.653e+00,2.186e+00,2.254e+00,1.730e+00,2.217e+00,1.710e+00,2.178e+00,2.167e+00,2.168e+00,2.295e+00,1.557e+00,2.723e+00,1.548e+00,2.419e+00,2.432e+00,2.520e+00,2.361e+00,2.110e+00,7.803e-01,2.518e+00,1.773e+00,2.543e+00,2.202e+00
1.245e-01,1.949e-01,1.243e-01,1.673e-01,1.014e+00,4.266e-01,1.755e+00,3.197e+00,2.251e+00,2.428e+00,2.934e+00,2.512e+00,2.746e+00,2.036e+00,2.746e+00,3.182e+00,3.169e+00,2.713e+00,2.272e+00,3.233e+00,2.413e+00,3.460e+00,2.773e+00,2.535e+00,2.049e+00,2.872e+00,6.768e-01,3.410e+00,1.853e+00,2.465e+00,2.252e+00
9.397e-02,3.436e-01,3.547e-01,5.815e-01,1.671e+00,9.812e-01,1.855e+00,2.849e+00,3.008e+00,3.078e+00,3.480e+00,2.807e+00,2.485e+00,1.851e+00,3.082e+00,3.805e+00,3.524e+00,2.892e+00,2.869e+00,3.714e+00,2.814e+00,3.718e+00,2.780e+00,3.339e+00,2.590e+00,2.834e+00,2.061e+00,3.005e+00,2.479e+00,3.141e+00,2.062e+00
5.448e-02,2.588e-01,5.046e-01,6.314e-01,1.118e+00,3.898e-01,1.323e+00,2.110e+00,1.920e+00,2.429e+00,2.526e+00,2.094e+00,2.249e+00,1.944e+00,3.116e+00,2.927e+00,2.415e+00,2.957e+00,2.327e+00,3.471e+00,2.007e+00,3.266e+00,2.845e+00,2.929e+00,2.628e+00,2.892e+00,1.529e+00,3.044e+00,2.106e+00,2.630e+00,2.173e+00
1.044e-01,3.367e-01,6.869e-01,9.319e-01,1.836e+00,8.277e-01,2.313e+00,2.430e+00,2.195e+00,2.960e+00,3.041e+00,2.726e+00,2.965e+00,2.939e+00,3.693e+00,3.379e+00,3.323e+00,3.544e+00,2.444e+00,4.191e+00,3.678e+00,4.060e+00,3.935e+00,4.027e+00,3.576e+00,4.123e+00,2.434e+00,4.483e+00,2.402e+00,3.348e+00,2.682e+00
8.645e-02,2.947e-01,4.731e-01,6.247e-01,1.407e+00,6.101e-01,1.830e+00,2.183e+00,2.404e+00,2.953e+00,3.238e+00,2.808e+00,3.579e+00,3.016e+00,4.069e+00,4.148e+00,3.904e+00,3.643e+00,2.468e+00,4.601e+00,4.165e+00,4.388e+00,4.153e+00,4.731e+00,3.664e+00,4.734e+00,2.764e+00,4.813e+00,2.817e+00,3.280e+00,2.570e+00
6.875e-02,3.301e-01,4.121e-01,5.320e-01,1.376e+00,5.058e-01,1.734e+00,2.262e+00,1.617e+00,2.069e+00,2.243e+00,1.910e+00,2.622e+00,2.469e+00,3.137e+00,3.066e+00,2.840e+00,3.459e+00,2.786e+00,4.588e+00,2.782e+00,3.428e+00,3.965e+00,3.785e+00,3.261e+00,4.350e+00,1.773e+00,4.250e+00,2.985e+00,2.700e+00,2.387e+00
1.233e-01,3.856e-01,5.124e-01,6.179e-01,1.480e+00,3.899e-01,1.470e+00,2.300e+00,1.240e+00,1.673e+00,1.604e+00,1.588e+00,2.211e+00,2.463e+00,2.723e+00,3.836e+00,2.190e+00,3.767e+00,2.887e+00,4.059e+00,3.075e+00,2.840e+00,3.184e+00,3.145e+00,2.797e+00,4.349e+00,1.741e+00,4.169e+00,3.126e+00,2.273e+00,2.933e+00
5.897e-02,2.397e-01,4.283e-01,7.057e-01,1.688e+00,9.616e-01,2.348e+00,3.277e+00,2.448e+00,2.834e+00,3.871e+00,3.591e+00,2.659e+00,3.222e+00,4.303e+00,5.511e+00,5.557e+00,5.106e+00,4.089e+00,6.033e+00,4.313e+00,4.693e+00,5.155e+00,5.186e+00,5.239e+00,4.600e+00,3.524e+00,5.294e+00,4.225e+00,5.413e+00,3.976e+00
7.880e-03,2.158e-01,5.461e-01,6.851e-01,1.091e+00,3.055e-01,1.551e+00,1.852e+00,9.657e-01,1.678e+00,2.220e+00,2.212e+00,2.219e+00,2.959e+00,3.883e+00,4.846e+00,4.195e+00,4.671e+00,2.479e+00,4.848e+00,4.575e+00,4.335e+00,4.219e+00,4.931e+00,4.208e+00,4.886e+00,3.636e+00,4.885e+00,3.769e+00,3.830e+00,3.382e+00
1.731e-02,7.534e-02,4.778e-01,6.123e-01,7.618e-01,2.831e-01,1.403e+00,2.357e+00,2.118e+00,2.736e+00,3.125e+00,2.638e+00,3.159e+00,3.044e+00,4.279e+00,5.296e+00,5.055e+00,5.405e+00,4.531e+00,5.487e+00,4.584e+00,4.503e+00,4.855e+00,5.678e+00,4.707e+00,5.206e+00,2.891e+00,5.705e+00,5.004e+00,3.719e+00,3.866e+00
5.796e-02,8.926e-02,4.639e-01,5.938e-01,8.547e-01,3.739e-01,1.533e+00,2.121e+00,1.706e+00,2.323e+00,2.655e+00,2.580e+00,3.029e+00,3.269e+00,3.959e+00,5.078e+00,4.779e+00,5.815e+00,4.328e+00,5.581e+00,5.332e+00,5.477e+00,6.115e+00,5.902e+00,5.589e+00,5.580e+00,3.721e+00,6.501e+00,4.911e+00,4.261e+00,4.382e+00
1.580e-03,1.575e-01,2.377e-01,2.852e-01,6.875e-01,2.389e-01,1.318e+00,1.914e+00,1.197e+00,1.642e+00,1.944e+00,1.694e+00,2.631e+00,2.648e+00,3.725e+00,4.127e+00,3.695e+00,4.534e+00,3.764e+00,5.553e+00,4.842e+00,5.071e+00,5.899e+00,5.841e+00,3.815e+00,5.658e+00,3.232e+00,5.452e+00,4.357e+00,3.766e+00,3.487e+00
5.616e-02,1.283e-01,2.433e-01,4.817e-01,1.197e+00,8.783e-01,1.572e+00,2.173e+00,2.153e+00,2.340e+00,3.259e+00,3.288e+00,2.464e+00,3.089e+00,4.189e+00,6.423e+00,6.002e+00,5.573e+00,4.563e+00,7.078e+00,7.326e+00,5.606e+00,6.489e+00,7.566e+00,5.770e+00,6.136e+00,4.772e+00,6.600e+00,6.054e+00,5.392e+00,4.509e+00
1.319e-01,4.439e-01,5.141e-01,8.273e-01,2.301e+00,1.282e+00,2.594e+00,2.907e+00,3.034e+00,3.504e+00,3.545e+00,2.930e+00,3.300e+00,3.456e+00,4.741e+00,6.141e+00,5.183e+00,6.604e+00,5.320e+00,7.651e+00,6.865e+00,6.963e+00,7.381e+00,7.898e+00,6.192e+00,7.674e+00,4.706e+00,7.257e+00,6.942e+00,5.575e+00,5.511e+00
9.266e-03,1.755e-02,3.793e-01,5.054e-01,5.276e-01,2.955e-01,1.034e+00,1.040e+00,1.360e+00,1.893e+00,1.868e+00,1.589e+00,2.377e+00,2.123e+00,3.165e+00,3.850e+00,3.620e+00,4.330e+00,2.848e+00,4.961e+00,4.873e+00,5.229e+00,5.881e+00,6.247e+00,5.363e+00,4.423e+00,3.879e+00,4.784e+00,5.523e+00,4.847e+00,4.718e+00
