9.644e-01,8.502e-01,9.807e-01,8.033e-01,5.564e-02,8.656e-01,2.885e-02,3.570e-01,1.238e-02,9.801e-01,4.472e-01,6.173e-01,6.413e-01,9.329e-01,8.717e-01,8.739e-01,6.183e-01,8.884e-01,3.655e-01,9.577e-01,2.742e-01,9.843e-02,4.422e-01,8.985e-01,4.480e-01,5.460e-01,8.964e-01,3.948e-02,2.579e-01,4.950e-02,6.343e-01
4.636e-02,6.655e-01,1.854e-01,7.601e-01,2.716e-01,8.989e-01,9.531e-01,1.302e-01,3.078e-01,1.925e-01,9.839e-01,2.810e-01,8.160e-01,9.382e-01,2.098e-01,6.069e-01,5.405e-01,5.897e-01,1.002e+00,3.504e-01,3.197e-01,1.843e-02,5.360e-01,7.825e-01,6.762e-01,7.740e-01,4.288e-01,1.678e-01,4.930e-01,9.754e-01,3.645e-01
5.178e-01,8.528e-01,1.184e+00,1.549e+00,4.635e-01,1.171e+00,1.029e+00,6.409e-01,8.404e-01,9.706e-01,1.015e+00,6.049e-01,1.493e+00,1.733e+00,1.184e+00,1.780e+00,7.775e-01,1.331e+00,1.202e+00,1.329e+00,6.440e-01,1.011e+00,1.389e+00,1.685e+00,7.111e-01,1.365e+00,8.980e-01,9.826e-01,7.215e-01,9.763e-01,7.948e-01
7.451e-01,1.272e+00,1.453e+00,2.139e+00,1.275e+00,2.583e+00,1.874e+00,9.164e-01,9.706e-01,2.019e+00,2.290e+00,1.537e+00,2.703e+00,3.115e+00,1.470e+00,2.929e+00,1.154e+00,2.519e+00,2.335e+00,1.934e+00,9.339e-01,1.206e+00,1.730e+00,3.001e+00,1.642e+00,1.752e+00,1.980e+00,1.149e+00,1.890e+00,1.991e+00,1.873e+00
1.781e-01,3.779e-01,4.719e-01,7.972e-01,1.579e+00,1.733e+00,1.443e+00,1.078e+00,7.077e-01,1.003e+00,1.595e+00,1.739e+00,1.396e+00,2.038e+00,1.004e+00,2.104e+00,6.241e-01,1.741e+00,1.371e+00,1.444e+00,9.573e-01,1.443e+00,7.105e-01,1.920e+00,1.181e+00,1.185e+00,1.780e+00,1.250e+00,1.093e+00,1.403e+00,1.895e+00
8.324e-01,1.017e+00,1.389e+00,1.654e+00,1.171e+00,2.250e+00,2.228e+00,1.768e+00,1.745e+00,1.653e+00,1.653e+00,1.848e+00,2.155e+00,3.307e+00,2.307e+00,3.168e+00,1.641e+00,2.849e+00,2.180e+00,2.057e+00,1.654e+00,1.692e+00,2.307e+00,3.060e+00,1.752e+00,2.229e+00,1.953e+00,1.390e+00,1.538e+00,2.201e+00,2.287e+00
4.819e-01,7.184e-01,7.253e-01,1.082e+00,1.215e+00,2.080e+00,2.335e+00,1.973e+00,2.021e+00,2.014e+00,1.767e+00,1.732e+00,1.894e+00,2.935e+00,2.206e+00,3.036e+00,1.765e+00,2.696e+00,2.879e+00,2.275e+00,1.806e+00,1.138e+00,1.705e+00,2.904e+00,2.497e+00,1.928e+00,1.816e+00,1.172e+00,1.966e+00,2.060e+00,2.458e+00
4.653e-03,2.670e-01,3.587e-01,6.546e-01,3.276e-01,6.710e-01,1.456e+00,1.332e+00,2.090e+00,1.182e+00,1.232e+00,1.217e+00,1.766e+00,1.615e+00,2.103e+00,1.801e+00,1.524e+00,1.307e+00,2.306e+00,1.902e+00,1.082e+00,9.271e-01,2.134e+00,1.877e+00,1.784e+00,1.438e+00,9.899e-01,1.433e+00,1.479e+00,1.477e+00,1.166e+00
8.038e-02,3.704e-01,2.966e-01,6.519e-01,1.282e+00,1.545e+00,2.062e+00,1.860e+00,2.238e+00,2.348e+00,2.733e+00,2.778e+00,2.482e+00,3.241e+00,3.130e+00,2.996e+00,2.509e+00,2.154e+00,3.099e+00,2.639e+00,2.490e+00,2.249e+00,2.576e+00,2.748e+00,2.490e+00,2.098e+00,2.118e+00,2.200e+00,2.606e+00,2.591e+00,2.397e+00
9.643e-01,1.352e+00,1.591e+00,2.115e+00,1.944e+00,3.302e+00,3.420e+00,2.892e+00,2.942e+00,3.486e+00,3.591e+00,3.624e+00,3.735e+00,5.355e+00,4.539e+00,4.906e+00,3.619e+00,4.823e+00,4.333e+00,4.014e+00,3.370e+00,3.360e+00,3.740e+00,5.089e+00,4.333e+00,4.250e+00,3.390e+00,2.343e+00,2.896e+00,4.256e+00,4.630e+00
