5.439e-01,1.963e-01,5.854e-01,8.970e-01,3.156e-01,8.997e-01,9.416e-02,9.797e-01,2.549e-02,6.806e-01,6.848e-01,6.387e-01,2.720e-01,2.639e-01,5.927e-01,3.737e-01,6.062e-01,7.690e-01,9.808e-01,3.192e-01,6.239e-01,7.051e-01,5.837e-01,5.319e-01,9.419e-02,5.511e-02,8.962e-01,8.339e-01,3.961e-01,7.818e-01,5.574e-02,7.132e-01,1.191e-02,1.753e-01,4.252e-02,7.589e-01,5.658e-01,6.819e-01,6.781e-01,8.746e-01,5.474e-01,5.456e-01,9.607e-01,6.666e-01,5.320e-01,6.282e-01,2.750e-01,1.728e-01,9.911e-01,2.555e-01,2.573e-01,5.774e-01,3.357e-01
1.212e-01,7.778e-01,6.218e-01,8.703e-01,1.020e+00,2.133e-01,9.849e-01,8.771e-01,4.095e-01,1.724e-01,1.150e+00,6.050e-01,6.833e-01,2.180e-01,3.784e-01,4.924e-01,7.959e-01,7.834e-01,9.945e-01,3.052e-01,3.215e-01,3.316e-01,9.811e-01,4.306e-01,8.307e-01,9.658e-01,5.297e-01,8.329e-01,9.022e-02,7.529e-01,4.682e-02,8.160e-01,8.634e-01,7.853e-01,1.696e-01,9.396e-01,3.673e-01,7.881e-01,1.695e-01,1.134e+00,3.201e-01,8.388e-01,1.120e+00,1.731e-01,9.859e-01,7.478e-01,7.960e-01,4.175e-01,7.482e-01,8.034e-01,5.808e-01,4.482e-01,4.812e-01
4.123e-01,7.214e-01,1.471e+00,2.045e+00,1.340e+00,9.823e-01,1.676e+00,2.193e+00,4.031e-01,1.350e+00,1.592e+00,9.506e-01,1.160e+00,1.059e+00,1.511e+00,1.512e+00,1.689e+00,1.790e+00,1.364e+00,9.436e-01,8.472e-01,1.490e+00,1.479e+00,1.296e+00,1.497e+00,8.242e-01,9.449e-01,1.914e+00,3.114e-01,1.983e+00,1.011e+00,1.164e+00,8.392e-01,8.840e-01,4.100e-01,2.105e+00,6.202e-01,1.819e+00,1.319e+00,1.756e+00,9.843e-01,1.200e+00,1.888e+00,9.788e-01,1.841e+00,1.624e+00,1.247e+00,1.103e+00,1.833e+00,1.122e+00,1.202e+00,1.217e+00,7.455e-01
4.341e-01,7.696e-01,1.239e+00,2.621e+00,1.965e+00,1.806e+00,1.680e+00,2.047e+00,1.161e+00,1.750e+00,2.214e+00,1.562e+00,1.761e+00,1.592e+00,2.104e+00,1.465e+00,1.771e+00,2.431e+00,1.970e+00,1.239e+00,1.538e+00,1.765e+00,1.881e+00,1.481e+00,1.752e+00,1.390e+00,1.421e+00,2.231e+00,9.708e-01,1.936e+00,1.184e+00,2.033e+00,1.453e+00,1.782e+00,4.142e-01,2.337e+00,1.098e+00,1.738e+00,1.380e+00,1.721e+00,8.493e-01,1.314e+00,1.963e+00,1.166e+00,2.379e+00,2.251e+00,1.571e+00,1.711e+00,2.200e+00,2.007e+00,1.888e+00,1.506e+00,1.002e+00
2.919e-01,7.715e-01,1.250e+00,2.593e+00,2.110e+00,2.066e+00,2.123e+00,2.918e+00,1.382e+00,2.436e+00,2.180e+00,2.377e+00,2.712e+00,1.677e+00,2.253e+00,2.353e+00,2.265e+00,2.474e+00,1.799e+00,1.989e+00,1.609e+00,2.345e+00,2.155e+00,2.237e+00,2.313e+00,1.761e+00,1.363e+00,2.372e+00,9.143e-01,2.563e+00,2.079e+00,2.813e+00,1.791e+00,1.973e+00,7.322e-01,2.700e+00,1.670e+00,2.209e+00,1.609e+00,1.960e+00,1.272e+00,2.222e+00,2.862e+00,1.606e+00,3.259e+00,2.787e+00,2.228e+00,2.404e+00,2.934e+00,2.523e+00,2.306e+00,1.575e+00,1.373e+00
8.088e-03,2.286e-01,4.465e-01,8.259e-01,6.677e-01,7.036e-01,1.222e+00,1.293e+00,8.400e-01,1.601e+00,7.128e-01,9.632e-01,1.370e+00,8.577e-01,1.184e+00,1.694e+00,8.342e-01,1.017e+00,6.232e-01,1.251e+00,5.273e-01,7.415e-01,1.504e+00,1.279e+00,1.684e+00,1.174e+00,1.064e+00,1.185e+00,5.906e-01,1.208e+00,1.570e+00,9.311e-01,7.325e-01,7.767e-01,8.636e-01,1.563e+00,1.112e+00,1.596e+00,9.490e-01,1.364e+00,4.307e-01,1.257e+00,7.742e-01,6.774e-01,1.632e+00,1.511e+00,1.101e+00,1.009e+00,1.571e+00,9.289e-01,1.401e+00,8.174e-01,1.194e+00
4.680e-01,5.026e-01,8.105e-01,1.240e+00,8.123e-01,1.008e+00,9.925e-01,2.144e+00,1.098e+00,1.833e+00,1.364e+00,1.625e+00,1.289e+00,1.488e+00,1.591e+00,1.679e+00,1.203e+00,1.956e+00,1.848e+00,1.178e+00,7.891e-01,1.662e+00,1.580e+00,1.081e+00,1.300e+00,1.072e+00,2.092e+00,1.599e+00,8.714e-01,2.274e+00,8.919e-01,1.774e+00,1.251e+00,6.737e-01,1.011e+00,2.305e+00,1.487e+00,1.614e+00,1.327e+00,2.236e+00,7.865e-01,1.667e+00,1.994e+00,1.037e+00,2.180e+00,1.483e+00,1.559e+00,9.962e-01,1.560e+00,1.608e+00,1.729e+00,1.229e+00,1.046e+00
5.975e-02,2.570e-01,4.986e-01,1.178e+00,9.339e-01,9.093e-01,1.125e+00,2.398e+00,2.074e+00,2.246e+00,1.715e+00,1.874e+00,2.150e+00,1.841e+00,1.825e+00,1.649e+00,1.279e+00,1.842e+00,1.347e+00,1.328e+00,1.552e+00,2.199e+00,1.399e+00,1.912e+00,1.617e+00,1.279e+00,2.100e+00,1.760e+00,1.447e+00,2.158e+00,1.723e+00,2.005e+00,1.718e+00,1.069e+00,1.214e+00,2.844e+00,1.543e+00,1.421e+00,1.693e+00,1.970e+00,9.473e-01,1.887e+00,2.204e+00,1.037e+00,2.878e+00,1.789e+00,2.043e+00,1.433e+00,2.157e+00,1.977e+00,2.711e+00,1.345e+00,8.530e-01
3.154e-01,7.186e-01,8.011e-01,1.912e+00,1.694e+00,1.694e+00,1.487e+00,2.725e+00,2.320e+00,2.515e+00,2.932e+00,2.621e+00,2.814e+00,2.021e+00,2.795e+00,2.716e+00,2.145e+00,3.058e+00,2.630e+00,1.701e+00,2.299e+00,2.464e+00,2.525e+00,2.479e+00,2.722e+00,2.625e+00,3.134e+00,2.457e+00,2.158e+00,3.366e+00,1.947e+00,2.885e+00,2.230e+00,2.289e+00,1.505e+00,3.567e+00,2.500e+00,1.946e+00,2.372e+00,3.313e+00,1.872e+00,2.652e+00,3.025e+00,2.126e+00,3.276e+00,2.855e+00,3.077e+00,1.875e+00,3.522e+00,2.998e+00,2.703e+00,2.296e+00,2.171e+00
1.115e-01,5.438e-01,8.009e-01,1.893e+00,1.613e+00,1.620e+00,1.941e+00,2.179e+00,1.670e+00,3.440e+00,2.889e+00,2.001e+00,3.401e+00,2.002e+00,2.563e+00,3.260e+00,1.967e+00,3.292e+00,1.766e+00,2.006e+00,2.197e+00,2.029e+00,2.554e+00,3.158e+00,3.246e+00,2.745e+00,2.861e+00,2.259e+00,2.223e+00,2.520e+00,3.258e+00,2.840e+00,1.870e+00,2.050e+00,1.510e+00,3.145e+00,2.034e+00,2.909e+00,2.281e+00,2.418e+00,1.676e+00,2.819e+00,1.860e+00,1.657e+00,3.858e+00,3.759e+00,2.272e+00,2.145e+00,3.747e+00,2.892e+00,2.782e+00,2.684e+00,2.409e+00
2.174e-01,3.700e-01,1.012e+00,1.910e+00,1.263e+00,1.228e+00,1.478e+00,1.799e+00,1.214e+00,2.408e+00,3.228e+00,1.710e+00,2.323e+00,2.000e+00,3.497e+00,2.801e+00,2.641e+00,3.238e+00,2.099e+00,1.592e+00,2.058e+00,2.305e+00,2.505e+00,3.176e+00,3.571e+00,2.075e+00,2.785e+00,2.928e+00,1.961e+00,3.369e+00,2.702e+00,2.169e+00,2.056e+00,2.101e+00,1.280e+00,3.572e+00,1.951e+00,2.088e+00,3.104e+00,2.415e+00,2.071e+00,2.563e+00,1.666e+00,1.807e+00,2.906e+00,3.242e+00,2.950e+00,1.838e+00,3.328e+00,2.363e+00,2.695e+00,3.032e+00,2.458e+00
2.752e-01,1.543e-01,6.900e-01,1.760e+00,1.119e+00,1.739e+00,1.222e+00,2.501e+00,2.029e+00,3.027e+00,2.441e+00,3.076e+00,2.722e+00,2.555e+00,3.853e+00,2.835e+00,1.962e+00,3.424e+00,2.865e+00,2.634e+00,2.547e+00,2.569e+00,2.605e+00,3.263e+00,2.718e+00,2.743e+00,3.348e+00,2.789e+00,2.480e+00,3.828e+00,3.162e+00,2.826e+00,1.881e+00,1.783e+00,1.473e+00,3.722e+00,2.505e+00,2.624e+00,2.910e+00,3.134e+00,2.399e+00,2.421e+00,2.479e+00,2.443e+00,3.540e+00,3.854e+00,3.210e+00,2.292e+00,4.273e+00,3.143e+00,2.951e+00,3.223e+00,2.639e+00
4.874e-01,4.840e-01,7.335e-01,1.125e+00,7.689e-01,1.166e+00,7.737e-01,2.698e+00,1.437e+00,2.445e+00,2.696e+00,3.187e+00,3.285e+00,2.005e+00,3.316e+00,2.440e+00,2.456e+00,3.117e+00,3.090e+00,2.968e+00,2.947e+00,3.323e+00,3.299e+00,3.792e+00,2.966e+00,2.443e+00,3.960e+00,2.816e+00,2.610e+00,4.266e+00,3.142e+00,3.274e+00,2.695e+00,1.150e+00,1.935e+00,3.609e+00,2.787e+00,3.358e+00,2.636e+00,3.824e+00,3.181e+00,4.131e+00,3.965e+00,2.633e+00,4.494e+00,3.455e+00,3.160e+00,2.336e+00,4.151e+00,2.726e+00,3.122e+00,3.869e+00,2.822e+00
2.596e-01,5.961e-01,7.659e-01,1.155e+00,1.017e+00,1.045e+00,1.439e+00,3.026e+00,1.864e+00,3.017e+00,2.549e+00,3.147e+00,3.527e+00,2.775e+00,3.783e+00,3.897e+00,2.286e+00,3.553e+00,3.517e+00,3.023e+00,3.389e+00,3.457e+00,3.347e+00,3.753e+00,3.137e+00,3.611e+00,4.487e+00,3.320e+00,3.150e+00,4.528e+00,4.073e+00,3.900e+00,3.107e+00,1.531e+00,3.044e+00,4.521e+00,3.310e+00,3.672e+00,2.823e+00,4.558e+00,3.506e+00,4.181e+00,4.107e+00,3.237e+00,5.464e+00,4.441e+00,3.762e+00,3.128e+00,5.072e+00,4.049e+00,3.698e+00,3.917e+00,3.461e+00
3.431e-01,3.489e-01,8.122e-01,1.974e+00,1.405e+00,1.963e+00,1.464e+00,3.223e+00,2.483e+00,3.510e+00,2.891e+00,3.289e+00,3.314e+00,2.982e+00,4.859e+00,3.820e+00,3.215e+00,4.009e+00,3.720e+00,3.276e+00,3.597e+00,3.506e+00,3.771e+00,4.257e+00,3.180e+00,3.099e+00,4.134e+00,3.336e+00,3.555e+00,4.908e+00,4.053e+00,4.046e+00,2.952e+00,2.203e+00,2.847e+00,5.352e+00,3.975e+00,3.333e+00,3.842e+00,4.026e+00,2.802e+00,3.952e+00,3.455e+00,3.544e+00,5.376e+00,4.487e+00,3.819e+00,3.571e+00,4.949e+00,4.367e+00,4.166e+00,3.688e+00,2.838e+00
2.356e-01,3.701e-01,6.162e-01,1.680e+00,1.326e+00,1.717e+00,1.359e+00,2.845e+00,2.334e+00,3.683e+00,3.410e+00,3.611e+00,3.947e+00,3.169e+00,4.883e+00,4.871e+00,3.404e+00,4.802e+00,4.656e+00,4.091e+00,4.673e+00,3.862e+00,3.672e+00,5.607e+00,4.316e+00,4.151e+00,5.463e+00,4.893e+00,4.304e+00,4.817e+00,5.261e+00,5.108e+00,4.390e+00,2.980e+00,3.103e+00,6.255e+00,3.919e+00,3.789e+00,4.511e+00,4.528e+00,4.279e+00,4.706e+00,3.837e+00,3.955e+00,6.354e+00,5.665e+00,4.258e+00,4.251e+00,6.239e+00,5.383e+00,4.662e+00,5.388e+00,4.200e+00
3.093e-01,4.831e-01,6.306e-01,1.283e+00,1.071e+00,1.335e+00,1.056e+00,2.734e+00,2.005e+00,2.410e+00,2.720e+00,3.075e+00,3.295e+00,2.457e+00,3.897e+00,3.798e+00,3.230e+00,3.585e+00,4.064e+00,3.356e+00,3.647e+00,4.233e+00,4.114e+00,4.571e+00,4.820e+00,3.313e+00,5.209e+00,4.748e+00,3.211e+00,4.930e+00,3.959e+00,3.869e+00,4.496e+00,2.732e+00,3.368e+00,5.117e+00,4.281e+00,3.666e+00,4.063e+00,4.886e+00,4.133e+00,4.389e+00,5.063e+00,4.452e+00,5.486e+00,4.069e+00,4.455e+00,4.075e+00,5.647e+00,4.271e+00,4.206e+00,4.435e+00,3.711e+00
