8.709e-01,6.662e-02,5.237e-01,6.737e-01,7.258e-01,1.370e-01,2.889e-01,3.342e-01,6.691e-01,1.301e-01,5.801e-01,6.031e-01,7.411e-01,6.882e-02,5.334e-01,5.542e-01,8.968e-01,4.604e-01,1.869e-01,7.907e-01,3.334e-02,1.808e-01,8.397e-01,6.771e-01,6.498e-02,4.129e-01,4.095e-01,5.389e-01,1.897e-01,8.797e-01,6.873e-01,4.841e-01,7.849e-01,2.578e-01,9.277e-01,1.167e-01,5.904e-02,4.388e-01,5.855e-01,1.451e-01,4.380e-01,1.408e-01,1.862e-01,6.349e-01,3.865e-01,7.207e-01,4.751e-01,3.587e-02,9.029e-01,7.633e-01,7.982e-01,7.013e-01
5.999e-01,7.233e-01,1.157e+00,1.423e+00,8.122e-01,2.949e-01,9.118e-01,3.832e-01,1.124e+00,1.052e+00,7.561e-01,6.627e-01,1.374e+00,6.952e-02,1.017e+00,1.249e+00,9.330e-01,1.177e+00,1.083e+00,1.513e+00,6.871e-01,2.890e-01,1.247e+00,1.394e+00,1.661e-01,5.706e-01,1.061e+00,8.653e-01,8.357e-01,1.170e+00,1.266e+00,4.782e-01,7.505e-01,5.353e-01,1.492e+00,6.792e-01,1.794e-01,9.528e-01,7.374e-01,9.577e-01,5.141e-01,1.419e-01,8.286e-01,4.608e-01,5.689e-01,1.053e+00,3.439e-01,5.179e-01,1.477e+00,1.021e+00,8.967e-01,7.301e-01
8.184e-01,9.075e-02,1.358e+00,6.827e-01,9.674e-01,2.371e-01,1.157e+00,6.992e-01,1.499e+00,4.260e-01,1.145e+00,1.104e+00,1.060e+00,1.880e-01,1.110e+00,1.478e+00,1.772e+00,9.909e-01,8.040e-01,1.290e+00,6.264e-01,4.556e-01,1.045e+00,1.238e+00,4.551e-01,1.176e+00,1.035e+00,7.709e-01,4.971e-01,1.206e+00,7.385e-01,1.045e+00,1.099e+00,7.939e-01,1.054e+00,3.857e-01,1.373e-01,5.844e-01,1.058e+00,2.017e-01,5.918e-01,2.051e-01,8.710e-01,7.693e-01,9.346e-01,1.434e+00,6.822e-01,1.028e+00,1.236e+00,1.478e+00,1.210e+00,1.598e+00
4.505e-01,2.669e-01,6.435e-01,7.020e-01,1.076e+00,4.620e-01,1.362e+00,8.583e-01,7.775e-01,7.908e-01,1.135e+00,8.292e-01,8.544e-01,8.304e-01,6.899e-01,1.131e+00,1.179e+00,1.285e+00,1.007e+00,1.607e+00,4.840e-01,2.262e-01,1.030e+00,9.228e-01,7.846e-01,4.061e-01,1.222e+00,1.379e+00,6.497e-01,1.305e+00,1.186e+00,1.108e+00,1.417e+00,1.212e+00,1.399e+00,6.625e-01,7.334e-01,1.453e+00,1.012e+00,1.305e+00,1.017e+00,5.427e-01,6.405e-01,1.323e+00,9.306e-01,1.004e+00,9.169e-01,1.049e+00,1.459e+00,1.246e+00,7.335e-01,9.324e-01
1.517e-01,4.667e-01,1.013e+00,7.850e-01,1.112e+00,8.538e-01,2.000e+00,1.096e+00,1.513e+00,1.472e+00,1.325e+00,1.201e+00,1.573e+00,1.057e+00,1.041e+00,1.551e+00,1.802e+00,2.179e+00,2.133e+00,2.087e+00,1.507e+00,5.080e-01,1.739e+00,2.077e+00,9.605e-01,7.010e-01,1.449e+00,1.268e+00,9.047e-01,2.095e+00,1.971e+00,1.581e+00,1.946e+00,1.647e+00,1.335e+00,1.723e+00,7.450e-01,2.229e+00,1.395e+00,2.213e+00,1.594e+00,5.839e-01,1.805e+00,1.450e+00,1.055e+00,1.171e+00,1.292e+00,1.731e+00,2.266e+00,2.095e+00,1.282e+00,1.195e+00
8.502e-02,5.779e-02,1.883e-01,1.481e-01,3.425e-01,1.009e+00,7.650e-01,6.259e-01,3.349e-01,1.117e+00,4.110e-01,1.169e+00,5.460e-01,1.044e+00,2.663e-01,4.353e-01,6.562e-01,5.959e-01,1.116e+00,6.794e-01,7.725e-01,8.575e-01,5.470e-01,1.254e+00,3.595e-01,7.660e-01,8.293e-01,8.853e-01,2.551e-01,1.323e+00,1.368e+00,1.367e+00,9.944e-01,6.816e-01,1.078e+00,6.660e-01,9.312e-01,1.410e+00,4.075e-01,5.135e-01,6.158e-01,8.553e-01,1.245e+00,1.418e+00,4.169e-01,5.204e-01,5.777e-01,1.015e+00,1.322e+00,1.260e+00,5.700e-01,7.833e-01
3.001e-01,7.939e-02,3.970e-01,3.366e-01,1.041e+00,1.446e+00,2.369e+00,1.648e+00,1.505e+00,1.681e+00,1.910e+00,2.305e+00,1.711e+00,2.503e+00,1.087e+00,1.533e+00,2.585e+00,2.224e+00,2.111e+00,1.722e+00,1.838e+00,1.279e+00,1.568e+00,2.590e+00,1.642e+00,1.903e+00,1.588e+00,2.182e+00,8.337e-01,2.741e+00,3.299e+00,3.256e+00,2.856e+00,2.221e+00,2.295e+00,2.002e+00,2.059e+00,3.278e+00,2.144e+00,2.309e+00,2.126e+00,1.233e+00,2.734e+00,2.783e+00,1.008e+00,1.878e+00,1.975e+00,2.249e+00,2.948e+00,3.040e+00,1.324e+00,1.556e+00
5.886e-01,6.537e-01,1.415e+00,1.344e+00,1.462e+00,1.244e+00,2.353e+00,1.692e+00,2.536e+00,2.584e+00,1.771e+00,1.940e+00,2.170e+00,2.067e+00,1.472e+00,2.652e+00,2.862e+00,2.232e+00,2.674e+00,3.162e+00,1.927e+00,1.228e+00,2.774e+00,2.854e+00,1.520e+00,2.281e+00,3.162e+00,2.323e+00,1.467e+00,3.568e+00,3.608e+00,2.461e+00,3.127e+00,2.654e+00,3.460e+00,1.662e+00,2.085e+00,3.143e+00,2.343e+00,2.542e+00,2.347e+00,1.534e+00,3.021e+00,2.639e+00,1.905e+00,2.238e+00,1.726e+00,2.881e+00,3.889e+00,3.524e+00,2.281e+00,2.364e+00
6.952e-01,3.342e-01,1.508e+00,9.609e-01,1.424e+00,1.237e+00,2.335e+00,1.749e+00,3.036e+00,2.500e+00,2.789e+00,2.663e+00,2.738e+00,2.145e+00,1.638e+00,3.362e+00,4.024e+00,2.285e+00,3.129e+00,3.443e+00,2.260e+00,1.828e+00,3.536e+00,3.929e+00,2.097e+00,2.807e+00,3.275e+00,2.238e+00,1.772e+00,4.362e+00,4.126e+00,3.442e+00,4.007e+00,3.424e+00,4.021e+00,2.613e+00,2.591e+00,3.527e+00,2.619e+00,2.597e+00,2.619e+00,1.476e+00,3.220e+00,2.636e+00,2.910e+00,2.874e+00,2.425e+00,3.477e+00,3.927e+00,3.854e+00,3.447e+00,2.967e+00
5.594e-01,1.909e-01,7.431e-01,6.501e-01,8.946e-01,7.537e-01,1.415e+00,1.159e+00,2.239e+00,1.780e+00,2.006e+00,2.151e+00,2.747e+00,2.341e+00,1.390e+00,2.177e+00,3.256e+00,1.734e+00,2.254e+00,3.068e+00,2.306e+00,1.941e+00,2.696e+00,2.823e+00,2.072e+00,2.609e+00,2.218e+00,1.749e+00,2.019e+00,3.887e+00,3.655e+00,3.089e+00,3.273e+00,2.487e+00,2.873e+00,2.511e+00,2.624e+00,3.002e+00,2.467e+00,2.924e+00,2.510e+00,8.774e-01,2.764e+00,1.758e+00,2.352e+00,2.093e+00,2.589e+00,2.376e+00,3.844e+00,2.848e+00,3.312e+00,2.186e+00
2.983e-01,2.597e-01,5.513e-01,5.736e-01,6.729e-01,1.110e+00,1.502e+00,1.192e+00,1.838e+00,1.962e+00,1.964e+00,2.491e+00,3.093e+00,3.141e+00,1.776e+00,1.912e+00,3.147e+00,2.107e+00,2.775e+00,2.591e+00,2.383e+00,1.916e+00,2.147e+00,2.749e+00,2.391e+00,3.091e+00,2.074e+00,2.320e+00,1.444e+00,4.181e+00,4.333e+00,3.080e+00,3.031e+00,2.122e+00,2.853e+00,2.456e+00,2.812e+00,3.244e+00,2.953e+00,2.633e+00,2.148e+00,1.246e+00,3.232e+00,2.995e+00,1.692e+00,2.695e+00,1.977e+00,2.381e+00,3.830e+00,3.117e+00,2.995e+00,1.785e+00
