6.314e-01,9.242e-01,4.343e-01,7.420e-02,9.081e-01,3.014e-02,6.538e-01,5.437e-03,4.428e-01,1.505e-01,4.393e-01,2.638e-01,5.164e-01,8.089e-02,5.786e-01,7.242e-01,2.713e-01,2.189e-01,1.077e-01,4.498e-02,2.667e-01,1.250e-02,4.247e-01,4.421e-03,8.039e-01,7.076e-01,8.718e-02,7.607e-01,9.743e-01,1.783e-01,8.127e-01,8.112e-02,8.018e-01,5.044e-01,9.849e-01,3.871e-01
6.199e-01,1.091e+00,8.211e-01,1.042e+00,1.637e+00,4.620e-01,1.332e+00,3.179e-01,1.119e+00,9.472e-01,1.101e+00,1.227e+00,1.246e+00,8.382e-01,1.407e+00,1.414e+00,1.099e+00,7.635e-01,8.500e-01,5.988e-02,1.072e+00,3.426e-01,8.152e-01,6.015e-01,1.268e+00,8.546e-01,7.725e-01,1.145e+00,1.932e+00,7.478e-01,1.015e+00,1.796e-01,1.376e+00,1.058e+00,1.735e+00,9.284e-01
3.837e-01,6.103e-01,6.893e-01,8.889e-01,9.259e-01,3.052e-01,1.549e+00,1.040e+00,1.179e+00,7.355e-01,7.230e-01,5.411e-01,8.964e-01,8.179e-01,1.512e+00,7.182e-01,7.806e-01,1.071e+00,3.665e-01,7.219e-01,6.301e-01,1.014e+00,4.185e-01,6.466e-01,1.527e+00,1.357e+00,6.039e-01,1.215e+00,8.982e-01,7.150e-01,7.624e-01,6.134e-01,7.595e-01,4.812e-01,1.751e+00,9.954e-01
2.188e-01,4.682e-01,7.637e-01,1.381e+00,1.788e+00,1.393e+00,2.361e+00,2.117e+00,2.012e+00,1.150e+00,1.285e+00,1.783e+00,1.726e+00,1.476e+00,1.947e+00,1.407e+00,1.446e+00,1.675e+00,1.357e+00,8.415e-01,1.620e+00,1.227e+00,1.309e+00,1.240e+00,2.207e+00,1.888e+00,1.385e+00,1.876e+00,1.861e+00,1.204e+00,9.346e-01,9.686e-01,1.570e+00,1.321e+00,1.998e+00,1.471e+00
3.841e-01,6.649e-01,6.424e-01,9.037e-01,1.684e+00,1.250e+00,2.824e+00,2.448e+00,2.249e+00,1.297e+00,2.047e+00,2.189e+00,2.050e+00,1.571e+00,2.218e+00,1.352e+00,1.276e+00,1.533e+00,1.731e+00,7.682e-01,2.196e+00,1.431e+00,2.136e+00,1.285e+00,2.001e+00,2.374e+00,1.032e+00,1.815e+00,1.966e+00,1.544e+00,1.252e+00,9.038e-01,1.955e+00,1.904e+00,1.775e+00,1.746e+00
6.704e-02,2.107e-01,3.227e-01,6.783e-01,8.780e-01,1.594e+00,2.043e+00,2.131e+00,2.114e+00,1.914e+00,2.541e+00,2.367e+00,2.037e+00,1.548e+00,2.478e+00,1.148e+00,1.065e+00,1.374e+00,1.977e+00,6.305e-01,2.537e+00,1.703e+00,1.616e+00,1.503e+00,1.180e+00,2.125e+00,1.291e+00,1.670e+00,1.944e+00,1.316e+00,9.277e-01,1.406e+00,1.242e+00,2.254e+00,1.427e+00,1.210e+00
2.688e-01,4.082e-01,3.299e-01,3.334e-01,8.652e-01,1.176e+00,2.550e+00,1.870e+00,2.128e+00,1.386e+00,1.968e+00,1.462e+00,1.568e+00,1.161e+00,2.466e+00,1.607e+00,1.373e+00,1.275e+00,1.394e+00,1.195e+00,1.950e+00,1.979e+00,1.660e+00,1.621e+00,1.328e+00,2.154e+00,9.127e-01,2.330e+00,2.396e+00,1.240e+00,1.514e+00,1.690e+00,1.075e+00,1.578e+00,2.311e+00,1.792e+00
4.761e-01,8.520e-01,8.669e-01,1.259e+00,1.628e+00,1.190e+00,3.573e+00,2.911e+00,3.440e+00,2.104e+00,3.131e+00,2.425e+00,2.396e+00,2.293e+00,3.922e+00,2.755e+00,2.398e+00,2.298e+00,2.218e+00,2.257e+00,2.818e+00,2.822e+00,2.379e+00,2.175e+00,3.027e+00,2.873e+00,1.317e+00,3.112e+00,3.418e+00,2.663e+00,2.543e+00,2.196e+00,2.098e+00,2.745e+00,3.256e+00,2.727e+00
2.328e-01,3.553e-01,4.751e-01,6.252e-01,6.286e-01,7.914e-01,3.116e+00,2.424e+00,2.483e+00,2.522e+00,2.865e+00,1.965e+00,2.154e+00,1.793e+00,3.811e+00,2.082e+00,1.965e+00,1.918e+00,1.821e+00,2.470e+00,2.699e+00,2.786e+00,2.576e+00,2.682e+00,1.952e+00,2.850e+00,9.541e-01,2.448e+00,2.537e+00,1.778e+00,2.112e+00,2.489e+00,1.342e+00,2.413e+00,2.921e+00,3.179e+00
1.024e-01,3.063e-01,5.717e-01,1.159e+00,1.292e+00,1.030e+00,2.335e+00,1.900e+00,2.022e+00,1.797e+00,2.604e+00,2.699e+00,2.311e+00,1.652e+00,3.480e+00,2.677e+00,2.244e+00,2.295e+00,2.362e+00,1.802e+00,2.213e+00,2.112e+00,2.404e+00,2.004e+00,2.679e+00,2.309e+00,1.278e+00,1.954e+00,3.262e+00,2.389e+00,1.550e+00,1.720e+00,1.882e+00,1.997e+00,2.850e+00,2.652e+00
6.356e-02,2.290e-01,5.061e-01,1.038e+00,7.806e-01,5.749e-01,1.483e+00,1.394e+00,1.643e+00,1.527e+00,1.932e+00,1.971e+00,1.524e+00,2.109e+00,2.843e+00,2.518e+00,1.936e+00,1.796e+00,2.001e+00,1.878e+00,2.244e+00,1.677e+00,2.139e+00,2.402e+00,2.993e+00,2.188e+00,9.747e-01,2.317e+00,2.672e+00,2.031e+00,2.195e+00,1.749e+00,1.700e+00,2.621e+00,2.870e+00,1.995e+00
9.990e-02,1.652e-01,1.155e-01,1.305e-01,4.063e-01,7.069e-01,1.298e+00,1.491e+00,1.506e+00,1.736e+00,2.659e+00,2.500e+00,2.729e+00,2.561e+00,3.307e+00,3.589e+00,2.626e+00,1.875e+00,2.929e+00,2.104e+00,2.753e+00,1.886e+00,3.467e+00,3.417e+00,3.402e+00,3.183e+00,1.622e+00,2.873e+00,3.870e+00,2.628e+00,2.491e+00,2.917e+00,2.221e+00,3.676e+00,3.081e+00,2.381e+00
3.393e-01,5.444e-01,5.582e-01,7.126e-01,1.093e+00,1.249e+00,2.113e+00,1.940e+00,2.267e+00,1.986e+00,2.551e+00,2.212e+00,3.189e+00,2.528e+00,3.837e+00,4.010e+00,3.325e+00,2.647e+00,2.894e+00,3.132e+00,2.689e+00,2.544e+00,2.519e+00,3.078e+00,4.156e+00,3.382e+00,2.588e+00,4.089e+00,4.647e+00,2.962e+00,2.595e+00,2.923e+00,1.977e+00,4.018e+00,4.211e+00,3.147e+00
1.868e-02,7.670e-02,3.112e-01,6.229e-01,5.303e-01,5.985e-01,2.148e+00,2.081e+00,2.109e+00,1.812e+00,2.375e+00,1.970e+00,2.194e+00,3.005e+00,4.023e+00,3.514e+00,3.308e+00,2.904e+00,2.372e+00,3.640e+00,3.091e+00,2.649e+00,3.384e+00,3.987e+00,3.905e+00,2.659e+00,1.580e+00,3.431e+00,3.771e+00,3.165e+00,2.801e+00,3.119e+00,2.336e+00,3.086e+00,3.837e+00,3.876e+00
1.204e-01,2.459e-01,4.345e-01,7.727e-01,1.031e+00,1.206e+00,2.984e+00,2.711e+00,2.827e+00,1.904e+00,2.625e+00,2.154e+00,2.747e+00,2.597e+00,3.865e+00,3.789e+00,3.735e+00,2.790e+00,3.424e+00,3.855e+00,3.249e+00,3.917e+00,2.931e+00,4.092e+00,4.006e+00,3.691e+00,2.300e+00,4.539e+00,4.205e+00,3.871e+00,3.072e+00,2.930e+00,2.532e+00,3.839e+00,4.538e+00,4.744e+00
1.683e-01,2.896e-01,3.010e-01,4.485e-01,1.136e+00,1.437e+00,2.413e+00,2.576e+00,2.633e+00,2.091e+00,3.044e+00,2.704e+00,2.464e+00,2.316e+00,4.162e+00,4.193e+00,3.135e+00,2.987e+00,3.615e+00,4.020e+00,4.027e+00,3.874e+00,4.247e+00,4.118e+00,4.594e+00,3.884e+00,2.177e+00,4.480e+00,4.387e+00,4.079e+00,3.277e+00,4.136e+00,3.494e+00,4.096e+00,4.319e+00,4.608e+00
2.310e-01,4.318e-01,3.661e-01,5.423e-01,9.636e-01,9.717e-01,2.284e+00,2.140e+00,2.358e+00,1.978e+00,2.833e+00,2.420e+00,2.828e+00,2.954e+00,3.813e+00,3.953e+00,4.121e+00,2.990e+00,4.276e+00,3.459e+00,4.436e+00,3.566e+00,4.960e+00,5.053e+00,5.051e+00,3.549e+00,3.098e+00,4.548e+00,4.629e+00,5.158e+00,3.094e+00,4.538e+00,4.245e+00,4.578e+00,4.791e+00,4.338e+00
5.127e-01,8.968e-01,8.052e-01,1.099e+00,1.691e+00,8.731e-01,2.281e+00,1.486e+00,2.093e+00,1.632e+00,2.111e+00,2.006e+00,2.108e+00,2.003e+00,3.413e+00,3.703e+00,3.462e+00,2.963e+00,3.870e+00,3.147e+00,4.432e+00,3.925e+00,3.895e+00,4.567e+00,5.481e+00,4.161e+00,2.715e+00,4.544e+00,4.481e+00,4.832e+00,3.751e+00,3.477e+00,4.651e+00,4.145e+00,5.920e+00,4.679e+00
4.851e-01,8.326e-01,8.168e-01,1.110e+00,1.428e+00,8.590e-01,3.079e+00,2.051e+00,2.438e+00,2.272e+00,2.995e+00,2.793e+00,3.184e+00,3.158e+00,4.347e+00,4.234e+00,3.558e+00,2.844e+00,4.936e+00,3.874e+00,5.045e+00,3.997e+00,5.130e+00,5.708e+00,5.237e+00,5.374e+00,2.686e+00,5.381e+00,5.586e+00,5.254e+00,3.929e+00,3.819e+00,4.359e+00,5.453e+00,6.132e+00,5.284e+00
2.959e-01,5.010e-01,6.381e-01,9.430e-01,1.333e+00,1.032e+00,3.209e+00,2.829e+00,2.908e+00,2.126e+00,3.379e+00,3.165e+00,3.972e+00,4.059e+00,5.486e+00,6.093e+00,5.060e+00,4.387e+00,5.130e+00,6.076e+00,6.316e+00,5.222e+00,6.691e+00,6.405e+00,8.594e+00,6.933e+00,4.298e+00,6.707e+00,7.049e+00,7.131e+00,5.026e+00,5.669e+00,5.330e+00,6.605e+00,7.985e+00,6.540e+00
5.931e-01,9.077e-01,7.301e-01,7.374e-01,1.689e+00,1.484e+00,2.825e+00,2.484e+00,2.483e+00,2.163e+00,3.480e+00,3.476e+00,4.010e+00,3.266e+00,4.986e+00,4.915e+00,4.167e+00,3.869e+00,5.677e+00,4.432e+00,6.020e+00,4.778e+00,6.483e+00,6.162e+00,7.671e+00,6.417e+00,4.172e+00,7.005e+00,7.561e+00,6.856e+00,4.935e+00,5.262e+00,5.305e+00,7.252e+00,7.200e+00,5.687e+00
3.660e-01,6.620e-01,5.289e-01,7.233e-01,1.124e+00,9.197e-01,1.823e+00,1.082e+00,1.763e+00,2.152e+00,2.707e+00,2.524e+00,2.912e+00,2.692e+00,4.069e+00,4.203e+00,4.239e+00,2.911e+00,4.402e+00,3.723e+00,4.638e+00,3.583e+00,4.980e+00,5.705e+00,5.365e+00,4.621e+00,3.365e+00,5.389e+00,6.747e+00,5.762e+00,3.744e+00,5.193e+00,4.426e+00,5.508e+00,6.127e+00,5.000e+00
