6.526e-01,8.875e-01,3.432e-01,6.675e-01,1.778e-01,2.919e-01,7.766e-01,9.544e-01,4.827e-01,6.030e-01,9.202e-01,2.034e-01,9.320e-01,8.544e-01,4.051e-01,2.751e-01,5.881e-02,3.737e-01,1.325e-01,6.955e-01,2.971e-01,4.808e-01,1.606e-01,6.648e-01,7.692e-01,1.524e-01,1.910e-01,3.509e-01,8.415e-01,9.372e-02,8.061e-01,5.044e-01,5.360e-01,4.784e-02,2.914e-02,8.083e-02,3.972e-01,9.026e-02,9.260e-02,8.344e-01,7.374e-01,5.759e-01,9.972e-01,5.061e-01,3.493e-01,7.248e-01,3.391e-02,3.101e-01
5.934e-01,8.858e-01,1.226e+00,7.499e-01,1.035e+00,1.021e+00,8.870e-01,1.826e+00,6.515e-01,5.492e-01,9.494e-01,1.045e+00,1.648e+00,1.672e+00,1.028e+00,8.342e-01,5.855e-01,7.215e-01,4.993e-01,7.216e-01,6.602e-01,1.213e+00,2.305e-01,1.106e+00,9.091e-01,8.130e-01,4.633e-01,1.102e+00,9.190e-01,8.546e-01,1.719e+00,6.258e-01,1.340e+00,3.528e-01,7.359e-01,8.330e-01,3.633e-01,7.490e-01,5.250e-01,1.627e+00,1.046e+00,6.627e-01,1.503e+00,1.330e+00,4.373e-01,1.253e+00,2.290e-01,1.141e+00
3.342e-01,4.672e-01,5.400e-01,9.665e-01,5.909e-01,7.367e-01,6.855e-01,1.064e+00,6.696e-01,9.350e-01,8.631e-01,6.385e-01,8.783e-01,1.241e+00,5.051e-01,3.837e-01,1.035e+00,3.973e-01,7.794e-01,1.004e+00,7.550e-01,9.676e-01,1.083e-01,6.639e-01,8.530e-01,5.531e-01,8.414e-01,7.190e-01,6.846e-01,4.829e-01,1.448e+00,7.218e-01,1.229e+00,1.054e+00,6.127e-01,1.056e+00,2.167e-01,1.023e+00,9.881e-01,1.009e+00,1.094e+00,3.600e-01,1.488e+00,9.811e-01,8.660e-01,1.272e+00,8.868e-01,8.073e-01
6.833e-02,1.115e-01,4.502e-01,1.102e+00,1.006e+00,1.312e+00,6.367e-01,1.639e+00,5.878e-01,1.315e+00,9.742e-01,7.040e-01,7.614e-01,9.745e-01,1.252e+00,1.138e+00,1.164e+00,8.698e-01,1.632e+00,1.369e+00,1.271e+00,1.454e+00,9.661e-01,6.296e-01,1.244e+00,1.117e+00,9.793e-01,1.548e+00,1.148e+00,1.415e+00,1.242e+00,6.579e-01,1.907e+00,1.392e+00,1.492e+00,1.302e+00,3.546e-01,1.074e+00,1.016e+00,7.500e-01,1.576e+00,9.957e-01,1.192e+00,1.144e+00,1.182e+00,1.882e+00,1.778e+00,1.584e+00
5.973e-01,8.374e-01,7.873e-01,1.174e+00,9.096e-01,1.307e+00,1.615e+00,1.609e+00,1.466e+00,1.697e+00,1.582e+00,1.248e+00,1.433e+00,1.959e+00,1.722e+00,1.497e+00,1.454e+00,6.582e-01,1.735e+00,1.479e+00,1.238e+00,1.523e+00,9.048e-01,1.524e+00,1.704e+00,1.089e+00,1.151e+00,1.374e+00,1.364e+00,8.186e-01,1.802e+00,1.392e+00,1.515e+00,1.489e+00,1.501e+00,1.214e+00,1.245e+00,1.726e+00,9.869e-01,2.197e+00,1.767e+00,1.609e+00,2.779e+00,1.470e+00,1.908e+00,2.217e+00,1.743e+00,1.702e+00
6.423e-01,8.991e-01,7.668e-01,1.095e+00,7.275e-01,1.682e+00,1.948e+00,2.004e+00,1.384e+00,1.874e+00,1.382e+00,1.151e+00,2.338e+00,1.803e+00,1.319e+00,1.255e+00,1.698e+00,6.799e-01,1.614e+00,1.332e+00,1.588e+00,1.641e+00,5.869e-01,2.005e+00,1.916e+00,9.832e-01,8.632e-01,1.134e+00,1.682e+00,9.748e-01,2.398e+00,1.151e+00,1.383e+00,1.399e+00,1.664e+00,1.567e+00,1.332e+00,1.002e+00,1.059e+00,1.742e+00,1.984e+00,1.179e+00,2.659e+00,1.215e+00,1.642e+00,2.375e+00,1.268e+00,1.133e+00
1.243e-01,2.458e-01,1.017e+00,4.607e-01,1.107e+00,1.687e+00,1.422e+00,2.208e+00,1.757e+00,2.152e+00,1.117e+00,1.985e+00,2.018e+00,1.821e+00,2.506e+00,1.621e+00,1.726e+00,9.195e-01,1.954e+00,1.252e+00,2.100e+00,2.424e+00,1.566e+00,2.084e+00,2.262e+00,1.614e+00,1.658e+00,2.316e+00,1.469e+00,1.563e+00,2.705e+00,1.750e+00,1.962e+00,1.791e+00,2.082e+00,2.353e+00,1.594e+00,1.901e+00,9.026e-01,2.595e+00,1.544e+00,1.843e+00,2.569e+00,2.063e+00,1.900e+00,2.723e+00,1.961e+00,1.672e+00
3.428e-02,5.539e-02,2.282e-01,6.633e-01,6.287e-01,1.226e+00,9.522e-01,2.033e+00,2.126e+00,2.780e+00,1.628e+00,1.606e+00,1.616e+00,1.507e+00,2.057e+00,1.716e+00,1.266e+00,1.769e+00,2.721e+00,2.257e+00,2.778e+00,2.088e+00,2.450e+00,1.858e+00,2.594e+00,1.851e+00,2.170e+00,2.721e+00,2.379e+00,1.574e+00,2.525e+00,1.762e+00,2.497e+00,1.681e+00,1.791e+00,1.826e+00,2.103e+00,1.960e+00,1.020e+00,1.550e+00,1.825e+00,2.285e+00,1.790e+00,2.013e+00,1.722e+00,2.754e+00,2.099e+00,2.171e+00
1.545e-01,2.866e-01,1.059e+00,8.225e-01,1.361e+00,2.137e+00,1.549e+00,2.703e+00,2.179e+00,2.444e+00,1.756e+00,2.151e+00,3.071e+00,2.792e+00,2.989e+00,2.252e+00,2.329e+00,1.687e+00,2.385e+00,1.961e+00,2.889e+00,2.674e+00,1.845e+00,2.131e+00,3.122e+00,2.282e+00,2.367e+00,2.542e+00,2.343e+00,2.099e+00,3.705e+00,1.678e+00,2.999e+00,2.759e+00,2.542e+00,3.073e+00,1.824e+00,2.412e+00,1.964e+00,2.778e+00,2.089e+00,2.870e+00,2.481e+00,2.867e+00,2.411e+00,3.853e+00,2.346e+00,2.926e+00
5.493e-01,7.798e-01,7.832e-01,1.071e+00,9.074e-01,1.756e+00,1.889e+00,2.379e+00,2.268e+00,3.189e+00,2.200e+00,2.163e+00,3.631e+00,2.533e+00,2.876e+00,2.739e+00,2.584e+00,2.244e+00,3.581e+00,2.727e+00,2.628e+00,2.474e+00,1.883e+00,2.616e+00,3.638e+00,2.061e+00,2.759e+00,2.416e+00,2.925e+00,2.097e+00,3.106e+00,2.274e+00,3.101e+00,2.455e+00,2.564e+00,2.394e+00,2.708e+00,2.920e+00,1.499e+00,2.768e+00,3.183e+00,3.139e+00,2.929e+00,2.387e+00,2.704e+00,3.955e+00,1.854e+00,2.366e+00
