5.596e-01,2.965e-01,7.307e-01,6.682e-01,9.143e-01,5.373e-01,6.167e-01,9.428e-01,8.046e-01,2.407e-01,6.834e-01,3.514e-01,5.077e-01,1.279e-01,3.005e-01,6.124e-01,3.906e-03,9.513e-02,6.888e-01,4.607e-01,3.946e-01,9.729e-01,2.405e-01,7.377e-01,9.801e-01,9.606e-01,2.866e-01,9.132e-01,5.459e-01,7.236e-01,3.135e-01,1.457e-01,3.810e-01,8.081e-01,3.945e-01,6.268e-01,2.018e-01,1.944e-01,3.427e-01,2.040e-01,9.647e-01,8.694e-01,5.139e-01,7.888e-02,5.199e-01,7.625e-01,3.718e-01
3.107e-01,5.338e-01,1.197e+00,1.037e+00,1.274e+00,5.709e-01,7.979e-01,1.390e+00,1.222e+00,5.579e-01,1.353e+00,4.356e-01,6.398e-01,6.240e-01,2.607e-01,8.332e-01,3.929e-01,5.991e-01,7.418e-01,2.851e-01,1.003e+00,9.900e-01,5.238e-01,5.116e-01,1.446e+00,1.092e+00,3.384e-01,8.093e-01,3.248e-01,1.285e+00,7.059e-01,9.839e-01,1.182e+00,1.145e+00,3.217e-01,1.108e+00,1.357e-01,8.784e-01,9.456e-01,9.863e-01,1.444e+00,6.159e-01,9.918e-01,7.134e-01,7.983e-01,4.505e-01,1.077e+00
2.726e-01,3.720e-01,1.131e+00,1.596e+00,1.026e+00,1.153e+00,6.368e-01,1.500e+00,9.173e-01,7.316e-01,1.753e+00,6.543e-01,1.199e+00,8.370e-01,2.630e-01,1.411e+00,6.635e-01,6.349e-01,1.449e+00,1.087e+00,1.161e+00,1.328e+00,4.402e-01,9.391e-01,1.521e+00,1.260e+00,7.516e-01,1.121e+00,6.162e-01,1.389e+00,1.408e+00,9.661e-01,1.781e+00,1.756e+00,7.642e-01,9.233e-01,1.103e+00,9.952e-01,1.062e+00,1.421e+00,1.102e+00,7.791e-01,1.511e+00,8.040e-01,1.089e+00,1.228e+00,1.503e+00
5.046e-01,5.441e-01,1.379e+00,1.687e+00,2.381e+00,1.216e+00,1.660e+00,2.441e+00,1.836e+00,1.589e+00,2.296e+00,1.564e+00,1.507e+00,1.134e+00,1.221e+00,1.790e+00,8.298e-01,1.033e+00,1.331e+00,1.443e+00,1.595e+00,2.084e+00,9.124e-01,1.821e+00,1.844e+00,2.154e+00,1.527e+00,2.075e+00,1.384e+00,2.297e+00,1.253e+00,1.561e+00,1.613e+00,1.908e+00,1.524e+00,1.681e+00,8.773e-01,1.447e+00,1.921e+00,1.722e+00,1.891e+00,1.258e+00,2.309e+00,1.131e+00,1.471e+00,1.359e+00,1.838e+00
8.235e-02,3.761e-01,1.080e+00,1.532e+00,1.331e+00,1.514e+00,1.396e+00,1.793e+00,1.861e+00,1.897e+00,2.101e+00,9.116e-01,1.664e+00,1.249e+00,7.517e-01,1.652e+00,9.082e-01,8.741e-01,1.310e+00,1.584e+00,1.499e+00,1.306e+00,1.056e+00,1.867e+00,1.521e+00,1.661e+00,1.627e+00,1.832e+00,1.217e+00,2.258e+00,1.570e+00,2.208e+00,2.090e+00,2.178e+00,1.513e+00,1.236e+00,1.608e+00,1.283e+00,2.227e+00,2.570e+00,1.378e+00,7.277e-01,1.967e+00,1.951e+00,1.953e+00,1.907e+00,1.902e+00
5.088e-01,3.788e-01,9.240e-01,9.329e-01,1.389e+00,1.388e+00,1.669e+00,2.369e+00,1.976e+00,1.705e+00,1.894e+00,8.943e-01,1.792e+00,1.450e+00,1.597e+00,1.586e+00,8.335e-01,4.654e-01,1.536e+00,1.907e+00,1.320e+00,1.592e+00,1.173e+00,2.181e+00,1.491e+00,1.884e+00,1.555e+00,2.244e+00,1.671e+00,2.164e+00,8.947e-01,1.834e+00,1.419e+00,2.002e+00,1.282e+00,1.262e+00,1.143e+00,7.233e-01,1.405e+00,1.672e+00,1.863e+00,1.420e+00,1.957e+00,1.302e+00,1.561e+00,1.572e+00,1.014e+00
3.916e-01,5.239e-01,1.342e+00,1.636e+00,2.114e+00,1.900e+00,3.102e+00,3.499e+00,3.439e+00,3.249e+00,3.270e+00,2.450e+00,3.164e+00,2.446e+00,2.572e+00,2.663e+00,1.581e+00,1.337e+00,2.921e+00,3.078e+00,2.378e+00,2.502e+00,2.247e+00,3.176e+00,2.780e+00,3.329e+00,2.593e+00,3.767e+00,2.210e+00,3.488e+00,1.997e+00,3.422e+00,3.001e+00,2.821e+00,2.490e+00,2.255e+00,2.000e+00,1.822e+00,2.974e+00,2.907e+00,2.667e+00,1.741e+00,3.496e+00,2.482e+00,2.935e+00,2.919e+00,2.824e+00
4.558e-01,3.306e-01,1.017e+00,1.429e+00,1.206e+00,1.450e+00,1.350e+00,2.945e+00,1.884e+00,2.121e+00,2.373e+00,1.440e+00,2.695e+00,1.493e+00,1.168e+00,1.858e+00,1.368e+00,1.540e+00,2.395e+00,2.079e+00,2.185e+00,1.748e+00,1.892e+00,1.876e+00,1.897e+00,2.796e+00,2.201e+00,2.319e+00,1.596e+00,2.087e+00,2.043e+00,2.383e+00,1.865e+00,2.787e+00,2.218e+00,1.682e+00,1.562e+00,1.518e+00,1.812e+00,2.430e+00,1.860e+00,1.980e+00,2.042e+00,1.962e+00,2.341e+00,2.871e+00,2.146e+00
6.699e-02,3.905e-01,1.025e+00,1.307e+00,1.170e+00,1.070e+00,1.323e+00,2.079e+00,2.447e+00,2.147e+00,3.027e+00,2.162e+00,1.930e+00,2.145e+00,1.504e+00,1.735e+00,1.932e+00,1.413e+00,2.004e+00,2.386e+00,1.853e+00,2.320e+00,1.146e+00,1.797e+00,2.404e+00,2.074e+00,1.787e+00,1.688e+00,9.938e-01,2.524e+00,1.716e+00,2.597e+00,2.221e+00,2.229e+00,1.428e+00,2.088e+00,1.813e+00,2.171e+00,2.497e+00,1.929e+00,2.050e+00,1.399e+00,2.534e+00,1.599e+00,1.770e+00,1.749e+00,2.342e+00
8.151e-02,9.760e-02,2.429e-01,3.758e-01,9.016e-01,1.009e+00,1.621e+00,1.912e+00,2.359e+00,2.747e+00,2.262e+00,1.991e+00,2.181e+00,2.212e+00,2.760e+00,1.450e+00,1.601e+00,9.696e-01,2.211e+00,2.629e+00,2.316e+00,2.477e+00,2.334e+00,3.408e+00,2.005e+00,2.812e+00,2.279e+00,2.819e+00,1.824e+00,3.136e+00,1.527e+00,3.126e+00,1.906e+00,2.106e+00,1.852e+00,1.921e+00,2.074e+00,2.026e+00,2.282e+00,2.278e+00,2.236e+00,2.077e+00,3.138e+00,1.789e+00,2.146e+00,2.094e+00,2.357e+00
2.944e-01,1.641e-01,6.123e-01,1.181e+00,1.469e+00,1.268e+00,1.849e+00,2.404e+00,2.571e+00,3.041e+00,3.114e+00,2.939e+00,3.469e+00,2.300e+00,2.867e+00,2.289e+00,2.397e+00,2.548e+00,3.305e+00,3.777e+00,3.438e+00,3.781e+00,3.339e+00,4.173e+00,2.945e+00,3.887e+00,3.290e+00,3.936e+00,2.803e+00,3.416e+00,2.352e+00,3.515e+00,2.611e+00,2.710e+00,2.971e+00,2.951e+00,3.195e+00,3.129e+00,3.365e+00,2.935e+00,3.064e+00,3.069e+00,3.605e+00,2.789e+00,3.362e+00,3.813e+00,3.681e+00
9.242e-02,1.447e-01,4.096e-01,5.661e-01,6.078e-01,1.089e+00,1.398e+00,1.812e+00,2.263e+00,2.426e+00,2.388e+00,2.068e+00,3.031e+00,2.641e+00,3.105e+00,1.615e+00,2.539e+00,1.683e+00,3.174e+00,3.037e+00,2.406e+00,3.061e+00,2.267e+00,3.306e+00,3.141e+00,3.110e+00,2.219e+00,2.645e+00,2.354e+00,3.333e+00,2.628e+00,3.775e+00,3.180e+00,2.435e+00,2.295e+00,2.886e+00,3.125e+00,2.852e+00,2.510e+00,2.599e+00,3.054e+00,2.751e+00,3.544e+00,2.482e+00,2.291e+00,2.454e+00,3.077e+00
2.439e-01,3.276e-01,9.990e-01,1.528e+00,1.505e+00,1.632e+00,1.644e+00,3.174e+00,2.583e+00,3.176e+00,3.480e+00,2.481e+00,4.250e+00,2.992e+00,3.893e+00,2.870e+00,3.508e+00,3.902e+00,4.189e+00,3.923e+00,4.596e+00,4.404e+00,3.486e+00,4.896e+00,4.413e+00,4.352e+00,4.285e+00,4.594e+00,3.928e+00,4.823e+00,3.661e+00,5.315e+00,4.121e+00,4.444e+00,4.137e+00,4.444e+00,3.579e+00,3.733e+00,3.690e+00,4.586e+00,4.469e+00,3.801e+00,4.395e+00,4.329e+00,3.741e+00,4.202e+00,4.617e+00
6.757e-02,2.887e-01,8.270e-01,1.191e+00,1.110e+00,1.219e+00,1.349e+00,1.917e+00,2.421e+00,2.481e+00,2.880e+00,2.224e+00,3.397e+00,3.152e+00,3.608e+00,2.290e+00,3.631e+00,3.982e+00,3.426e+00,4.200e+00,4.285e+00,4.295e+00,2.484e+00,4.624e+00,4.719e+00,3.343e+00,3.549e+00,4.476e+00,4.231e+00,4.552e+00,3.582e+00,5.276e+00,4.311e+00,4.253e+00,4.244e+00,4.669e+00,3.885e+00,3.544e+00,4.600e+00,3.909e+00,4.373e+00,3.184e+00,3.537e+00,4.182e+00,3.923e+00,4.035e+00,4.821e+00
8.833e-02,1.422e-01,5.300e-01,9.297e-01,6.416e-01,1.226e+00,1.091e+00,2.157e+00,2.265e+00,2.655e+00,2.556e+00,1.988e+00,3.122e+00,2.297e+00,2.966e+00,2.397e+00,3.232e+00,3.034e+00,3.605e+00,3.758e+00,2.871e+00,3.255e+00,2.222e+00,3.340e+00,3.620e+00,3.048e+00,3.637e+00,3.665e+00,2.978e+00,3.573e+00,3.652e+00,4.974e+00,3.146e+00,3.938e+00,3.341e+00,3.435e+00,3.292e+00,3.636e+00,3.843e+00,3.776e+00,3.189e+00,3.270e+00,3.044e+00,3.536e+00,3.222e+00,3.976e+00,3.491e+00
5.074e-01,3.008e-01,8.114e-01,1.022e+00,1.550e+00,1.382e+00,1.836e+00,2.620e+00,2.601e+00,2.705e+00,2.801e+00,2.160e+00,3.238e+00,2.356e+00,3.744e+00,3.644e+00,3.718e+00,3.163e+00,4.787e+00,4.683e+00,4.421e+00,4.940e+00,3.665e+00,5.621e+00,4.389e+00,4.178e+00,4.253e+00,5.564e+00,4.149e+00,4.759e+00,3.820e+00,5.046e+00,3.422e+00,4.822e+00,3.944e+00,3.775e+00,3.891e+00,3.556e+00,4.708e+00,3.665e+00,4.433e+00,4.397e+00,4.242e+00,3.723e+00,4.193e+00,4.901e+00,3.606e+00
2.940e-01,5.225e-01,1.411e+00,1.802e+00,1.751e+00,1.559e+00,2.206e+00,2.960e+00,3.355e+00,3.248e+00,3.708e+00,2.949e+00,4.163e+00,2.986e+00,3.564e+00,3.490e+00,4.171e+00,4.248e+00,5.567e+00,4.627e+00,5.642e+00,5.818e+00,4.598e+00,5.617e+00,5.857e+00,5.375e+00,5.053e+00,5.357e+00,4.334e+00,5.270e+00,5.288e+00,5.745e+00,5.343e+00,5.772e+00,4.983e+00,5.711e+00,4.227e+00,4.535e+00,5.898e+00,5.283e+00,5.038e+00,4.868e+00,5.009e+00,5.359e+00,5.513e+00,6.065e+00,6.078e+00
4.948e-01,2.752e-01,9.520e-01,1.520e+00,1.294e+00,1.627e+00,1.443e+00,2.545e+00,1.763e+00,2.012e+00,2.605e+00,1.684e+00,3.031e+00,2.451e+00,3.217e+00,3.287e+00,3.092e+00,3.152e+00,4.947e+00,5.024e+00,4.893e+00,5.372e+00,3.968e+00,6.114e+00,4.482e+00,4.092e+00,4.398e+00,5.393e+00,4.272e+00,4.529e+00,5.172e+00,4.160e+00,4.659e+00,6.245e+00,4.524e+00,4.524e+00,4.498e+00,3.186e+00,5.337e+00,3.945e+00,4.762e+00,4.303e+00,5.078e+00,4.294e+00,4.616e+00,5.904e+00,5.144e+00
3.500e-01,5.284e-01,1.413e+00,1.744e+00,1.661e+00,1.795e+00,2.151e+00,3.546e+00,2.889e+00,2.916e+00,3.466e+00,2.298e+00,4.492e+00,3.431e+00,4.053e+00,3.342e+00,4.099e+00,4.551e+00,6.015e+00,5.038e+00,6.209e+00,6.111e+00,5.055e+00,6.574e+00,6.657e+00,5.241e+00,5.783e+00,6.028e+00,5.484e+00,5.680e+00,5.932e+00,6.116e+00,6.577e+00,6.704e+00,6.340e+00,6.233e+00,5.046e+00,4.912e+00,6.496e+00,6.410e+00,6.222e+00,4.765e+00,6.186e+00,6.093e+00,6.220e+00,6.771e+00,6.371e+00
3.276e-01,4.300e-01,1.231e+00,1.808e+00,2.154e+00,1.977e+00,2.689e+00,4.064e+00,3.329e+00,3.933e+00,3.858e+00,3.119e+00,4.593e+00,3.734e+00,4.320e+00,4.155e+00,4.381e+00,4.070e+00,6.405e+00,6.250e+00,6.307e+00,6.908e+00,6.179e+00,8.112e+00,6.254e+00,6.950e+00,5.614e+00,6.989e+00,5.934e+00,7.071e+00,6.921e+00,7.365e+00,6.955e+00,7.819e+00,6.823e+00,5.376e+00,5.969e+00,5.351e+00,7.602e+00,6.516e+00,6.771e+00,5.078e+00,7.469e+00,5.884e+00,6.951e+00,7.993e+00,7.563e+00
5.511e-01,5.574e-01,1.306e+00,1.358e+00,2.291e+00,1.299e+00,2.086e+00,3.500e+00,3.382e+00,3.379e+00,3.616e+00,2.925e+00,3.846e+00,3.266e+00,4.107e+00,3.418e+00,4.421e+00,4.540e+00,5.453e+00,5.165e+00,7.343e+00,7.730e+00,6.173e+00,7.627e+00,6.721e+00,6.501e+00,6.224e+00,6.694e+00,5.784e+00,7.498e+00,6.508e+00,7.167e+00,5.562e+00,7.615e+00,7.011e+00,6.552e+00,4.767e+00,5.155e+00,7.229e+00,5.559e+00,6.800e+00,6.032e+00,6.431e+00,5.880e+00,6.556e+00,7.599e+00,6.995e+00
1.488e-01,3.705e-01,9.885e-01,1.244e+00,1.208e+00,1.243e+00,1.791e+00,1.941e+00,3.107e+00,2.830e+00,2.958e+00,2.465e+00,2.689e+00,2.291e+00,2.445e+00,2.221e+00,2.699e+00,2.590e+00,4.046e+00,4.093e+00,3.979e+00,5.443e+00,4.669e+00,5.280e+00,4.999e+00,5.092e+00,4.948e+00,4.469e+00,3.863e+00,5.233e+00,5.326e+00,5.376e+00,5.543e+00,5.672e+00,4.344e+00,5.243e+00,4.071e+00,4.451e+00,6.443e+00,4.737e+00,5.222e+00,4.374e+00,5.692e+00,5.464e+00,4.902e+00,6.540e+00,5.985e+00
5.490e-02,3.842e-01,9.658e-01,1.255e+00,1.696e+00,1.625e+00,2.684e+00,3.107e+00,3.442e+00,3.701e+00,3.666e+00,3.007e+00,4.387e+00,4.089e+00,4.939e+00,3.623e+00,4.511e+00,4.242e+00,6.055e+00,6.123e+00,6.624e+00,6.813e+00,6.398e+00,8.380e+00,6.807e+00,5.551e+00,6.245e+00,7.837e+00,6.609e+00,7.012e+00,6.830e+00,7.871e+00,7.463e+00,7.021e+00,6.592e+00,6.638e+00,5.994e+00,6.533e+00,7.893e+00,6.587e+00,6.583e+00,5.740e+00,7.467e+00,6.942e+00,6.874e+00,7.836e+00,7.765e+00
2.202e-01,4.277e-01,9.825e-01,1.029e+00,1.679e+00,1.102e+00,2.229e+00,2.349e+00,3.352e+00,3.113e+00,3.072e+00,2.896e+00,3.293e+00,3.250e+00,4.508e+00,3.087e+00,4.039e+00,3.825e+00,5.566e+00,4.982e+00,5.741e+00,6.550e+00,5.435e+00,8.244e+00,7.538e+00,6.121e+00,6.429e+00,7.864e+00,6.337e+00,7.335e+00,6.164e+00,7.794e+00,6.838e+00,7.210e+00,6.541e+00,6.437e+00,5.501e+00,6.988e+00,7.526e+00,6.825e+00,7.339e+00,6.139e+00,7.625e+00,6.276e+00,6.830e+00,7.604e+00,7.584e+00
9.336e-02,2.515e-01,6.412e-01,9.292e-01,1.640e+00,1.407e+00,2.654e+00,3.066e+00,3.342e+00,3.749e+00,3.180e+00,2.866e+00,3.651e+00,3.005e+00,4.270e+00,3.739e+00,4.098e+00,4.052e+00,5.466e+00,5.874e+00,6.112e+00,6.974e+00,6.771e+00,8.504e+00,7.029e+00,6.801e+00,8.831e+00,9.053e+00,6.969e+00,8.600e+00,7.847e+00,9.095e+00,7.067e+00,9.107e+00,8.261e+00,7.124e+00,6.020e+00,6.493e+00,9.235e+00,7.691e+00,7.761e+00,7.146e+00,9.101e+00,8.674e+00,8.118e+00,9.833e+00,7.985e+00
5.073e-01,3.198e-01,8.007e-01,8.906e-01,1.476e+00,1.233e+00,2.059e+00,2.691e+00,2.904e+00,2.744e+00,2.895e+00,2.572e+00,3.263e+00,3.051e+00,4.310e+00,3.163e+00,3.693e+00,3.586e+00,5.514e+00,5.469e+00,5.868e+00,6.763e+00,5.354e+00,8.073e+00,7.081e+00,6.671e+00,7.560e+00,8.708e+00,6.839e+00,7.825e+00,7.232e+00,7.665e+00,6.087e+00,8.518e+00,8.122e+00,6.205e+00,5.844e+00,6.138e+00,7.748e+00,6.131e+00,7.363e+00,6.561e+00,8.127e+00,6.163e+00,7.803e+00,8.883e+00,7.226e+00
4.395e-02,1.686e-01,5.354e-01,9.224e-01,9.552e-01,1.075e+00,1.803e+00,2.466e+00,2.383e+00,2.699e+00,2.868e+00,2.557e+00,3.329e+00,2.992e+00,3.426e+00,2.760e+00,3.514e+00,3.645e+00,4.903e+00,5.348e+00,5.217e+00,5.731e+00,5.590e+00,6.511e+00,5.921e+00,6.554e+00,8.518e+00,7.971e+00,7.097e+00,7.060e+00,7.428e+00,7.495e+00,7.184e+00,7.818e+00,7.296e+00,6.808e+00,5.100e+00,7.203e+00,8.204e+00,6.838e+00,7.237e+00,7.215e+00,7.604e+00,7.327e+00,7.460e+00,8.956e+00,8.176e+00
