6.841e-01,1.071e-02,9.335e-01,5.048e-01,1.567e-01,8.524e-01,2.870e-01,2.920e-01,1.889e-01,1.550e-01,1.555e-01,9.664e-02,3.262e-01,1.778e-01,7.288e-01,4.360e-02,8.974e-01,4.921e-01,4.812e-01,8.507e-01,4.945e-01,4.747e-01,5.663e-01,2.550e-01,4.699e-01,8.180e-01,9.430e-02,6.163e-01,6.840e-01,2.708e-01,4.473e-01,3.687e-01,6.627e-01,8.326e-01,3.658e-01,3.614e-01,3.917e-01,3.999e-01,2.608e-01,4.275e-01,3.761e-01,6.117e-02,8.322e-01,3.846e-01,7.377e-01,9.682e-01,4.967e-01,9.649e-01,4.325e-01,1.542e-01,2.376e-01,9.603e-01,7.093e-01,2.067e-01,8.057e-01,5.052e-01,1.055e-01,9.234e-01,8.164e-01,7.264e-01,7.267e-01,9.325e-01,9.096e-01,5.089e-01,1.823e-01,8.790e-02,8.340e-01,8.444e-01,4.398e-01,3.693e-01,1.404e-01,5.252e-01,1.583e-01,3.580e-01,4.326e-01,6.427e-01,1.946e-02,1.485e-01,2.473e-01
2.239e-01,3.923e-01,1.062e+00,4.175e-01,8.244e-02,9.611e-01,5.559e-01,7.473e-01,8.146e-01,1.272e-01,5.516e-01,9.448e-01,2.938e-01,5.303e-01,5.556e-01,3.031e-01,5.325e-01,8.361e-01,4.854e-01,1.045e+00,7.969e-01,2.785e-01,4.512e-01,4.146e-01,5.264e-01,1.215e+00,1.883e-01,3.701e-01,8.706e-01,1.279e-01,4.018e-01,2.421e-01,8.082e-01,3.076e-01,6.800e-01,1.043e+00,1.745e-01,6.369e-01,3.206e-01,4.403e-01,6.310e-01,2.426e-01,4.277e-01,4.736e-01,6.578e-01,8.819e-01,3.756e-01,9.989e-01,1.134e+00,4.814e-01,1.053e+00,1.031e+00,1.043e+00,1.047e+00,5.770e-01,1.001e+00,4.090e-01,4.815e-01,7.719e-01,7.243e-01,1.166e+00,8.817e-01,1.048e+00,6.895e-01,6.080e-01,7.038e-01,8.576e-01,7.864e-01,5.333e-01,5.873e-01,1.152e-01,5.768e-01,8.133e-01,3.298e-01,6.343e-01,1.038e+00,4.159e-01,4.604e-01,2.010e-01
6.420e-01,3.015e-01,2.315e+00,7.381e-01,9.830e-01,1.699e+00,1.106e+00,1.615e+00,1.480e+00,5.448e-01,1.311e+00,1.251e+00,4.970e-01,9.090e-01,1.159e+00,8.207e-01,1.172e+00,1.352e+00,1.489e+00,1.808e+00,1.301e+00,6.111e-01,8.520e-01,1.167e+00,1.378e+00,1.907e+00,9.420e-01,9.764e-01,1.639e+00,5.488e-01,1.529e+00,1.168e+00,1.596e+00,1.480e+00,9.560e-01,1.035e+00,6.090e-01,1.245e+00,7.521e-01,1.086e+00,1.496e+00,5.726e-01,1.291e+00,8.809e-01,1.282e+00,1.494e+00,1.315e+00,1.964e+00,1.155e+00,1.134e+00,1.653e+00,1.822e+00,1.807e+00,1.822e+00,1.387e+00,1.529e+00,1.036e+00,1.854e+00,2.045e+00,1.439e+00,1.567e+00,1.955e+00,2.190e+00,1.473e+00,9.396e-01,8.242e-01,2.041e+00,1.867e+00,1.135e+00,1.459e+00,2.927e-01,1.302e+00,1.583e+00,1.203e+00,1.196e+00,1.676e+00,1.011e+00,1.291e+00,6.812e-01
2.540e-01,1.096e-01,1.367e+00,7.176e-01,9.721e-01,1.421e+00,9.289e-01,1.270e+00,1.604e+00,8.691e-01,1.127e+00,1.276e+00,1.010e+00,6.668e-01,1.292e+00,1.422e+00,6.782e-01,1.471e+00,1.405e+00,1.010e+00,7.257e-01,8.297e-01,1.303e+00,1.716e+00,1.317e+00,1.470e+00,1.662e+00,8.991e-01,1.825e+00,1.311e+00,1.983e+00,9.204e-01,1.475e+00,1.346e+00,5.993e-01,6.512e-01,8.565e-01,1.120e+00,8.163e-01,1.080e+00,1.355e+00,8.689e-01,8.319e-01,5.081e-01,1.088e+00,8.472e-01,1.342e+00,1.218e+00,6.149e-01,1.188e+00,1.134e+00,1.155e+00,1.936e+00,1.324e+00,1.636e+00,1.400e+00,1.081e+00,1.201e+00,1.588e+00,1.739e+00,1.306e+00,1.434e+00,1.720e+00,1.820e+00,8.471e-01,1.117e+00,1.343e+00,1.636e+00,1.032e+00,1.837e+00,8.212e-01,1.318e+00,2.005e+00,1.555e+00,1.154e+00,1.109e+00,1.167e+00,1.866e+00,4.635e-01
2.605e-01,3.049e-02,1.080e+00,3.968e-01,1.205e+00,1.144e+00,7.272e-01,1.250e+00,1.556e+00,5.327e-01,7.909e-01,1.250e+00,9.367e-01,6.362e-01,1.356e+00,1.212e+00,9.893e-01,1.006e+00,1.924e+00,1.382e+00,9.884e-01,9.134e-01,1.432e+00,1.035e+00,1.691e+00,1.555e+00,1.814e+00,1.414e+00,1.156e+00,7.932e-01,1.666e+00,7.491e-01,1.685e+00,1.328e+00,5.847e-01,8.100e-01,1.346e+00,1.133e+00,1.324e+00,1.104e+00,1.265e+00,5.276e-01,1.212e+00,5.577e-01,7.250e-01,1.157e+00,1.665e+00,1.660e+00,4.090e-01,9.072e-01,1.710e+00,1.653e+00,1.806e+00,1.129e+00,1.388e+00,8.156e-01,1.523e+00,1.509e+00,1.503e+00,1.051e+00,1.175e+00,1.288e+00,1.864e+00,1.072e+00,1.168e+00,1.090e+00,1.469e+00,1.091e+00,8.587e-01,1.258e+00,8.127e-01,8.662e-01,1.866e+00,1.905e+00,8.839e-01,1.201e+00,1.299e+00,1.753e+00,5.638e-01
6.778e-01,2.846e-01,2.230e+00,9.428e-01,1.026e+00,2.894e+00,1.516e+00,2.607e+00,2.164e+00,1.142e+00,1.852e+00,1.583e+00,1.443e+00,9.358e-01,2.073e+00,2.104e+00,2.158e+00,2.277e+00,2.043e+00,2.348e+00,2.304e+00,1.439e+00,2.158e+00,2.307e+00,1.996e+00,2.588e+00,2.035e+00,1.907e+00,2.619e+00,1.363e+00,2.827e+00,2.009e+00,2.839e+00,1.939e+00,1.748e+00,1.584e+00,9.656e-01,1.458e+00,1.670e+00,1.822e+00,2.466e+00,1.736e+00,2.392e+00,1.161e+00,1.756e+00,1.812e+00,2.353e+00,3.024e+00,1.940e+00,2.165e+00,2.238e+00,2.346e+00,3.131e+00,2.417e+00,2.242e+00,2.095e+00,1.813e+00,2.474e+00,2.451e+00,1.986e+00,2.633e+00,2.735e+00,2.474e+00,2.620e+00,1.898e+00,1.833e+00,2.827e+00,2.841e+00,1.308e+00,2.656e+00,1.311e+00,2.349e+00,2.915e+00,2.349e+00,2.247e+00,2.127e+00,1.621e+00,2.523e+00,1.559e+00
6.461e-01,2.945e-01,1.482e+00,7.990e-01,5.619e-01,2.565e+00,1.600e+00,2.628e+00,1.875e+00,8.230e-01,1.519e+00,1.901e+00,2.150e+00,1.050e+00,2.404e+00,2.369e+00,2.366e+00,2.198e+00,2.034e+00,3.161e+00,2.269e+00,1.654e+00,3.190e+00,2.582e+00,2.201e+00,2.875e+00,2.108e+00,2.876e+00,2.754e+00,1.706e+00,2.922e+00,1.835e+00,3.324e+00,2.364e+00,2.546e+00,2.706e+00,1.901e+00,1.453e+00,1.992e+00,2.469e+00,2.065e+00,2.112e+00,3.047e+00,1.141e+00,1.926e+00,2.890e+00,2.896e+00,3.641e+00,2.252e+00,1.713e+00,2.171e+00,2.445e+00,3.321e+00,2.488e+00,2.269e+00,1.970e+00,1.983e+00,2.641e+00,2.134e+00,1.671e+00,2.718e+00,2.326e+00,2.511e+00,2.337e+00,2.321e+00,2.419e+00,2.490e+00,2.312e+00,1.120e+00,2.578e+00,1.367e+00,1.946e+00,3.298e+00,2.545e+00,2.338e+00,2.545e+00,1.975e+00,2.426e+00,1.847e+00
3.289e-01,1.748e-01,1.411e+00,4.904e-01,1.169e+00,2.166e+00,1.549e+00,3.743e+00,2.944e+00,1.315e+00,1.904e+00,2.788e+00,2.012e+00,1.308e+00,2.293e+00,3.088e+00,3.006e+00,2.731e+00,3.346e+00,3.224e+00,2.520e+00,2.322e+00,3.458e+00,3.079e+00,3.031e+00,2.760e+00,2.597e+00,2.828e+00,2.856e+00,1.549e+00,3.256e+00,2.427e+00,3.868e+00,2.345e+00,2.376e+00,2.571e+00,2.926e+00,2.245e+00,2.874e+00,2.828e+00,2.651e+00,2.864e+00,2.947e+00,1.079e+00,1.993e+00,3.033e+00,3.929e+00,4.340e+00,2.083e+00,2.328e+00,2.537e+00,2.846e+00,3.391e+00,2.921e+00,2.983e+00,2.218e+00,3.075e+00,3.313e+00,2.836e+00,2.213e+00,2.587e+00,2.450e+00,2.539e+00,2.980e+00,2.646e+00,2.613e+00,2.814e+00,2.531e+00,1.494e+00,3.493e+00,1.701e+00,2.343e+00,4.218e+00,3.200e+00,2.984e+00,2.894e+00,2.825e+00,3.729e+00,2.789e+00
2.682e-01,1.912e-01,8.219e-01,6.211e-01,6.051e-01,1.735e+00,1.179e+00,2.700e+00,3.086e+00,1.608e+00,2.219e+00,3.269e+00,2.119e+00,1.896e+00,2.783e+00,3.223e+00,3.115e+00,3.275e+00,3.334e+00,3.237e+00,2.543e+00,2.731e+00,3.388e+00,3.005e+00,2.533e+00,2.650e+00,2.838e+00,2.510e+00,3.423e+00,2.251e+00,3.064e+00,2.200e+00,3.643e+00,2.476e+00,2.244e+00,2.579e+00,3.282e+00,2.196e+00,2.990e+00,2.706e+00,2.772e+00,2.524e+00,2.612e+00,7.513e-01,2.122e+00,3.323e+00,3.983e+00,4.314e+00,1.956e+00,2.522e+00,1.827e+00,2.644e+00,3.032e+00,2.532e+00,2.951e+00,2.273e+00,2.309e+00,2.791e+00,2.250e+00,2.399e+00,2.829e+00,2.346e+00,2.876e+00,3.611e+00,2.823e+00,3.112e+00,2.230e+00,2.233e+00,1.929e+00,3.150e+00,2.475e+00,2.270e+00,4.137e+00,3.362e+00,2.629e+00,2.777e+00,2.604e+00,3.598e+00,2.416e+00
5.897e-01,2.973e-01,1.655e+00,8.889e-01,8.808e-01,2.623e+00,1.262e+00,3.033e+00,3.301e+00,2.199e+00,2.938e+00,3.436e+00,2.085e+00,1.877e+00,3.079e+00,3.297e+00,3.535e+00,3.824e+00,3.665e+00,3.894e+00,3.798e+00,3.641e+00,3.175e+00,3.564e+00,3.137e+00,4.018e+00,2.769e+00,2.717e+00,3.772e+00,2.256e+00,3.599e+00,2.676e+00,4.200e+00,2.339e+00,2.918e+00,2.712e+00,2.956e+00,2.733e+00,3.507e+00,2.433e+00,3.950e+00,2.665e+00,3.095e+00,1.415e+00,2.405e+00,3.234e+00,4.618e+00,5.161e+00,3.243e+00,2.870e+00,2.916e+00,3.636e+00,4.113e+00,2.925e+00,4.083e+00,2.547e+00,3.217e+00,3.769e+00,3.180e+00,3.241e+00,3.866e+00,3.566e+00,3.608e+00,3.890e+00,3.045e+00,3.750e+00,3.672e+00,3.307e+00,2.148e+00,3.387e+00,2.503e+00,3.027e+00,4.525e+00,4.222e+00,3.264e+00,3.515e+00,2.884e+00,3.651e+00,2.450e+00
