4.439e-02,2.598e-01,5.782e-01,9.551e-02,6.283e-02,2.513e-01,2.449e-01,6.120e-01,9.891e-01,5.094e-01,6.953e-01,2.502e-01,2.962e-01,4.085e-01,2.002e-02,9.440e-01,2.486e-01,5.953e-01,1.318e-02,9.891e-01,6.077e-01,1.170e-01,9.886e-01,1.912e-01,9.604e-01,3.347e-01,1.470e-01,6.348e-01,5.397e-01,8.233e-01,7.551e-01,2.003e-01,4.138e-01,2.103e-01,1.548e-01,6.468e-01,1.403e-01,6.078e-01,5.279e-01,4.419e-01,2.243e-01,8.228e-01,2.641e-01,6.707e-01,2.180e-01,8.156e-01,5.602e-01,4.200e-01,8.686e-01,2.294e-01,1.603e-01,9.036e-01,3.799e-02,7.844e-01,3.442e-01,5.499e-01,9.228e-01
3.259e-02,1.124e+00,1.150e+00,9.027e-01,1.142e-01,5.831e-01,3.284e-01,6.894e-01,1.187e+00,1.340e+00,9.832e-01,3.782e-01,6.008e-01,9.093e-01,6.627e-01,7.629e-01,1.181e+00,9.965e-01,3.453e-01,1.319e+00,1.061e+00,1.009e+00,1.287e+00,8.348e-01,9.572e-01,3.411e-01,7.555e-01,1.173e+00,1.359e+00,1.027e+00,7.991e-01,3.371e-01,8.261e-01,8.116e-01,1.046e+00,1.450e+00,2.478e-01,8.067e-01,1.378e+00,4.459e-01,1.021e+00,1.311e+00,9.030e-01,5.871e-01,5.654e-01,7.306e-01,1.308e+00,1.061e+00,1.017e+00,8.081e-01,6.001e-01,1.419e+00,6.535e-01,5.806e-01,5.679e-01,7.770e-01,1.358e+00
4.009e-02,4.105e-01,8.940e-01,3.277e-01,6.104e-01,4.384e-01,5.438e-01,1.160e+00,1.069e+00,1.409e+00,1.492e+00,2.709e-01,3.449e-01,1.413e+00,5.626e-01,1.769e+00,1.143e+00,7.339e-01,3.324e-01,1.092e+00,1.420e+00,1.036e+00,1.110e+00,5.970e-01,1.379e+00,1.187e+00,2.672e-01,8.928e-01,9.659e-01,1.391e+00,1.596e+00,6.290e-01,7.308e-01,1.163e+00,3.598e-01,1.592e+00,5.562e-01,1.106e+00,1.291e+00,8.056e-01,8.338e-01,9.099e-01,1.104e+00,7.879e-01,4.756e-01,8.746e-01,9.961e-01,1.446e+00,1.224e+00,1.235e+00,2.390e-01,1.356e+00,3.693e-01,1.260e+00,4.419e-01,1.321e+00,1.351e+00
3.956e-02,9.961e-01,1.273e+00,1.525e+00,8.484e-01,1.036e+00,1.327e+00,2.023e+00,1.943e+00,2.416e+00,2.473e+00,1.005e+00,1.510e+00,2.183e+00,1.620e+00,2.165e+00,2.038e+00,1.625e+00,9.726e-01,2.120e+00,1.706e+00,1.584e+00,1.891e+00,1.013e+00,2.256e+00,1.227e+00,7.070e-01,1.292e+00,2.175e+00,1.516e+00,1.751e+00,1.415e+00,1.929e+00,1.515e+00,1.424e+00,2.755e+00,6.809e-01,2.104e+00,1.834e+00,1.723e+00,2.219e+00,2.120e+00,1.750e+00,1.324e+00,1.448e+00,1.248e+00,1.492e+00,2.214e+00,1.805e+00,1.465e+00,1.498e+00,2.306e+00,1.393e+00,1.903e+00,1.103e+00,2.102e+00,2.019e+00
7.000e-03,5.201e-01,5.947e-01,5.278e-01,1.149e+00,6.652e-01,3.972e-01,1.259e+00,1.112e+00,1.168e+00,1.039e+00,7.492e-01,1.005e+00,1.533e+00,7.109e-01,1.418e+00,1.638e+00,7.587e-01,1.050e+00,1.061e+00,1.646e+00,9.840e-01,5.358e-01,1.329e+00,1.086e+00,1.463e+00,1.072e+00,9.391e-01,1.399e+00,9.662e-01,1.386e+00,8.509e-01,1.138e+00,1.515e+00,1.546e+00,1.502e+00,3.340e-01,1.378e+00,1.296e+00,1.323e+00,1.095e+00,1.088e+00,8.507e-01,5.066e-01,9.318e-01,7.981e-01,9.278e-01,1.269e+00,1.039e+00,1.035e+00,8.994e-01,8.810e-01,1.329e+00,1.032e+00,8.728e-01,1.321e+00,1.104e+00
5.846e-03,2.363e-01,3.045e-01,8.821e-01,5.916e-01,1.122e+00,1.891e+00,1.237e+00,1.661e+00,1.364e+00,1.816e+00,9.323e-01,1.704e+00,1.826e+00,1.826e+00,1.377e+00,1.507e+00,1.765e+00,8.184e-01,1.708e+00,6.438e-01,1.375e+00,1.336e+00,3.962e-01,1.371e+00,7.033e-01,8.120e-01,1.033e+00,1.304e+00,5.559e-01,1.535e+00,1.305e+00,1.505e+00,1.665e+00,1.180e+00,2.188e+00,8.097e-01,1.610e+00,1.461e+00,1.197e+00,1.857e+00,1.476e+00,1.262e+00,9.272e-01,1.616e+00,1.307e+00,8.291e-01,1.452e+00,1.752e+00,6.159e-01,1.468e+00,1.528e+00,9.751e-01,1.933e+00,1.162e+00,1.529e+00,1.475e+00
4.393e-02,1.184e+00,1.297e+00,1.570e+00,8.388e-01,1.368e+00,2.158e+00,2.733e+00,3.377e+00,2.288e+00,2.686e+00,1.619e+00,2.788e+00,2.632e+00,2.131e+00,2.976e+00,2.372e+00,2.350e+00,2.196e+00,3.438e+00,2.471e+00,1.688e+00,3.093e+00,1.929e+00,2.941e+00,1.199e+00,1.793e+00,2.182e+00,2.681e+00,1.791e+00,2.708e+00,2.357e+00,2.611e+00,2.729e+00,2.865e+00,3.196e+00,1.472e+00,2.912e+00,2.725e+00,2.588e+00,2.764e+00,3.130e+00,1.601e+00,1.990e+00,1.895e+00,1.933e+00,2.105e+00,2.043e+00,2.677e+00,1.951e+00,2.226e+00,2.747e+00,2.071e+00,2.154e+00,2.279e+00,2.867e+00,2.443e+00
7.045e-03,4.117e-01,3.890e-01,6.702e-01,5.459e-01,6.687e-01,7.938e-01,1.719e+00,1.636e+00,1.157e+00,1.398e+00,1.442e+00,1.693e+00,1.391e+00,1.909e+00,1.097e+00,1.447e+00,1.028e+00,1.378e+00,1.604e+00,1.571e+00,1.415e+00,1.464e+00,1.578e+00,1.229e+00,1.482e+00,8.730e-01,1.065e+00,1.126e+00,1.428e+00,1.866e+00,1.147e+00,1.781e+00,1.239e+00,1.295e+00,1.619e+00,3.912e-01,1.605e+00,1.947e+00,1.787e+00,1.411e+00,1.916e+00,1.115e+00,1.401e+00,1.059e+00,1.539e+00,8.816e-01,1.689e+00,1.538e+00,1.187e+00,1.791e+00,1.042e+00,1.477e+00,1.328e+00,1.692e+00,1.752e+00,1.404e+00
6.182e-03,8.594e-01,8.123e-01,1.470e+00,1.142e+00,1.199e+00,1.744e+00,2.254e+00,2.282e+00,2.832e+00,2.603e+00,1.838e+00,2.754e+00,3.230e+00,2.426e+00,2.813e+00,3.200e+00,2.371e+00,2.811e+00,3.034e+00,2.638e+00,2.351e+00,2.499e+00,2.676e+00,2.668e+00,1.652e+00,1.735e+00,2.424e+00,2.300e+00,1.787e+00,2.279e+00,2.681e+00,2.397e+00,3.299e+00,2.551e+00,3.580e+00,2.027e+00,2.632e+00,2.320e+00,2.715e+00,2.725e+00,2.543e+00,1.780e+00,1.669e+00,2.120e+00,1.484e+00,2.245e+00,2.226e+00,2.265e+00,2.144e+00,2.540e+00,2.021e+00,2.670e+00,2.059e+00,2.193e+00,3.243e+00,1.793e+00
2.484e-02,3.797e-01,5.413e-01,8.920e-01,9.694e-01,9.104e-01,1.521e+00,2.868e+00,2.720e+00,2.220e+00,2.992e+00,2.960e+00,2.878e+00,3.081e+00,2.991e+00,3.143e+00,2.493e+00,2.317e+00,2.819e+00,2.856e+00,3.187e+00,1.972e+00,2.859e+00,3.124e+00,2.921e+00,2.769e+00,1.838e+00,2.155e+00,2.572e+00,3.039e+00,3.299e+00,3.097e+00,3.053e+00,3.005e+00,2.909e+00,3.335e+00,1.844e+00,3.414e+00,3.087e+00,3.784e+00,2.985e+00,3.509e+00,2.055e+00,2.970e+00,1.644e+00,2.985e+00,1.593e+00,2.505e+00,3.367e+00,2.843e+00,2.950e+00,2.315e+00,2.578e+00,2.913e+00,3.122e+00,3.469e+00,2.278e+00
