4.659e-01,2.203e-01,5.837e-01,9.944e-01,7.110e-01,5.806e-01,6.759e-02,1.531e-01,9.339e-01,8.671e-02,6.024e-01,3.129e-01,9.816e-01,8.644e-01,7.619e-01,4.566e-01,9.292e-01,9.698e-01,7.510e-01,1.975e-02,3.988e-01,7.274e-01,5.303e-01,6.932e-01,1.474e-01,7.697e-01,1.085e-01,3.620e-01,5.158e-01,9.495e-01,6.277e-01,7.585e-01,3.955e-01,1.691e-01,3.992e-01,6.014e-01,7.897e-01,5.510e-01,9.982e-01,7.620e-01,4.094e-01,4.248e-01,8.633e-01,9.747e-01,3.174e-02,8.262e-01,1.417e-01,7.421e-01,8.207e-01,9.239e-01,4.159e-02,2.606e-01,9.940e-01,6.370e-01,8.488e-01,4.990e-01,9.872e-01,8.645e-01,6.682e-01,1.289e-01,7.443e-01,8.709e-01,2.456e-01,3.874e-01,3.970e-01,5.809e-01,7.268e-01,2.542e-01,2.277e-01,9.026e-01,5.770e-01,1.727e-01,2.572e-01,6.255e-01,2.644e-01,9.411e-01,2.713e-01,3.507e-01,8.443e-01,3.963e-01,4.332e-01,2.302e-01,5.511e-01,7.187e-01,4.861e-01,4.101e-01,6.226e-01,8.676e-01,6.842e-01,2.787e-01,2.449e-01,9.663e-01,4.913e-02,1.575e-01,5.533e-01
3.485e-01,1.137e+00,6.165e-01,8.649e-01,9.680e-01,8.000e-01,5.012e-01,4.094e-01,9.624e-01,2.944e-01,1.105e+00,1.169e+00,8.094e-01,1.456e+00,1.255e+00,8.979e-01,1.462e+00,1.533e+00,1.139e+00,9.358e-02,4.345e-01,1.235e+00,1.237e+00,7.598e-01,1.026e+00,1.374e+00,1.079e+00,8.528e-01,1.149e+00,1.483e+00,1.269e+00,9.019e-01,1.077e+00,1.035e+00,1.094e+00,4.974e-01,1.307e+00,9.811e-01,1.738e+00,1.119e+00,9.441e-01,1.021e+00,1.381e+00,1.443e+00,2.201e-01,1.446e+00,1.089e+00,1.232e+00,1.450e+00,1.260e+00,5.226e-01,8.473e-01,1.194e+00,1.036e+00,1.395e+00,9.999e-01,8.362e-01,1.620e+00,1.265e+00,1.034e+00,1.301e+00,1.403e+00,7.628e-01,1.204e+00,5.804e-01,6.835e-01,6.116e-01,6.143e-01,5.799e-01,7.022e-01,6.836e-01,7.615e-01,2.344e-01,1.226e+00,1.155e+00,1.054e+00,4.990e-01,9.432e-01,1.005e+00,1.107e+00,1.157e+00,2.324e-01,1.331e+00,1.392e+00,5.842e-01,4.426e-01,1.293e+00,7.818e-01,1.122e+00,4.570e-01,8.734e-01,1.129e+00,8.943e-01,1.081e+00,6.568e-01
4.626e-01,9.384e-01,8.179e-01,2.040e+00,1.301e+00,9.786e-01,4.109e-01,9.993e-01,2.099e+00,3.400e-01,2.036e+00,1.157e+00,1.222e+00,1.574e+00,1.871e+00,1.339e+00,2.018e+00,1.694e+00,1.397e+00,1.622e-01,6.668e-01,1.534e+00,1.603e+00,1.225e+00,9.962e-01,1.524e+00,1.839e+00,9.876e-01,1.889e+00,1.701e+00,1.380e+00,1.351e+00,1.463e+00,1.519e+00,1.454e+00,8.517e-01,1.454e+00,1.566e+00,2.551e+00,2.125e+00,1.833e+00,1.457e+00,1.421e+00,1.619e+00,5.887e-01,1.643e+00,1.343e+00,1.722e+00,1.916e+00,2.065e+00,7.517e-01,9.385e-01,1.995e+00,1.758e+00,2.266e+00,1.648e+00,1.378e+00,1.813e+00,1.600e+00,1.109e+00,1.934e+00,1.461e+00,1.074e+00,1.081e+00,1.517e+00,9.025e-01,1.288e+00,8.560e-01,1.450e+00,1.244e+00,8.168e-01,1.541e+00,7.316e-01,2.097e+00,1.055e+00,1.241e+00,1.100e+00,1.590e+00,1.622e+00,1.790e+00,1.617e+00,6.109e-01,1.229e+00,1.545e+00,1.470e+00,6.640e-01,1.284e+00,1.166e+00,1.518e+00,5.968e-01,1.258e+00,1.431e+00,1.622e+00,1.107e+00,9.017e-01
3.266e-01,4.095e-01,4.722e-01,1.803e+00,8.754e-01,1.431e+00,1.014e+00,3.828e-01,1.691e+00,5.941e-01,1.723e+00,7.635e-01,7.758e-01,1.468e+00,1.646e+00,1.404e+00,1.585e+00,1.516e+00,1.026e+00,5.809e-01,1.200e+00,1.334e+00,1.344e+00,7.481e-01,7.795e-01,1.295e+00,1.102e+00,4.616e-01,9.483e-01,1.729e+00,1.545e+00,1.029e+00,8.492e-01,1.291e+00,1.374e+00,6.645e-01,1.335e+00,8.822e-01,1.105e+00,1.232e+00,8.746e-01,8.323e-01,1.211e+00,1.361e+00,4.139e-01,1.385e+00,1.400e+00,1.113e+00,1.254e+00,1.378e+00,4.124e-01,6.448e-01,1.900e+00,1.536e+00,9.329e-01,1.164e+00,1.661e+00,1.102e+00,1.315e+00,8.082e-01,1.216e+00,8.602e-01,5.540e-01,1.030e+00,1.075e+00,1.233e+00,8.004e-01,9.831e-01,1.242e+00,8.669e-01,5.262e-01,1.085e+00,3.262e-01,1.283e+00,9.206e-01,1.477e+00,1.138e+00,8.120e-01,1.262e+00,1.150e+00,1.487e+00,4.523e-01,1.014e+00,1.118e+00,7.616e-01,8.142e-01,1.582e+00,8.979e-01,8.650e-01,5.418e-01,5.222e-01,1.164e+00,8.795e-01,7.153e-01,7.383e-01
3.539e-01,9.681e-01,6.850e-01,1.954e+00,1.396e+00,1.853e+00,8.847e-01,1.614e+00,2.972e+00,5.336e-01,2.804e+00,2.207e+00,1.527e+00,1.718e+00,2.718e+00,2.319e+00,2.392e+00,2.264e+00,2.147e+00,9.695e-01,1.510e+00,2.354e+00,1.912e+00,1.359e+00,1.590e+00,2.258e+00,2.427e+00,1.420e+00,2.315e+00,2.700e+00,1.749e+00,2.192e+00,2.051e+00,2.277e+00,2.075e+00,1.115e+00,1.603e+00,2.054e+00,2.542e+00,2.216e+00,2.084e+00,1.590e+00,2.353e+00,1.815e+00,9.791e-01,1.838e+00,2.024e+00,2.164e+00,1.873e+00,2.705e+00,9.975e-01,1.677e+00,2.774e+00,2.457e+00,2.083e+00,2.012e+00,1.845e+00,1.902e+00,1.813e+00,2.194e+00,2.466e+00,1.774e+00,1.636e+00,1.657e+00,1.588e+00,9.911e-01,1.579e+00,1.615e+00,1.593e+00,1.557e+00,1.637e+00,2.604e+00,8.095e-01,2.286e+00,1.967e+00,2.142e+00,1.808e+00,1.743e+00,2.074e+00,2.644e+00,2.037e+00,1.437e+00,2.219e+00,1.943e+00,2.235e+00,1.250e+00,2.351e+00,1.271e+00,1.531e+00,1.043e+00,1.413e+00,1.448e+00,2.069e+00,2.031e+00,1.168e+00
2.853e-01,1.045e+00,6.198e-01,1.730e+00,1.143e+00,1.438e+00,8.314e-01,1.815e+00,2.342e+00,1.134e+00,2.885e+00,1.846e+00,1.642e+00,2.153e+00,2.196e+00,2.253e+00,2.417e+00,1.904e+00,1.345e+00,1.052e+00,1.569e+00,1.543e+00,2.364e+00,1.726e+00,1.920e+00,1.583e+00,2.179e+00,1.071e+00,1.897e+00,2.198e+00,2.345e+00,2.190e+00,2.515e+00,1.988e+00,2.259e+00,1.071e+00,1.842e+00,2.433e+00,2.415e+00,2.769e+00,2.765e+00,2.359e+00,1.959e+00,2.107e+00,1.585e+00,2.168e+00,2.147e+00,1.890e+00,2.296e+00,2.673e+00,9.070e-01,1.314e+00,2.102e+00,2.227e+00,2.175e+00,1.759e+00,2.100e+00,2.451e+00,1.674e+00,2.069e+00,2.024e+00,1.558e+00,1.828e+00,2.085e+00,1.997e+00,1.286e+00,1.459e+00,1.574e+00,2.330e+00,1.005e+00,1.395e+00,1.989e+00,1.293e+00,2.548e+00,1.525e+00,1.629e+00,1.338e+00,1.579e+00,1.969e+00,2.216e+00,2.058e+00,9.899e-01,1.983e+00,2.170e+00,2.054e+00,1.216e+00,1.468e+00,1.560e+00,1.845e+00,1.018e+00,1.432e+00,1.877e+00,2.456e+00,1.390e+00,1.652e+00
3.632e-03,6.352e-01,1.933e-01,1.641e+00,7.395e-01,1.515e+00,1.913e+00,1.763e+00,2.646e+00,1.641e+00,2.760e+00,2.176e+00,1.419e+00,2.071e+00,2.571e+00,2.803e+00,2.150e+00,2.339e+00,1.523e+00,1.103e+00,2.165e+00,2.131e+00,1.824e+00,1.069e+00,1.649e+00,2.107e+00,2.908e+00,1.477e+00,1.993e+00,2.551e+00,2.105e+00,2.155e+00,1.699e+00,2.987e+00,2.112e+00,1.309e+00,2.081e+00,2.009e+00,1.934e+00,2.293e+00,2.473e+00,1.691e+00,2.093e+00,1.456e+00,1.974e+00,2.289e+00,2.827e+00,1.528e+00,2.043e+00,2.372e+00,1.738e+00,2.054e+00,2.580e+00,2.254e+00,2.028e+00,2.170e+00,2.406e+00,1.298e+00,1.755e+00,2.609e+00,1.978e+00,1.637e+00,1.430e+00,1.842e+00,2.305e+00,1.466e+00,1.472e+00,2.337e+00,2.838e+00,1.431e+00,1.430e+00,2.118e+00,1.207e+00,2.297e+00,2.302e+00,2.191e+00,1.713e+00,2.013e+00,2.136e+00,2.467e+00,2.839e+00,1.756e+00,1.404e+00,2.155e+00,1.827e+00,1.354e+00,1.974e+00,9.832e-01,1.616e+00,1.704e+00,1.470e+00,1.326e+00,2.357e+00,1.389e+00,9.877e-01
4.292e-01,4.657e-01,6.174e-01,1.309e+00,9.539e-01,1.077e+00,7.604e-01,1.529e+00,2.910e+00,1.066e+00,2.150e+00,2.340e+00,2.376e+00,1.992e+00,2.304e+00,2.512e+00,2.562e+00,2.863e+00,1.959e+00,7.921e-01,1.763e+00,2.692e+00,1.871e+00,1.904e+00,1.740e+00,2.018e+00,1.592e+00,1.250e+00,1.995e+00,2.097e+00,2.059e+00,2.673e+00,2.088e+00,2.185e+00,1.598e+00,1.276e+00,1.686e+00,1.722e+00,2.051e+00,2.430e+00,1.897e+00,1.825e+00,2.597e+00,1.915e+00,1.322e+00,2.135e+00,1.470e+00,2.024e+00,2.432e+00,2.921e+00,1.843e+00,1.775e+00,2.039e+00,2.135e+00,2.510e+00,1.481e+00,2.339e+00,2.020e+00,1.994e+00,2.322e+00,1.869e+00,2.114e+00,1.754e+00,1.196e+00,1.876e+00,1.894e+00,1.572e+00,2.118e+00,1.538e+00,1.678e+00,1.659e+00,1.905e+00,1.440e+00,1.683e+00,2.012e+00,2.895e+00,1.383e+00,1.744e+00,2.246e+00,2.285e+00,2.083e+00,1.432e+00,1.593e+00,2.011e+00,1.641e+00,1.460e+00,2.098e+00,1.975e+00,2.179e+00,1.265e+00,1.740e+00,2.071e+00,1.762e+00,1.743e+00,1.637e+00
1.598e-01,4.276e-01,2.983e-01,1.471e+00,7.863e-01,1.776e+00,1.195e+00,1.525e+00,3.247e+00,1.396e+00,2.815e+00,2.516e+00,2.026e+00,2.679e+00,2.546e+00,3.682e+00,2.971e+00,2.696e+00,1.645e+00,1.807e+00,2.406e+00,3.027e+00,2.381e+00,1.657e+00,2.577e+00,1.731e+00,2.334e+00,1.389e+00,1.789e+00,2.422e+00,3.217e+00,3.130e+00,3.006e+00,2.572e+00,2.334e+00,1.865e+00,1.898e+00,2.580e+00,1.784e+00,2.690e+00,2.670e+00,2.070e+00,2.473e+00,2.427e+00,1.813e+00,2.417e+00,2.210e+00,2.156e+00,2.832e+00,3.284e+00,2.101e+00,2.004e+00,2.706e+00,2.900e+00,1.855e+00,2.430e+00,3.261e+00,1.870e+00,2.509e+00,2.359e+00,2.455e+00,1.658e+00,1.846e+00,2.345e+00,1.787e+00,2.567e+00,1.906e+00,2.668e+00,1.962e+00,1.864e+00,2.347e+00,2.617e+00,1.682e+00,2.411e+00,2.450e+00,2.666e+00,2.634e+00,2.154e+00,2.219e+00,2.300e+00,2.761e+00,1.673e+00,2.562e+00,2.758e+00,2.511e+00,1.959e+00,2.555e+00,2.160e+00,1.577e+00,1.915e+00,2.211e+00,1.742e+00,2.052e+00,2.202e+00,1.693e+00
2.074e-01,1.042e+00,4.841e-01,1.439e+00,1.135e+00,1.738e+00,1.345e+00,1.934e+00,3.358e+00,2.213e+00,3.827e+00,3.843e+00,2.861e+00,3.271e+00,3.128e+00,3.922e+00,3.311e+00,3.477e+00,3.293e+00,2.132e+00,2.339e+00,3.544e+00,3.284e+00,1.936e+00,2.615e+00,3.186e+00,2.768e+00,1.670e+00,2.698e+00,3.242e+00,2.803e+00,3.344e+00,2.923e+00,3.333e+00,2.513e+00,1.821e+00,2.966e+00,2.360e+00,3.188e+00,2.818e+00,2.515e+00,2.303e+00,3.715e+00,3.122e+00,1.900e+00,3.180e+00,3.441e+00,2.530e+00,2.945e+00,3.883e+00,3.093e+00,2.505e+00,3.556e+00,3.698e+00,3.042e+00,2.105e+00,2.990e+00,2.619e+00,2.914e+00,3.851e+00,3.083e+00,3.175e+00,2.672e+00,2.566e+00,2.404e+00,2.775e+00,1.604e+00,2.916e+00,2.736e+00,2.319e+00,2.240e+00,3.715e+00,1.422e+00,3.009e+00,3.402e+00,4.045e+00,2.380e+00,3.066e+00,3.224e+00,3.644e+00,3.091e+00,2.030e+00,2.989e+00,3.325e+00,2.427e+00,2.153e+00,3.669e+00,2.503e+00,2.917e+00,1.772e+00,2.187e+00,2.881e+00,3.166e+00,3.691e+00,1.816e+00
