4.560e-01,7.076e-02,2.056e-01,1.844e-01,5.128e-01,2.459e-01,7.981e-01,5.193e-01,3.628e-01,9.367e-01,5.370e-01,9.204e-01,3.375e-01,4.181e-01,7.923e-01,2.672e-02,7.587e-01,8.161e-01,4.687e-01,2.697e-01,4.988e-01,1.227e-01,9.226e-01,6.601e-01,5.894e-01,3.618e-01,7.094e-01,2.224e-01,8.986e-01,8.175e-01,4.579e-01,1.866e-01,8.642e-01,9.152e-01,8.445e-01,4.451e-01,7.854e-01,3.391e-01,1.407e-01,8.077e-02
3.875e-01,3.877e-01,3.276e-01,3.829e-01,8.869e-01,1.207e+00,9.797e-01,8.486e-01,9.594e-01,9.130e-01,1.377e+00,1.138e+00,3.868e-01,8.181e-01,1.397e+00,5.864e-01,7.520e-01,1.071e+00,1.082e+00,1.227e+00,4.606e-01,1.089e+00,9.722e-01,1.339e+00,1.277e+00,3.144e-01,9.330e-01,7.207e-01,9.194e-01,7.602e-01,7.597e-01,2.738e-01,7.641e-01,1.026e+00,1.426e+00,4.093e-01,6.993e-01,6.766e-01,9.727e-01,2.663e-01
1.254e-02,3.250e-01,6.494e-01,4.007e-01,1.263e+00,1.397e+00,4.780e-01,1.194e+00,1.636e+00,1.092e+00,1.019e+00,6.231e-01,5.396e-01,5.236e-01,1.325e+00,9.584e-01,6.079e-01,9.486e-01,9.521e-01,1.683e+00,5.778e-01,1.487e+00,8.984e-01,8.000e-01,8.571e-01,8.582e-01,6.706e-01,9.286e-01,2.869e-01,4.887e-01,8.209e-01,1.003e+00,2.052e-01,3.889e-01,7.912e-01,6.410e-01,1.038e+00,5.122e-01,1.425e+00,3.172e-01
3.979e-01,3.510e-01,4.899e-01,8.071e-01,1.539e+00,1.903e+00,1.318e+00,2.007e+00,1.461e+00,1.796e+00,1.720e+00,1.691e+00,1.467e+00,1.124e+00,1.546e+00,1.261e+00,1.051e+00,1.517e+00,1.947e+00,2.064e+00,1.560e+00,2.067e+00,1.291e+00,1.324e+00,1.890e+00,9.370e-01,1.437e+00,1.372e+00,1.602e+00,1.205e+00,1.589e+00,1.522e+00,1.306e+00,1.960e+00,1.546e+00,1.579e+00,2.011e+00,8.152e-01,1.887e+00,1.106e+00
1.758e-01,2.254e-01,5.949e-01,5.059e-01,1.558e+00,2.232e+00,1.033e+00,2.173e+00,1.691e+00,1.541e+00,1.938e+00,1.737e+00,1.877e+00,1.461e+00,2.012e+00,1.754e+00,9.539e-01,1.679e+00,1.392e+00,2.502e+00,1.593e+00,1.617e+00,1.132e+00,1.600e+00,1.020e+00,1.360e+00,1.825e+00,1.954e+00,1.513e+00,1.401e+00,1.614e+00,1.863e+00,1.474e+00,1.597e+00,1.721e+00,1.154e+00,1.995e+00,1.411e+00,2.075e+00,1.406e+00
2.334e-01,2.731e-01,6.409e-01,4.543e-01,1.544e+00,2.235e+00,1.367e+00,2.430e+00,2.497e+00,1.723e+00,2.511e+00,1.777e+00,1.806e+00,1.530e+00,2.467e+00,1.760e+00,1.872e+00,2.362e+00,1.679e+00,2.981e+00,1.964e+00,2.279e+00,1.421e+00,2.221e+00,1.631e+00,1.684e+00,2.555e+00,2.338e+00,1.712e+00,1.400e+00,1.927e+00,1.754e+00,2.039e+00,1.491e+00,1.943e+00,9.713e-01,2.597e+00,1.364e+00,2.116e+00,1.511e+00
1.749e-01,2.932e-01,4.098e-01,3.834e-01,1.090e+00,1.797e+00,1.315e+00,2.534e+00,2.037e+00,1.244e+00,2.935e+00,2.089e+00,1.840e+00,1.735e+00,2.363e+00,1.751e+00,1.829e+00,2.524e+00,1.675e+00,2.455e+00,2.205e+00,2.680e+00,1.086e+00,2.340e+00,2.251e+00,1.473e+00,2.650e+00,1.820e+00,2.244e+00,9.613e-01,2.017e+00,1.894e+00,1.763e+00,1.552e+00,1.924e+00,7.670e-01,2.337e+00,1.594e+00,1.790e+00,1.217e+00
1.605e-01,1.866e-01,3.314e-01,2.903e-01,8.674e-01,1.310e+00,9.137e-01,1.889e+00,1.774e+00,1.243e+00,2.818e+00,2.217e+00,1.501e+00,1.690e+00,1.889e+00,1.221e+00,1.951e+00,2.609e+00,1.215e+00,2.598e+00,1.484e+00,1.976e+00,1.285e+00,2.312e+00,2.334e+00,1.207e+00,1.738e+00,2.072e+00,1.934e+00,1.245e+00,2.311e+00,1.372e+00,2.052e+00,1.214e+00,1.534e+00,1.409e+00,2.186e+00,1.523e+00,2.075e+00,1.502e+00
3.090e-01,1.016e-01,4.945e-01,6.555e-01,1.580e+00,2.237e+00,1.748e+00,3.634e+00,2.734e+00,3.186e+00,3.495e+00,3.761e+00,4.073e+00,2.502e+00,2.853e+00,3.202e+00,2.684e+00,4.217e+00,2.662e+00,3.313e+00,3.697e+00,3.401e+00,1.960e+00,2.825e+00,3.611e+00,2.534e+00,4.382e+00,3.036e+00,3.294e+00,2.486e+00,3.087e+00,3.222e+00,3.421e+00,3.095e+00,2.235e+00,2.879e+00,4.325e+00,2.544e+00,2.698e+00,2.382e+00
2.329e-01,2.927e-01,3.613e-01,5.423e-01,1.186e+00,1.857e+00,1.232e+00,2.479e+00,2.002e+00,3.216e+00,3.983e+00,3.830e+00,3.340e+00,2.352e+00,2.516e+00,3.503e+00,2.261e+00,4.419e+00,2.403e+00,3.302e+00,2.707e+00,3.428e+00,1.706e+00,3.132e+00,4.292e+00,2.074e+00,3.900e+00,3.215e+00,3.448e+00,2.261e+00,2.934e+00,2.247e+00,2.958e+00,3.179e+00,2.648e+00,2.552e+00,2.913e+00,3.198e+00,3.160e+00,1.680e+00
3.120e-01,2.047e-01,3.008e-01,3.445e-01,9.766e-01,1.607e+00,1.216e+00,2.075e+00,1.556e+00,2.142e+00,4.362e+00,3.688e+00,2.614e+00,2.316e+00,2.922e+00,2.317e+00,2.234e+00,4.320e+00,2.197e+00,3.327e+00,2.917e+00,2.869e+00,2.327e+00,3.521e+00,3.836e+00,1.823e+00,3.212e+00,3.755e+00,3.853e+00,2.056e+00,2.848e+00,2.219e+00,3.067e+00,3.101e+00,2.851e+00,2.335e+00,3.114e+00,3.292e+00,3.520e+00,2.313e+00
