7.505e-01,3.973e-01,6.290e-02,4.056e-01,8.171e-02,5.708e-01,8.061e-02,9.353e-01,5.804e-01,2.812e-01,5.061e-01,5.122e-02,8.366e-01,9.811e-01,7.270e-01,4.332e-01,8.991e-01,9.214e-01,7.479e-02,1.768e-01,3.829e-01,9.630e-01,7.067e-01,1.289e-01,6.531e-01,4.972e-01,9.360e-01,9.195e-01,5.062e-01,3.147e-01,2.836e-01,8.083e-02,3.306e-01,8.610e-01,3.652e-01,2.680e-01,1.806e-01,7.309e-01,5.867e-01,1.815e-01,8.593e-01,5.320e-01,2.190e-01,4.951e-01,3.578e-01,6.877e-01,8.968e-01,4.319e-01,4.048e-01,3.231e-01,3.699e-01,8.524e-01,7.140e-01,4.148e-01,2.281e-01,4.847e-02,4.102e-01,7.868e-01,1.761e-01,1.989e-01,2.263e-01,2.721e-01,6.995e-01,6.642e-01,3.939e-01,7.313e-01,5.773e-01,7.064e-01,2.115e-01,2.868e-01,8.875e-01,7.106e-01,3.742e-01,2.537e-01,4.973e-01
3.708e-01,5.955e-01,7.436e-01,1.186e+00,9.723e-01,4.280e-01,9.358e-01,6.841e-01,3.652e-01,7.878e-01,1.028e+00,1.543e-01,7.544e-01,1.319e+00,1.340e+00,6.685e-01,1.082e+00,7.764e-01,7.091e-01,5.190e-01,2.434e-01,1.380e+00,5.474e-01,1.025e+00,6.414e-01,3.933e-01,1.012e+00,1.379e+00,8.446e-01,7.426e-01,1.071e+00,3.852e-01,3.284e-01,1.346e+00,4.562e-01,1.711e-01,1.031e+00,1.258e+00,4.419e-01,4.364e-01,8.739e-01,3.508e-01,2.914e-01,1.215e+00,4.691e-01,7.926e-01,7.979e-01,8.480e-01,2.367e-01,5.929e-01,1.013e+00,7.385e-01,1.145e+00,1.048e+00,3.551e-01,6.606e-01,2.691e-01,7.313e-01,1.055e+00,1.089e+00,4.247e-01,8.255e-01,4.982e-01,9.754e-01,4.457e-01,5.639e-01,6.829e-01,6.901e-01,7.852e-01,5.970e-01,7.369e-01,5.378e-01,2.069e-01,9.655e-01,5.304e-01
3.933e-02,1.126e-01,5.373e-01,1.230e+00,8.535e-01,3.802e-01,6.825e-01,1.010e+00,9.647e-01,6.635e-01,9.506e-01,6.243e-01,9.264e-01,1.216e+00,5.009e-01,8.977e-01,6.509e-01,1.995e-01,9.055e-01,5.322e-01,5.811e-01,8.339e-01,5.531e-01,3.917e-01,2.438e-01,3.146e-01,3.858e-01,6.998e-01,3.538e-01,7.960e-01,8.938e-01,8.874e-01,9.865e-01,3.416e-01,7.719e-01,8.210e-01,1.194e+00,2.726e-01,8.365e-01,8.108e-01,5.073e-01,2.647e-01,9.259e-01,2.983e-01,8.827e-01,2.292e-01,3.146e-01,3.242e-01,5.859e-01,7.444e-01,1.071e+00,9.279e-01,6.413e-01,7.646e-01,2.861e-01,8.540e-01,6.391e-01,6.080e-01,4.193e-01,6.688e-01,8.460e-02,1.125e+00,6.311e-01,2.319e-01,5.127e-01,1.068e+00,1.568e-01,6.687e-01,4.511e-01,1.018e+00,9.487e-01,6.675e-01,5.991e-01,1.176e+00,3.461e-01
6.506e-01,5.545e-01,7.196e-01,1.786e+00,1.271e+00,1.157e+00,1.910e+00,1.778e+00,1.980e+00,1.276e+00,2.383e+00,6.801e-01,1.839e+00,3.012e+00,1.542e+00,1.436e+00,2.005e+00,1.523e+00,1.541e+00,1.491e+00,8.912e-01,1.904e+00,1.163e+00,1.065e+00,1.522e+00,9.289e-01,1.742e+00,2.621e+00,1.860e+00,1.645e+00,1.693e+00,1.639e+00,1.706e+00,1.686e+00,1.484e+00,1.675e+00,2.258e+00,2.099e+00,1.589e+00,1.792e+00,2.215e+00,9.348e-01,1.770e+00,1.134e+00,2.040e+00,1.142e+00,1.225e+00,1.082e+00,1.092e+00,1.108e+00,2.326e+00,1.880e+00,2.287e+00,2.049e+00,9.257e-01,1.722e+00,1.332e+00,2.199e+00,1.176e+00,1.286e+00,1.002e+00,1.796e+00,1.717e+00,1.789e+00,8.787e-01,2.022e+00,1.522e+00,1.960e+00,1.225e+00,1.237e+00,2.060e+00,2.152e+00,8.692e-01,1.825e+00,1.004e+00
4.046e-01,3.247e-01,4.056e-01,9.635e-01,1.282e+00,1.103e+00,1.239e+00,1.667e+00,1.470e+00,6.436e-01,1.697e+00,6.084e-01,1.602e+00,1.788e+00,1.402e+00,9.953e-01,1.674e+00,6.876e-01,1.480e+00,1.137e+00,1.423e+00,1.090e+00,8.440e-01,8.618e-01,8.249e-01,1.299e+00,1.421e+00,1.518e+00,9.513e-01,8.858e-01,1.747e+00,1.268e+00,1.648e+00,9.632e-01,1.574e+00,6.110e-01,9.895e-01,1.149e+00,9.136e-01,1.504e+00,1.000e+00,6.586e-01,8.589e-01,1.532e+00,1.473e+00,7.839e-01,8.013e-01,9.334e-01,6.945e-01,1.346e+00,1.860e+00,1.826e+00,1.009e+00,1.001e+00,5.828e-01,1.270e+00,1.516e+00,1.712e+00,1.326e+00,1.014e+00,2.618e-01,8.985e-01,1.025e+00,1.269e+00,1.205e+00,9.942e-01,1.378e+00,1.429e+00,4.816e-01,1.267e+00,1.529e+00,1.364e+00,9.149e-01,1.620e+00,5.475e-01
2.036e-01,3.728e-01,7.643e-01,1.539e+00,1.304e+00,9.732e-01,2.145e+00,1.421e+00,2.134e+00,1.347e+00,2.108e+00,8.519e-01,1.761e+00,2.750e+00,1.604e+00,1.513e+00,1.405e+00,1.115e+00,1.760e+00,1.427e+00,1.231e+00,2.283e+00,8.937e-01,1.560e+00,9.841e-01,8.126e-01,1.687e+00,1.763e+00,1.564e+00,1.525e+00,2.253e+00,1.837e+00,1.939e+00,1.116e+00,1.873e+00,1.113e+00,1.705e+00,2.083e+00,1.468e+00,1.964e+00,2.084e+00,1.305e+00,1.952e+00,1.171e+00,1.428e+00,8.101e-01,7.958e-01,1.159e+00,1.252e+00,1.168e+00,2.227e+00,2.069e+00,1.425e+00,2.220e+00,1.321e+00,2.122e+00,1.682e+00,1.974e+00,1.562e+00,1.721e+00,1.248e+00,1.900e+00,1.689e+00,1.334e+00,1.035e+00,1.545e+00,1.189e+00,1.584e+00,8.888e-01,1.422e+00,2.050e+00,1.261e+00,9.021e-01,1.944e+00,1.113e+00
1.220e-01,2.438e-01,5.808e-01,1.291e+00,1.538e+00,1.185e+00,2.926e+00,2.092e+00,2.536e+00,1.841e+00,3.299e+00,1.490e+00,2.253e+00,2.741e+00,2.487e+00,1.762e+00,2.318e+00,1.285e+00,2.642e+00,2.135e+00,1.826e+00,2.302e+00,1.699e+00,1.962e+00,1.499e+00,1.371e+00,1.952e+00,2.844e+00,2.572e+00,1.917e+00,3.083e+00,2.204e+00,2.492e+00,1.623e+00,2.141e+00,1.480e+00,2.816e+00,2.085e+00,2.290e+00,3.249e+00,2.028e+00,1.243e+00,2.757e+00,1.819e+00,2.610e+00,1.496e+00,1.323e+00,1.155e+00,1.790e+00,1.887e+00,3.558e+00,2.209e+00,2.027e+00,2.012e+00,1.475e+00,2.959e+00,2.252e+00,2.495e+00,2.386e+00,2.051e+00,1.899e+00,1.680e+00,2.367e+00,2.486e+00,1.407e+00,2.165e+00,1.927e+00,2.672e+00,1.184e+00,2.294e+00,2.740e+00,2.103e+00,1.720e+00,2.228e+00,1.500e+00
5.595e-01,6.064e-01,9.272e-01,1.976e+00,1.752e+00,1.332e+00,2.520e+00,2.687e+00,3.297e+00,2.007e+00,3.676e+00,1.424e+00,3.381e+00,3.925e+00,2.728e+00,2.099e+00,2.516e+00,2.485e+00,3.251e+00,2.779e+00,2.333e+00,3.522e+00,2.451e+00,2.772e+00,1.823e+00,1.399e+00,2.291e+00,3.698e+00,2.690e+00,2.789e+00,3.050e+00,2.872e+00,2.560e+00,2.463e+00,2.285e+00,1.955e+00,2.654e+00,3.110e+00,3.228e+00,3.456e+00,3.129e+00,2.001e+00,2.479e+00,2.049e+00,2.591e+00,2.613e+00,1.742e+00,1.760e+00,1.809e+00,1.988e+00,3.951e+00,2.772e+00,2.173e+00,3.154e+00,2.274e+00,2.806e+00,2.875e+00,2.580e+00,2.745e+00,3.122e+00,2.095e+00,2.106e+00,2.871e+00,2.797e+00,1.590e+00,2.777e+00,2.586e+00,3.092e+00,1.731e+00,3.157e+00,2.966e+00,2.474e+00,2.426e+00,3.187e+00,2.542e+00
7.110e-01,4.260e-01,3.133e-01,1.016e+00,7.559e-01,1.224e+00,1.707e+00,1.801e+00,3.313e+00,1.901e+00,2.586e+00,7.639e-01,2.242e+00,3.370e+00,2.628e+00,1.641e+00,2.570e+00,1.878e+00,1.991e+00,1.810e+00,1.800e+00,2.696e+00,2.144e+00,2.098e+00,2.194e+00,1.373e+00,2.619e+00,2.673e+00,2.268e+00,2.143e+00,2.619e+00,2.196e+00,2.414e+00,1.632e+00,1.962e+00,1.996e+00,2.101e+00,3.028e+00,2.151e+00,2.806e+00,3.188e+00,2.455e+00,2.098e+00,1.769e+00,2.071e+00,1.662e+00,1.691e+00,1.121e+00,1.399e+00,1.460e+00,2.573e+00,2.959e+00,2.095e+00,2.271e+00,1.735e+00,2.492e+00,2.860e+00,3.052e+00,2.092e+00,2.030e+00,1.566e+00,2.245e+00,2.809e+00,2.375e+00,1.353e+00,2.648e+00,1.783e+00,2.449e+00,1.182e+00,1.526e+00,2.797e+00,1.842e+00,2.115e+00,2.447e+00,1.678e+00
9.007e-02,8.908e-02,3.500e-01,9.554e-01,7.869e-01,6.576e-01,1.356e+00,1.185e+00,2.629e+00,1.942e+00,2.675e+00,1.294e+00,1.891e+00,2.679e+00,1.345e+00,1.619e+00,1.860e+00,1.506e+00,2.705e+00,2.588e+00,1.729e+00,2.452e+00,2.237e+00,2.073e+00,1.584e+00,1.136e+00,1.394e+00,2.701e+00,1.838e+00,2.462e+00,2.684e+00,2.407e+00,2.283e+00,1.319e+00,2.047e+00,2.668e+00,2.106e+00,2.684e+00,2.509e+00,3.151e+00,3.022e+00,2.068e+00,1.993e+00,1.537e+00,2.151e+00,2.034e+00,1.108e+00,9.859e-01,1.107e+00,1.146e+00,3.040e+00,2.250e+00,2.151e+00,2.865e+00,1.767e+00,2.191e+00,2.360e+00,2.859e+00,2.349e+00,2.829e+00,1.325e+00,2.144e+00,2.340e+00,2.553e+00,9.428e-01,3.010e+00,2.179e+00,2.525e+00,1.442e+00,2.506e+00,2.395e+00,2.184e+00,2.396e+00,3.265e+00,2.295e+00
