8.396e-01,8.661e-01,7.822e-01,7.712e-01,9.984e-01,2.590e-01,4.533e-01,7.987e-01,8.401e-02,3.332e-01,9.840e-01,5.538e-01,1.235e-01,4.375e-01,3.263e-01,8.843e-01,1.475e-01,4.062e-01,2.366e-01,9.138e-01,1.831e-02,8.490e-01,7.922e-01,9.505e-01,9.268e-01,5.829e-01,2.562e-01,1.043e-01,1.866e-01,6.021e-02,6.680e-01,8.447e-02,6.720e-01,3.365e-01,7.812e-01,3.477e-01,9.367e-01,2.430e-01,1.563e-01,7.178e-01,3.531e-02,5.634e-01,1.550e-01,4.697e-01,3.754e-01
2.020e-01,1.089e+00,9.164e-01,9.964e-01,2.565e-01,4.540e-01,1.973e-01,2.085e-01,3.340e-01,7.530e-01,9.446e-01,6.613e-01,3.322e-01,4.141e-01,3.349e-01,5.074e-01,7.581e-01,5.038e-01,1.335e-01,5.175e-01,8.309e-01,9.083e-01,7.051e-01,6.110e-01,3.715e-01,1.049e+00,3.111e-01,4.703e-01,7.919e-01,8.678e-01,2.018e-01,6.043e-01,1.704e-01,1.053e-01,1.033e+00,8.029e-01,5.567e-01,7.110e-01,5.946e-01,1.099e+00,6.696e-01,9.425e-01,3.316e-01,8.961e-01,6.031e-01
8.107e-01,1.018e+00,1.816e+00,1.625e+00,1.688e+00,5.371e-01,1.385e+00,1.486e+00,4.044e-01,1.094e+00,1.765e+00,7.867e-01,1.086e+00,1.451e+00,1.123e+00,1.172e+00,6.780e-01,8.980e-01,5.048e-01,1.813e+00,8.876e-01,1.903e+00,1.343e+00,1.954e+00,1.277e+00,1.227e+00,3.860e-01,1.063e+00,8.935e-01,1.059e+00,7.254e-01,8.205e-01,1.164e+00,6.022e-01,1.527e+00,8.106e-01,1.131e+00,4.364e-01,6.149e-01,1.589e+00,1.157e+00,7.787e-01,1.168e+00,1.129e+00,1.236e+00
5.897e-01,1.326e+00,1.959e+00,2.590e+00,1.986e+00,1.222e+00,1.288e+00,1.613e+00,6.256e-01,2.158e+00,2.492e+00,1.361e+00,2.073e+00,1.813e+00,2.107e+00,1.685e+00,1.578e+00,1.512e+00,1.233e+00,2.261e+00,1.647e+00,2.502e+00,1.427e+00,2.810e+00,1.778e+00,1.930e+00,1.178e+00,1.385e+00,1.291e+00,2.001e+00,1.516e+00,2.027e+00,1.563e+00,1.441e+00,2.552e+00,1.828e+00,1.539e+00,1.664e+00,1.361e+00,2.252e+00,1.847e+00,1.465e+00,1.800e+00,1.657e+00,1.546e+00
2.104e-01,7.336e-01,9.722e-01,1.666e+00,2.068e+00,1.308e+00,1.243e+00,1.568e+00,5.201e-01,1.949e+00,1.941e+00,1.428e+00,2.014e+00,1.626e+00,1.742e+00,1.159e+00,1.540e+00,1.643e+00,1.435e+00,1.513e+00,1.179e+00,2.116e+00,1.065e+00,2.568e+00,1.307e+00,1.899e+00,1.228e+00,8.666e-01,1.441e+00,1.412e+00,1.647e+00,1.828e+00,1.682e+00,1.825e+00,2.641e+00,1.928e+00,1.665e+00,1.483e+00,1.628e+00,2.139e+00,1.604e+00,1.270e+00,1.978e+00,1.687e+00,1.042e+00
3.691e-01,8.076e-01,1.558e+00,1.844e+00,2.026e+00,1.105e+00,1.760e+00,2.271e+00,1.401e+00,2.297e+00,2.697e+00,1.541e+00,2.067e+00,2.073e+00,2.347e+00,2.030e+00,1.903e+00,1.861e+00,1.808e+00,2.246e+00,1.715e+00,2.477e+00,1.538e+00,2.651e+00,1.600e+00,1.930e+00,1.296e+00,1.759e+00,1.459e+00,1.660e+00,2.221e+00,2.117e+00,2.176e+00,1.898e+00,2.610e+00,1.721e+00,1.518e+00,1.933e+00,1.755e+00,2.921e+00,2.570e+00,1.850e+00,2.224e+00,2.230e+00,1.768e+00
6.844e-02,8.899e-01,1.463e+00,1.540e+00,1.465e+00,9.824e-01,1.770e+00,1.978e+00,1.010e+00,2.836e+00,2.385e+00,1.657e+00,2.392e+00,1.859e+00,2.180e+00,1.129e+00,1.850e+00,2.426e+00,1.663e+00,1.499e+00,2.300e+00,2.965e+00,1.333e+00,2.516e+00,1.257e+00,2.448e+00,1.182e+00,2.092e+00,1.696e+00,2.224e+00,1.934e+00,1.977e+00,1.836e+00,1.289e+00,2.697e+00,2.519e+00,1.779e+00,2.166e+00,2.134e+00,2.508e+00,2.184e+00,1.972e+00,2.046e+00,2.851e+00,2.318e+00
3.582e-01,1.087e+00,1.191e+00,1.594e+00,1.323e+00,9.397e-01,1.031e+00,2.029e+00,1.063e+00,2.792e+00,2.406e+00,1.558e+00,2.360e+00,1.802e+00,2.448e+00,1.711e+00,1.444e+00,2.692e+00,1.451e+00,1.613e+00,1.963e+00,2.639e+00,1.167e+00,2.366e+00,2.237e+00,1.951e+00,1.960e+00,2.208e+00,1.439e+00,2.499e+00,2.450e+00,2.080e+00,1.666e+00,1.299e+00,2.578e+00,2.799e+00,1.616e+00,2.504e+00,2.464e+00,2.750e+00,1.937e+00,1.902e+00,2.151e+00,2.760e+00,1.779e+00
8.014e-01,1.668e+00,1.858e+00,2.172e+00,1.810e+00,1.078e+00,1.273e+00,1.957e+00,1.711e+00,2.620e+00,2.937e+00,2.098e+00,2.179e+00,1.839e+00,2.033e+00,2.341e+00,2.344e+00,2.045e+00,1.302e+00,2.385e+00,1.798e+00,3.214e+00,2.406e+00,3.191e+00,2.431e+00,2.868e+00,1.970e+00,1.721e+00,2.221e+00,2.796e+00,2.326e+00,2.025e+00,2.242e+00,1.721e+00,3.569e+00,3.105e+00,2.473e+00,2.826e+00,2.056e+00,2.908e+00,2.227e+00,2.620e+00,2.261e+00,2.504e+00,1.730e+00
1.078e-02,7.278e-01,7.895e-01,1.528e+00,8.163e-01,9.455e-01,6.192e-01,1.534e+00,1.853e+00,2.854e+00,2.734e+00,1.861e+00,3.016e+00,1.871e+00,2.525e+00,2.511e+00,2.608e+00,2.628e+00,2.683e+00,2.009e+00,2.038e+00,2.476e+00,1.707e+00,2.720e+00,2.617e+00,2.404e+00,2.308e+00,1.905e+00,1.840e+00,2.874e+00,3.107e+00,3.215e+00,2.746e+00,2.578e+00,2.903e+00,2.940e+00,2.421e+00,4.141e+00,2.459e+00,2.692e+00,3.286e+00,2.769e+00,2.239e+00,2.565e+00,2.032e+00
2.313e-01,5.048e-01,5.844e-01,1.102e+00,1.664e+00,1.001e+00,1.088e+00,1.860e+00,1.206e+00,2.274e+00,3.081e+00,2.312e+00,2.995e+00,2.210e+00,2.974e+00,2.225e+00,2.207e+00,2.815e+00,3.145e+00,2.558e+00,1.710e+00,2.553e+00,2.091e+00,3.423e+00,2.570e+00,2.197e+00,2.466e+00,2.259e+00,2.412e+00,2.553e+00,3.210e+00,2.968e+00,3.405e+00,3.137e+00,3.012e+00,3.059e+00,2.639e+00,3.845e+00,2.973e+00,2.860e+00,3.362e+00,2.399e+00,2.467e+00,2.426e+00,2.500e+00
5.797e-01,1.404e+00,2.039e+00,2.198e+00,2.429e+00,1.315e+00,1.962e+00,2.368e+00,1.109e+00,2.610e+00,3.062e+00,2.277e+00,2.814e+00,2.851e+00,2.271e+00,2.354e+00,2.513e+00,3.421e+00,2.026e+00,2.924e+00,2.525e+00,3.876e+00,3.024e+00,3.983e+00,2.531e+00,3.504e+00,2.219e+00,2.234e+00,3.141e+00,2.541e+00,2.167e+00,3.321e+00,2.614e+00,2.861e+00,4.146e+00,2.915e+00,2.730e+00,3.110e+00,2.534e+00,3.426e+00,2.965e+00,2.639e+00,2.595e+00,3.679e+00,2.803e+00
