7.684e-01,5.836e-01,5.011e-01,4.234e-03,8.923e-01,5.216e-03,3.448e-01,4.022e-02,8.291e-01,3.567e-01,3.356e-01,2.016e-01,3.561e-01,1.706e-01,6.735e-01,6.567e-01,6.562e-01,6.433e-01,3.637e-01,3.698e-01,4.601e-01,5.539e-01,8.833e-01,4.534e-01,5.221e-01,9.401e-01,1.615e-01,5.954e-01,5.045e-01,3.184e-01,2.362e-01,2.334e-01,7.245e-01,4.234e-02,6.236e-01,6.471e-01,9.598e-01,6.447e-01,9.987e-01,7.412e-01,1.654e-01,7.795e-01,7.345e-01,2.588e-01,4.910e-01,9.647e-01,3.051e-01,5.607e-01,3.811e-01,5.545e-01,4.116e-01,7.923e-01,7.832e-01,8.437e-01,7.319e-01,7.764e-01,1.961e-01,2.265e-01,5.147e-02,7.126e-01,7.114e-01,6.356e-01,3.604e-01,6.829e-01,9.696e-02,2.335e-02,4.029e-01,6.518e-01,2.712e-01,3.063e-01,3.811e-01,3.955e-01,6.991e-01,3.363e-01,3.547e-01,1.434e-01,5.407e-01,1.077e-01,7.570e-01,8.332e-01,4.272e-01,3.380e-01,2.579e-01,5.325e-01,8.128e-02,2.018e-01,4.269e-01,6.782e-01,9.647e-01,1.960e-01,4.590e-01,5.323e-01,6.233e-01,1.477e-01
7.006e-01,1.186e+00,7.290e-01,4.617e-01,1.394e+00,3.102e-01,1.278e+00,5.139e-01,1.166e+00,6.988e-01,9.840e-01,9.222e-01,1.072e+00,2.080e-01,1.593e+00,6.022e-01,1.048e+00,9.025e-01,8.900e-01,8.920e-01,7.884e-01,1.077e+00,1.432e+00,1.136e+00,1.446e+00,1.628e+00,1.490e-01,1.341e+00,7.928e-01,5.938e-01,1.092e+00,3.943e-01,7.334e-01,7.859e-01,1.163e+00,7.866e-01,1.599e+00,7.562e-01,1.072e+00,1.599e+00,6.421e-01,9.254e-01,1.108e+00,5.077e-01,1.293e+00,1.688e+00,1.168e+00,1.172e+00,5.809e-01,1.048e+00,8.256e-01,7.923e-01,1.563e+00,8.661e-01,1.483e+00,1.643e+00,7.172e-01,1.050e+00,1.697e-01,6.578e-01,1.190e+00,1.437e+00,6.450e-01,1.178e+00,2.218e-01,4.322e-02,9.892e-01,1.048e+00,5.685e-01,3.362e-01,4.683e-01,1.341e+00,8.592e-01,9.366e-01,1.175e+00,7.562e-01,1.400e+00,3.101e-01,7.860e-01,1.653e+00,7.956e-01,3.639e-01,5.831e-01,1.210e+00,6.228e-01,1.007e+00,5.771e-01,1.264e+00,1.639e+00,7.498e-01,9.680e-01,9.230e-01,9.008e-01,1.007e+00
2.923e-01,6.842e-01,5.363e-01,7.779e-01,1.041e+00,5.983e-01,9.802e-01,8.185e-01,1.016e+00,5.107e-01,1.257e+00,1.504e+00,1.661e+00,6.974e-01,9.674e-01,1.031e+00,1.083e+00,1.385e+00,1.129e+00,1.279e+00,9.470e-01,8.217e-01,8.231e-01,1.240e+00,1.521e+00,1.838e+00,9.340e-01,1.163e+00,1.156e+00,1.244e+00,7.254e-01,8.530e-01,1.292e+00,1.225e+00,1.038e+00,7.860e-01,1.191e+00,3.656e-01,1.366e+00,1.464e+00,8.494e-01,1.322e+00,1.191e+00,1.005e+00,1.067e+00,1.915e+00,1.544e+00,9.905e-01,7.329e-01,1.562e+00,9.561e-01,1.160e+00,1.801e+00,1.188e+00,1.516e+00,1.855e+00,7.268e-01,1.318e+00,7.499e-01,5.761e-01,1.397e+00,8.774e-01,5.094e-01,1.353e+00,2.055e-01,4.474e-01,7.076e-01,7.320e-01,4.369e-01,5.742e-01,8.989e-01,1.550e+00,7.016e-01,9.364e-01,1.385e+00,1.260e+00,1.096e+00,2.935e-01,9.858e-01,1.265e+00,7.703e-01,2.031e-01,5.380e-01,1.230e+00,1.246e+00,7.244e-01,8.272e-01,1.500e+00,1.061e+00,1.184e+00,8.018e-01,7.681e-01,8.376e-01,1.417e+00
7.517e-01,7.436e-01,6.129e-01,3.974e-01,2.004e+00,7.468e-01,6.619e-01,5.122e-01,1.459e+00,5.079e-01,9.545e-01,7.089e-01,1.663e+00,1.363e+00,1.665e+00,9.833e-01,1.243e+00,1.459e+00,8.717e-01,1.168e+00,1.111e+00,1.313e+00,1.243e+00,1.587e+00,1.542e+00,1.712e+00,1.411e+00,1.539e+00,1.542e+00,7.699e-01,1.016e+00,9.130e-01,1.867e+00,1.132e+00,8.933e-01,1.517e+00,1.390e+00,1.495e+00,2.190e+00,1.331e+00,7.911e-01,1.306e+00,1.750e+00,9.315e-01,1.610e+00,2.415e+00,1.538e+00,1.563e+00,1.482e+00,1.668e+00,7.061e-01,1.399e+00,1.972e+00,1.353e+00,1.184e+00,1.955e+00,1.075e+00,9.229e-01,1.060e+00,9.327e-01,1.963e+00,1.129e+00,7.457e-01,1.607e+00,7.599e-01,2.744e-01,1.079e+00,1.607e+00,6.949e-01,9.037e-01,1.407e+00,1.202e+00,1.654e+00,1.538e+00,1.694e+00,1.554e+00,9.508e-01,7.075e-01,1.843e+00,2.004e+00,8.117e-01,1.041e+00,1.002e+00,1.673e+00,1.101e+00,1.064e+00,1.182e+00,1.557e+00,2.159e+00,1.026e+00,1.521e+00,1.308e+00,1.742e+00,1.059e+00
5.808e-01,9.155e-01,6.206e-01,5.363e-01,2.674e+00,9.428e-01,1.574e+00,6.277e-01,1.372e+00,1.387e+00,1.789e+00,1.883e+00,2.461e+00,9.865e-01,2.619e+00,1.090e+00,1.735e+00,1.744e+00,1.543e+00,1.612e+00,1.854e+00,1.638e+00,2.104e+00,2.173e+00,2.398e+00,1.850e+00,1.281e+00,1.585e+00,2.076e+00,1.593e+00,1.604e+00,1.328e+00,2.138e+00,1.333e+00,1.749e+00,1.506e+00,1.595e+00,1.484e+00,1.717e+00,1.507e+00,1.566e+00,1.894e+00,1.922e+00,1.602e+00,1.943e+00,2.261e+00,2.467e+00,1.511e+00,1.395e+00,1.809e+00,1.682e+00,1.831e+00,2.420e+00,1.331e+00,2.179e+00,1.963e+00,1.208e+00,1.685e+00,9.675e-01,1.146e+00,2.068e+00,1.754e+00,9.992e-01,2.279e+00,1.216e+00,7.497e-01,1.130e+00,1.605e+00,1.607e+00,1.247e+00,1.564e+00,2.299e+00,1.994e+00,1.426e+00,2.404e+00,1.724e+00,1.996e+00,1.132e+00,1.934e+00,1.983e+00,1.440e+00,1.486e+00,1.723e+00,2.459e+00,1.725e+00,1.631e+00,1.183e+00,1.782e+00,1.975e+00,1.311e+00,1.961e+00,1.270e+00,1.844e+00,1.846e+00
7.262e-01,9.972e-01,7.005e-01,5.423e-01,2.724e+00,1.332e+00,2.179e+00,1.007e+00,1.729e+00,2.056e+00,2.070e+00,2.314e+00,2.838e+00,1.263e+00,3.274e+00,1.322e+00,1.982e+00,2.054e+00,2.292e+00,2.357e+00,2.493e+00,2.035e+00,2.241e+00,2.793e+00,2.743e+00,2.855e+00,1.603e+00,2.563e+00,2.431e+00,1.847e+00,1.797e+00,2.172e+00,2.840e+00,1.611e+00,2.368e+00,1.702e+00,2.541e+00,2.254e+00,2.658e+00,1.935e+00,1.656e+00,1.849e+00,2.618e+00,1.881e+00,3.065e+00,2.822e+00,3.311e+00,2.384e+00,1.662e+00,2.569e+00,1.654e+00,2.399e+00,3.192e+00,2.380e+00,2.010e+00,2.629e+00,2.131e+00,1.801e+00,2.086e+00,1.185e+00,2.758e+00,1.767e+00,1.312e+00,2.918e+00,1.366e+00,8.923e-01,1.935e+00,2.772e+00,2.254e+00,1.659e+00,1.813e+00,2.278e+00,2.714e+00,2.070e+00,3.310e+00,2.043e+00,2.795e+00,1.252e+00,2.265e+00,2.727e+00,1.805e+00,1.510e+00,2.122e+00,3.391e+00,2.371e+00,2.444e+00,2.304e+00,2.416e+00,3.016e+00,1.588e+00,2.121e+00,1.835e+00,2.431e+00,2.394e+00
2.602e-01,4.462e-01,3.178e-01,3.324e-01,1.098e+00,5.188e-01,1.310e+00,1.143e+00,7.546e-01,9.178e-01,1.619e+00,1.454e+00,1.786e+00,1.083e+00,2.156e+00,1.063e+00,1.779e+00,1.811e+00,1.248e+00,1.812e+00,1.648e+00,1.289e+00,1.888e+00,1.782e+00,1.882e+00,1.889e+00,1.411e+00,1.267e+00,1.977e+00,1.207e+00,1.049e+00,1.771e+00,1.467e+00,1.391e+00,1.293e+00,7.419e-01,1.027e+00,1.528e+00,1.101e+00,1.630e+00,1.514e+00,1.320e+00,1.725e+00,1.475e+00,1.235e+00,2.078e+00,1.425e+00,1.182e+00,1.458e+00,1.402e+00,8.681e-01,1.220e+00,1.757e+00,9.206e-01,1.995e+00,1.720e+00,1.308e+00,1.303e+00,1.640e+00,1.027e+00,1.549e+00,1.013e+00,7.960e-01,1.918e+00,7.817e-01,1.053e+00,1.335e+00,9.563e-01,1.284e+00,7.837e-01,1.016e+00,1.569e+00,1.223e+00,1.572e+00,1.435e+00,1.616e+00,1.518e+00,1.337e+00,1.413e+00,1.410e+00,1.418e+00,7.991e-01,1.327e+00,1.959e+00,1.608e+00,9.592e-01,8.650e-01,1.285e+00,1.175e+00,8.604e-01,1.496e+00,7.067e-01,1.649e+00,1.777e+00
1.470e-01,4.918e-01,3.224e-01,5.565e-01,1.677e+00,1.182e+00,1.835e+00,1.679e+00,1.993e+00,1.676e+00,2.579e+00,2.436e+00,3.256e+00,1.670e+00,2.807e+00,1.091e+00,2.593e+00,1.954e+00,2.852e+00,2.860e+00,2.540e+00,2.398e+00,2.316e+00,2.714e+00,2.946e+00,2.602e+00,2.326e+00,2.093e+00,2.451e+00,2.556e+00,1.497e+00,2.344e+00,2.471e+00,2.601e+00,1.881e+00,1.458e+00,2.133e+00,2.636e+00,2.329e+00,2.529e+00,2.142e+00,2.286e+00,2.666e+00,2.602e+00,3.327e+00,3.412e+00,3.272e+00,2.366e+00,1.817e+00,2.883e+00,1.473e+00,2.273e+00,3.577e+00,2.186e+00,1.934e+00,3.167e+00,2.310e+00,2.033e+00,2.895e+00,8.551e-01,3.147e+00,2.014e+00,1.826e+00,3.307e+00,1.397e+00,1.152e+00,2.626e+00,2.168e+00,2.183e+00,1.833e+00,1.765e+00,2.404e+00,2.159e+00,2.423e+00,3.339e+00,2.697e+00,2.845e+00,1.891e+00,2.238e+00,2.768e+00,2.347e+00,1.404e+00,2.532e+00,3.163e+00,3.317e+00,2.211e+00,2.247e+00,2.409e+00,2.225e+00,2.150e+00,2.272e+00,1.819e+00,2.201e+00,2.908e+00
3.620e-01,4.244e-01,4.452e-01,6.271e-01,2.282e+00,1.161e+00,1.350e+00,1.095e+00,1.658e+00,2.112e+00,2.521e+00,2.892e+00,3.296e+00,1.816e+00,3.239e+00,1.667e+00,2.707e+00,2.687e+00,2.901e+00,2.581e+00,2.726e+00,1.958e+00,2.337e+00,2.734e+00,3.529e+00,2.816e+00,2.837e+00,2.537e+00,3.240e+00,2.824e+00,1.449e+00,2.900e+00,3.390e+00,2.241e+00,2.580e+00,2.380e+00,1.838e+00,2.312e+00,2.638e+00,2.456e+00,2.512e+00,3.185e+00,2.423e+00,2.553e+00,3.002e+00,3.633e+00,3.650e+00,2.219e+00,2.633e+00,3.447e+00,2.102e+00,2.743e+00,3.304e+00,2.756e+00,2.417e+00,2.742e+00,1.690e+00,2.381e+00,2.206e+00,1.529e+00,3.136e+00,1.691e+00,1.196e+00,3.603e+00,1.437e+00,1.829e+00,1.746e+00,1.820e+00,2.297e+00,2.060e+00,2.242e+00,2.597e+00,2.616e+00,2.164e+00,3.563e+00,2.378e+00,2.285e+00,1.829e+00,2.810e+00,2.628e+00,2.079e+00,2.277e+00,2.298e+00,2.852e+00,2.554e+00,1.817e+00,2.513e+00,2.841e+00,2.663e+00,1.813e+00,2.459e+00,1.428e+00,2.532e+00,2.963e+00
2.083e-01,2.924e-01,2.990e-01,5.101e-01,1.609e+00,8.998e-01,7.525e-01,7.852e-01,1.260e+00,1.711e+00,1.690e+00,2.377e+00,2.830e+00,1.907e+00,2.612e+00,1.808e+00,2.368e+00,2.418e+00,2.419e+00,2.164e+00,2.281e+00,1.645e+00,1.746e+00,2.799e+00,3.408e+00,2.111e+00,2.933e+00,2.080e+00,3.217e+00,2.724e+00,1.443e+00,2.609e+00,2.443e+00,2.389e+00,1.748e+00,2.608e+00,1.793e+00,2.344e+00,2.987e+00,2.103e+00,1.788e+00,2.520e+00,2.645e+00,1.927e+00,2.989e+00,3.283e+00,3.041e+00,2.545e+00,2.444e+00,2.750e+00,1.651e+00,1.827e+00,3.150e+00,2.848e+00,2.262e+00,3.046e+00,1.457e+00,2.544e+00,1.694e+00,1.557e+00,2.909e+00,2.056e+00,1.381e+00,3.245e+00,1.689e+00,2.106e+00,1.861e+00,2.247e+00,2.348e+00,2.154e+00,1.927e+00,2.406e+00,2.332e+00,2.387e+00,2.874e+00,2.073e+00,1.463e+00,2.227e+00,3.043e+00,2.330e+00,2.107e+00,1.771e+00,2.051e+00,2.059e+00,2.608e+00,1.948e+00,2.159e+00,3.041e+00,2.481e+00,1.654e+00,2.654e+00,1.706e+00,2.236e+00,3.006e+00
5.279e-01,4.365e-01,3.956e-01,2.201e-01,1.857e+00,8.630e-01,1.428e+00,1.289e+00,1.786e+00,1.826e+00,2.350e+00,3.121e+00,3.303e+00,1.923e+00,3.350e+00,2.526e+00,3.731e+00,2.521e+00,3.000e+00,3.576e+00,2.823e+00,2.263e+00,3.306e+00,3.184e+00,3.251e+00,3.312e+00,3.186e+00,2.550e+00,3.034e+00,3.408e+00,2.332e+00,3.339e+00,3.281e+00,3.119e+00,2.408e+00,2.434e+00,2.918e+00,3.676e+00,3.178e+00,3.113e+00,2.436e+00,2.607e+00,3.387e+00,2.553e+00,3.462e+00,3.548e+00,2.918e+00,3.085e+00,2.851e+00,3.015e+00,1.855e+00,3.041e+00,3.893e+00,2.654e+00,2.508e+00,3.419e+00,2.344e+00,2.089e+00,3.234e+00,1.609e+00,3.339e+00,2.702e+00,2.354e+00,4.155e+00,2.227e+00,1.626e+00,2.836e+00,2.724e+00,2.508e+00,2.564e+00,1.885e+00,2.518e+00,3.388e+00,3.250e+00,3.639e+00,2.630e+00,2.925e+00,3.141e+00,2.767e+00,2.948e+00,3.261e+00,2.770e+00,2.805e+00,2.999e+00,3.595e+00,2.273e+00,2.646e+00,3.312e+00,3.281e+00,2.142e+00,3.330e+00,2.457e+00,2.976e+00,3.212e+00
5.292e-01,7.466e-01,5.672e-01,5.813e-01,2.422e+00,1.175e+00,1.701e+00,1.349e+00,2.244e+00,2.380e+00,2.771e+00,3.749e+00,4.576e+00,2.645e+00,3.936e+00,2.396e+00,4.038e+00,3.198e+00,4.293e+00,3.339e+00,3.771e+00,2.915e+00,3.968e+00,3.828e+00,4.829e+00,3.366e+00,3.532e+00,3.418e+00,3.731e+00,3.319e+00,2.170e+00,3.129e+00,3.941e+00,2.994e+00,3.327e+00,3.214e+00,2.929e+00,3.751e+00,3.365e+00,4.147e+00,3.318e+00,3.565e+00,3.295e+00,3.139e+00,4.075e+00,5.143e+00,4.444e+00,3.750e+00,3.202e+00,4.065e+00,2.745e+00,3.675e+00,4.482e+00,3.915e+00,2.968e+00,4.614e+00,3.002e+00,2.933e+00,2.829e+00,1.934e+00,3.928e+00,3.626e+00,2.326e+00,4.827e+00,2.776e+00,2.782e+00,3.654e+00,3.014e+00,3.131e+00,2.451e+00,3.152e+00,3.580e+00,3.278e+00,3.004e+00,4.505e+00,3.470e+00,3.396e+00,2.800e+00,3.906e+00,4.424e+00,3.280e+00,3.168e+00,3.601e+00,3.802e+00,3.255e+00,3.312e+00,3.349e+00,4.080e+00,4.368e+00,2.503e+00,3.742e+00,2.985e+00,3.613e+00,4.124e+00
8.711e-02,1.351e-01,1.271e-01,2.837e-01,1.181e+00,7.623e-01,6.325e-01,1.044e+00,1.523e+00,9.479e-01,1.630e+00,1.830e+00,3.241e+00,2.589e+00,2.915e+00,2.077e+00,2.714e+00,2.119e+00,2.549e+00,2.336e+00,2.036e+00,2.825e+00,1.970e+00,2.966e+00,2.827e+00,1.862e+00,3.500e+00,2.529e+00,2.739e+00,2.517e+00,2.182e+00,2.607e+00,2.151e+00,2.645e+00,2.099e+00,2.736e+00,2.405e+00,3.092e+00,2.848e+00,2.637e+00,2.400e+00,2.070e+00,3.225e+00,2.840e+00,2.908e+00,3.985e+00,2.859e+00,3.299e+00,2.892e+00,2.572e+00,1.112e+00,2.010e+00,3.202e+00,2.353e+00,1.638e+00,3.642e+00,2.426e+00,2.176e+00,3.298e+00,1.095e+00,3.668e+00,2.407e+00,1.986e+00,3.124e+00,2.270e+00,1.365e+00,2.375e+00,2.768e+00,1.796e+00,2.223e+00,1.823e+00,1.892e+00,2.614e+00,3.116e+00,3.259e+00,2.956e+00,1.720e+00,2.863e+00,3.210e+00,2.600e+00,2.939e+00,1.918e+00,2.554e+00,2.037e+00,3.110e+00,2.086e+00,2.155e+00,2.670e+00,2.354e+00,2.736e+00,2.458e+00,2.257e+00,2.754e+00,3.377e+00
