5.339e-01,9.187e-01,8.545e-01,4.058e-01,6.529e-01,1.549e-01,9.328e-01,7.839e-01,6.376e-01,1.838e-01,1.559e-01,1.479e-02,3.995e-02,7.545e-01,3.748e-01,8.539e-01,8.833e-01,8.336e-01,9.119e-01,9.469e-02,5.226e-01,5.415e-01,1.745e-01,2.225e-01,1.515e-01,3.640e-01,1.742e-01,3.159e-01,2.702e-02,3.721e-01,8.659e-01,6.387e-01,1.711e-01,5.661e-01,1.813e-01,2.637e-01,1.358e-01,8.837e-02,6.339e-01,7.461e-01,3.172e-01,9.550e-01,6.193e-01,7.199e-01,3.488e-01,8.957e-01,9.521e-01,4.984e-01,1.297e-01,6.456e-01,4.025e-01,1.466e-01,8.888e-01,3.876e-01,9.262e-01,3.386e-01,9.124e-01,4.701e-01
4.108e-01,1.517e+00,1.545e+00,7.287e-01,1.447e+00,4.054e-01,1.325e+00,1.426e+00,1.430e+00,5.861e-01,1.707e-01,3.420e-01,6.368e-01,1.237e+00,1.221e+00,1.277e+00,1.090e+00,1.494e+00,1.256e+00,5.209e-01,8.860e-01,1.125e+00,8.498e-01,5.208e-01,9.225e-01,7.065e-01,1.039e+00,8.182e-01,3.489e-01,6.776e-01,9.563e-01,5.780e-01,7.484e-01,1.343e+00,7.658e-01,2.303e-01,1.049e+00,4.975e-01,1.374e+00,6.539e-01,9.802e-01,1.100e+00,1.274e+00,1.346e+00,3.731e-01,1.250e+00,8.724e-01,5.674e-01,7.385e-01,1.494e+00,8.028e-01,2.936e-01,6.948e-01,3.082e-01,8.893e-01,8.607e-01,1.480e+00,8.586e-01
9.531e-02,4.425e-01,1.010e+00,8.270e-01,7.661e-01,6.751e-01,1.332e+00,5.553e-01,1.189e+00,5.535e-01,3.952e-01,1.033e+00,3.006e-01,9.558e-01,4.707e-01,1.293e+00,1.017e+00,8.747e-01,4.783e-01,1.116e+00,5.428e-01,1.139e+00,1.088e+00,7.467e-01,1.274e+00,2.362e-01,4.316e-01,3.458e-01,9.676e-01,9.927e-01,6.835e-01,8.800e-01,1.094e+00,1.031e+00,1.198e+00,3.524e-01,7.533e-01,4.126e-01,1.121e+00,3.721e-01,1.147e+00,3.686e-01,1.311e+00,7.903e-01,8.475e-01,7.845e-01,1.105e+00,6.934e-01,1.182e+00,6.867e-01,4.081e-01,4.963e-01,8.815e-01,8.079e-01,7.561e-01,6.136e-01,9.882e-01,1.190e+00
3.401e-01,8.634e-01,1.078e+00,1.648e+00,1.471e+00,1.142e+00,1.494e+00,1.807e+00,1.692e+00,6.624e-01,1.246e+00,1.467e+00,1.246e+00,1.062e+00,8.656e-01,1.332e+00,1.316e+00,1.416e+00,1.525e+00,9.351e-01,1.519e+00,1.707e+00,1.243e+00,9.786e-01,8.966e-01,1.376e+00,1.329e+00,8.633e-01,1.132e+00,1.103e+00,1.477e+00,1.541e+00,7.418e-01,1.551e+00,1.045e+00,1.161e+00,1.366e+00,1.133e+00,1.882e+00,6.553e-01,1.418e+00,7.781e-01,1.879e+00,1.721e+00,1.241e+00,1.326e+00,1.622e+00,1.223e+00,7.126e-01,1.224e+00,1.294e+00,1.132e+00,9.468e-01,1.252e+00,1.424e+00,1.066e+00,1.605e+00,1.699e+00
4.965e-01,1.537e+00,2.078e+00,1.807e+00,2.437e+00,2.032e+00,3.184e+00,2.763e+00,2.615e+00,1.746e+00,1.967e+00,1.847e+00,1.185e+00,2.006e+00,1.629e+00,3.073e+00,2.918e+00,2.820e+00,2.585e+00,2.212e+00,2.012e+00,2.718e+00,2.613e+00,1.471e+00,2.492e+00,2.139e+00,1.545e+00,1.536e+00,2.059e+00,2.260e+00,2.283e+00,2.713e+00,2.152e+00,2.791e+00,2.701e+00,1.458e+00,1.852e+00,1.529e+00,3.082e+00,1.844e+00,2.655e+00,2.104e+00,3.123e+00,2.655e+00,2.413e+00,2.361e+00,3.008e+00,1.604e+00,1.936e+00,2.111e+00,2.142e+00,1.533e+00,2.112e+00,1.559e+00,2.596e+00,1.559e+00,3.215e+00,2.357e+00
8.762e-02,4.580e-01,6.126e-01,6.497e-01,1.031e+00,1.653e+00,2.027e+00,2.254e+00,1.319e+00,1.586e+00,1.135e+00,1.097e+00,1.047e+00,1.061e+00,1.292e+00,1.343e+00,2.156e+00,1.601e+00,1.914e+00,1.317e+00,1.143e+00,1.973e+00,2.058e+00,1.295e+00,1.624e+00,2.164e+00,1.459e+00,9.327e-01,1.345e+00,1.262e+00,1.675e+00,1.688e+00,1.595e+00,1.901e+00,1.713e+00,1.663e+00,9.878e-01,1.285e+00,1.955e+00,1.802e+00,1.379e+00,1.474e+00,1.791e+00,1.171e+00,1.682e+00,1.813e+00,1.740e+00,1.190e+00,1.354e+00,1.400e+00,1.178e+00,1.693e+00,7.806e-01,6.435e-01,1.777e+00,1.190e+00,2.072e+00,1.698e+00
5.094e-01,1.401e+00,1.635e+00,1.431e+00,1.837e+00,1.427e+00,3.015e+00,3.328e+00,2.197e+00,1.337e+00,2.162e+00,1.826e+00,1.838e+00,2.316e+00,2.001e+00,2.289e+00,3.126e+00,2.682e+00,3.118e+00,1.943e+00,2.595e+00,2.842e+00,2.012e+00,1.418e+00,2.537e+00,1.810e+00,1.668e+00,1.907e+00,1.935e+00,1.976e+00,2.545e+00,2.133e+00,1.922e+00,2.868e+00,2.290e+00,1.367e+00,1.530e+00,1.245e+00,2.603e+00,1.991e+00,2.496e+00,2.265e+00,3.196e+00,2.426e+00,1.979e+00,2.891e+00,2.863e+00,1.639e+00,1.812e+00,2.159e+00,2.396e+00,1.700e+00,1.814e+00,1.357e+00,2.226e+00,2.115e+00,2.846e+00,2.558e+00
4.377e-01,1.004e+00,1.435e+00,1.580e+00,1.873e+00,2.277e+00,3.337e+00,3.540e+00,2.865e+00,2.353e+00,2.233e+00,2.518e+00,1.743e+00,2.447e+00,2.272e+00,3.333e+00,3.908e+00,3.508e+00,3.856e+00,2.582e+00,2.173e+00,3.446e+00,3.671e+00,2.704e+00,2.679e+00,3.450e+00,2.504e+00,2.395e+00,2.490e+00,2.504e+00,2.780e+00,3.680e+00,2.942e+00,3.722e+00,3.368e+00,2.982e+00,2.309e+00,2.584e+00,3.389e+00,3.094e+00,3.293e+00,2.692e+00,3.688e+00,2.658e+00,2.819e+00,2.827e+00,3.776e+00,2.273e+00,2.400e+00,2.945e+00,2.247e+00,2.342e+00,2.792e+00,2.253e+00,3.835e+00,2.394e+00,3.455e+00,3.353e+00
4.550e-01,1.308e+00,1.308e+00,1.047e+00,1.714e+00,1.253e+00,2.149e+00,2.835e+00,2.554e+00,2.398e+00,1.968e+00,1.821e+00,2.082e+00,2.385e+00,2.041e+00,2.814e+00,2.941e+00,3.299e+00,3.378e+00,2.065e+00,2.529e+00,3.225e+00,2.631e+00,1.719e+00,2.500e+00,3.343e+00,2.131e+00,2.637e+00,1.896e+00,2.364e+00,2.678e+00,2.691e+00,2.345e+00,3.497e+00,2.286e+00,2.366e+00,2.569e+00,2.128e+00,3.009e+00,2.273e+00,2.865e+00,2.942e+00,2.698e+00,2.537e+00,2.274e+00,2.072e+00,2.501e+00,2.227e+00,1.576e+00,2.772e+00,2.803e+00,2.137e+00,2.731e+00,1.563e+00,2.757e+00,2.696e+00,3.111e+00,2.402e+00
4.127e-01,1.366e+00,1.877e+00,1.797e+00,2.030e+00,1.495e+00,2.944e+00,3.135e+00,3.291e+00,2.593e+00,3.174e+00,3.071e+00,3.481e+00,3.239e+00,2.571e+00,4.338e+00,3.920e+00,3.873e+00,4.068e+00,3.205e+00,3.347e+00,4.933e+00,3.796e+00,2.933e+00,3.491e+00,3.566e+00,2.657e+00,3.608e+00,3.372e+00,3.813e+00,3.259e+00,3.457e+00,3.028e+00,4.989e+00,3.206e+00,2.725e+00,3.054e+00,2.552e+00,3.668e+00,2.616e+00,4.719e+00,3.417e+00,3.816e+00,3.323e+00,3.629e+00,2.802e+00,3.819e+00,3.027e+00,2.817e+00,3.217e+00,3.406e+00,3.167e+00,3.227e+00,2.881e+00,3.260e+00,3.419e+00,4.363e+00,3.529e+00
