6.558e-02,1.491e-01,3.339e-01,7.068e-01,1.116e-01,9.660e-01,3.819e-01,8.244e-01,1.350e-01,6.967e-01,4.947e-01,5.235e-01,5.483e-01,7.041e-01,3.837e-01,4.558e-01,9.252e-01,1.458e-01,1.382e-01,8.262e-01,1.672e-01,1.560e-01,3.438e-01,2.352e-01,5.766e-01,5.720e-02,6.356e-02,8.807e-01,1.717e-01,1.408e-01,5.951e-01,7.391e-01,6.861e-01,7.517e-02,2.453e-02,1.326e-01,4.025e-01,3.152e-02,6.804e-01,1.235e-01,4.418e-01,6.252e-01,1.224e-01,2.521e-01,2.564e-01,4.554e-01,9.378e-03,6.249e-02,1.290e-01
1.332e-02,1.549e-01,3.843e-01,2.550e-01,5.195e-01,2.818e-01,6.415e-01,2.425e-01,2.472e-01,2.596e-01,4.078e-01,5.211e-01,6.917e-01,9.344e-01,8.756e-02,4.367e-01,9.313e-01,4.663e-02,5.564e-01,4.499e-01,7.948e-01,5.289e-01,3.569e-01,6.737e-01,7.991e-01,7.017e-01,3.401e-01,3.663e-01,5.852e-01,7.941e-01,4.649e-01,3.217e-01,7.663e-01,9.812e-01,2.203e-01,4.913e-01,5.143e-01,7.961e-01,1.035e+00,1.508e-01,3.599e-01,4.361e-01,1.008e+00,5.582e-01,4.739e-01,7.204e-01,2.499e-01,5.376e-01,6.597e-01
3.925e-02,1.409e-01,1.136e+00,6.250e-01,2.771e-01,8.072e-01,5.372e-01,1.452e+00,3.149e-01,8.630e-01,7.174e-01,1.166e+00,9.070e-01,1.262e+00,6.064e-01,1.041e+00,1.696e+00,1.088e-01,1.286e+00,1.373e+00,6.880e-01,1.241e+00,7.099e-01,9.685e-01,1.095e+00,6.916e-01,1.148e+00,6.636e-01,7.799e-01,8.867e-01,1.122e+00,8.107e-01,9.466e-01,7.061e-01,4.911e-01,9.005e-01,1.285e+00,5.173e-01,1.112e+00,3.066e-01,1.213e+00,1.194e+00,7.503e-01,1.234e+00,5.942e-01,9.636e-01,4.325e-01,2.984e-01,4.927e-01
4.154e-02,2.143e-01,1.001e+00,6.656e-01,1.241e+00,1.513e+00,1.142e+00,2.153e+00,1.065e+00,9.763e-01,1.688e+00,1.728e+00,1.703e+00,1.876e+00,5.049e-01,1.254e+00,2.075e+00,9.515e-01,2.093e+00,1.749e+00,1.074e+00,1.576e+00,1.482e+00,1.379e+00,1.382e+00,1.742e+00,1.549e+00,1.306e+00,1.252e+00,1.557e+00,1.574e+00,1.535e+00,1.749e+00,1.489e+00,4.901e-01,1.382e+00,1.488e+00,1.722e+00,1.909e+00,1.080e+00,2.020e+00,1.463e+00,1.803e+00,2.137e+00,1.048e+00,1.853e+00,4.982e-01,1.467e+00,1.245e+00
7.001e-03,1.173e-01,9.776e-01,3.002e-01,7.881e-01,1.325e+00,1.431e+00,1.364e+00,1.339e+00,6.496e-01,6.899e-01,1.505e+00,1.374e+00,1.445e+00,6.392e-01,1.243e+00,1.531e+00,9.759e-01,2.319e+00,1.269e+00,1.268e+00,1.815e+00,6.785e-01,1.063e+00,1.929e+00,1.407e+00,1.435e+00,9.700e-01,1.507e+00,2.028e+00,1.434e+00,5.614e-01,1.563e+00,1.595e+00,6.610e-01,1.534e+00,1.787e+00,1.487e+00,1.246e+00,9.679e-01,1.965e+00,1.242e+00,1.515e+00,1.443e+00,9.118e-01,1.785e+00,9.828e-01,9.827e-01,7.416e-01
7.855e-03,1.273e-01,6.628e-01,2.498e-01,4.901e-01,8.118e-01,1.550e+00,1.294e+00,1.248e+00,3.923e-01,7.983e-01,1.678e+00,1.292e+00,1.838e+00,5.310e-01,1.081e+00,1.766e+00,1.042e+00,1.387e+00,1.658e+00,1.269e+00,1.440e+00,9.152e-01,1.644e+00,1.085e+00,1.392e+00,1.572e+00,5.486e-01,1.070e+00,1.120e+00,1.524e+00,1.119e+00,1.245e+00,1.399e+00,8.291e-01,1.212e+00,1.524e+00,1.382e+00,1.530e+00,1.097e+00,1.307e+00,9.880e-01,1.979e+00,1.017e+00,1.238e+00,1.018e+00,1.033e+00,1.455e+00,1.345e+00
1.607e-02,1.374e-01,5.999e-01,3.199e-01,7.784e-01,1.373e+00,1.965e+00,1.824e+00,2.448e+00,1.174e+00,1.638e+00,2.617e+00,2.203e+00,2.339e+00,1.546e+00,1.476e+00,2.769e+00,1.885e+00,1.853e+00,2.331e+00,2.253e+00,2.279e+00,1.225e+00,1.990e+00,1.632e+00,2.604e+00,2.432e+00,1.257e+00,1.670e+00,1.485e+00,2.676e+00,1.670e+00,2.409e+00,1.576e+00,9.767e-01,2.002e+00,2.040e+00,1.848e+00,2.450e+00,1.635e+00,2.510e+00,1.343e+00,2.473e+00,1.280e+00,2.297e+00,1.887e+00,1.577e+00,2.504e+00,1.477e+00
3.032e-02,7.995e-02,4.424e-01,4.035e-01,9.142e-01,1.878e+00,1.451e+00,2.651e+00,2.395e+00,1.032e+00,2.425e+00,2.483e+00,2.553e+00,2.166e+00,7.214e-01,1.695e+00,2.406e+00,2.211e+00,1.993e+00,2.326e+00,1.286e+00,2.178e+00,1.440e+00,1.528e+00,1.468e+00,2.262e+00,2.208e+00,1.486e+00,1.892e+00,1.960e+00,1.910e+00,2.212e+00,1.900e+00,1.360e+00,7.150e-01,2.126e+00,2.372e+00,1.566e+00,1.841e+00,2.083e+00,2.360e+00,1.397e+00,1.647e+00,1.775e+00,1.651e+00,2.428e+00,1.549e+00,2.014e+00,1.187e+00
3.081e-03,4.959e-02,7.283e-01,2.018e-01,8.538e-01,1.503e+00,1.560e+00,2.476e+00,2.599e+00,1.622e+00,2.054e+00,2.919e+00,3.016e+00,3.017e+00,1.491e+00,2.244e+00,3.062e+00,2.551e+00,3.060e+00,3.087e+00,1.813e+00,2.974e+00,1.612e+00,2.187e+00,1.764e+00,2.898e+00,2.921e+00,1.166e+00,2.226e+00,2.209e+00,1.967e+00,2.504e+00,2.124e+00,2.347e+00,9.842e-01,2.624e+00,2.489e+00,2.510e+00,2.386e+00,2.581e+00,2.462e+00,2.354e+00,2.422e+00,2.338e+00,2.318e+00,2.939e+00,2.003e+00,2.469e+00,1.620e+00
1.051e-02,3.265e-02,1.218e-01,1.422e-01,7.252e-01,1.493e+00,1.419e+00,1.667e+00,2.394e+00,1.675e+00,2.360e+00,2.791e+00,2.745e+00,2.614e+00,2.147e+00,1.910e+00,2.598e+00,2.664e+00,2.709e+00,3.268e+00,2.028e+00,2.406e+00,1.577e+00,1.693e+00,1.656e+00,2.632e+00,2.180e+00,1.668e+00,1.992e+00,1.681e+00,2.443e+00,2.624e+00,2.305e+00,2.659e+00,8.832e-01,2.082e+00,1.739e+00,2.249e+00,1.868e+00,2.906e+00,2.746e+00,2.654e+00,2.541e+00,1.833e+00,2.045e+00,3.288e+00,1.741e+00,3.034e+00,1.882e+00
