6.041e-01,2.412e-01,6.186e-01,9.186e-01,1.007e-01,4.126e-01,3.323e-01,2.565e-01,8.979e-01,5.008e-02,6.705e-01,1.258e-01,3.239e-02,6.142e-01,3.134e-01,6.411e-01,8.345e-01,8.780e-02,7.726e-02,5.898e-01,7.548e-01,5.590e-01,3.983e-01,7.007e-01,4.188e-01,1.848e-01,3.838e-01,1.509e-01,7.450e-01,7.948e-01,5.692e-01,1.663e-01,3.587e-01,5.982e-01,7.288e-01,9.422e-01,1.696e-01,4.767e-01,9.703e-01,3.240e-01,3.394e-01,3.363e-01,5.407e-01,4.267e-01,1.987e-01,1.723e-01,9.684e-02,5.642e-01,6.251e-01,3.801e-01,8.859e-01,1.514e-01,4.302e-01,8.540e-02,4.015e-01,8.125e-01,7.463e-01,6.112e-01,2.268e-01,8.297e-01,2.918e-01,3.412e-01,9.421e-01,3.732e-01,4.912e-01,7.219e-01,7.769e-01,9.030e-01,2.643e-02,6.404e-01,4.193e-01,1.788e-01,3.146e-01,5.559e-01,1.588e-01,8.800e-01,6.695e-01,3.046e-01
2.765e-01,1.672e-01,7.461e-01,4.749e-01,1.008e+00,6.220e-01,3.025e-01,7.334e-01,8.814e-01,1.185e-01,7.850e-01,5.776e-01,9.833e-01,4.989e-01,6.902e-01,8.754e-01,9.614e-01,3.306e-01,1.227e-01,8.413e-01,1.087e+00,6.755e-01,6.405e-01,9.818e-01,1.079e+00,1.054e+00,4.929e-01,1.563e-01,4.067e-01,1.030e+00,4.347e-01,8.418e-01,8.194e-01,9.107e-01,9.101e-01,4.420e-01,1.236e-01,9.096e-01,4.479e-01,9.341e-01,7.566e-01,2.416e-01,2.545e-01,6.063e-01,4.153e-01,8.829e-01,4.020e-01,8.346e-01,8.287e-01,4.340e-01,1.273e+00,4.307e-01,8.633e-01,7.533e-01,9.895e-01,1.199e+00,5.412e-01,1.115e+00,5.143e-01,8.362e-01,6.574e-01,4.329e-01,8.529e-01,1.008e+00,7.725e-01,1.203e+00,1.151e+00,7.165e-01,5.698e-01,3.832e-01,1.153e+00,9.710e-01,7.389e-01,1.099e+00,7.603e-01,5.017e-01,7.414e-01,3.458e-01
2.753e-01,1.340e-01,8.245e-01,6.840e-01,1.298e+00,5.090e-01,3.314e-01,6.323e-01,7.434e-01,6.235e-01,1.083e+00,4.878e-01,1.152e+00,1.052e+00,1.120e+00,7.064e-01,1.454e+00,5.524e-01,9.008e-01,7.509e-01,1.520e+00,6.416e-01,1.320e+00,9.708e-01,9.416e-01,5.104e-01,1.304e+00,6.235e-01,1.179e+00,7.319e-01,7.521e-01,4.510e-01,7.865e-01,1.166e+00,5.924e-01,1.337e+00,5.498e-01,6.550e-01,8.396e-01,9.010e-01,9.406e-01,8.009e-01,7.884e-01,1.237e+00,2.342e-01,5.637e-01,1.046e+00,1.392e+00,7.143e-01,3.161e-01,9.418e-01,7.193e-01,1.433e+00,6.483e-01,1.368e+00,7.309e-01,6.407e-01,7.523e-01,5.842e-01,9.260e-01,4.033e-01,5.442e-01,8.409e-01,1.007e+00,1.331e+00,1.644e+00,1.023e+00,8.485e-01,1.103e+00,9.152e-01,1.146e+00,1.230e+00,6.421e-01,6.862e-01,1.320e+00,4.699e-01,8.070e-01,9.175e-01
1.385e-01,6.731e-02,4.594e-01,4.114e-01,1.475e+00,5.346e-01,4.686e-01,6.901e-01,6.118e-01,8.015e-01,1.364e+00,1.270e+00,7.747e-01,1.385e+00,1.102e+00,9.711e-01,9.525e-01,1.079e+00,1.109e+00,5.719e-01,1.355e+00,1.057e+00,1.191e+00,9.761e-01,6.701e-01,9.082e-01,8.152e-01,7.040e-01,1.194e+00,8.366e-01,6.639e-01,7.230e-01,1.353e+00,1.451e+00,1.073e+00,1.743e+00,4.423e-01,6.678e-01,1.175e+00,1.303e+00,1.169e+00,8.968e-01,1.388e+00,7.462e-01,8.783e-01,5.994e-01,1.262e+00,1.590e+00,1.322e+00,1.020e+00,1.472e+00,6.263e-01,1.775e+00,1.169e+00,1.621e+00,8.420e-01,5.231e-01,8.961e-01,1.310e+00,1.045e+00,4.937e-01,1.164e+00,1.327e+00,1.257e+00,8.090e-01,1.225e+00,1.159e+00,8.964e-01,1.330e+00,1.457e+00,8.599e-01,1.375e+00,8.522e-01,5.473e-01,8.428e-01,7.336e-01,9.245e-01,1.424e+00
5.623e-01,2.767e-01,1.231e+00,1.073e+00,1.679e+00,1.007e+00,1.343e+00,1.443e+00,2.018e+00,1.414e+00,2.016e+00,1.095e+00,2.404e+00,2.337e+00,2.296e+00,1.833e+00,2.840e+00,1.381e+00,8.469e-01,1.706e+00,2.390e+00,1.701e+00,1.533e+00,2.488e+00,2.325e+00,1.899e+00,1.884e+00,7.277e-01,1.980e+00,1.699e+00,1.340e+00,1.862e+00,1.953e+00,2.698e+00,1.888e+00,2.307e+00,1.302e+00,1.820e+00,1.699e+00,1.894e+00,2.228e+00,1.407e+00,1.371e+00,2.156e+00,1.321e+00,1.545e+00,1.254e+00,2.102e+00,1.996e+00,1.599e+00,2.494e+00,1.020e+00,2.347e+00,2.038e+00,1.898e+00,1.986e+00,1.441e+00,2.346e+00,1.592e+00,1.856e+00,1.279e+00,1.268e+00,2.071e+00,1.647e+00,2.349e+00,2.385e+00,1.906e+00,2.353e+00,1.919e+00,1.974e+00,1.969e+00,2.244e+00,1.766e+00,1.485e+00,2.062e+00,1.901e+00,1.445e+00,1.304e+00
5.113e-01,2.348e-01,7.879e-01,8.390e-01,1.080e+00,1.091e+00,1.116e+00,1.367e+00,1.669e+00,1.006e+00,1.886e+00,1.811e+00,1.186e+00,1.869e+00,1.312e+00,2.096e+00,1.986e+00,1.725e+00,1.280e+00,1.300e+00,1.937e+00,1.915e+00,1.602e+00,1.912e+00,1.574e+00,2.003e+00,9.911e-01,7.363e-01,1.446e+00,1.913e+00,1.154e+00,1.739e+00,1.853e+00,2.582e+00,1.718e+00,2.426e+00,4.614e-01,1.415e+00,1.661e+00,1.334e+00,1.447e+00,7.843e-01,1.295e+00,1.017e+00,1.682e+00,1.439e+00,8.357e-01,2.015e+00,2.472e+00,1.673e+00,2.417e+00,7.043e-01,2.083e+00,1.616e+00,1.854e+00,1.900e+00,1.405e+00,1.998e+00,1.579e+00,1.893e+00,1.652e+00,1.742e+00,2.445e+00,1.916e+00,1.134e+00,2.103e+00,2.337e+00,2.326e+00,1.853e+00,2.177e+00,1.882e+00,2.198e+00,1.923e+00,1.472e+00,1.299e+00,1.643e+00,1.392e+00,1.103e+00
1.656e-01,6.652e-02,4.852e-01,4.797e-01,9.713e-01,4.528e-01,1.353e+00,1.274e+00,1.644e+00,1.783e+00,1.911e+00,1.671e+00,1.444e+00,2.027e+00,1.520e+00,9.512e-01,1.981e+00,1.061e+00,2.010e+00,6.458e-01,2.248e+00,1.234e+00,1.958e+00,1.803e+00,1.611e+00,1.250e+00,1.398e+00,1.059e+00,1.468e+00,1.393e+00,1.626e+00,6.316e-01,1.806e+00,2.026e+00,1.308e+00,1.828e+00,1.197e+00,5.803e-01,1.557e+00,1.525e+00,1.454e+00,9.486e-01,1.836e+00,1.480e+00,9.210e-01,6.514e-01,1.410e+00,1.785e+00,1.966e+00,1.576e+00,9.993e-01,6.761e-01,1.694e+00,9.211e-01,1.938e+00,1.026e+00,1.005e+00,1.334e+00,1.671e+00,1.464e+00,7.784e-01,1.511e+00,1.245e+00,1.744e+00,1.289e+00,1.489e+00,1.660e+00,2.015e+00,2.414e+00,1.889e+00,1.454e+00,1.673e+00,1.348e+00,1.197e+00,2.232e+00,8.107e-01,1.471e+00,1.326e+00
4.502e-01,2.137e-01,7.393e-01,7.266e-01,8.227e-01,7.218e-01,1.458e+00,1.774e+00,2.952e+00,1.530e+00,1.800e+00,2.076e+00,2.117e+00,2.849e+00,2.331e+00,1.931e+00,2.969e+00,2.029e+00,1.383e+00,1.349e+00,1.849e+00,1.871e+00,1.602e+00,2.363e+00,2.349e+00,2.716e+00,1.234e+00,6.267e-01,1.881e+00,1.850e+00,2.046e+00,2.128e+00,1.987e+00,2.990e+00,2.054e+00,1.910e+00,1.197e+00,1.731e+00,1.636e+00,2.545e+00,2.051e+00,1.831e+00,1.348e+00,2.410e+00,1.465e+00,1.875e+00,1.346e+00,2.253e+00,2.957e+00,2.051e+00,2.147e+00,1.329e+00,1.994e+00,1.733e+00,1.997e+00,1.903e+00,1.903e+00,2.917e+00,2.291e+00,2.035e+00,1.563e+00,1.654e+00,2.210e+00,1.519e+00,1.793e+00,1.913e+00,1.865e+00,3.210e+00,2.185e+00,1.766e+00,2.110e+00,2.419e+00,1.950e+00,1.874e+00,1.958e+00,2.063e+00,2.137e+00,1.561e+00
2.941e-01,1.379e-01,6.877e-01,6.369e-01,1.256e+00,7.095e-01,1.375e+00,1.612e+00,2.522e+00,2.307e+00,2.268e+00,2.415e+00,2.437e+00,3.359e+00,2.089e+00,1.797e+00,2.705e+00,2.439e+00,2.306e+00,1.260e+00,3.105e+00,2.324e+00,2.792e+00,2.824e+00,2.759e+00,2.169e+00,2.206e+00,1.617e+00,2.075e+00,2.476e+00,2.825e+00,1.554e+00,3.034e+00,3.015e+00,2.588e+00,2.263e+00,1.610e+00,1.405e+00,2.462e+00,2.392e+00,2.283e+00,2.092e+00,2.753e+00,2.627e+00,1.387e+00,2.153e+00,2.616e+00,3.208e+00,3.196e+00,1.947e+00,2.550e+00,1.588e+00,2.500e+00,1.849e+00,2.383e+00,2.252e+00,2.149e+00,2.914e+00,2.498e+00,1.906e+00,1.994e+00,2.074e+00,2.166e+00,2.041e+00,2.111e+00,2.008e+00,2.859e+00,3.456e+00,3.093e+00,2.348e+00,2.759e+00,3.147e+00,1.832e+00,2.130e+00,3.001e+00,1.464e+00,2.864e+00,2.063e+00
1.000e-01,4.024e-02,3.343e-01,3.309e-01,9.392e-01,3.979e-01,5.794e-01,1.109e+00,1.715e+00,1.491e+00,2.322e+00,2.445e+00,2.339e+00,2.907e+00,2.332e+00,1.898e+00,2.939e+00,2.469e+00,2.167e+00,1.579e+00,2.690e+00,2.381e+00,2.798e+00,1.534e+00,1.673e+00,2.513e+00,1.600e+00,1.889e+00,1.797e+00,1.461e+00,2.672e+00,1.606e+00,2.471e+00,2.823e+00,2.319e+00,2.457e+00,1.115e+00,9.991e-01,2.485e+00,2.808e+00,1.482e+00,2.772e+00,1.751e+00,2.817e+00,1.267e+00,1.750e+00,2.789e+00,3.409e+00,2.417e+00,1.299e+00,1.614e+00,1.742e+00,2.820e+00,1.778e+00,1.954e+00,2.047e+00,2.493e+00,2.922e+00,2.795e+00,2.206e+00,1.407e+00,2.061e+00,2.442e+00,2.064e+00,1.446e+00,1.666e+00,1.896e+00,3.330e+00,2.544e+00,2.422e+00,2.076e+00,2.679e+00,2.137e+00,1.831e+00,2.299e+00,1.374e+00,2.893e+00,2.122e+00
