9.747e-01,3.699e-02,1.967e-01,6.265e-01,7.462e-01,8.011e-01,9.107e-01,9.363e-01,1.940e-01,7.557e-01,3.929e-01,1.610e-01,9.408e-01,9.590e-01,1.785e-01,3.058e-01,8.084e-01,6.360e-01,8.553e-01,9.529e-01,3.075e-01,9.830e-01,3.047e-01,2.978e-01,5.299e-01,9.084e-01,8.872e-01,3.343e-01,3.050e-01,6.944e-01,4.563e-01,3.204e-01,8.756e-01,4.809e-01,1.034e-01,9.149e-02,5.430e-01,2.219e-01,3.536e-01,3.495e-01,7.078e-01,8.700e-01,3.964e-01,1.664e-01,6.685e-02,1.560e-01,2.188e-01,7.555e-01,1.125e-01,4.352e-02,8.200e-02,7.299e-01,8.151e-01,8.322e-01,9.965e-01,8.755e-02,4.681e-01,6.674e-01,3.120e-01,6.275e-01,1.673e-01,9.427e-01
7.888e-01,5.797e-01,2.617e-01,8.474e-01,7.626e-01,8.936e-01,1.509e+00,1.696e+00,8.545e-01,6.459e-01,4.474e-01,9.336e-01,1.587e+00,1.163e+00,3.869e-01,9.978e-01,9.374e-01,9.455e-01,1.538e+00,1.219e+00,1.069e+00,8.489e-01,8.989e-01,8.220e-01,9.387e-01,7.554e-01,1.339e+00,6.695e-01,1.094e+00,7.958e-01,8.383e-01,7.402e-01,9.388e-01,7.553e-01,6.716e-01,7.530e-01,5.952e-01,6.772e-01,5.000e-01,7.857e-01,1.206e+00,9.018e-01,5.396e-01,6.327e-01,8.745e-01,1.613e-01,5.148e-01,1.288e+00,6.854e-01,3.644e-02,2.957e-01,1.533e+00,8.681e-01,1.362e+00,1.673e+00,5.606e-01,8.882e-01,6.715e-01,7.525e-01,1.185e+00,2.053e-01,1.657e+00
6.972e-01,1.958e-01,3.420e-01,1.322e+00,1.392e+00,1.334e+00,1.309e+00,1.947e+00,1.085e+00,6.361e-01,1.041e+00,4.879e-01,1.148e+00,1.758e+00,1.075e+00,6.144e-01,1.071e+00,1.021e+00,1.491e+00,1.611e+00,1.180e+00,1.433e+00,8.308e-01,1.249e+00,9.589e-01,9.152e-01,8.534e-01,1.106e+00,8.418e-01,1.103e+00,1.319e+00,7.468e-01,1.195e+00,7.807e-01,3.170e-01,1.146e+00,4.775e-01,1.305e+00,4.288e-01,1.216e+00,1.656e+00,1.166e+00,1.130e+00,9.969e-01,9.578e-01,1.036e+00,4.909e-01,1.230e+00,9.931e-01,1.030e+00,9.397e-01,1.004e+00,1.045e+00,1.111e+00,1.400e+00,1.199e+00,5.199e-01,1.409e+00,1.080e+00,1.261e+00,6.360e-01,1.891e+00
1.840e-01,2.043e-01,1.004e-01,5.236e-01,9.414e-01,4.133e-01,1.346e+00,1.225e+00,6.509e-01,7.875e-01,4.902e-01,1.171e+00,1.464e+00,7.492e-01,5.523e-01,4.064e-01,4.450e-01,1.071e+00,1.338e+00,1.004e+00,5.854e-01,1.034e+00,8.443e-01,1.247e+00,8.066e-01,4.598e-01,9.605e-01,8.897e-01,5.514e-01,1.008e+00,8.196e-01,9.331e-01,9.894e-01,6.661e-01,2.512e-01,7.939e-01,1.047e+00,1.266e+00,1.119e+00,6.007e-01,8.024e-01,1.016e+00,4.458e-01,1.144e+00,1.151e+00,9.355e-01,8.166e-01,1.358e+00,4.202e-01,1.056e+00,5.848e-01,7.923e-01,3.108e-01,6.644e-01,1.097e+00,1.221e+00,7.988e-01,1.233e+00,4.946e-01,9.927e-01,6.569e-01,1.145e+00
2.221e-02,2.650e-01,1.368e-01,6.766e-01,1.507e+00,8.472e-01,1.329e+00,2.283e+00,1.531e+00,1.352e+00,9.252e-01,1.292e+00,1.421e+00,9.058e-01,1.033e+00,6.482e-01,8.849e-01,1.790e+00,1.876e+00,1.805e+00,1.453e+00,1.270e+00,1.521e+00,2.217e+00,1.310e+00,3.537e-01,1.244e+00,1.171e+00,8.662e-01,1.702e+00,1.228e+00,1.076e+00,1.818e+00,1.539e+00,1.012e+00,1.421e+00,1.142e+00,1.683e+00,1.159e+00,1.337e+00,1.651e+00,1.827e+00,1.391e+00,1.642e+00,1.645e+00,1.622e+00,1.339e+00,1.770e+00,9.246e-01,1.429e+00,1.154e+00,1.720e+00,9.038e-01,8.390e-01,1.463e+00,1.425e+00,7.672e-01,1.631e+00,1.643e+00,1.969e+00,1.635e+00,1.478e+00
4.615e-01,5.242e-01,2.038e-01,7.903e-01,1.042e+00,9.850e-01,2.086e+00,2.403e+00,1.552e+00,1.033e+00,1.549e+00,2.152e+00,2.423e+00,1.161e+00,1.401e+00,1.136e+00,1.613e+00,1.626e+00,2.437e+00,2.025e+00,1.292e+00,1.948e+00,1.578e+00,2.125e+00,1.600e+00,8.954e-01,1.479e+00,1.826e+00,2.064e+00,2.132e+00,1.487e+00,1.480e+00,1.295e+00,1.711e+00,6.903e-01,1.925e+00,1.137e+00,2.105e+00,1.505e+00,1.051e+00,1.370e+00,1.372e+00,1.134e+00,1.312e+00,1.634e+00,1.483e+00,9.345e-01,1.771e+00,8.356e-01,1.347e+00,8.919e-01,2.419e+00,8.748e-01,1.348e+00,2.230e+00,1.489e+00,2.002e+00,1.400e+00,1.507e+00,2.110e+00,1.554e+00,1.803e+00
9.323e-01,2.106e-01,3.348e-01,1.293e+00,1.931e+00,1.719e+00,2.453e+00,3.102e+00,1.849e+00,2.480e+00,2.539e+00,1.555e+00,2.568e+00,1.984e+00,2.430e+00,1.071e+00,3.049e+00,2.973e+00,3.498e+00,2.886e+00,2.438e+00,2.936e+00,2.592e+00,2.913e+00,2.766e+00,1.596e+00,1.703e+00,2.047e+00,1.722e+00,3.410e+00,2.652e+00,1.792e+00,3.040e+00,2.750e+00,9.800e-01,2.513e+00,1.807e+00,2.532e+00,1.664e+00,2.005e+00,2.248e+00,2.909e+00,2.529e+00,1.560e+00,1.965e+00,2.171e+00,1.466e+00,2.497e+00,1.355e+00,2.631e+00,1.748e+00,3.033e+00,2.039e+00,1.825e+00,2.750e+00,1.815e+00,2.400e+00,2.705e+00,2.246e+00,3.356e+00,2.370e+00,2.582e+00
2.888e-01,2.570e-01,1.939e-01,8.521e-01,1.524e+00,1.100e+00,1.953e+00,3.075e+00,2.524e+00,2.914e+00,2.030e+00,2.403e+00,2.536e+00,2.100e+00,2.577e+00,1.026e+00,3.054e+00,2.902e+00,3.285e+00,3.149e+00,2.882e+00,2.923e+00,2.777e+00,3.186e+00,2.697e+00,1.904e+00,1.352e+00,1.704e+00,1.762e+00,2.836e+00,2.432e+00,2.518e+00,2.604e+00,3.237e+00,1.825e+00,2.600e+00,2.455e+00,2.470e+00,1.949e+00,2.693e+00,2.743e+00,2.973e+00,2.147e+00,1.820e+00,2.703e+00,2.359e+00,1.869e+00,2.796e+00,1.846e+00,3.218e+00,1.615e+00,3.453e+00,1.880e+00,1.445e+00,2.241e+00,2.543e+00,2.127e+00,2.667e+00,2.217e+00,3.724e+00,2.358e+00,2.342e+00
8.564e-01,1.458e-01,2.038e-01,7.462e-01,1.590e+00,1.347e+00,1.957e+00,3.213e+00,2.681e+00,3.832e+00,2.597e+00,2.947e+00,3.493e+00,2.779e+00,3.046e+00,1.262e+00,3.655e+00,3.595e+00,3.445e+00,3.934e+00,3.291e+00,3.220e+00,2.644e+00,3.609e+00,2.925e+00,3.100e+00,2.237e+00,2.600e+00,2.698e+00,3.518e+00,2.439e+00,2.810e+00,3.021e+00,3.436e+00,2.692e+00,2.172e+00,3.071e+00,2.350e+00,2.643e+00,2.326e+00,2.965e+00,3.070e+00,2.030e+00,1.554e+00,3.024e+00,2.949e+00,1.984e+00,2.950e+00,1.697e+00,2.625e+00,1.366e+00,3.836e+00,2.999e+00,2.147e+00,2.734e+00,2.429e+00,2.578e+00,2.817e+00,2.350e+00,3.631e+00,3.145e+00,2.626e+00
4.999e-01,1.640e-01,2.732e-01,1.231e+00,1.757e+00,1.240e+00,2.073e+00,2.569e+00,1.997e+00,2.714e+00,2.487e+00,3.175e+00,3.242e+00,3.365e+00,2.812e+00,1.665e+00,2.767e+00,3.428e+00,3.635e+00,3.255e+00,3.504e+00,3.530e+00,2.872e+00,3.693e+00,2.869e+00,2.401e+00,2.690e+00,3.585e+00,3.006e+00,3.537e+00,2.648e+00,2.419e+00,2.569e+00,2.431e+00,2.226e+00,2.310e+00,2.336e+00,2.713e+00,2.543e+00,2.028e+00,2.510e+00,2.358e+00,2.348e+00,2.739e+00,3.209e+00,3.569e+00,2.425e+00,3.032e+00,1.960e+00,2.637e+00,2.051e+00,2.414e+00,2.179e+00,2.260e+00,2.625e+00,2.988e+00,2.398e+00,3.266e+00,1.673e+00,2.605e+00,2.379e+00,3.255e+00
