1.674e-01,7.927e-01,8.094e-01,9.265e-01,4.749e-01,4.708e-01,9.647e-01,6.708e-01,5.168e-01,7.657e-01,5.986e-01,1.604e-01,7.372e-01,3.664e-01,9.009e-01,8.544e-01,6.756e-01,9.587e-01,8.689e-01,9.045e-01,7.255e-01,3.610e-01,9.665e-01,8.526e-01,5.612e-03,5.851e-01,4.560e-01,7.630e-01,9.385e-01,2.273e-01,1.717e-01,4.411e-01,2.037e-01,1.815e-02,3.217e-01,5.252e-01,3.078e-01,5.767e-01,5.911e-01,1.791e-01,8.875e-01,7.198e-01,5.959e-01,9.972e-01,2.099e-01,9.702e-01
3.940e-02,1.169e+00,5.067e-01,7.224e-01,1.578e-01,9.219e-01,8.167e-01,5.641e-01,2.388e-01,1.044e+00,9.854e-01,6.737e-01,5.693e-01,5.701e-01,7.287e-01,4.965e-01,1.016e+00,8.802e-01,2.897e-01,1.064e+00,6.836e-01,2.259e-01,8.417e-01,3.452e-01,8.455e-01,1.029e+00,1.029e+00,1.069e+00,1.045e+00,5.998e-01,1.035e+00,5.961e-01,1.267e-01,5.387e-01,8.263e-01,4.582e-01,3.656e-01,8.071e-01,3.996e-01,8.089e-01,9.480e-01,5.576e-01,9.394e-01,1.139e+00,7.497e-01,3.603e-01
6.643e-02,1.130e+00,1.429e+00,1.448e+00,7.797e-01,1.252e+00,1.057e+00,1.209e+00,3.574e-01,1.846e+00,1.796e+00,5.941e-01,1.427e+00,1.492e+00,1.051e+00,8.838e-01,1.786e+00,1.442e+00,5.589e-01,1.492e+00,1.344e+00,6.952e-01,1.321e+00,1.451e+00,7.444e-01,1.089e+00,1.259e+00,1.792e+00,1.070e+00,1.523e+00,1.696e+00,6.792e-01,7.693e-01,9.147e-01,1.506e+00,5.321e-01,1.267e+00,1.584e+00,7.789e-01,1.063e+00,1.717e+00,8.401e-01,1.600e+00,1.207e+00,9.508e-01,1.467e+00
1.332e-01,7.241e-01,1.192e+00,1.567e+00,1.223e+00,1.059e+00,1.450e+00,1.532e+00,1.228e+00,1.698e+00,1.116e+00,2.193e-01,1.369e+00,9.844e-01,1.591e+00,1.467e+00,1.330e+00,2.086e+00,1.504e+00,1.573e+00,1.055e+00,1.350e+00,1.954e+00,1.668e+00,1.047e+00,9.234e-01,1.318e+00,1.890e+00,1.799e+00,1.036e+00,1.061e+00,1.249e+00,1.109e+00,6.423e-01,1.713e+00,1.074e+00,9.619e-01,1.953e+00,1.532e+00,7.360e-01,1.570e+00,7.816e-01,1.429e+00,1.516e+00,1.353e+00,2.022e+00
5.131e-02,1.039e+00,9.963e-01,1.389e+00,9.792e-01,2.031e+00,1.671e+00,2.037e+00,1.923e+00,2.331e+00,1.575e+00,1.210e+00,1.366e+00,1.125e+00,1.978e+00,2.035e+00,2.442e+00,2.075e+00,1.870e+00,2.613e+00,1.441e+00,1.667e+00,2.424e+00,2.167e+00,1.905e+00,2.144e+00,2.521e+00,2.211e+00,2.714e+00,2.244e+00,2.060e+00,1.357e+00,1.229e+00,1.441e+00,2.894e+00,1.879e+00,1.625e+00,2.644e+00,1.922e+00,1.365e+00,2.473e+00,9.969e-01,1.652e+00,2.004e+00,2.324e+00,1.507e+00
7.278e-02,1.293e+00,8.073e-01,1.186e+00,6.246e-01,2.002e+00,1.944e+00,2.429e+00,1.800e+00,2.469e+00,1.710e+00,1.093e+00,1.439e+00,1.818e+00,1.911e+00,2.079e+00,2.638e+00,2.416e+00,1.794e+00,2.477e+00,1.894e+00,1.159e+00,2.808e+00,1.632e+00,1.677e+00,2.382e+00,2.863e+00,2.604e+00,2.990e+00,2.270e+00,2.535e+00,1.821e+00,8.275e-01,1.789e+00,2.907e+00,2.110e+00,1.091e+00,2.061e+00,2.184e+00,1.752e+00,1.938e+00,1.572e+00,1.896e+00,2.568e+00,2.214e+00,1.579e+00
4.434e-02,8.164e-01,6.999e-01,9.470e-01,5.761e-01,1.300e+00,1.602e+00,2.140e+00,1.425e+00,2.120e+00,1.603e+00,1.460e+00,2.017e+00,1.513e+00,2.169e+00,1.627e+00,1.768e+00,2.587e+00,1.434e+00,2.149e+00,2.151e+00,1.138e+00,2.546e+00,2.075e+00,1.183e+00,2.273e+00,2.305e+00,2.731e+00,2.442e+00,2.421e+00,2.721e+00,1.870e+00,1.060e+00,2.051e+00,1.982e+00,1.518e+00,8.978e-01,1.880e+00,1.515e+00,1.293e+00,1.486e+00,1.132e+00,1.988e+00,2.140e+00,1.991e+00,2.040e+00
9.395e-02,1.125e+00,1.068e+00,1.508e+00,9.977e-01,1.427e+00,1.605e+00,2.142e+00,1.516e+00,2.740e+00,1.508e+00,1.317e+00,2.311e+00,1.834e+00,2.344e+00,1.899e+00,2.721e+00,2.758e+00,1.506e+00,1.967e+00,2.204e+00,2.138e+00,2.458e+00,1.641e+00,2.464e+00,1.549e+00,2.497e+00,2.546e+00,2.380e+00,1.371e+00,1.796e+00,1.581e+00,1.070e+00,1.571e+00,2.230e+00,1.962e+00,1.084e+00,2.312e+00,2.479e+00,2.006e+00,1.837e+00,1.273e+00,2.089e+00,2.568e+00,2.009e+00,2.731e+00
1.615e-01,1.621e+00,1.265e+00,1.553e+00,7.357e-01,1.783e+00,2.126e+00,2.310e+00,1.831e+00,2.882e+00,1.986e+00,2.428e+00,2.562e+00,2.572e+00,2.896e+00,2.635e+00,2.989e+00,3.163e+00,2.031e+00,2.874e+00,2.977e+00,2.020e+00,2.993e+00,3.227e+00,1.974e+00,3.408e+00,2.875e+00,3.058e+00,3.818e+00,3.172e+00,3.107e+00,2.006e+00,1.727e+00,1.763e+00,2.819e+00,1.919e+00,1.796e+00,2.533e+00,2.219e+00,2.209e+00,2.440e+00,2.255e+00,2.145e+00,3.325e+00,2.175e+00,2.402e+00
1.533e-01,1.492e+00,1.269e+00,1.694e+00,1.019e+00,2.099e+00,2.170e+00,2.452e+00,2.202e+00,3.239e+00,2.671e+00,2.201e+00,2.645e+00,2.116e+00,3.580e+00,2.733e+00,3.754e+00,3.517e+00,3.025e+00,4.033e+00,3.224e+00,2.730e+00,3.713e+00,2.971e+00,2.956e+00,3.332e+00,2.888e+00,3.485e+00,3.652e+00,2.791e+00,2.490e+00,2.622e+00,1.437e+00,1.889e+00,2.912e+00,2.924e+00,1.836e+00,2.824e+00,3.157e+00,2.613e+00,3.025e+00,1.844e+00,2.906e+00,3.097e+00,3.256e+00,2.421e+00
