3.991e-01,1.521e-01,5.986e-01,4.030e-01,5.074e-01,9.394e-01,1.467e-01,7.875e-02,6.796e-01,3.406e-01,9.809e-02,2.582e-01,2.441e-01,8.379e-01,6.074e-01,7.770e-01,2.729e-01,5.586e-01,9.099e-01,6.522e-01,5.146e-01,6.703e-01,3.246e-01,3.576e-01,7.145e-02,7.273e-01,4.595e-01,3.676e-01,4.678e-01,4.137e-01,2.849e-03,3.746e-01,6.835e-01,6.174e-01,9.978e-01,2.293e-01,2.377e-01,2.954e-01,7.722e-01,2.762e-01,4.916e-01,7.055e-01,1.481e-01,1.654e-01,8.136e-01,5.197e-01,8.234e-01,2.900e-02,6.438e-01,5.514e-02,5.564e-02,4.640e-02,4.290e-01,2.396e-01,7.288e-02,7.882e-01,8.574e-01,1.664e-01,8.518e-01,5.877e-01,4.077e-02,5.076e-01,6.761e-01,8.032e-01,3.983e-01,3.712e-01,7.417e-02,8.061e-01,7.619e-02,2.426e-01,3.248e-01,3.481e-01,1.485e-01,7.628e-02
3.586e-01,1.014e+00,1.380e+00,7.870e-01,1.234e+00,1.718e+00,8.293e-01,2.770e-01,1.209e+00,4.514e-01,1.561e-01,1.002e+00,6.535e-01,8.714e-01,1.348e+00,1.504e+00,1.077e+00,5.904e-01,1.471e+00,1.541e+00,7.882e-01,1.525e+00,1.226e+00,1.041e+00,3.767e-01,6.667e-01,1.100e+00,5.121e-01,9.625e-01,4.231e-01,8.886e-01,6.520e-01,1.154e+00,1.222e+00,1.317e+00,6.908e-01,2.727e-01,8.519e-01,1.166e+00,9.893e-01,1.353e+00,1.578e+00,8.627e-01,2.598e-01,8.143e-01,1.195e+00,9.659e-01,5.617e-01,6.043e-01,8.440e-01,1.023e-01,7.902e-01,5.848e-01,1.168e+00,1.869e-01,1.177e+00,9.552e-01,4.162e-01,1.400e+00,1.416e+00,2.034e-01,5.858e-01,6.997e-01,1.264e+00,4.297e-01,7.871e-01,5.481e-01,1.246e+00,5.323e-01,1.112e+00,4.710e-01,5.231e-01,1.037e+00,5.699e-01
3.923e-01,1.499e-01,6.785e-01,8.611e-01,1.029e+00,1.511e+00,4.464e-01,5.321e-01,9.210e-01,6.291e-01,6.200e-01,1.209e+00,1.158e+00,1.491e+00,1.308e+00,1.714e+00,1.189e+00,7.516e-01,1.198e+00,1.233e+00,7.388e-01,1.521e+00,9.865e-01,9.194e-01,6.083e-01,7.699e-01,1.341e+00,7.138e-01,7.798e-01,6.741e-01,7.805e-01,5.593e-01,7.072e-01,1.584e+00,1.170e+00,9.009e-01,5.511e-01,4.846e-01,1.518e+00,3.517e-01,1.004e+00,1.607e+00,9.921e-01,4.961e-01,9.974e-01,6.533e-01,1.527e+00,6.271e-01,1.397e+00,9.055e-01,9.428e-01,1.949e-01,5.051e-01,8.348e-01,7.183e-01,1.625e+00,1.093e+00,1.111e+00,1.820e+00,1.416e+00,8.499e-01,5.325e-01,1.102e+00,9.487e-01,1.233e+00,8.351e-01,9.519e-01,1.436e+00,2.658e-01,9.705e-01,6.468e-01,3.873e-01,7.267e-01,5.132e-01
8.812e-03,4.784e-01,5.039e-01,8.868e-01,9.622e-01,1.600e+00,8.532e-01,3.586e-01,1.064e+00,3.373e-01,1.112e+00,1.702e+00,9.564e-01,8.416e-01,1.561e+00,1.252e+00,1.750e+00,1.104e+00,8.904e-01,1.487e+00,9.788e-01,1.045e+00,1.380e+00,1.240e+00,1.049e+00,2.188e-01,1.006e+00,1.200e+00,1.282e+00,6.476e-01,1.281e+00,1.036e+00,8.411e-01,9.494e-01,6.960e-01,9.877e-01,8.552e-01,4.211e-01,1.534e+00,1.234e+00,9.527e-01,1.056e+00,1.335e+00,8.952e-01,6.359e-01,1.002e+00,4.773e-01,1.136e+00,7.112e-01,1.243e+00,1.234e+00,8.257e-01,3.457e-01,1.437e+00,1.027e+00,8.457e-01,6.819e-01,5.506e-01,1.128e+00,1.583e+00,1.127e+00,7.552e-01,6.843e-01,6.017e-01,5.877e-01,5.404e-01,1.173e+00,1.288e+00,1.026e+00,1.571e+00,1.225e+00,1.983e-01,7.956e-01,1.224e+00
3.341e-01,6.216e-01,1.030e+00,1.311e+00,2.039e+00,3.055e+00,1.643e+00,5.747e-01,1.945e+00,1.532e+00,1.776e+00,2.844e+00,1.730e+00,2.470e+00,2.521e+00,2.722e+00,2.391e+00,1.723e+00,1.917e+00,2.682e+00,1.640e+00,2.085e+00,2.011e+00,2.068e+00,1.319e+00,1.331e+00,2.414e+00,1.583e+00,2.420e+00,1.389e+00,1.486e+00,2.115e+00,1.898e+00,1.833e+00,2.116e+00,1.366e+00,1.556e+00,1.400e+00,2.453e+00,1.618e+00,2.012e+00,2.836e+00,2.058e+00,1.378e+00,2.125e+00,1.501e+00,1.730e+00,1.997e+00,2.002e+00,2.381e+00,1.621e+00,1.584e+00,8.579e-01,2.638e+00,1.951e+00,1.995e+00,1.960e+00,1.868e+00,2.213e+00,2.874e+00,1.809e+00,1.318e+00,1.453e+00,1.664e+00,1.221e+00,1.813e+00,1.789e+00,2.512e+00,1.962e+00,2.038e+00,1.946e+00,1.032e+00,1.851e+00,1.529e+00
4.659e-02,6.253e-01,7.060e-01,9.021e-01,1.124e+00,1.939e+00,1.806e+00,1.287e+00,1.813e+00,1.353e+00,1.025e+00,2.555e+00,1.373e+00,1.107e+00,1.580e+00,1.914e+00,1.877e+00,1.628e+00,9.960e-01,1.962e+00,1.855e+00,1.809e+00,1.465e+00,1.549e+00,1.760e+00,1.152e+00,1.718e+00,1.008e+00,1.676e+00,8.341e-01,1.381e+00,1.666e+00,1.460e+00,1.807e+00,1.604e+00,1.385e+00,1.548e+00,7.354e-01,2.241e+00,1.155e+00,1.697e+00,1.742e+00,1.784e+00,1.107e+00,8.249e-01,1.234e+00,1.121e+00,1.685e+00,1.342e+00,2.359e+00,1.729e+00,1.776e+00,1.303e+00,1.662e+00,1.514e+00,1.471e+00,1.289e+00,8.987e-01,2.248e+00,2.418e+00,1.152e+00,8.810e-01,1.394e+00,1.558e+00,1.345e+00,8.046e-01,2.133e+00,1.337e+00,1.224e+00,2.162e+00,1.775e+00,1.114e+00,1.600e+00,1.468e+00
1.495e-02,6.640e-01,6.968e-01,9.787e-01,1.499e+00,2.343e+00,2.541e+00,1.046e+00,2.474e+00,1.949e+00,1.608e+00,3.273e+00,1.946e+00,1.623e+00,1.944e+00,2.773e+00,2.866e+00,2.271e+00,1.214e+00,2.298e+00,2.267e+00,1.806e+00,2.021e+00,2.228e+00,2.473e+00,2.005e+00,2.182e+00,1.946e+00,2.372e+00,1.506e+00,1.605e+00,2.839e+00,2.009e+00,2.323e+00,1.766e+00,2.018e+00,2.451e+00,1.976e+00,2.429e+00,1.642e+00,2.818e+00,2.690e+00,2.143e+00,2.179e+00,1.411e+00,1.504e+00,2.035e+00,2.578e+00,2.330e+00,3.115e+00,2.451e+00,2.532e+00,1.148e+00,2.669e+00,2.026e+00,2.239e+00,1.878e+00,1.381e+00,2.576e+00,2.872e+00,2.327e+00,1.566e+00,1.329e+00,2.047e+00,1.970e+00,1.780e+00,2.552e+00,1.896e+00,1.983e+00,2.585e+00,2.142e+00,1.921e+00,2.480e+00,1.693e+00
2.431e-01,4.866e-01,7.580e-01,7.893e-01,1.350e+00,2.301e+00,1.997e+00,2.030e+00,2.999e+00,2.195e+00,1.559e+00,3.567e+00,1.897e+00,2.324e+00,1.707e+00,2.637e+00,2.278e+00,1.949e+00,2.203e+00,2.192e+00,2.733e+00,2.400e+00,1.589e+00,1.650e+00,2.068e+00,2.119e+00,2.531e+00,1.579e+00,2.229e+00,1.447e+00,1.040e+00,3.088e+00,2.956e+00,2.195e+00,3.203e+00,1.267e+00,2.580e+00,1.726e+00,3.004e+00,1.669e+00,2.265e+00,2.829e+00,1.817e+00,1.940e+00,2.069e+00,2.136e+00,1.971e+00,2.460e+00,2.186e+00,3.034e+00,1.588e+00,2.075e+00,1.680e+00,2.724e+00,2.676e+00,2.376e+00,2.232e+00,2.101e+00,2.320e+00,3.041e+00,1.864e+00,2.157e+00,2.531e+00,2.331e+00,1.591e+00,1.594e+00,1.987e+00,2.586e+00,1.913e+00,2.006e+00,2.759e+00,1.747e+00,2.737e+00,1.491e+00
2.781e-01,4.871e-01,8.362e-01,8.480e-01,1.593e+00,2.237e+00,2.110e+00,1.345e+00,2.679e+00,2.953e+00,1.593e+00,3.872e+00,2.459e+00,2.820e+00,1.854e+00,3.805e+00,2.909e+00,2.521e+00,2.540e+00,2.910e+00,2.294e+00,2.525e+00,2.150e+00,2.686e+00,2.488e+00,2.853e+00,3.139e+00,2.667e+00,2.121e+00,1.624e+00,2.011e+00,3.134e+00,2.547e+00,2.866e+00,3.323e+00,1.911e+00,2.455e+00,3.152e+00,3.315e+00,1.627e+00,3.547e+00,4.121e+00,2.094e+00,2.142e+00,2.709e+00,1.724e+00,3.483e+00,3.369e+00,3.692e+00,3.128e+00,2.537e+00,2.654e+00,1.531e+00,2.888e+00,2.776e+00,3.062e+00,2.347e+00,2.804e+00,3.405e+00,3.172e+00,2.462e+00,2.262e+00,2.837e+00,3.258e+00,2.589e+00,2.659e+00,2.922e+00,3.130e+00,1.752e+00,2.178e+00,2.928e+00,2.798e+00,3.085e+00,1.445e+00
3.595e-01,5.117e-01,9.030e-01,9.760e-01,1.308e+00,2.456e+00,1.890e+00,1.694e+00,3.178e+00,2.487e+00,2.423e+00,3.854e+00,2.382e+00,2.666e+00,2.762e+00,3.196e+00,3.180e+00,3.115e+00,3.592e+00,3.064e+00,3.141e+00,2.428e+00,2.249e+00,3.055e+00,3.112e+00,2.823e+00,3.274e+00,3.553e+00,2.355e+00,1.798e+00,1.688e+00,4.181e+00,3.840e+00,3.179e+00,3.727e+00,2.209e+00,3.005e+00,2.925e+00,4.563e+00,2.520e+00,3.258e+00,3.776e+00,2.655e+00,2.639e+00,3.072e+00,3.028e+00,2.853e+00,3.732e+00,3.920e+00,2.976e+00,2.429e+00,2.514e+00,2.836e+00,2.911e+00,3.304e+00,2.821e+00,2.524e+00,2.650e+00,3.243e+00,3.182e+00,2.623e+00,3.235e+00,3.285e+00,3.614e+00,2.749e+00,2.770e+00,2.540e+00,3.303e+00,2.230e+00,3.224e+00,4.345e+00,3.241e+00,2.728e+00,1.973e+00
1.282e-01,6.323e-01,8.095e-01,8.478e-01,1.328e+00,1.869e+00,1.933e+00,1.219e+00,2.301e+00,1.990e+00,2.303e+00,3.609e+00,2.786e+00,2.797e+00,2.351e+00,3.609e+00,3.558e+00,2.399e+00,3.070e+00,2.447e+00,2.547e+00,2.197e+00,2.819e+00,3.725e+00,3.369e+00,2.178e+00,3.502e+00,3.243e+00,1.856e+00,1.566e+00,2.196e+00,3.602e+00,2.900e+00,3.696e+00,2.994e+00,2.537e+00,2.559e+00,3.680e+00,4.088e+00,2.186e+00,3.955e+00,4.196e+00,3.084e+00,2.351e+00,2.276e+00,2.763e+00,2.902e+00,4.194e+00,4.173e+00,3.597e+00,2.493e+00,2.473e+00,2.155e+00,3.435e+00,2.862e+00,3.356e+00,1.903e+00,3.274e+00,3.569e+00,3.528e+00,3.220e+00,2.829e+00,2.804e+00,3.540e+00,2.880e+00,3.433e+00,2.838e+00,3.218e+00,1.945e+00,3.144e+00,3.223e+00,3.113e+00,2.967e+00,1.835e+00
2.842e-01,2.393e-01,5.891e-01,9.246e-01,1.245e+00,2.343e+00,2.299e+00,1.246e+00,2.747e+00,2.363e+00,2.698e+00,4.536e+00,2.823e+00,3.704e+00,3.459e+00,4.241e+00,4.311e+00,3.719e+00,3.097e+00,3.072e+00,3.252e+00,2.102e+00,2.885e+00,4.244e+00,3.879e+00,3.435e+00,3.925e+00,4.145e+00,2.691e+00,2.286e+00,1.864e+00,4.402e+00,3.939e+00,3.976e+00,4.205e+00,3.378e+00,3.272e+00,4.091e+00,4.617e+00,2.282e+00,4.064e+00,4.292e+00,3.239e+00,3.390e+00,3.539e+00,3.575e+00,3.176e+00,4.158e+00,5.441e+00,4.289e+00,3.756e+00,3.474e+00,3.686e+00,3.966e+00,3.144e+00,3.948e+00,2.661e+00,3.689e+00,4.577e+00,4.585e+00,3.445e+00,3.294e+00,3.188e+00,4.367e+00,3.950e+00,3.905e+00,3.923e+00,3.692e+00,2.630e+00,3.993e+00,4.073e+00,4.161e+00,3.180e+00,2.741e+00
1.497e-01,6.907e-01,8.434e-01,8.470e-01,1.318e+00,2.173e+00,1.848e+00,1.660e+00,2.704e+00,2.264e+00,1.813e+00,4.124e+00,2.350e+00,3.350e+00,2.797e+00,3.293e+00,3.917e+00,2.654e+00,2.882e+00,3.525e+00,2.934e+00,2.492e+00,2.760e+00,2.758e+00,2.770e+00,2.392e+00,3.155e+00,2.877e+00,2.464e+00,2.286e+00,2.703e+00,3.924e+00,3.555e+00,2.703e+00,4.203e+00,2.077e+00,3.058e+00,3.526e+00,3.917e+00,2.948e+00,3.718e+00,3.684e+00,2.500e+00,2.609e+00,3.226e+00,3.268e+00,3.096e+00,3.809e+00,3.514e+00,3.965e+00,2.428e+00,2.758e+00,2.642e+00,3.875e+00,3.786e+00,3.316e+00,2.222e+00,3.003e+00,3.500e+00,4.139e+00,3.041e+00,2.717e+00,3.914e+00,3.997e+00,3.114e+00,2.517e+00,3.814e+00,3.270e+00,2.837e+00,3.278e+00,3.964e+00,3.441e+00,3.616e+00,2.413e+00
3.366e-01,6.088e-01,1.011e+00,9.019e-01,1.249e+00,2.016e+00,1.671e+00,1.346e+00,2.369e+00,1.846e+00,1.309e+00,3.667e+00,2.375e+00,4.164e+00,2.912e+00,4.535e+00,4.493e+00,2.687e+00,3.446e+00,3.357e+00,3.603e+00,3.015e+00,3.481e+00,3.045e+00,3.472e+00,3.372e+00,3.458e+00,3.400e+00,2.351e+00,2.429e+00,3.076e+00,3.740e+00,3.575e+00,3.529e+00,4.687e+00,3.397e+00,2.746e+00,4.320e+00,4.297e+00,2.605e+00,4.271e+00,3.708e+00,3.076e+00,3.405e+00,3.143e+00,3.551e+00,4.132e+00,4.193e+00,4.432e+00,4.707e+00,2.602e+00,3.011e+00,3.205e+00,4.066e+00,3.453e+00,4.132e+00,2.846e+00,3.542e+00,5.166e+00,4.840e+00,3.862e+00,3.195e+00,4.323e+00,5.063e+00,3.988e+00,3.301e+00,4.010e+00,4.086e+00,2.924e+00,3.916e+00,3.144e+00,4.328e+00,4.185e+00,2.885e+00
2.843e-01,6.670e-01,1.025e+00,1.262e+00,1.660e+00,2.562e+00,1.798e+00,1.562e+00,3.026e+00,2.199e+00,2.771e+00,4.863e+00,3.361e+00,4.329e+00,4.808e+00,5.102e+00,5.652e+00,4.109e+00,5.221e+00,4.687e+00,3.562e+00,4.180e+00,4.591e+00,4.254e+00,4.531e+00,3.226e+00,5.180e+00,5.077e+00,3.287e+00,2.942e+00,3.768e+00,5.166e+00,4.908e+00,5.290e+00,5.047e+00,4.166e+00,3.599e+00,5.327e+00,5.454e+00,4.199e+00,5.243e+00,5.478e+00,4.143e+00,4.721e+00,4.814e+00,4.324e+00,4.499e+00,5.503e+00,5.502e+00,4.764e+00,4.357e+00,4.056e+00,3.783e+00,5.746e+00,4.399e+00,5.470e+00,3.423e+00,5.301e+00,5.847e+00,5.873e+00,5.074e+00,4.930e+00,4.495e+00,5.349e+00,4.563e+00,4.502e+00,5.039e+00,5.432e+00,3.779e+00,5.619e+00,4.858e+00,4.629e+00,4.443e+00,3.712e+00
1.745e-02,6.654e-01,7.204e-01,9.786e-01,1.534e+00,2.195e+00,1.895e+00,1.519e+00,2.334e+00,1.682e+00,2.534e+00,4.481e+00,2.835e+00,3.272e+00,3.980e+00,4.830e+00,5.096e+00,3.791e+00,4.129e+00,3.543e+00,3.116e+00,4.376e+00,3.925e+00,3.813e+00,4.173e+00,2.839e+00,5.169e+00,3.456e+00,2.907e+00,2.856e+00,3.645e+00,4.707e+00,4.722e+00,4.980e+00,4.395e+00,3.885e+00,3.537e+00,4.425e+00,4.959e+00,3.852e+00,4.500e+00,5.385e+00,4.284e+00,3.696e+00,4.090e+00,4.236e+00,3.289e+00,4.812e+00,4.461e+00,4.579e+00,4.274e+00,3.890e+00,3.555e+00,5.900e+00,4.109e+00,4.490e+00,3.039e+00,5.466e+00,4.576e+00,5.353e+00,4.320e+00,4.189e+00,3.672e+00,4.233e+00,3.058e+00,3.866e+00,4.626e+00,4.740e+00,3.789e+00,5.217e+00,3.983e+00,3.815e+00,4.306e+00,4.006e+00
2.144e-02,1.507e-02,5.361e-02,2.201e-01,5.531e-01,9.283e-01,1.419e+00,1.245e+00,1.840e+00,2.081e+00,1.730e+00,2.953e+00,1.978e+00,2.787e+00,2.117e+00,3.321e+00,3.596e+00,3.459e+00,3.328e+00,2.923e+00,3.693e+00,3.671e+00,3.371e+00,2.774e+00,4.266e+00,3.599e+00,3.716e+00,3.704e+00,2.703e+00,3.066e+00,3.113e+00,4.125e+00,4.226e+00,4.404e+00,4.159e+00,2.980e+00,3.949e+00,4.082e+00,4.187e+00,3.046e+00,4.215e+00,4.311e+00,3.460e+00,3.573e+00,4.227e+00,2.799e+00,4.064e+00,5.358e+00,4.009e+00,4.003e+00,3.414e+00,3.778e+00,3.260e+00,4.382e+00,4.243e+00,4.455e+00,3.268e+00,4.299e+00,4.789e+00,4.262e+00,4.431e+00,4.442e+00,4.351e+00,4.383e+00,3.037e+00,3.765e+00,3.477e+00,3.657e+00,3.478e+00,4.179e+00,4.221e+00,4.602e+00,4.245e+00,2.647e+00
3.238e-01,4.951e-01,9.173e-01,9.696e-01,1.459e+00,2.127e+00,1.411e+00,1.577e+00,2.266e+00,1.891e+00,1.647e+00,3.640e+00,2.552e+00,3.815e+00,2.936e+00,4.071e+00,4.392e+00,2.881e+00,3.772e+00,4.171e+00,4.124e+00,5.067e+00,3.873e+00,3.733e+00,3.820e+00,4.258e+00,4.124e+00,3.865e+00,2.955e+00,4.160e+00,3.670e+00,3.719e+00,4.367e+00,5.324e+00,5.123e+00,3.117e+00,3.682e+00,4.781e+00,4.594e+00,3.352e+00,5.188e+00,5.666e+00,4.162e+00,3.122e+00,4.403e+00,3.674e+00,4.663e+00,4.714e+00,4.825e+00,4.575e+00,3.041e+00,3.844e+00,3.312e+00,4.971e+00,5.275e+00,5.170e+00,3.275e+00,4.652e+00,5.644e+00,5.498e+00,4.446e+00,3.778e+00,4.891e+00,5.147e+00,4.406e+00,4.423e+00,4.505e+00,4.684e+00,4.004e+00,4.319e+00,4.585e+00,4.164e+00,5.159e+00,2.947e+00
1.824e-01,9.000e-01,1.098e+00,9.048e-01,1.545e+00,2.099e+00,1.473e+00,1.059e+00,2.077e+00,1.518e+00,2.220e+00,4.099e+00,2.780e+00,4.345e+00,4.019e+00,4.841e+00,5.442e+00,3.148e+00,5.406e+00,4.705e+00,4.392e+00,4.896e+00,4.994e+00,5.369e+00,4.256e+00,4.181e+00,5.753e+00,4.159e+00,3.691e+00,3.704e+00,4.322e+00,5.494e+00,5.436e+00,5.452e+00,6.153e+00,4.714e+00,4.034e+00,6.040e+00,5.207e+00,4.519e+00,6.272e+00,5.723e+00,5.319e+00,3.612e+00,4.711e+00,5.627e+00,4.524e+00,6.006e+00,5.583e+00,5.427e+00,3.912e+00,4.387e+00,4.230e+00,6.127e+00,4.858e+00,5.064e+00,3.200e+00,6.132e+00,5.878e+00,6.063e+00,4.755e+00,4.874e+00,4.865e+00,5.826e+00,4.713e+00,4.890e+00,5.239e+00,5.391e+00,5.168e+00,5.643e+00,4.979e+00,5.456e+00,5.769e+00,4.257e+00
2.909e-01,8.827e-01,1.234e+00,1.318e+00,1.937e+00,2.969e+00,2.420e+00,1.666e+00,3.264e+00,2.200e+00,2.478e+00,4.665e+00,3.009e+00,3.748e+00,4.575e+00,5.212e+00,5.475e+00,4.119e+00,5.682e+00,5.877e+00,6.328e+00,6.985e+00,6.352e+00,5.881e+00,5.584e+00,6.697e+00,6.700e+00,5.732e+00,5.146e+00,5.041e+00,4.983e+00,6.080e+00,6.642e+00,7.596e+00,6.443e+00,6.335e+00,5.252e+00,6.682e+00,5.835e+00,4.604e+00,7.174e+00,6.606e+00,6.258e+00,5.717e+00,5.742e+00,5.155e+00,5.489e+00,6.404e+00,6.478e+00,5.851e+00,4.983e+00,6.991e+00,5.181e+00,7.177e+00,6.340e+00,6.780e+00,5.238e+00,6.744e+00,8.335e+00,7.268e+00,5.785e+00,5.850e+00,4.518e+00,6.393e+00,5.809e+00,6.287e+00,5.417e+00,6.084e+00,5.924e+00,7.058e+00,6.452e+00,5.624e+00,7.294e+00,4.678e+00
1.312e-01,5.065e-01,6.712e-01,9.339e-01,1.402e+00,2.282e+00,1.930e+00,1.834e+00,2.894e+00,2.532e+00,2.595e+00,5.221e+00,3.070e+00,4.496e+00,4.618e+00,5.295e+00,6.264e+00,4.842e+00,5.897e+00,6.308e+00,6.601e+00,7.191e+00,6.701e+00,6.438e+00,6.518e+00,6.983e+00,7.779e+00,6.262e+00,5.098e+00,5.728e+00,6.013e+00,7.127e+00,8.057e+00,7.782e+00,8.257e+00,6.014e+00,6.574e+00,7.347e+00,7.021e+00,6.095e+00,7.785e+00,8.086e+00,6.973e+00,5.486e+00,7.524e+00,6.330e+00,6.143e+00,8.298e+00,7.009e+00,6.477e+00,6.439e+00,7.622e+00,6.294e+00,8.219e+00,7.867e+00,6.890e+00,5.648e+00,7.743e+00,8.775e+00,8.521e+00,6.811e+00,6.947e+00,6.399e+00,7.883e+00,6.901e+00,6.979e+00,7.288e+00,7.385e+00,7.133e+00,7.299e+00,8.034e+00,7.207e+00,8.575e+00,6.065e+00
