1.867e-01,8.842e-01,4.862e-01,9.743e-01,2.722e-01,5.130e-01,5.458e-01,8.028e-01,4.422e-01,7.436e-01,4.840e-01,2.371e-01,9.217e-01,5.071e-01,8.921e-01,2.369e-01,5.258e-01,4.820e-01,6.179e-01,3.781e-01,9.186e-01,5.610e-02,3.884e-01,4.107e-01,5.054e-01,3.236e-01,3.362e-01,1.800e-01,2.671e-01,3.668e-01,3.553e-01,9.982e-01,7.835e-01,8.526e-01,1.412e-01,6.981e-01,1.118e-01,3.786e-01,7.315e-01,6.479e-01,4.283e-01,7.518e-01,5.291e-01,3.028e-01,1.497e-01,5.550e-01,3.269e-01,2.853e-01,9.850e-01,1.762e-01,7.129e-01,4.303e-01,8.838e-01,9.276e-01,4.884e-01,7.018e-01,6.207e-01,3.948e-01,9.161e-02,9.547e-01,8.196e-01,8.552e-01,9.476e-01
1.832e-01,9.777e-01,5.518e-01,1.038e+00,9.996e-01,8.898e-01,5.383e-01,1.203e+00,4.453e-01,1.089e+00,1.092e+00,1.010e+00,1.116e+00,6.010e-01,1.398e+00,9.404e-01,5.899e-01,1.179e+00,1.533e+00,1.113e+00,1.766e+00,1.039e-01,6.362e-01,1.129e+00,1.130e+00,4.404e-01,1.177e+00,6.079e-01,1.224e+00,8.186e-01,7.069e-01,1.568e+00,1.376e+00,1.797e+00,9.429e-01,7.488e-01,3.665e-01,6.187e-01,1.638e+00,8.243e-01,6.038e-01,1.691e+00,1.467e+00,1.123e+00,1.636e-01,8.983e-01,7.730e-01,1.230e+00,1.754e+00,9.397e-01,1.659e+00,1.014e+00,1.858e+00,1.346e+00,1.384e+00,1.235e+00,7.504e-01,1.204e+00,4.393e-01,1.237e+00,1.129e+00,1.312e+00,1.864e+00
3.090e-02,1.642e-01,1.339e-01,8.031e-01,3.654e-01,4.642e-01,3.427e-01,8.143e-01,4.225e-01,3.713e-01,3.284e-01,4.715e-01,8.013e-01,7.286e-01,1.170e+00,1.048e+00,9.314e-01,1.078e+00,7.245e-01,9.675e-01,8.219e-01,7.410e-01,4.592e-01,1.068e+00,4.510e-01,9.118e-02,1.071e+00,6.142e-01,2.640e-01,6.926e-01,6.368e-01,9.461e-01,5.069e-01,7.776e-01,5.794e-01,4.379e-01,7.099e-01,3.668e-01,1.194e+00,4.711e-01,5.018e-01,7.530e-01,7.768e-01,8.621e-01,2.009e-01,7.332e-01,5.775e-01,4.793e-01,1.012e+00,1.000e+00,1.052e+00,9.721e-01,1.212e+00,8.406e-01,2.310e-01,7.689e-01,1.820e-01,5.108e-01,2.922e-01,6.099e-01,1.168e+00,9.696e-01,6.878e-01
8.723e-02,5.117e-01,3.225e-01,1.496e+00,9.985e-01,1.189e+00,1.352e+00,1.395e+00,1.038e+00,1.408e+00,1.875e+00,1.683e+00,1.994e+00,1.720e+00,2.278e+00,2.156e+00,1.820e+00,2.046e+00,1.479e+00,1.469e+00,1.575e+00,1.554e+00,1.273e+00,2.088e+00,1.556e+00,8.879e-01,2.395e+00,1.675e+00,1.927e+00,1.346e+00,1.693e+00,2.263e+00,1.249e+00,1.729e+00,1.966e+00,6.618e-01,1.146e+00,1.323e+00,2.688e+00,8.317e-01,1.146e+00,1.896e+00,2.232e+00,2.001e+00,4.716e-01,1.917e+00,1.428e+00,1.890e+00,2.228e+00,2.144e+00,2.163e+00,1.954e+00,2.735e+00,1.950e+00,1.780e+00,1.313e+00,8.990e-01,2.103e+00,1.485e+00,1.312e+00,1.864e+00,1.689e+00,1.924e+00
1.413e-01,7.617e-01,4.514e-01,1.347e+00,1.845e+00,1.659e+00,1.914e+00,2.023e+00,1.014e+00,1.994e+00,2.256e+00,1.732e+00,1.624e+00,2.179e+00,2.318e+00,1.579e+00,1.364e+00,2.137e+00,2.220e+00,2.164e+00,2.384e+00,1.772e+00,1.086e+00,2.090e+00,1.818e+00,6.585e-01,2.424e+00,1.472e+00,1.570e+00,2.027e+00,1.787e+00,2.495e+00,1.645e+00,2.624e+00,1.620e+00,1.323e+00,1.403e+00,1.597e+00,2.259e+00,1.309e+00,9.042e-01,2.534e+00,2.123e+00,1.637e+00,6.556e-01,1.646e+00,1.582e+00,1.623e+00,2.594e+00,2.309e+00,2.503e+00,2.060e+00,2.324e+00,2.481e+00,1.955e+00,2.257e+00,1.652e+00,2.166e+00,1.617e+00,1.312e+00,2.396e+00,1.898e+00,2.566e+00
1.740e-01,8.722e-01,4.877e-01,1.453e+00,1.153e+00,2.033e+00,2.659e+00,1.568e+00,1.394e+00,2.435e+00,2.811e+00,1.440e+00,2.725e+00,2.510e+00,2.350e+00,1.596e+00,2.240e+00,2.245e+00,2.128e+00,1.462e+00,1.862e+00,2.467e+00,1.865e+00,2.302e+00,2.288e+00,1.913e+00,2.335e+00,1.930e+00,1.687e+00,2.073e+00,1.620e+00,2.703e+00,2.014e+00,2.583e+00,1.917e+00,1.514e+00,1.643e+00,2.244e+00,2.123e+00,1.147e+00,1.162e+00,2.176e+00,2.288e+00,1.385e+00,1.475e+00,2.410e+00,2.122e+00,1.982e+00,2.549e+00,1.987e+00,1.982e+00,1.613e+00,2.605e+00,3.118e+00,2.707e+00,2.305e+00,2.294e+00,2.356e+00,1.691e+00,1.835e+00,2.520e+00,1.780e+00,2.082e+00
6.930e-02,3.812e-01,2.190e-01,8.768e-01,1.307e+00,1.629e+00,2.428e+00,2.152e+00,1.269e+00,2.621e+00,2.672e+00,2.324e+00,2.166e+00,3.005e+00,2.575e+00,2.214e+00,1.940e+00,2.556e+00,2.619e+00,2.052e+00,1.768e+00,2.645e+00,1.485e+00,1.900e+00,2.585e+00,1.924e+00,2.161e+00,1.659e+00,1.738e+00,2.399e+00,1.756e+00,2.322e+00,2.334e+00,2.667e+00,1.899e+00,1.248e+00,1.685e+00,2.775e+00,1.870e+00,1.881e+00,1.109e+00,2.336e+00,2.830e+00,2.071e+00,1.239e+00,1.829e+00,1.897e+00,2.083e+00,2.589e+00,2.280e+00,1.986e+00,1.712e+00,2.096e+00,3.148e+00,3.152e+00,2.490e+00,2.436e+00,2.194e+00,2.564e+00,1.863e+00,2.822e+00,1.520e+00,1.941e+00
1.861e-01,9.783e-01,5.750e-01,1.736e+00,1.328e+00,1.610e+00,1.841e+00,2.654e+00,1.719e+00,3.087e+00,2.486e+00,2.741e+00,3.477e+00,3.154e+00,4.053e+00,3.420e+00,2.339e+00,3.134e+00,3.328e+00,2.830e+00,3.066e+00,2.096e+00,2.427e+00,3.029e+00,2.895e+00,1.905e+00,3.054e+00,2.564e+00,2.472e+00,2.785e+00,2.114e+00,2.888e+00,3.392e+00,3.577e+00,2.393e+00,1.413e+00,2.323e+00,2.643e+00,3.199e+00,2.501e+00,2.144e+00,2.851e+00,3.424e+00,2.715e+00,1.519e+00,2.484e+00,2.646e+00,2.408e+00,3.335e+00,2.750e+00,3.573e+00,2.477e+00,3.934e+00,4.111e+00,3.093e+00,3.164e+00,2.026e+00,2.996e+00,2.712e+00,3.365e+00,3.568e+00,3.200e+00,3.226e+00
1.729e-01,9.148e-01,5.471e-01,1.464e+00,1.636e+00,1.920e+00,2.042e+00,2.998e+00,1.754e+00,3.898e+00,2.951e+00,3.235e+00,3.762e+00,3.816e+00,4.624e+00,4.201e+00,2.931e+00,3.664e+00,4.970e+00,3.849e+00,4.336e+00,2.631e+00,3.396e+00,3.526e+00,3.730e+00,2.577e+00,3.376e+00,3.331e+00,2.359e+00,3.553e+00,2.491e+00,3.877e+00,4.624e+00,4.285e+00,2.851e+00,2.637e+00,3.660e+00,3.507e+00,3.868e+00,2.952e+00,2.183e+00,3.252e+00,4.247e+00,3.079e+00,2.733e+00,2.522e+00,3.323e+00,2.522e+00,3.684e+00,3.248e+00,4.521e+00,3.408e+00,3.820e+00,5.261e+00,3.592e+00,4.282e+00,3.136e+00,3.493e+00,2.760e+00,4.029e+00,4.093e+00,3.718e+00,3.333e+00
1.415e-01,6.866e-01,4.137e-01,1.551e+00,9.097e-01,1.249e+00,1.651e+00,1.877e+00,1.466e+00,2.576e+00,2.087e+00,2.298e+00,2.915e+00,3.644e+00,3.486e+00,3.537e+00,2.871e+00,2.401e+00,3.149e+00,3.194e+00,2.989e+00,2.360e+00,3.090e+00,3.029e+00,2.929e+00,2.300e+00,2.930e+00,2.966e+00,1.796e+00,2.607e+00,3.169e+00,3.817e+00,2.662e+00,2.819e+00,2.964e+00,2.539e+00,3.336e+00,2.540e+00,3.614e+00,1.815e+00,1.907e+00,2.884e+00,2.974e+00,2.857e+00,2.455e+00,2.446e+00,2.918e+00,1.524e+00,3.305e+00,2.445e+00,3.652e+00,3.299e+00,2.784e+00,4.365e+00,2.165e+00,3.242e+00,2.692e+00,3.206e+00,2.404e+00,3.257e+00,3.641e+00,3.460e+00,3.053e+00
