7.676e-01,5.840e-01,8.658e-01,2.815e-01,3.792e-01,3.189e-01,4.733e-01,3.691e-01,5.373e-01,3.962e-01,7.327e-01,3.460e-01,2.101e-01,3.584e-01,3.738e-01,4.754e-01,3.072e-01,2.918e-01,2.771e-01,1.906e-01,2.107e-01,1.816e-01,4.584e-03,9.558e-01,7.316e-01,6.066e-01,3.139e-01,3.764e-01,6.025e-01,7.182e-02,7.551e-01,9.826e-01,3.267e-01,1.681e-01,9.474e-01,1.520e-01,2.994e-01,2.716e-01,9.676e-01,4.459e-01,6.918e-01,5.193e-01,9.435e-01,9.192e-01,3.229e-01,5.572e-01,2.415e-01,9.521e-01,6.117e-02,3.125e-01,9.975e-01,9.911e-01,1.215e-01,8.253e-01,2.247e-02
1.315e-01,4.378e-01,9.440e-01,6.310e-01,4.124e-01,7.329e-01,3.394e-01,2.506e-01,4.366e-01,5.037e-01,9.162e-01,8.458e-01,8.876e-01,8.628e-02,9.935e-01,5.004e-01,8.094e-01,5.215e-01,8.498e-01,4.455e-01,4.325e-01,2.805e-01,4.770e-01,8.442e-01,1.012e+00,1.026e+00,3.103e-01,5.947e-01,8.393e-01,2.226e-01,2.220e-01,1.137e+00,4.621e-01,5.488e-01,3.682e-01,3.172e-01,1.001e+00,4.706e-02,1.024e+00,4.458e-01,7.882e-01,7.204e-01,7.378e-01,5.345e-01,4.885e-01,7.553e-01,9.475e-01,9.366e-01,8.985e-01,9.281e-01,1.122e+00,7.038e-01,1.322e-01,8.465e-01,4.646e-02
6.429e-01,5.654e-01,9.233e-01,1.097e+00,6.467e-01,1.250e+00,7.604e-01,7.354e-01,9.610e-01,4.336e-01,1.739e+00,1.455e+00,9.836e-01,1.164e+00,1.449e+00,6.678e-01,9.708e-01,4.284e-01,9.896e-01,3.040e-01,1.176e+00,2.391e-01,6.972e-01,1.341e+00,1.750e+00,1.363e+00,3.657e-01,1.252e+00,1.625e+00,8.337e-01,8.826e-01,1.759e+00,3.873e-01,8.740e-01,1.350e+00,6.217e-01,4.863e-01,5.474e-01,1.206e+00,1.191e+00,1.335e+00,1.171e+00,9.302e-01,1.277e+00,5.889e-01,6.651e-01,9.297e-01,1.769e+00,4.255e-01,1.174e+00,1.490e+00,1.332e+00,6.777e-01,1.559e+00,7.052e-01
2.752e-01,2.660e-01,4.565e-01,9.136e-01,1.236e+00,8.195e-01,8.262e-01,1.367e+00,6.411e-01,6.576e-01,1.252e+00,1.925e+00,8.259e-01,1.503e+00,1.376e+00,8.810e-01,6.473e-01,9.392e-01,1.102e+00,6.259e-01,9.691e-01,4.680e-01,5.381e-01,9.349e-01,2.029e+00,1.153e+00,6.471e-01,1.707e+00,1.130e+00,1.511e+00,9.348e-01,1.413e+00,1.148e+00,1.174e+00,1.136e+00,1.374e+00,2.850e-01,9.578e-01,1.326e+00,9.702e-01,1.227e+00,1.300e+00,7.530e-01,1.033e+00,1.026e+00,6.202e-01,1.562e+00,1.551e+00,6.107e-01,1.565e+00,1.011e+00,1.525e+00,9.242e-01,1.721e+00,5.876e-01
7.443e-01,6.435e-01,1.024e+00,7.062e-01,1.578e+00,9.351e-01,1.833e+00,1.944e+00,1.021e+00,1.667e+00,1.321e+00,1.814e+00,1.542e+00,2.112e+00,2.066e+00,1.267e+00,1.118e+00,1.815e+00,1.873e+00,1.048e+00,7.257e-01,1.279e+00,3.100e-01,1.852e+00,2.921e+00,1.328e+00,1.081e+00,1.810e+00,1.122e+00,1.777e+00,1.570e+00,2.476e+00,1.909e+00,1.178e+00,1.832e+00,1.729e+00,9.500e-01,1.221e+00,2.785e+00,9.521e-01,2.082e+00,1.383e+00,2.015e+00,1.554e+00,1.779e+00,1.490e+00,1.974e+00,2.443e+00,1.284e+00,1.453e+00,1.931e+00,2.713e+00,1.075e+00,2.762e+00,1.115e+00
6.645e-01,7.029e-01,1.228e+00,1.136e+00,8.071e-01,2.246e+00,1.668e+00,9.108e-01,1.567e+00,6.959e-01,2.217e+00,1.852e+00,1.970e+00,1.911e+00,2.467e+00,1.302e+00,1.826e+00,7.311e-01,1.819e+00,1.022e+00,2.085e+00,7.125e-01,1.637e+00,2.261e+00,2.920e+00,2.394e+00,1.376e+00,1.624e+00,2.320e+00,1.633e+00,1.246e+00,2.886e+00,1.330e+00,1.138e+00,1.590e+00,1.159e+00,1.722e+00,1.172e+00,2.038e+00,1.458e+00,2.330e+00,2.294e+00,1.240e+00,1.495e+00,9.017e-01,1.341e+00,2.110e+00,2.823e+00,9.329e-01,2.222e+00,2.772e+00,1.856e+00,1.057e+00,1.925e+00,1.158e+00
7.559e-01,6.680e-01,1.079e+00,8.494e-01,1.325e+00,2.106e+00,3.197e+00,2.058e+00,1.997e+00,2.412e+00,2.492e+00,2.555e+00,3.221e+00,3.770e+00,3.288e+00,1.682e+00,2.284e+00,2.206e+00,3.229e+00,2.279e+00,2.339e+00,2.315e+00,1.565e+00,3.520e+00,3.895e+00,2.466e+00,2.536e+00,2.270e+00,2.045e+00,2.981e+00,2.731e+00,4.369e+00,3.091e+00,1.978e+00,2.344e+00,2.174e+00,2.613e+00,2.062e+00,3.684e+00,1.937e+00,3.078e+00,2.750e+00,2.836e+00,1.814e+00,1.735e+00,2.217e+00,3.030e+00,3.715e+00,2.374e+00,2.420e+00,3.969e+00,3.200e+00,1.917e+00,3.464e+00,2.471e+00
1.336e-01,1.893e-01,3.659e-01,6.498e-01,8.687e-01,1.624e+00,1.735e+00,1.629e+00,1.796e+00,1.056e+00,1.375e+00,2.337e+00,2.773e+00,2.780e+00,3.043e+00,1.839e+00,2.105e+00,1.489e+00,2.185e+00,1.639e+00,2.430e+00,1.473e+00,1.498e+00,2.169e+00,3.332e+00,1.718e+00,1.387e+00,1.992e+00,2.159e+00,2.520e+00,1.538e+00,2.818e+00,1.761e+00,1.529e+00,2.022e+00,1.622e+00,1.906e+00,1.999e+00,2.320e+00,9.977e-01,2.773e+00,2.211e+00,1.359e+00,1.607e+00,2.069e+00,1.548e+00,2.986e+00,2.216e+00,2.016e+00,2.163e+00,2.657e+00,1.928e+00,1.405e+00,1.899e+00,1.829e+00
9.132e-02,3.891e-01,8.700e-01,1.271e+00,1.169e+00,1.467e+00,1.440e+00,1.445e+00,1.681e+00,2.040e+00,2.074e+00,2.976e+00,2.226e+00,2.637e+00,2.923e+00,1.265e+00,1.890e+00,1.612e+00,3.020e+00,2.169e+00,2.058e+00,1.864e+00,1.163e+00,2.721e+00,3.251e+00,2.807e+00,1.710e+00,2.154e+00,2.555e+00,2.411e+00,2.224e+00,3.535e+00,2.547e+00,2.190e+00,1.742e+00,2.180e+00,1.796e+00,1.458e+00,2.680e+00,1.680e+00,2.261e+00,2.172e+00,1.756e+00,1.968e+00,1.984e+00,2.080e+00,2.689e+00,2.579e+00,2.233e+00,2.565e+00,3.077e+00,2.195e+00,2.241e+00,2.970e+00,1.439e+00
5.207e-01,6.652e-01,1.231e+00,1.076e+00,1.032e+00,2.236e+00,2.229e+00,1.343e+00,1.934e+00,2.131e+00,2.517e+00,3.197e+00,3.068e+00,2.899e+00,3.239e+00,1.920e+00,2.878e+00,2.082e+00,3.307e+00,2.754e+00,3.049e+00,2.484e+00,2.266e+00,3.101e+00,4.172e+00,3.536e+00,2.196e+00,2.015e+00,3.594e+00,3.152e+00,2.708e+00,4.564e+00,3.421e+00,1.758e+00,2.887e+00,2.271e+00,3.096e+00,2.161e+00,3.466e+00,2.035e+00,3.465e+00,3.152e+00,2.937e+00,1.918e+00,2.521e+00,2.529e+00,3.390e+00,3.889e+00,2.441e+00,3.419e+00,3.949e+00,3.099e+00,2.229e+00,3.695e+00,2.316e+00
