9.778e-01,1.970e-01,7.139e-02,2.686e-01,7.440e-01,2.208e-01,1.721e-01,8.239e-01,3.723e-01,9.694e-01,6.704e-01,3.790e-01,7.369e-01,7.373e-01,3.567e-01,6.322e-01,3.897e-02,8.322e-01,5.501e-01,8.913e-02,7.385e-01,5.510e-01,7.912e-01,6.309e-01,7.638e-01,1.207e-01,6.478e-01,3.337e-01,9.336e-01,5.875e-01,9.374e-01,7.263e-01,3.132e-01,6.377e-01,5.110e-01,5.206e-02,2.911e-01,4.133e-01,9.820e-01,9.899e-01,5.888e-01,5.147e-01
4.894e-01,9.810e-01,7.236e-01,5.820e-01,5.550e-01,6.198e-01,7.781e-01,9.133e-01,5.120e-01,1.468e+00,1.202e+00,7.049e-01,1.130e+00,8.984e-01,3.566e-01,4.009e-01,1.408e-01,1.385e+00,1.153e+00,8.652e-01,6.291e-01,6.495e-01,5.570e-01,6.212e-01,1.054e+00,4.246e-01,6.624e-01,5.636e-01,9.688e-01,5.329e-01,6.036e-01,1.237e+00,9.734e-01,1.244e+00,2.809e-01,2.753e-01,5.187e-01,8.829e-01,9.779e-01,1.293e+00,9.005e-01,1.080e+00
1.282e-01,4.801e-01,6.536e-01,7.580e-01,6.391e-01,9.506e-01,6.312e-01,5.679e-01,6.386e-01,1.320e+00,1.442e+00,5.647e-01,1.250e+00,7.371e-01,3.154e-01,7.687e-01,3.143e-01,1.124e+00,1.454e+00,5.200e-01,1.148e+00,4.214e-01,3.849e-01,1.009e+00,1.300e+00,6.217e-01,6.713e-01,1.096e+00,7.314e-01,7.207e-01,8.326e-01,6.841e-01,5.490e-01,1.313e+00,6.393e-01,6.987e-01,1.026e+00,6.239e-01,1.228e+00,9.365e-01,1.118e+00,1.169e+00
8.549e-01,1.015e+00,1.002e+00,1.564e+00,2.091e+00,2.230e+00,1.797e+00,1.665e+00,1.639e+00,2.739e+00,2.328e+00,1.486e+00,2.491e+00,1.635e+00,6.682e-01,2.202e+00,1.056e+00,2.713e+00,2.332e+00,1.488e+00,2.597e+00,1.288e+00,1.619e+00,2.242e+00,2.722e+00,1.657e+00,1.422e+00,2.187e+00,2.394e+00,1.572e+00,1.710e+00,1.655e+00,1.436e+00,2.811e+00,1.064e+00,1.376e+00,1.498e+00,1.328e+00,2.172e+00,2.998e+00,2.399e+00,2.303e+00
9.606e-01,9.165e-01,6.713e-01,7.009e-01,1.539e+00,1.524e+00,1.273e+00,1.867e+00,1.424e+00,2.844e+00,1.952e+00,1.809e+00,2.199e+00,1.954e+00,1.217e+00,1.291e+00,1.094e+00,2.680e+00,1.859e+00,1.770e+00,1.476e+00,1.261e+00,1.224e+00,1.194e+00,2.126e+00,9.320e-01,1.046e+00,1.276e+00,1.659e+00,1.763e+00,1.918e+00,2.328e+00,1.570e+00,2.423e+00,1.563e+00,4.855e-01,1.362e+00,1.466e+00,2.066e+00,1.968e+00,1.962e+00,1.345e+00
8.690e-02,6.803e-01,7.357e-01,1.115e+00,1.508e+00,2.740e+00,2.255e+00,1.941e+00,1.696e+00,2.441e+00,1.825e+00,1.584e+00,2.653e+00,1.277e+00,1.014e+00,1.949e+00,1.400e+00,2.465e+00,1.900e+00,2.420e+00,1.923e+00,1.577e+00,1.868e+00,1.673e+00,2.585e+00,2.467e+00,9.653e-01,2.315e+00,2.507e+00,2.096e+00,1.324e+00,1.793e+00,1.773e+00,2.274e+00,1.063e+00,2.115e+00,1.735e+00,1.335e+00,2.172e+00,2.978e+00,2.493e+00,2.022e+00
1.245e-01,5.845e-01,7.058e-01,8.855e-01,1.270e+00,1.882e+00,2.326e+00,1.966e+00,1.603e+00,2.895e+00,1.868e+00,1.536e+00,2.126e+00,1.388e+00,9.499e-01,1.737e+00,1.238e+00,2.921e+00,1.916e+00,2.320e+00,2.613e+00,1.662e+00,1.672e+00,1.426e+00,2.360e+00,1.661e+00,1.418e+00,2.414e+00,1.787e+00,2.336e+00,1.548e+00,1.788e+00,2.154e+00,2.849e+00,1.322e+00,1.933e+00,2.297e+00,1.687e+00,2.149e+00,2.356e+00,2.005e+00,1.784e+00
2.724e-01,5.201e-01,5.283e-01,9.567e-01,1.879e+00,2.307e+00,2.668e+00,2.514e+00,2.523e+00,3.636e+00,2.201e+00,2.163e+00,2.916e+00,2.389e+00,1.883e+00,2.280e+00,2.365e+00,4.207e+00,2.238e+00,3.040e+00,3.865e+00,2.560e+00,2.175e+00,2.177e+00,2.944e+00,2.772e+00,1.961e+00,2.577e+00,2.569e+00,2.540e+00,1.780e+00,2.128e+00,3.074e+00,3.798e+00,2.295e+00,2.550e+00,3.081e+00,2.017e+00,1.992e+00,2.851e+00,2.746e+00,1.729e+00
1.366e-01,3.051e-01,2.733e-01,4.485e-01,1.064e+00,1.372e+00,1.819e+00,1.546e+00,1.988e+00,2.093e+00,1.699e+00,1.681e+00,1.910e+00,2.027e+00,1.404e+00,1.701e+00,1.207e+00,2.670e+00,1.720e+00,2.649e+00,2.035e+00,1.968e+00,1.789e+00,9.713e-01,2.126e+00,2.026e+00,9.561e-01,1.675e+00,1.910e+00,2.734e+00,1.465e+00,2.168e+00,2.211e+00,2.358e+00,1.528e+00,1.837e+00,1.720e+00,2.044e+00,2.196e+00,2.665e+00,1.878e+00,1.739e+00
3.940e-01,1.456e-01,3.359e-01,5.934e-01,1.050e+00,1.528e+00,1.030e+00,1.671e+00,2.225e+00,2.840e+00,2.918e+00,2.244e+00,3.396e+00,3.033e+00,2.622e+00,2.066e+00,1.939e+00,3.167e+00,2.734e+00,2.851e+00,3.325e+00,3.143e+00,2.293e+00,2.578e+00,3.019e+00,3.100e+00,1.408e+00,2.148e+00,2.819e+00,2.649e+00,2.910e+00,2.267e+00,2.491e+00,3.129e+00,3.465e+00,2.839e+00,3.411e+00,2.082e+00,3.415e+00,3.254e+00,2.740e+00,2.165e+00
8.425e-01,6.244e-01,5.187e-01,8.118e-01,1.596e+00,2.039e+00,1.801e+00,2.438e+00,2.127e+00,3.432e+00,3.465e+00,3.010e+00,4.030e+00,3.021e+00,2.363e+00,2.809e+00,2.037e+00,3.765e+00,3.064e+00,3.392e+00,3.588e+00,3.254e+00,2.768e+00,2.707e+00,3.259e+00,3.526e+00,2.138e+00,3.271e+00,3.790e+00,3.445e+00,3.318e+00,2.673e+00,3.611e+00,3.724e+00,3.011e+00,3.493e+00,3.218e+00,3.050e+00,3.238e+00,4.314e+00,3.583e+00,2.702e+00
