1.386e-01,4.641e-04,2.910e-01,9.586e-02,4.532e-01,6.230e-01,8.049e-01,4.645e-01,8.333e-01,4.712e-01,4.852e-01,4.877e-01,5.692e-01,4.684e-01,4.982e-01,9.726e-01,2.324e-01,9.617e-01,8.298e-01,6.724e-01,5.222e-01,4.063e-01,6.205e-01,5.716e-01,8.080e-01,3.353e-01,1.346e-01,4.967e-01,3.493e-01,5.801e-01,7.467e-01,8.976e-01,7.380e-01,4.375e-01,1.218e-02,8.756e-01,4.258e-01,6.603e-01,1.045e-01,2.337e-01,2.402e-01,9.248e-01,6.198e-01,2.690e-01,4.682e-01,9.909e-01,1.248e-01,9.488e-01,8.629e-01,3.224e-01,6.415e-01,6.217e-01,4.730e-01,5.308e-01,2.533e-01,3.478e-02,2.372e-01,8.485e-01,7.007e-02,4.280e-01,9.495e-02,7.796e-01,5.012e-02,4.515e-02,6.707e-01,5.599e-01,9.682e-02,7.748e-01,1.363e-01,8.329e-01
1.102e-01,3.551e-01,4.474e-01,2.112e-01,1.281e+00,8.172e-01,8.280e-01,1.279e+00,8.990e-01,9.154e-01,7.069e-01,1.160e+00,1.019e+00,8.828e-01,6.505e-01,1.471e+00,7.695e-01,1.503e+00,1.647e+00,1.152e+00,6.839e-01,9.783e-01,9.490e-01,8.000e-01,7.185e-01,8.992e-01,6.023e-01,1.074e+00,1.244e+00,1.373e+00,1.226e+00,9.710e-01,9.104e-01,7.189e-01,2.695e-01,9.369e-01,5.243e-01,1.297e+00,1.065e+00,5.158e-01,4.310e-01,1.037e+00,1.400e+00,1.064e+00,8.867e-01,1.419e+00,3.243e-01,1.148e+00,8.273e-01,4.492e-01,9.696e-01,5.327e-01,4.719e-01,1.116e+00,1.087e+00,2.308e-01,1.006e+00,1.235e+00,2.879e-01,8.029e-01,9.552e-01,1.452e+00,6.005e-01,9.832e-01,1.402e+00,9.943e-01,9.092e-01,1.534e+00,8.140e-01,1.154e+00
5.936e-02,3.370e-01,7.462e-01,3.179e-01,1.130e+00,8.187e-01,6.177e-01,1.301e+00,1.396e+00,1.235e+00,1.088e+00,1.792e+00,1.221e+00,1.512e+00,4.787e-01,1.440e+00,1.296e+00,1.465e+00,1.975e+00,1.308e+00,7.555e-01,1.717e+00,1.532e+00,9.067e-01,1.220e+00,1.408e+00,1.226e+00,1.432e+00,1.852e+00,1.543e+00,1.783e+00,1.399e+00,9.705e-01,1.123e+00,1.044e+00,8.206e-01,1.252e+00,1.172e+00,1.032e+00,8.032e-01,7.260e-01,9.676e-01,1.672e+00,1.110e+00,1.193e+00,1.580e+00,1.091e+00,7.930e-01,9.957e-01,5.928e-01,9.656e-01,7.801e-01,4.744e-01,1.787e+00,1.269e+00,1.010e+00,1.458e+00,1.105e+00,5.967e-01,1.171e+00,1.578e+00,1.904e+00,1.023e+00,9.800e-01,1.362e+00,1.171e+00,1.404e+00,2.132e+00,1.002e+00,1.005e+00
9.806e-02,2.670e-01,5.709e-01,4.993e-01,1.661e+00,8.499e-01,1.104e+00,1.879e+00,1.683e+00,1.731e+00,1.569e+00,1.976e+00,1.793e+00,1.201e+00,1.144e+00,1.620e+00,1.702e+00,2.161e+00,2.240e+00,1.224e+00,9.893e-01,1.642e+00,1.744e+00,1.493e+00,1.089e+00,1.294e+00,1.345e+00,1.564e+00,1.385e+00,1.944e+00,1.967e+00,1.423e+00,1.100e+00,1.755e+00,1.448e+00,1.678e+00,1.033e+00,1.724e+00,1.467e+00,8.911e-01,1.425e+00,1.076e+00,2.379e+00,1.299e+00,1.671e+00,2.006e+00,1.342e+00,1.959e+00,1.097e+00,1.406e+00,1.630e+00,1.443e+00,8.826e-01,1.952e+00,1.740e+00,1.238e+00,1.119e+00,1.177e+00,1.312e+00,1.876e+00,1.624e+00,2.296e+00,1.562e+00,1.068e+00,1.720e+00,1.646e+00,1.472e+00,1.962e+00,1.598e+00,1.293e+00
6.726e-02,2.133e-01,5.257e-01,2.587e-01,1.737e+00,9.146e-01,9.569e-01,1.677e+00,1.510e+00,1.301e+00,1.525e+00,2.232e+00,1.545e+00,1.827e+00,7.873e-01,2.117e+00,1.040e+00,1.478e+00,2.309e+00,1.756e+00,1.563e+00,1.959e+00,1.790e+00,1.547e+00,1.916e+00,1.595e+00,1.558e+00,1.263e+00,1.941e+00,1.649e+00,1.402e+00,1.269e+00,1.085e+00,1.592e+00,1.534e+00,1.374e+00,1.298e+00,1.813e+00,1.351e+00,8.503e-01,7.939e-01,1.601e+00,1.722e+00,9.150e-01,1.782e+00,1.559e+00,1.439e+00,1.040e+00,1.767e+00,9.182e-01,1.352e+00,7.497e-01,9.231e-01,2.240e+00,1.222e+00,1.467e+00,1.755e+00,1.434e+00,1.065e+00,1.967e+00,1.992e+00,2.353e+00,1.308e+00,1.605e+00,1.329e+00,1.314e+00,1.658e+00,2.219e+00,1.613e+00,1.054e+00
6.050e-02,1.063e-01,4.594e-01,4.348e-01,1.673e+00,1.307e+00,1.953e+00,2.310e+00,1.960e+00,2.285e+00,2.101e+00,3.211e+00,2.047e+00,2.232e+00,1.459e+00,2.284e+00,2.125e+00,1.788e+00,3.089e+00,1.509e+00,1.806e+00,2.776e+00,2.467e+00,2.651e+00,2.110e+00,2.415e+00,2.326e+00,1.876e+00,1.622e+00,2.319e+00,2.104e+00,2.102e+00,1.184e+00,2.216e+00,2.425e+00,2.160e+00,1.937e+00,2.326e+00,1.720e+00,1.566e+00,2.244e+00,2.009e+00,3.083e+00,1.926e+00,2.479e+00,2.279e+00,2.481e+00,1.771e+00,1.842e+00,1.507e+00,2.105e+00,1.887e+00,1.507e+00,2.419e+00,1.951e+00,2.429e+00,1.972e+00,1.332e+00,1.786e+00,2.469e+00,2.344e+00,3.280e+00,2.561e+00,2.217e+00,2.103e+00,2.388e+00,1.792e+00,2.595e+00,2.387e+00,1.644e+00
1.116e-01,1.170e-01,4.009e-01,2.374e-01,1.046e+00,1.149e+00,1.679e+00,2.156e+00,1.687e+00,1.908e+00,1.439e+00,2.905e+00,1.577e+00,2.265e+00,1.554e+00,2.742e+00,2.145e+00,2.260e+00,2.504e+00,1.476e+00,1.717e+00,1.998e+00,1.827e+00,1.984e+00,1.993e+00,2.280e+00,1.666e+00,2.097e+00,1.748e+00,2.124e+00,1.792e+00,2.053e+00,1.440e+00,1.596e+00,1.273e+00,2.236e+00,1.571e+00,1.607e+00,1.229e+00,1.803e+00,1.702e+00,2.253e+00,2.047e+00,1.756e+00,1.474e+00,2.285e+00,2.111e+00,1.386e+00,2.071e+00,7.666e-01,1.922e+00,2.204e+00,1.606e+00,1.810e+00,1.815e+00,1.686e+00,2.047e+00,1.864e+00,8.835e-01,2.249e+00,1.693e+00,2.231e+00,2.113e+00,1.384e+00,2.390e+00,2.179e+00,1.113e+00,2.575e+00,1.389e+00,1.698e+00
1.273e-01,2.304e-01,5.830e-01,4.838e-01,2.110e+00,1.495e+00,2.177e+00,3.979e+00,2.894e+00,3.687e+00,2.750e+00,4.062e+00,2.775e+00,3.583e+00,2.994e+00,3.548e+00,3.394e+00,3.178e+00,4.176e+00,3.101e+00,2.847e+00,3.294e+00,2.852e+00,3.473e+00,3.296e+00,2.984e+00,3.065e+00,3.177e+00,3.361e+00,3.118e+00,3.307e+00,2.977e+00,2.664e+00,3.458e+00,2.685e+00,4.011e+00,2.949e+00,3.562e+00,2.848e+00,3.058e+00,3.399e+00,3.258e+00,4.029e+00,3.165e+00,3.065e+00,3.124e+00,3.057e+00,2.526e+00,2.700e+00,2.099e+00,3.125e+00,3.606e+00,2.905e+00,3.105e+00,3.251e+00,3.233e+00,3.256e+00,3.040e+00,2.113e+00,4.236e+00,3.670e+00,4.047e+00,3.738e+00,2.672e+00,3.092e+00,3.447e+00,2.073e+00,3.940e+00,2.711e+00,2.260e+00
3.480e-02,1.092e-02,1.833e-01,2.914e-01,1.402e+00,9.440e-01,1.571e+00,2.219e+00,1.851e+00,3.037e+00,2.723e+00,3.203e+00,2.356e+00,2.909e+00,2.110e+00,2.826e+00,1.964e+00,1.737e+00,3.131e+00,1.786e+00,2.489e+00,2.978e+00,2.221e+00,3.242e+00,2.681e+00,2.305e+00,2.938e+00,2.375e+00,2.023e+00,2.412e+00,2.405e+00,2.121e+00,2.088e+00,2.759e+00,2.771e+00,2.392e+00,2.100e+00,2.334e+00,2.259e+00,1.720e+00,3.095e+00,2.176e+00,3.107e+00,2.378e+00,2.978e+00,2.220e+00,2.835e+00,1.653e+00,2.356e+00,1.667e+00,2.619e+00,2.117e+00,1.718e+00,2.407e+00,2.287e+00,2.602e+00,2.051e+00,2.148e+00,2.207e+00,2.899e+00,2.746e+00,2.900e+00,2.915e+00,2.269e+00,1.579e+00,2.627e+00,1.978e+00,2.227e+00,2.171e+00,1.841e+00
1.213e-01,1.428e-01,4.422e-01,3.962e-01,1.758e+00,1.280e+00,1.885e+00,2.433e+00,2.084e+00,3.165e+00,2.544e+00,3.310e+00,3.038e+00,3.032e+00,2.486e+00,3.206e+00,2.263e+00,2.660e+00,3.225e+00,2.218e+00,2.883e+00,3.380e+00,3.175e+00,2.877e+00,2.574e+00,2.437e+00,3.217e+00,2.604e+00,2.268e+00,3.409e+00,3.141e+00,2.940e+00,1.940e+00,2.780e+00,2.432e+00,3.426e+00,1.944e+00,3.448e+00,2.872e+00,2.402e+00,3.211e+00,2.334e+00,3.991e+00,2.278e+00,3.521e+00,3.073e+00,2.751e+00,3.046e+00,3.132e+00,1.850e+00,2.626e+00,2.859e+00,1.946e+00,3.337e+00,2.884e+00,2.600e+00,2.307e+00,2.453e+00,2.412e+00,3.061e+00,2.841e+00,3.819e+00,2.945e+00,2.675e+00,2.800e+00,3.068e+00,2.130e+00,3.485e+00,2.527e+00,2.170e+00
