3.302e-01,3.801e-01,6.684e-04,5.376e-01,9.206e-01,8.083e-01,1.582e-01,3.210e-02,6.120e-01,2.875e-01,6.326e-01,6.698e-01,9.673e-01,1.810e-01,1.151e-02,9.446e-01,6.732e-01,9.159e-02,5.104e-01,3.619e-01,1.227e-01,9.734e-01,8.120e-01,3.389e-01,1.632e-01,4.192e-02,3.356e-01,4.091e-01,9.939e-01,9.877e-03,9.288e-02,5.136e-01,1.682e-01,4.395e-01,9.606e-01,2.829e-01,7.828e-01,4.223e-01,9.921e-01,9.480e-01,6.950e-01,3.475e-01,5.239e-02,4.553e-01,8.441e-01,9.324e-03,6.954e-01,1.625e-02,5.128e-01,1.555e-01,1.822e-01,5.260e-01,9.840e-01,4.087e-01,4.680e-01,7.583e-02,2.354e-01,2.365e-01,3.369e-01,2.756e-01,1.394e-01,4.459e-01,3.906e-02,2.263e-01,2.128e-01,2.079e-01,3.557e-01,5.264e-01,1.760e-01,3.272e-01,6.373e-01,4.519e-01,5.805e-01
1.787e-01,6.815e-01,5.057e-01,6.896e-01,1.094e+00,1.017e+00,2.790e-01,8.507e-01,1.116e+00,7.078e-01,6.778e-01,1.237e+00,8.477e-01,5.560e-01,3.776e-02,5.968e-01,1.346e+00,9.421e-01,1.268e+00,9.802e-01,9.808e-01,8.389e-01,1.426e+00,8.699e-01,3.434e-01,6.506e-02,1.024e+00,6.264e-01,7.831e-01,6.127e-01,3.704e-01,1.221e+00,7.885e-01,9.389e-01,1.330e+00,8.513e-01,5.962e-01,9.624e-01,1.391e+00,1.083e+00,9.359e-01,1.110e+00,3.974e-01,2.700e-01,6.996e-01,6.232e-01,1.284e+00,5.635e-01,3.629e-01,7.128e-01,7.420e-01,7.198e-01,1.078e+00,9.616e-01,9.377e-01,9.448e-01,6.370e-01,4.042e-01,5.179e-01,8.262e-01,1.059e+00,5.404e-01,6.767e-02,1.121e+00,4.862e-01,1.475e-01,1.137e+00,9.238e-01,9.745e-01,8.614e-01,7.910e-01,1.080e+00,1.098e+00
2.359e-01,5.701e-01,4.499e-01,1.323e+00,1.106e+00,1.808e+00,7.598e-01,6.326e-01,1.667e+00,9.503e-01,1.449e+00,1.207e+00,9.566e-01,4.893e-01,2.444e-01,8.492e-01,1.751e+00,1.211e+00,1.568e+00,1.577e+00,1.390e+00,1.751e+00,1.985e+00,1.032e+00,7.786e-01,2.036e-01,1.741e+00,1.544e+00,1.519e+00,9.309e-01,6.381e-01,1.799e+00,7.333e-01,8.241e-01,1.603e+00,1.455e+00,9.431e-01,1.268e+00,1.773e+00,1.315e+00,1.056e+00,1.778e+00,5.291e-01,5.675e-01,1.321e+00,5.196e-01,2.014e+00,6.992e-01,8.357e-01,6.516e-01,1.414e+00,1.292e+00,1.133e+00,9.022e-01,1.161e+00,1.344e+00,4.896e-01,1.099e+00,5.377e-01,1.589e+00,1.261e+00,8.300e-01,2.002e-01,1.325e+00,8.925e-01,9.459e-01,1.066e+00,1.126e+00,9.709e-01,1.102e+00,1.167e+00,1.195e+00,1.689e+00
4.096e-02,1.383e-01,1.149e-01,4.556e-01,9.144e-01,1.306e+00,5.693e-01,6.539e-01,4.518e-01,5.293e-01,6.635e-01,3.105e-01,2.446e-01,2.562e-01,9.328e-01,4.354e-01,5.019e-01,1.065e+00,1.142e+00,5.672e-01,7.267e-01,1.257e+00,5.091e-01,9.789e-01,3.752e-01,4.619e-01,9.231e-01,8.074e-01,6.458e-01,1.074e+00,2.325e-01,5.009e-01,4.739e-01,8.521e-01,1.307e+00,1.116e+00,2.120e-01,1.100e+00,1.296e+00,4.585e-01,1.182e+00,1.012e+00,1.623e-01,9.702e-01,1.170e+00,1.494e-01,6.608e-01,1.086e+00,3.712e-01,7.832e-01,4.190e-01,1.057e+00,1.126e+00,7.919e-01,5.221e-01,1.061e+00,7.599e-01,3.411e-01,9.000e-01,1.292e+00,8.197e-01,3.420e-01,7.616e-01,1.045e+00,3.134e-01,1.009e+00,3.601e-01,1.065e+00,8.632e-01,6.501e-01,2.332e-01,7.904e-01,1.196e+00
1.260e-01,4.704e-01,4.778e-01,1.320e+00,1.861e+00,2.409e+00,1.670e+00,1.650e+00,1.809e+00,1.231e+00,1.586e+00,1.832e+00,8.494e-01,1.392e+00,1.656e+00,1.164e+00,2.613e+00,2.027e+00,2.301e+00,1.879e+00,1.982e+00,2.877e+00,2.428e+00,2.147e+00,1.490e+00,6.262e-01,2.788e+00,2.461e+00,1.734e+00,2.232e+00,1.077e+00,2.622e+00,1.728e+00,1.252e+00,2.273e+00,2.268e+00,1.051e+00,2.518e+00,3.036e+00,1.840e+00,2.420e+00,3.111e+00,1.362e+00,1.801e+00,1.997e+00,9.245e-01,2.960e+00,2.152e+00,9.876e-01,1.412e+00,2.019e+00,2.704e+00,2.334e+00,1.357e+00,1.260e+00,2.595e+00,1.643e+00,1.890e+00,1.542e+00,2.366e+00,2.103e+00,1.021e+00,1.506e+00,2.552e+00,9.487e-01,1.993e+00,1.564e+00,2.184e+00,1.424e+00,2.071e+00,1.362e+00,1.888e+00,2.909e+00
1.057e-01,2.553e-01,2.250e-01,9.036e-01,1.159e+00,1.828e+00,1.110e+00,9.436e-01,1.753e+00,1.130e+00,2.020e+00,1.497e+00,7.482e-01,1.225e+00,1.875e+00,8.239e-01,2.130e+00,1.470e+00,2.114e+00,1.481e+00,1.740e+00,2.363e+00,1.410e+00,1.764e+00,1.359e+00,6.563e-01,1.787e+00,1.594e+00,1.909e+00,2.138e+00,9.810e-01,2.110e+00,1.480e+00,1.228e+00,1.679e+00,2.158e+00,1.298e+00,2.070e+00,2.517e+00,1.340e+00,2.400e+00,2.335e+00,1.417e+00,1.549e+00,2.185e+00,9.201e-01,1.876e+00,2.193e+00,1.081e+00,1.115e+00,1.605e+00,2.252e+00,2.138e+00,1.883e+00,1.445e+00,2.177e+00,9.653e-01,1.014e+00,1.944e+00,1.915e+00,1.229e+00,8.958e-01,1.439e+00,2.320e+00,1.431e+00,1.622e+00,9.167e-01,1.458e+00,1.486e+00,1.505e+00,1.160e+00,1.640e+00,2.537e+00
1.959e-01,6.685e-01,5.039e-01,9.252e-01,1.709e+00,1.628e+00,1.965e+00,2.374e+00,2.085e+00,1.539e+00,1.714e+00,2.676e+00,1.469e+00,2.085e+00,1.545e+00,1.233e+00,3.122e+00,1.794e+00,2.385e+00,2.400e+00,2.302e+00,2.891e+00,2.249e+00,2.363e+00,1.565e+00,6.280e-01,2.261e+00,2.297e+00,1.949e+00,2.816e+00,1.123e+00,2.755e+00,2.760e+00,2.278e+00,2.255e+00,2.306e+00,1.560e+00,2.351e+00,3.473e+00,2.361e+00,3.370e+00,3.407e+00,2.129e+00,2.341e+00,2.078e+00,1.354e+00,3.151e+00,2.694e+00,1.740e+00,2.068e+00,2.214e+00,3.107e+00,3.409e+00,1.923e+00,1.555e+00,2.920e+00,1.555e+00,1.916e+00,2.134e+00,2.071e+00,2.363e+00,1.033e+00,1.674e+00,3.295e+00,1.471e+00,1.501e+00,1.715e+00,2.232e+00,2.257e+00,2.471e+00,1.536e+00,2.827e+00,2.939e+00
8.519e-02,5.461e-01,5.657e-01,1.021e+00,1.495e+00,1.663e+00,1.410e+00,2.094e+00,2.089e+00,1.475e+00,2.044e+00,3.112e+00,1.289e+00,2.321e+00,1.792e+00,1.001e+00,3.229e+00,2.280e+00,2.106e+00,2.392e+00,2.595e+00,2.382e+00,2.923e+00,2.675e+00,1.682e+00,1.293e+00,2.412e+00,2.320e+00,1.568e+00,2.946e+00,1.575e+00,3.409e+00,2.149e+00,2.067e+00,1.850e+00,1.980e+00,1.361e+00,2.592e+00,2.705e+00,2.428e+00,2.439e+00,3.391e+00,2.557e+00,1.921e+00,2.017e+00,1.852e+00,3.780e+00,2.831e+00,1.110e+00,1.498e+00,2.029e+00,2.461e+00,2.384e+00,2.208e+00,1.804e+00,2.595e+00,2.087e+00,1.855e+00,1.531e+00,2.340e+00,2.696e+00,1.531e+00,1.614e+00,3.389e+00,1.593e+00,1.427e+00,2.652e+00,2.451e+00,2.110e+00,2.279e+00,2.323e+00,1.941e+00,2.645e+00
1.969e-01,3.582e-01,2.426e-01,1.178e+00,1.662e+00,2.328e+00,1.481e+00,1.363e+00,2.186e+00,1.527e+00,2.129e+00,1.940e+00,1.544e+00,1.743e+00,2.569e+00,2.045e+00,2.207e+00,1.949e+00,2.903e+00,2.091e+00,2.098e+00,3.293e+00,2.352e+00,2.367e+00,1.536e+00,1.162e+00,2.793e+00,2.983e+00,2.486e+00,3.094e+00,1.769e+00,2.831e+00,1.818e+00,1.937e+00,2.926e+00,2.380e+00,1.601e+00,2.408e+00,3.660e+00,2.175e+00,3.107e+00,3.247e+00,1.468e+00,2.175e+00,2.467e+00,1.666e+00,2.815e+00,2.967e+00,1.255e+00,1.857e+00,2.235e+00,3.179e+00,3.245e+00,1.765e+00,2.160e+00,2.696e+00,1.798e+00,1.492e+00,1.877e+00,3.274e+00,2.532e+00,1.864e+00,2.228e+00,2.699e+00,2.014e+00,2.383e+00,1.281e+00,2.659e+00,1.600e+00,2.529e+00,1.998e+00,2.691e+00,2.750e+00
1.476e-01,4.757e-01,3.730e-01,8.611e-01,1.427e+00,1.630e+00,1.625e+00,1.866e+00,2.004e+00,1.985e+00,2.119e+00,3.033e+00,1.992e+00,2.525e+00,2.781e+00,2.503e+00,3.151e+00,1.734e+00,3.004e+00,2.510e+00,2.559e+00,2.822e+00,2.553e+00,2.818e+00,1.844e+00,1.214e+00,2.709e+00,3.132e+00,2.761e+00,3.104e+00,2.185e+00,2.834e+00,3.095e+00,2.383e+00,3.186e+00,2.708e+00,2.238e+00,2.821e+00,3.720e+00,2.210e+00,3.361e+00,3.918e+00,2.326e+00,2.179e+00,2.695e+00,2.446e+00,2.786e+00,3.605e+00,1.834e+00,2.188e+00,3.054e+00,3.598e+00,3.395e+00,1.803e+00,2.420e+00,3.506e+00,2.339e+00,2.334e+00,2.805e+00,3.371e+00,2.997e+00,2.406e+00,2.168e+00,2.836e+00,2.671e+00,2.786e+00,1.687e+00,2.948e+00,1.977e+00,2.668e+00,2.640e+00,3.653e+00,3.101e+00
