4.731e-01,9.848e-01,9.054e-01,4.248e-01,9.298e-02,3.204e-01,3.548e-01,8.764e-01,7.983e-01,8.030e-01,4.610e-02,5.166e-01,4.296e-02,7.029e-01,4.819e-01,9.585e-01,1.614e-01,3.088e-01,2.704e-01,1.939e-01,6.923e-01,9.321e-01,6.962e-01,7.931e-01,1.435e-01,5.186e-01,9.802e-01,6.999e-01,9.021e-01,5.955e-01,6.659e-01,7.371e-01,2.631e-01,7.720e-01,3.077e-02,1.122e-01,7.665e-01,3.716e-01,1.026e-01,7.571e-01,2.357e-01,3.276e-01,2.348e-01,5.178e-01,6.675e-01,8.361e-01,4.001e-01,4.879e-01,5.625e-01,9.922e-01,3.492e-01,8.267e-01
1.352e-01,9.046e-01,5.562e-01,4.586e-01,9.675e-02,1.240e-01,1.485e-01,4.000e-01,4.823e-01,5.005e-01,8.025e-01,7.105e-01,9.585e-01,8.874e-01,9.681e-01,4.315e-01,5.545e-01,6.076e-01,2.605e-01,8.088e-01,5.660e-01,4.104e-01,4.999e-01,7.151e-01,2.829e-01,2.894e-01,3.162e-01,2.786e-01,4.519e-01,7.863e-01,1.039e+00,1.008e+00,7.373e-01,8.550e-01,8.609e-01,4.650e-01,2.793e-01,5.327e-01,3.691e-01,5.756e-01,8.388e-01,1.488e-01,8.373e-01,9.240e-01,2.698e-01,1.046e+00,7.346e-01,9.296e-01,7.913e-01,6.501e-01,5.267e-01,7.797e-01
4.255e-01,1.220e+00,1.021e+00,1.132e+00,5.618e-01,8.905e-01,1.233e+00,9.216e-01,1.009e+00,1.412e+00,8.130e-01,1.609e+00,6.095e-01,1.374e+00,1.604e+00,1.077e+00,7.931e-01,8.269e-01,7.246e-01,7.005e-01,1.440e+00,1.356e+00,1.094e+00,1.822e+00,1.188e+00,1.427e+00,9.552e-01,1.562e+00,9.448e-01,1.167e+00,1.826e+00,1.669e+00,1.075e+00,1.569e+00,1.231e+00,5.666e-01,1.683e+00,8.938e-01,1.078e+00,1.360e+00,1.356e+00,1.284e+00,1.166e+00,9.180e-01,1.472e+00,2.170e+00,1.286e+00,1.224e+00,9.372e-01,1.418e+00,8.878e-01,1.955e+00
2.341e-01,9.938e-01,7.239e-01,1.028e+00,1.013e+00,1.377e+00,1.692e+00,1.518e+00,1.267e+00,1.909e+00,1.916e+00,1.503e+00,1.125e+00,1.782e+00,1.929e+00,9.019e-01,1.699e+00,1.016e+00,1.285e+00,1.399e+00,1.494e+00,1.383e+00,1.496e+00,1.417e+00,1.212e+00,1.060e+00,1.371e+00,1.076e+00,7.577e-01,1.801e+00,2.242e+00,2.205e+00,1.507e+00,1.721e+00,1.487e+00,1.494e+00,1.682e+00,1.649e+00,1.721e+00,1.900e+00,2.191e+00,9.768e-01,1.686e+00,1.720e+00,1.975e+00,1.965e+00,1.864e+00,1.838e+00,1.210e+00,1.853e+00,1.688e+00,1.995e+00
4.308e-01,1.057e+00,9.240e-01,8.119e-01,6.910e-01,1.415e+00,1.249e+00,1.431e+00,1.306e+00,1.889e+00,1.104e+00,1.999e+00,9.411e-01,1.775e+00,1.882e+00,1.523e+00,1.302e+00,1.507e+00,1.654e+00,8.973e-01,1.940e+00,1.869e+00,2.061e+00,1.432e+00,1.639e+00,1.099e+00,1.330e+00,2.002e+00,1.932e+00,1.552e+00,2.210e+00,2.373e+00,1.392e+00,1.490e+00,1.528e+00,1.567e+00,2.221e+00,1.617e+00,1.780e+00,1.971e+00,1.950e+00,1.303e+00,1.787e+00,1.569e+00,1.980e+00,1.743e+00,1.805e+00,1.367e+00,9.164e-01,1.997e+00,1.901e+00,1.968e+00
2.148e-01,4.923e-01,4.466e-01,4.384e-01,5.013e-01,1.710e+00,1.228e+00,1.597e+00,1.641e+00,1.578e+00,1.450e+00,2.220e+00,7.026e-01,1.123e+00,1.775e+00,9.381e-01,1.888e+00,1.627e+00,1.969e+00,6.566e-01,1.580e+00,2.003e+00,1.459e+00,9.461e-01,1.927e+00,6.446e-01,1.693e+00,2.247e+00,1.805e+00,1.996e+00,2.228e+00,1.904e+00,1.215e+00,1.815e+00,1.223e+00,1.674e+00,1.659e+00,1.328e+00,1.682e+00,2.110e+00,1.674e+00,8.876e-01,1.453e+00,1.433e+00,2.302e+00,1.217e+00,1.557e+00,1.426e+00,7.857e-01,2.084e+00,1.539e+00,1.377e+00
1.755e-01,6.123e-01,4.584e-01,4.615e-01,7.382e-01,1.909e+00,1.578e+00,2.403e+00,2.700e+00,2.545e+00,2.635e+00,2.271e+00,1.561e+00,2.350e+00,2.467e+00,1.156e+00,2.607e+00,2.551e+00,3.281e+00,1.637e+00,2.632e+00,2.742e+00,2.215e+00,1.795e+00,2.236e+00,1.464e+00,2.151e+00,2.960e+00,2.459e+00,2.398e+00,2.970e+00,3.025e+00,1.992e+00,2.265e+00,2.252e+00,2.358e+00,1.829e+00,2.674e+00,2.748e+00,3.259e+00,2.558e+00,8.173e-01,2.467e+00,2.712e+00,3.254e+00,2.011e+00,2.775e+00,2.633e+00,1.403e+00,3.342e+00,2.478e+00,1.684e+00
3.588e-01,9.305e-01,8.189e-01,1.021e+00,8.284e-01,1.980e+00,1.950e+00,2.746e+00,2.713e+00,2.459e+00,2.548e+00,2.695e+00,1.482e+00,2.351e+00,3.494e+00,1.667e+00,2.311e+00,2.802e+00,2.686e+00,1.726e+00,2.632e+00,3.527e+00,2.633e+00,2.693e+00,3.295e+00,1.972e+00,2.846e+00,4.027e+00,2.220e+00,2.683e+00,3.884e+00,3.349e+00,2.532e+00,2.847e+00,2.347e+00,2.252e+00,2.523e+00,2.309e+00,3.161e+00,3.681e+00,2.589e+00,2.487e+00,2.900e+00,2.481e+00,3.197e+00,3.051e+00,2.472e+00,2.273e+00,1.791e+00,2.995e+00,2.198e+00,2.367e+00
2.153e-01,6.583e-01,5.290e-01,5.881e-01,6.456e-01,1.728e+00,1.459e+00,2.069e+00,2.456e+00,2.770e+00,2.378e+00,3.034e+00,1.424e+00,2.025e+00,3.142e+00,1.883e+00,2.987e+00,2.746e+00,2.727e+00,2.118e+00,2.685e+00,2.765e+00,2.011e+00,2.186e+00,2.256e+00,1.213e+00,2.620e+00,2.693e+00,2.756e+00,2.777e+00,3.182e+00,3.130e+00,1.981e+00,2.296e+00,1.866e+00,2.753e+00,2.142e+00,2.248e+00,2.878e+00,3.025e+00,2.063e+00,2.031e+00,2.651e+00,2.890e+00,2.781e+00,2.261e+00,2.467e+00,1.964e+00,2.066e+00,3.187e+00,1.872e+00,2.369e+00
2.629e-01,8.698e-01,6.863e-01,8.028e-01,5.771e-01,1.405e+00,1.324e+00,1.842e+00,2.176e+00,2.965e+00,2.809e+00,2.935e+00,1.918e+00,2.183e+00,4.213e+00,2.543e+00,3.140e+00,3.483e+00,2.391e+00,2.106e+00,3.412e+00,3.576e+00,3.023e+00,3.070e+00,2.939e+00,1.552e+00,3.226e+00,2.854e+00,3.165e+00,3.035e+00,3.628e+00,3.475e+00,2.617e+00,2.763e+00,2.269e+00,3.100e+00,3.139e+00,2.503e+00,3.144e+00,2.841e+00,2.201e+00,3.042e+00,2.844e+00,3.119e+00,2.526e+00,3.254e+00,2.948e+00,2.042e+00,2.758e+00,2.808e+00,2.212e+00,3.246e+00
