4.079e-01,6.339e-01,1.055e-02,2.361e-01,1.366e-01,9.845e-01,6.627e-01,7.982e-01,8.034e-02,9.468e-01,2.078e-01,2.501e-01,1.481e-01,2.511e-01,1.976e-01,2.446e-01,8.506e-01,1.356e-01,5.494e-01,5.635e-01,5.111e-01,8.961e-01,9.639e-01,6.425e-01,7.018e-01,1.062e-01,8.400e-01,1.433e-02,1.902e-02,4.118e-01,8.482e-01,8.144e-01,5.839e-01,9.692e-01,7.881e-01,8.209e-01,9.924e-01,7.171e-01,4.213e-01,2.233e-01,5.514e-01,8.312e-02,7.640e-01,5.110e-01,8.575e-01,7.824e-01,3.782e-01,3.513e-02,8.198e-01,9.911e-01,2.994e-01,6.234e-01,4.647e-01,2.310e-01,7.547e-01,9.576e-01,4.637e-01,3.457e-01,6.488e-01,3.567e-02,6.818e-01,8.761e-01,5.578e-01,3.040e-02,9.720e-01,8.092e-01,2.790e-01,3.302e-01,1.135e-01,8.113e-01,3.481e-01,6.193e-01,3.206e-01,3.228e-02,4.956e-01,4.853e-01,3.939e-01,6.338e-01,2.281e-01,2.754e-01,8.289e-01,6.707e-01
3.100e-01,9.670e-01,8.448e-01,1.085e+00,9.256e-01,1.489e+00,8.382e-01,7.853e-01,3.186e-01,9.998e-01,1.140e+00,1.061e+00,6.905e-01,5.951e-01,6.834e-01,8.960e-01,1.152e+00,3.160e-01,1.078e+00,6.403e-01,8.092e-01,1.346e+00,1.495e+00,4.901e-01,1.431e+00,1.252e-01,1.425e+00,6.660e-01,2.979e-01,3.691e-01,1.412e+00,9.700e-01,8.505e-01,8.185e-01,8.669e-01,1.302e+00,1.218e+00,8.552e-01,8.721e-01,8.120e-01,1.412e+00,7.760e-01,1.534e+00,1.248e+00,1.651e+00,1.266e+00,1.238e+00,7.593e-01,6.301e-01,1.532e+00,5.547e-01,1.358e+00,1.227e+00,6.790e-01,6.839e-01,9.307e-01,4.332e-01,1.000e+00,1.356e+00,7.907e-01,5.258e-01,1.198e+00,5.623e-01,1.177e-01,1.734e+00,1.000e+00,3.211e-01,6.522e-01,3.152e-01,9.030e-01,8.891e-01,5.243e-01,5.333e-01,8.889e-01,1.012e+00,3.902e-01,1.201e+00,5.882e-01,9.111e-01,1.016e+00,1.040e+00,9.847e-01
2.091e-01,4.954e-01,8.651e-01,1.347e+00,1.065e+00,1.203e+00,5.138e-01,1.160e+00,5.391e-01,1.082e+00,1.417e+00,6.460e-01,6.208e-01,6.152e-01,7.875e-01,5.589e-01,1.359e+00,6.247e-01,5.532e-01,7.391e-01,1.364e+00,1.202e+00,1.041e+00,1.291e+00,1.553e+00,8.421e-01,7.517e-01,8.307e-01,1.055e+00,3.820e-01,1.089e+00,1.363e+00,1.167e+00,1.154e+00,1.227e+00,1.208e+00,1.315e+00,1.444e+00,9.754e-01,8.423e-01,1.193e+00,1.268e+00,1.107e+00,1.184e+00,8.367e-01,9.824e-01,5.979e-01,1.029e+00,9.729e-01,8.732e-01,3.700e-01,1.215e+00,1.266e+00,7.035e-01,8.089e-01,1.396e+00,7.852e-01,6.877e-01,1.212e+00,8.058e-01,9.345e-01,8.712e-01,8.506e-01,2.965e-01,1.138e+00,1.500e+00,3.378e-01,4.853e-01,7.267e-01,9.390e-01,1.274e+00,8.753e-01,3.110e-01,1.178e+00,4.957e-01,2.731e-01,1.341e+00,9.860e-01,8.630e-01,7.587e-01,1.370e+00,6.962e-01
1.540e-01,4.610e-01,7.436e-01,1.815e+00,1.616e+00,1.953e+00,7.674e-01,1.064e+00,1.193e+00,1.445e+00,1.663e+00,1.596e+00,9.557e-01,9.287e-01,7.809e-01,6.978e-01,1.552e+00,5.656e-01,1.101e+00,1.183e+00,1.215e+00,1.567e+00,1.690e+00,1.332e+00,1.315e+00,1.156e+00,1.195e+00,7.875e-01,1.505e+00,7.093e-01,1.838e+00,1.912e+00,8.989e-01,1.652e+00,1.405e+00,1.691e+00,1.867e+00,1.218e+00,1.331e+00,1.414e+00,1.649e+00,1.331e+00,1.916e+00,1.712e+00,9.032e-01,1.646e+00,1.158e+00,1.347e+00,9.753e-01,1.568e+00,8.432e-01,1.703e+00,1.850e+00,1.025e+00,9.251e-01,1.328e+00,1.154e+00,1.328e+00,1.665e+00,7.524e-01,6.341e-01,7.475e-01,1.172e+00,4.975e-01,1.073e+00,1.390e+00,3.725e-01,7.281e-01,7.839e-01,1.343e+00,1.018e+00,1.143e+00,8.530e-01,1.489e+00,7.686e-01,8.566e-01,1.152e+00,9.841e-01,1.533e+00,1.425e+00,1.523e+00,1.277e+00
1.877e-01,4.792e-01,5.993e-01,1.245e+00,1.407e+00,2.171e+00,6.684e-01,1.254e+00,1.452e+00,1.139e+00,1.436e+00,1.907e+00,9.879e-01,1.267e+00,1.406e+00,7.150e-01,1.840e+00,1.154e+00,1.166e+00,1.105e+00,1.770e+00,1.967e+00,1.819e+00,1.926e+00,1.987e+00,7.580e-01,1.700e+00,1.328e+00,1.464e+00,8.457e-01,1.764e+00,1.742e+00,8.974e-01,1.514e+00,1.686e+00,1.516e+00,2.270e+00,1.066e+00,1.590e+00,1.009e+00,1.635e+00,1.567e+00,1.360e+00,2.058e+00,1.348e+00,1.384e+00,1.781e+00,1.089e+00,1.634e+00,1.963e+00,1.158e+00,1.685e+00,2.213e+00,1.244e+00,1.549e+00,1.230e+00,1.346e+00,1.622e+00,1.538e+00,1.443e+00,1.372e+00,7.903e-01,1.337e+00,1.070e+00,1.137e+00,1.861e+00,3.694e-01,9.801e-01,1.097e+00,1.924e+00,1.025e+00,8.603e-01,1.320e+00,1.529e+00,1.373e+00,1.260e+00,1.042e+00,9.006e-01,1.931e+00,1.904e+00,2.017e+00,1.106e+00
3.700e-01,8.760e-01,9.951e-01,1.789e+00,1.747e+00,3.303e+00,1.756e+00,2.419e+00,1.522e+00,2.483e+00,2.968e+00,2.722e+00,2.105e+00,2.282e+00,1.725e+00,1.635e+00,2.565e+00,2.165e+00,1.569e+00,1.633e+00,2.545e+00,3.442e+00,2.437e+00,3.237e+00,2.987e+00,1.791e+00,2.813e+00,1.641e+00,2.246e+00,1.411e+00,2.963e+00,2.634e+00,2.287e+00,2.083e+00,2.896e+00,2.257e+00,3.091e+00,2.684e+00,2.348e+00,1.885e+00,2.801e+00,2.453e+00,2.801e+00,3.082e+00,2.806e+00,2.223e+00,2.402e+00,1.799e+00,2.286e+00,2.997e+00,1.858e+00,2.948e+00,2.978e+00,1.819e+00,1.979e+00,2.450e+00,1.674e+00,2.658e+00,2.839e+00,2.027e+00,2.553e+00,1.489e+00,1.985e+00,1.320e+00,2.194e+00,3.242e+00,5.592e-01,1.955e+00,2.096e+00,2.874e+00,2.406e+00,2.193e+00,2.018e+00,2.374e+00,1.767e+00,1.310e+00,1.737e+00,1.435e+00,2.298e+00,2.950e+00,3.502e+00,1.604e+00
1.453e-03,5.167e-02,2.974e-01,8.401e-01,1.078e+00,2.068e+00,1.553e+00,1.421e+00,1.828e+00,1.503e+00,1.906e+00,2.995e+00,2.158e+00,2.768e+00,2.131e+00,1.517e+00,1.859e+00,2.264e+00,1.356e+00,1.385e+00,1.923e+00,3.105e+00,2.018e+00,3.146e+00,2.409e+00,1.748e+00,2.236e+00,1.159e+00,2.648e+00,2.029e+00,2.578e+00,2.321e+00,1.809e+00,1.857e+00,2.500e+00,1.851e+00,2.651e+00,1.561e+00,2.000e+00,1.915e+00,1.868e+00,1.709e+00,1.769e+00,2.460e+00,1.591e+00,1.878e+00,2.043e+00,1.226e+00,2.348e+00,2.579e+00,1.688e+00,2.445e+00,2.813e+00,1.502e+00,1.334e+00,1.324e+00,1.368e+00,2.736e+00,1.775e+00,2.220e+00,2.537e+00,9.978e-01,2.140e+00,1.715e+00,1.626e+00,2.401e+00,6.024e-01,1.408e+00,1.656e+00,2.940e+00,1.775e+00,1.873e+00,2.229e+00,1.999e+00,1.710e+00,1.522e+00,8.770e-01,9.764e-01,2.132e+00,2.714e+00,2.960e+00,1.581e+00
1.956e-01,4.026e-01,2.806e-01,6.121e-01,7.853e-01,1.825e+00,1.050e+00,2.029e+00,1.622e+00,1.290e+00,1.905e+00,2.092e+00,1.513e+00,2.582e+00,1.458e+00,1.680e+00,1.977e+00,2.315e+00,1.454e+00,1.610e+00,1.821e+00,2.259e+00,1.745e+00,2.492e+00,2.467e+00,1.455e+00,1.811e+00,9.715e-01,1.523e+00,1.516e+00,2.006e+00,1.870e+00,1.464e+00,2.237e+00,1.990e+00,2.104e+00,2.269e+00,1.867e+00,1.461e+00,1.639e+00,1.759e+00,1.541e+00,2.231e+00,2.238e+00,1.892e+00,1.490e+00,1.715e+00,1.021e+00,1.706e+00,2.705e+00,1.667e+00,2.393e+00,2.356e+00,2.050e+00,2.082e+00,1.565e+00,1.881e+00,2.617e+00,1.833e+00,1.714e+00,1.798e+00,1.388e+00,1.525e+00,1.283e+00,1.900e+00,2.744e+00,1.296e+00,1.337e+00,1.548e+00,2.842e+00,1.486e+00,2.089e+00,2.301e+00,1.968e+00,1.536e+00,1.681e+00,1.077e+00,1.189e+00,2.191e+00,2.753e+00,2.161e+00,1.449e+00
3.951e-01,9.685e-01,8.449e-01,1.365e+00,1.184e+00,2.397e+00,1.732e+00,1.838e+00,1.558e+00,2.373e+00,3.119e+00,2.806e+00,2.418e+00,2.896e+00,1.423e+00,1.753e+00,2.368e+00,1.752e+00,2.040e+00,1.806e+00,2.274e+00,3.085e+00,3.151e+00,2.580e+00,3.141e+00,2.303e+00,3.015e+00,1.509e+00,2.401e+00,2.291e+00,2.751e+00,2.651e+00,2.510e+00,1.939e+00,2.585e+00,2.251e+00,2.621e+00,2.760e+00,2.306e+00,1.887e+00,2.865e+00,1.812e+00,2.689e+00,2.775e+00,2.419e+00,2.273e+00,2.471e+00,2.115e+00,2.610e+00,2.779e+00,2.322e+00,2.971e+00,3.089e+00,1.825e+00,1.799e+00,2.915e+00,1.609e+00,2.769e+00,3.181e+00,1.731e+00,2.023e+00,1.978e+00,1.813e+00,8.925e-01,2.785e+00,3.243e+00,9.862e-01,1.623e+00,1.630e+00,2.626e+00,2.383e+00,2.246e+00,2.050e+00,1.923e+00,2.320e+00,1.296e+00,2.562e+00,1.815e+00,2.528e+00,3.135e+00,3.371e+00,2.495e+00
2.546e-02,3.581e-01,1.030e+00,1.394e+00,1.294e+00,1.357e+00,7.996e-01,1.279e+00,1.334e+00,1.176e+00,3.011e+00,2.438e+00,2.214e+00,2.408e+00,1.679e+00,1.873e+00,2.039e+00,1.873e+00,1.809e+00,1.711e+00,2.757e+00,2.497e+00,2.444e+00,2.442e+00,2.670e+00,1.840e+00,1.688e+00,2.289e+00,2.402e+00,1.650e+00,2.530e+00,2.138e+00,2.317e+00,1.907e+00,1.854e+00,2.495e+00,2.103e+00,2.084e+00,1.903e+00,1.972e+00,2.562e+00,1.817e+00,2.044e+00,2.818e+00,1.560e+00,1.769e+00,1.516e+00,2.334e+00,1.680e+00,2.197e+00,1.417e+00,2.508e+00,2.748e+00,2.327e+00,1.342e+00,2.159e+00,1.969e+00,2.207e+00,1.811e+00,2.276e+00,2.056e+00,1.664e+00,2.016e+00,1.551e+00,2.544e+00,3.123e+00,9.983e-01,9.637e-01,1.433e+00,1.959e+00,2.363e+00,1.574e+00,1.810e+00,2.788e+00,2.204e+00,1.199e+00,1.850e+00,1.616e+00,2.027e+00,2.633e+00,2.371e+00,1.422e+00
