5.924e-01,1.062e-01,9.920e-01,7.252e-01,9.618e-01,2.922e-01,8.551e-01,4.460e-01,3.534e-01,8.636e-01,4.997e-01,2.217e-01,7.432e-01,4.646e-01,4.276e-01,7.000e-02,2.938e-02,4.364e-01,8.642e-01,4.542e-01,7.035e-02,9.796e-01,2.467e-01,9.220e-01,3.006e-01,5.935e-01,2.476e-01,5.689e-01,5.038e-01,7.937e-01,8.029e-01,1.304e-01,8.235e-01,1.028e-02,7.566e-01,6.860e-01,8.577e-01,3.775e-01,7.248e-01,8.800e-01,5.271e-01,2.946e-01,1.808e-01,9.979e-01,1.195e-01,6.864e-01,6.923e-01,3.490e-02,9.173e-01,4.896e-01,7.303e-01,9.135e-01,2.009e-01,3.970e-01,2.635e-01,1.153e-02,9.248e-01,8.272e-01,2.503e-01,2.843e-01,9.592e-01,3.568e-02,4.664e-01,9.251e-01,1.940e-01,5.813e-01,7.603e-01,9.833e-01,5.229e-01,6.768e-01,9.186e-01,3.274e-01,8.658e-01,6.212e-01,9.720e-01,7.663e-01
1.274e-01,8.922e-01,5.363e-01,9.251e-01,1.017e+00,3.847e-01,3.528e-01,9.067e-01,5.352e-01,2.744e-01,8.299e-01,8.394e-02,6.216e-01,9.584e-01,9.025e-01,2.332e-01,7.390e-01,4.762e-01,2.671e-01,5.104e-01,3.639e-01,6.912e-01,9.114e-01,8.921e-01,3.029e-01,7.533e-01,5.344e-01,7.225e-01,5.944e-01,6.506e-01,5.657e-01,9.777e-01,9.515e-01,4.647e-01,4.147e-01,1.105e+00,5.046e-01,1.954e-01,1.044e+00,3.461e-01,2.538e-01,3.907e-01,4.746e-02,1.007e+00,1.025e+00,5.829e-01,9.444e-01,7.263e-02,3.401e-01,5.452e-01,8.010e-01,5.326e-01,6.076e-02,9.259e-01,5.990e-01,2.194e-01,6.280e-01,3.676e-01,9.385e-01,5.210e-01,2.601e-01,2.415e-02,1.022e+00,1.188e+00,5.441e-01,1.102e+00,7.217e-01,3.934e-01,8.717e-01,9.451e-01,2.487e-01,7.470e-01,2.679e-01,4.656e-01,1.092e+00,6.480e-01
1.548e-01,1.790e-01,4.962e-01,6.787e-01,7.925e-01,4.325e-01,6.438e-01,1.224e+00,6.216e-01,3.257e-01,1.172e+00,6.925e-01,4.019e-01,3.347e-01,1.215e+00,6.070e-01,5.280e-01,7.856e-01,9.375e-01,8.390e-01,9.387e-01,6.842e-01,7.001e-01,8.032e-01,9.015e-01,6.156e-01,1.054e+00,1.070e+00,3.833e-01,1.222e+00,4.496e-01,8.753e-01,4.431e-01,1.200e-01,6.496e-01,1.230e+00,9.684e-01,8.521e-01,1.162e+00,1.162e+00,2.461e-01,1.775e-01,9.509e-02,1.034e+00,3.583e-01,1.226e+00,3.286e-01,5.489e-01,7.827e-01,1.090e+00,6.693e-01,9.506e-01,2.514e-01,1.017e+00,6.601e-01,4.419e-01,1.165e+00,8.295e-01,7.730e-01,1.009e+00,5.033e-01,4.436e-01,4.645e-01,1.327e+00,1.621e-01,6.172e-01,5.532e-01,5.888e-01,6.822e-01,8.263e-01,7.534e-01,1.143e+00,4.473e-01,7.768e-01,4.256e-01,5.414e-01
9.252e-02,4.808e-01,3.570e-01,6.173e-01,1.033e+00,1.226e+00,1.083e+00,1.360e+00,9.298e-01,9.153e-01,9.415e-01,8.461e-01,1.051e+00,1.335e+00,1.607e+00,6.517e-01,7.544e-01,8.610e-01,3.471e-01,6.666e-01,6.904e-01,6.598e-01,1.015e+00,8.840e-01,4.981e-01,1.373e+00,9.538e-01,7.618e-01,1.273e+00,1.155e+00,1.260e+00,1.273e+00,1.117e+00,2.818e-01,8.438e-01,1.191e+00,5.621e-01,8.703e-01,7.347e-01,4.178e-01,9.776e-01,4.594e-01,5.788e-01,9.940e-01,1.065e+00,6.132e-01,5.729e-01,3.801e-01,1.174e+00,1.162e+00,7.188e-01,8.018e-01,7.499e-01,9.614e-01,1.333e+00,8.394e-01,6.119e-01,1.107e+00,1.454e+00,1.133e+00,9.101e-01,1.176e-01,8.570e-01,9.841e-01,3.741e-01,1.142e+00,9.287e-01,5.134e-01,8.436e-01,1.518e+00,4.232e-01,5.989e-01,7.204e-01,1.081e+00,1.059e+00,9.221e-01
1.370e-02,7.102e-01,2.873e-01,6.622e-01,1.071e+00,1.317e+00,1.490e+00,1.504e+00,9.468e-01,1.162e+00,9.696e-01,5.357e-01,1.560e+00,1.240e+00,2.068e+00,9.526e-01,1.466e+00,6.341e-01,3.273e-01,8.490e-01,9.121e-01,1.258e+00,1.177e+00,1.464e+00,1.286e+00,1.703e+00,1.150e+00,1.165e+00,1.174e+00,1.098e+00,1.248e+00,1.286e+00,1.845e+00,6.265e-01,5.116e-01,1.388e+00,6.608e-01,9.271e-01,1.693e+00,8.262e-01,1.164e+00,8.777e-01,3.828e-01,1.340e+00,1.688e+00,7.665e-01,9.351e-01,8.410e-01,6.973e-01,1.444e+00,7.778e-01,8.597e-01,3.528e-01,8.956e-01,1.149e+00,1.277e+00,5.761e-01,1.273e+00,1.565e+00,1.689e+00,7.321e-01,4.647e-01,1.857e+00,1.353e+00,1.275e+00,1.713e+00,1.511e+00,3.368e-01,1.478e+00,1.677e+00,2.572e-01,7.017e-01,1.309e+00,6.971e-01,1.848e+00,1.578e+00
6.042e-02,5.766e-01,4.774e-01,9.290e-01,1.349e+00,1.507e+00,2.392e+00,3.082e+00,1.492e+00,9.797e-01,2.575e+00,1.809e+00,1.462e+00,1.479e+00,2.971e+00,1.696e+00,1.546e+00,1.689e+00,1.505e+00,1.545e+00,1.982e+00,1.917e+00,2.150e+00,1.572e+00,2.061e+00,2.162e+00,2.649e+00,2.096e+00,2.181e+00,2.324e+00,1.901e+00,1.944e+00,1.505e+00,1.130e+00,1.362e+00,2.601e+00,2.008e+00,1.483e+00,2.364e+00,2.036e+00,1.100e+00,1.430e+00,1.300e+00,2.136e+00,1.500e+00,1.496e+00,8.862e-01,1.366e+00,1.470e+00,2.523e+00,1.343e+00,1.457e+00,1.455e+00,1.618e+00,2.386e+00,2.047e+00,2.251e+00,1.894e+00,2.010e+00,2.496e+00,1.698e+00,6.712e-01,1.982e+00,2.654e+00,1.157e+00,2.407e+00,1.930e+00,7.539e-01,1.914e+00,2.443e+00,8.927e-01,1.605e+00,1.149e+00,1.709e+00,2.040e+00,1.864e+00
2.922e-01,8.641e-01,9.130e-01,1.339e+00,1.941e+00,1.847e+00,3.068e+00,3.018e+00,2.422e+00,1.836e+00,2.768e+00,2.062e+00,2.204e+00,1.792e+00,3.643e+00,1.644e+00,2.296e+00,1.954e+00,2.070e+00,1.851e+00,2.182e+00,2.957e+00,2.743e+00,2.991e+00,2.567e+00,2.673e+00,2.924e+00,2.893e+00,2.706e+00,2.618e+00,2.372e+00,2.082e+00,3.259e+00,1.792e+00,1.749e+00,2.992e+00,2.802e+00,2.608e+00,3.517e+00,2.734e+00,2.447e+00,2.150e+00,9.586e-01,3.201e+00,2.706e+00,2.053e+00,1.683e+00,2.021e+00,2.598e+00,2.583e+00,2.343e+00,2.680e+00,9.959e-01,2.270e+00,2.318e+00,2.466e+00,2.059e+00,2.870e+00,3.298e+00,3.365e+00,2.506e+00,1.122e+00,2.876e+00,2.768e+00,1.819e+00,3.248e+00,2.982e+00,1.441e+00,3.010e+00,3.294e+00,1.387e+00,2.279e+00,2.289e+00,1.814e+00,3.406e+00,3.097e+00
6.112e-02,4.938e-01,3.437e-01,6.289e-01,7.669e-01,5.560e-01,1.446e+00,2.198e+00,2.278e+00,7.325e-01,2.373e+00,2.273e+00,1.033e+00,1.733e+00,1.804e+00,8.307e-01,1.260e+00,1.732e+00,1.323e+00,1.252e+00,1.469e+00,1.870e+00,2.229e+00,1.890e+00,1.684e+00,1.125e+00,2.142e+00,2.064e+00,1.776e+00,1.441e+00,1.626e+00,1.561e+00,1.749e+00,1.797e+00,1.904e+00,2.088e+00,2.398e+00,2.283e+00,2.567e+00,2.251e+00,1.197e+00,1.674e+00,1.237e+00,1.794e+00,2.301e+00,1.636e+00,1.694e+00,2.029e+00,1.851e+00,1.527e+00,1.490e+00,1.806e+00,1.011e+00,1.645e+00,2.120e+00,1.753e+00,2.122e+00,1.745e+00,2.658e+00,1.734e+00,1.479e+00,1.193e+00,2.303e+00,1.948e+00,1.189e+00,2.031e+00,2.174e+00,1.613e+00,2.478e+00,1.719e+00,1.358e+00,1.514e+00,8.776e-01,1.827e+00,2.228e+00,2.259e+00
3.647e-01,3.118e-01,8.626e-01,9.961e-01,1.476e+00,1.363e+00,2.379e+00,2.553e+00,2.634e+00,2.457e+00,2.752e+00,2.097e+00,1.755e+00,1.471e+00,2.775e+00,1.448e+00,1.642e+00,2.233e+00,2.031e+00,1.800e+00,2.739e+00,3.026e+00,2.743e+00,2.869e+00,2.404e+00,2.093e+00,3.144e+00,3.211e+00,2.572e+00,2.483e+00,2.362e+00,2.124e+00,2.210e+00,1.618e+00,1.870e+00,2.807e+00,3.218e+00,2.184e+00,3.587e+00,3.064e+00,2.412e+00,1.871e+00,1.803e+00,2.652e+00,2.243e+00,1.967e+00,1.737e+00,1.961e+00,2.175e+00,3.121e+00,1.969e+00,2.931e+00,1.865e+00,1.734e+00,2.063e+00,2.124e+00,2.970e+00,2.665e+00,2.839e+00,2.769e+00,2.856e+00,1.781e+00,2.671e+00,2.953e+00,1.401e+00,2.802e+00,2.198e+00,1.505e+00,2.228e+00,2.389e+00,1.768e+00,2.183e+00,2.513e+00,2.336e+00,3.059e+00,2.357e+00
5.701e-01,4.905e-01,1.202e+00,1.251e+00,1.607e+00,8.611e-01,1.967e+00,2.325e+00,1.855e+00,1.731e+00,2.736e+00,2.115e+00,2.113e+00,2.544e+00,2.557e+00,1.115e+00,1.858e+00,2.691e+00,2.735e+00,1.770e+00,2.041e+00,3.037e+00,2.599e+00,2.238e+00,2.171e+00,2.036e+00,2.998e+00,2.179e+00,2.182e+00,2.604e+00,2.701e+00,1.714e+00,2.717e+00,1.855e+00,2.316e+00,2.843e+00,3.371e+00,2.371e+00,3.464e+00,2.677e+00,1.353e+00,1.574e+00,1.896e+00,2.664e+00,2.426e+00,2.342e+00,2.635e+00,2.315e+00,2.958e+00,2.560e+00,2.461e+00,2.957e+00,2.030e+00,2.220e+00,2.508e+00,2.002e+00,2.941e+00,2.253e+00,2.150e+00,2.393e+00,2.657e+00,8.592e-01,2.287e+00,2.574e+00,1.475e+00,2.345e+00,2.746e+00,2.251e+00,2.202e+00,2.751e+00,2.110e+00,1.945e+00,1.723e+00,2.415e+00,3.061e+00,3.126e+00
