3.341e-01,2.273e-01,8.512e-01,3.325e-01,8.310e-01,3.318e-01,2.330e-01,9.005e-01,1.199e-01,2.256e-01,8.239e-02,7.951e-01,5.153e-01,2.220e-01,2.443e-01,2.089e-01,3.117e-01,2.714e-01,4.165e-01,7.617e-01,7.412e-01,9.671e-01,3.072e-01,4.426e-01,9.870e-01,5.087e-01,9.777e-01,1.285e-01,1.451e-01,8.748e-01,9.551e-01,3.476e-01,3.999e-01,2.203e-01,2.974e-01
6.944e-02,2.334e-01,8.044e-01,4.796e-01,3.394e-01,9.364e-01,9.675e-01,4.148e-01,1.607e-01,2.684e-01,8.557e-02,2.187e-01,2.027e-01,2.867e-01,3.495e-01,2.691e-01,1.021e+00,9.780e-01,9.251e-01,9.501e-01,4.518e-01,2.649e-01,1.898e-01,5.257e-01,7.601e-01,8.637e-01,5.638e-01,5.373e-01,3.099e-01,2.843e-01,1.062e+00,1.473e-01,9.117e-01,3.984e-01,5.634e-01
1.358e-01,1.186e-01,6.200e-01,8.124e-01,9.041e-01,6.133e-01,8.414e-01,4.457e-01,7.380e-01,6.214e-01,8.647e-01,8.727e-01,1.125e+00,3.140e-01,8.941e-01,8.413e-01,5.715e-01,4.426e-01,8.844e-01,1.227e+00,4.499e-01,8.037e-01,8.791e-01,8.474e-01,1.199e+00,1.209e+00,1.436e+00,3.196e-01,3.534e-01,7.821e-01,1.375e+00,4.431e-01,3.417e-01,9.014e-01,5.929e-01
2.549e-01,2.112e-01,8.881e-01,1.439e+00,1.725e+00,8.808e-01,9.752e-01,9.905e-01,7.079e-01,6.915e-01,1.072e+00,1.074e+00,1.071e+00,1.131e+00,1.464e+00,1.337e+00,1.262e+00,1.155e+00,1.391e+00,1.351e+00,1.034e+00,1.593e+00,8.205e-01,1.029e+00,1.508e+00,1.751e+00,1.678e+00,1.089e+00,7.457e-01,1.521e+00,1.800e+00,4.576e-01,1.159e+00,1.119e+00,1.405e+00
3.105e-01,2.905e-01,1.172e+00,1.411e+00,2.153e+00,1.543e+00,1.999e+00,1.940e+00,1.298e+00,1.569e+00,1.227e+00,1.249e+00,2.143e+00,1.891e+00,1.874e+00,1.878e+00,2.099e+00,1.773e+00,1.851e+00,2.153e+00,1.312e+00,2.346e+00,1.472e+00,2.028e+00,2.111e+00,2.212e+00,2.807e+00,1.605e+00,1.269e+00,2.172e+00,2.640e+00,1.430e+00,1.992e+00,1.172e+00,1.427e+00
1.417e-01,2.731e-01,1.132e+00,1.427e+00,1.526e+00,2.480e+00,2.786e+00,1.765e+00,1.828e+00,1.844e+00,1.360e+00,1.335e+00,2.388e+00,1.565e+00,2.087e+00,1.805e+00,2.634e+00,2.637e+00,2.296e+00,3.045e+00,1.189e+00,2.006e+00,1.474e+00,2.465e+00,2.642e+00,2.564e+00,2.637e+00,1.364e+00,1.335e+00,2.270e+00,2.873e+00,9.469e-01,1.987e+00,1.544e+00,2.149e+00
1.873e-01,2.608e-01,1.108e+00,1.335e+00,1.445e+00,2.024e+00,2.277e+00,1.660e+00,2.254e+00,1.889e+00,1.296e+00,2.295e+00,2.598e+00,1.691e+00,2.078e+00,2.306e+00,2.160e+00,2.981e+00,2.234e+00,2.757e+00,1.809e+00,2.028e+00,1.502e+00,2.328e+00,2.534e+00,2.583e+00,2.714e+00,1.738e+00,1.272e+00,2.079e+00,3.183e+00,1.393e+00,1.828e+00,1.490e+00,2.504e+00
1.571e-01,1.278e-01,6.438e-01,1.108e+00,1.647e+00,1.974e+00,2.414e+00,2.586e+00,2.515e+00,2.736e+00,1.731e+00,2.158e+00,3.074e+00,2.591e+00,2.879e+00,2.626e+00,2.863e+00,2.300e+00,2.092e+00,3.636e+00,1.808e+00,2.915e+00,2.604e+00,2.861e+00,3.227e+00,2.652e+00,3.497e+00,2.121e+00,1.593e+00,2.657e+00,3.097e+00,2.142e+00,2.299e+00,2.107e+00,2.754e+00
1.074e-01,1.349e-01,4.925e-01,7.955e-01,1.167e+00,1.172e+00,1.416e+00,1.428e+00,2.139e+00,1.406e+00,1.468e+00,2.147e+00,1.662e+00,2.453e+00,2.060e+00,1.732e+00,2.531e+00,2.976e+00,1.871e+00,2.072e+00,1.899e+00,1.717e+00,1.203e+00,1.762e+00,1.654e+00,1.528e+00,2.102e+00,2.333e+00,1.322e+00,2.413e+00,2.585e+00,1.274e+00,2.314e+00,1.589e+00,2.454e+00
3.957e-02,1.436e-01,5.302e-01,1.065e+00,1.140e+00,1.284e+00,1.509e+00,1.504e+00,1.717e+00,2.295e+00,1.446e+00,1.783e+00,2.483e+00,2.435e+00,2.449e+00,2.359e+00,3.053e+00,2.476e+00,2.372e+00,3.000e+00,2.285e+00,1.809e+00,1.913e+00,1.759e+00,2.207e+00,3.020e+00,2.473e+00,3.338e+00,2.143e+00,1.769e+00,3.022e+00,2.437e+00,2.615e+00,2.214e+00,3.276e+00
1.377e-02,5.743e-02,3.275e-01,9.076e-01,9.246e-01,1.182e+00,1.432e+00,1.282e+00,2.248e+00,2.132e+00,2.020e+00,2.430e+00,3.267e+00,2.653e+00,2.971e+00,2.575e+00,3.632e+00,2.742e+00,2.237e+00,4.100e+00,2.711e+00,2.588e+00,2.276e+00,1.886e+00,3.338e+00,3.368e+00,2.666e+00,3.587e+00,1.930e+00,2.655e+00,3.340e+00,2.622e+00,2.714e+00,2.623e+00,4.063e+00
1.729e-01,2.928e-01,1.066e+00,1.230e+00,1.502e+00,1.750e+00,2.006e+00,2.179e+00,2.415e+00,2.365e+00,1.884e+00,3.505e+00,2.977e+00,3.444e+00,3.638e+00,2.769e+00,4.173e+00,3.526e+00,3.524e+00,4.822e+00,3.925e+00,3.110e+00,2.769e+00,2.961e+00,3.793e+00,3.392e+00,3.534e+00,4.814e+00,2.904e+00,2.844e+00,4.797e+00,3.343e+00,3.810e+00,3.326e+00,4.618e+00
5.887e-02,1.419e-01,6.001e-01,8.204e-01,7.925e-01,9.774e-01,1.207e+00,9.331e-01,1.498e+00,1.567e+00,1.105e+00,1.802e+00,2.434e+00,1.817e+00,2.125e+00,2.192e+00,3.145e+00,2.853e+00,1.804e+00,3.264e+00,2.126e+00,1.671e+00,2.364e+00,2.142e+00,2.201e+00,2.875e+00,2.329e+00,3.084e+00,2.006e+00,1.862e+00,3.531e+00,2.100e+00,2.647e+00,1.840e+00,3.104e+00
1.352e-02,1.072e-01,5.008e-01,1.371e+00,1.359e+00,1.555e+00,1.876e+00,1.516e+00,2.586e+00,2.481e+00,2.165e+00,2.760e+00,3.176e+00,3.744e+00,3.965e+00,3.495e+00,4.101e+00,3.499e+00,3.639e+00,4.270e+00,3.859e+00,2.443e+00,3.324e+00,2.853e+00,3.380e+00,3.687e+00,3.607e+00,4.262e+00,2.612e+00,3.029e+00,4.000e+00,3.215e+00,3.312e+00,3.633e+00,4.668e+00
6.313e-02,7.192e-02,2.699e-01,8.225e-01,1.034e+00,8.568e-01,9.863e-01,1.328e+00,1.440e+00,1.715e+00,1.282e+00,1.830e+00,2.443e+00,2.991e+00,3.269e+00,3.109e+00,4.310e+00,2.793e+00,2.695e+00,3.657e+00,3.185e+00,3.017e+00,3.268e+00,3.014e+00,2.661e+00,3.539e+00,2.636e+00,3.903e+00,2.857e+00,3.250e+00,4.128e+00,2.860e+00,3.773e+00,3.200e+00,4.579e+00
