3.301e-01,2.689e-01,4.935e-02,8.186e-01,6.931e-01,7.176e-01,9.180e-01,8.243e-01,3.697e-01,9.261e-01,1.179e-01,2.152e-01,3.428e-01,2.767e-01,2.211e-02,5.202e-01,3.105e-01,8.205e-01,9.858e-01,9.179e-01,4.394e-01,3.046e-01,9.525e-03,5.946e-01,1.089e-01,3.548e-01,6.546e-01,4.692e-01,1.438e-01,3.107e-01,9.642e-01,4.185e-01,4.977e-01,1.201e-01,1.567e-02,5.854e-01,9.340e-01,8.445e-01,9.608e-01,8.367e-01,9.623e-01,4.972e-01,1.337e-01,2.801e-01,2.598e-01,2.788e-01,4.849e-01,5.350e-01,3.838e-01,1.331e-01,4.699e-01,5.892e-02,4.673e-01,1.348e-02,7.618e-01,6.470e-01,5.747e-01,3.369e-01,3.474e-01,2.216e-01,5.738e-01,5.625e-01,9.294e-01,8.902e-01,2.701e-01,5.300e-01,1.195e-02,4.105e-01,8.023e-01,6.011e-01,2.747e-01,6.519e-01,6.981e-01,1.806e-01,1.289e-01,6.365e-01,5.706e-01,3.863e-01,3.445e-01,1.480e-01,3.435e-01
6.273e-02,6.369e-01,7.154e-01,8.886e-01,4.427e-01,9.780e-01,9.401e-01,7.783e-01,5.091e-01,7.993e-01,2.239e-01,5.361e-01,2.984e-01,5.318e-01,1.502e-01,7.457e-01,9.216e-01,8.632e-01,2.880e-01,2.501e-01,9.571e-01,7.330e-01,2.546e-01,1.910e-01,3.148e-01,2.453e-01,6.273e-01,7.870e-01,3.547e-01,6.850e-01,9.403e-01,3.597e-01,1.000e+00,1.247e-01,6.255e-01,2.941e-01,9.280e-01,8.966e-01,6.388e-01,1.000e+00,3.080e-01,6.325e-01,9.464e-01,4.291e-01,2.059e-01,1.685e-01,9.521e-01,8.166e-01,6.170e-01,9.069e-01,6.767e-01,6.590e-01,1.965e-01,7.441e-01,6.336e-01,6.080e-01,7.970e-01,4.332e-01,5.049e-01,9.405e-01,3.357e-01,8.737e-01,3.784e-01,3.831e-01,3.942e-01,7.211e-01,1.032e-01,1.843e-01,6.257e-01,2.846e-01,1.018e+00,2.090e-01,8.410e-01,4.997e-01,5.985e-01,7.802e-01,2.906e-01,4.456e-01,1.442e-01,7.185e-01,6.239e-01
1.484e-01,2.486e-01,9.491e-01,1.502e+00,8.614e-01,1.061e+00,1.178e+00,1.051e+00,3.101e-01,6.831e-01,5.093e-01,5.392e-01,9.997e-01,1.025e+00,8.293e-01,9.514e-01,7.230e-01,1.229e+00,6.638e-01,1.326e+00,5.537e-01,1.028e+00,1.800e-01,7.258e-01,4.059e-01,1.137e+00,6.967e-01,1.053e+00,9.462e-01,1.268e+00,6.161e-01,4.256e-01,9.786e-01,8.836e-01,7.228e-01,1.005e+00,1.568e+00,8.908e-01,6.643e-01,7.420e-01,5.849e-01,7.487e-01,5.713e-01,5.175e-01,8.486e-01,5.618e-01,5.453e-01,6.708e-01,9.629e-01,7.275e-01,6.568e-01,1.078e+00,6.824e-01,9.266e-01,5.221e-01,7.930e-01,6.827e-01,7.858e-01,1.046e+00,9.286e-01,9.801e-01,1.301e+00,1.045e+00,6.622e-01,1.190e+00,1.192e+00,5.793e-01,3.415e-01,7.140e-01,4.447e-01,8.628e-01,8.087e-01,1.043e+00,2.836e-01,4.794e-01,9.280e-01,6.905e-01,5.182e-01,6.113e-01,1.113e+00,8.999e-01
2.373e-01,5.029e-01,5.313e-01,1.526e+00,1.058e+00,1.678e+00,1.264e+00,1.201e+00,5.739e-01,1.809e+00,9.560e-01,1.108e+00,1.488e+00,7.644e-01,9.765e-01,1.107e+00,1.609e+00,1.468e+00,8.955e-01,1.569e+00,1.463e+00,1.608e+00,1.084e+00,1.483e+00,1.253e+00,1.246e+00,8.938e-01,1.061e+00,8.429e-01,1.019e+00,2.040e+00,1.375e+00,1.823e+00,7.355e-01,9.696e-01,1.322e+00,1.855e+00,1.924e+00,1.623e+00,1.204e+00,1.628e+00,7.444e-01,1.189e+00,9.400e-01,9.082e-01,4.107e-01,1.180e+00,9.986e-01,6.797e-01,7.454e-01,8.702e-01,9.591e-01,1.360e+00,1.007e+00,1.786e+00,1.490e+00,1.091e+00,1.186e+00,1.264e+00,1.428e+00,7.159e-01,1.715e+00,1.068e+00,1.294e+00,8.781e-01,9.663e-01,3.600e-01,4.729e-01,1.695e+00,1.152e+00,1.196e+00,9.305e-01,1.300e+00,1.108e+00,6.860e-01,1.155e+00,1.308e+00,1.472e+00,8.864e-01,1.331e+00,1.225e+00
1.223e-01,6.754e-01,7.822e-01,1.166e+00,1.287e+00,1.743e+00,2.019e+00,1.355e+00,1.351e+00,1.628e+00,3.798e-01,1.113e+00,1.117e+00,1.403e+00,6.392e-01,1.435e+00,1.941e+00,1.172e+00,1.398e+00,8.485e-01,1.878e+00,1.727e+00,9.518e-01,1.459e+00,1.177e+00,1.245e+00,8.206e-01,1.722e+00,8.219e-01,1.199e+00,1.543e+00,8.551e-01,1.842e+00,4.706e-01,1.090e+00,8.028e-01,1.839e+00,2.180e+00,1.398e+00,1.570e+00,6.847e-01,1.400e+00,1.789e+00,7.890e-01,9.607e-01,6.536e-01,1.496e+00,1.508e+00,9.145e-01,1.480e+00,1.298e+00,1.359e+00,6.180e-01,1.369e+00,1.866e+00,1.611e+00,1.486e+00,7.296e-01,1.203e+00,1.651e+00,8.445e-01,2.084e+00,1.586e+00,1.259e+00,1.073e+00,1.036e+00,1.085e+00,6.829e-01,1.055e+00,6.318e-01,1.546e+00,1.093e+00,1.117e+00,1.303e+00,1.055e+00,1.126e+00,8.763e-01,1.651e+00,4.704e-01,1.385e+00,9.310e-01
1.427e-02,4.509e-01,1.119e+00,1.548e+00,1.160e+00,2.128e+00,2.557e+00,1.361e+00,8.522e-01,1.734e+00,1.035e+00,1.477e+00,2.180e+00,1.785e+00,1.470e+00,1.997e+00,2.128e+00,2.346e+00,1.271e+00,2.138e+00,2.419e+00,2.213e+00,1.166e+00,1.625e+00,1.756e+00,2.185e+00,1.016e+00,1.788e+00,1.622e+00,2.486e+00,1.365e+00,1.391e+00,2.559e+00,1.497e+00,1.720e+00,2.096e+00,2.529e+00,2.427e+00,1.658e+00,1.149e+00,8.792e-01,1.736e+00,1.990e+00,1.670e+00,2.003e+00,8.622e-01,1.862e+00,1.686e+00,1.656e+00,2.040e+00,1.519e+00,2.524e+00,1.310e+00,2.671e+00,1.921e+00,2.141e+00,1.895e+00,1.197e+00,2.369e+00,2.392e+00,1.858e+00,2.323e+00,2.044e+00,1.967e+00,1.660e+00,1.464e+00,1.188e+00,1.374e+00,1.414e+00,8.081e-01,2.326e+00,1.589e+00,1.580e+00,1.791e+00,1.382e+00,1.369e+00,1.692e+00,1.664e+00,9.754e-01,2.247e+00,1.726e+00
1.613e-01,4.651e-01,8.110e-01,1.536e+00,1.068e+00,1.767e+00,2.807e+00,1.454e+00,1.500e+00,2.083e+00,1.353e+00,1.822e+00,2.018e+00,1.371e+00,1.130e+00,2.204e+00,1.709e+00,2.566e+00,1.287e+00,2.675e+00,1.766e+00,2.081e+00,1.007e+00,1.554e+00,1.647e+00,1.962e+00,1.807e+00,1.484e+00,1.600e+00,1.875e+00,1.997e+00,1.283e+00,2.231e+00,1.960e+00,1.529e+00,1.610e+00,2.148e+00,2.426e+00,1.824e+00,1.454e+00,1.626e+00,2.173e+00,1.700e+00,1.819e+00,1.901e+00,6.297e-01,2.377e+00,2.131e+00,1.287e+00,2.053e+00,2.069e+00,2.417e+00,1.907e+00,1.744e+00,2.463e+00,1.820e+00,2.386e+00,1.422e+00,2.647e+00,1.758e+00,2.011e+00,2.733e+00,2.293e+00,2.029e+00,1.910e+00,1.985e+00,1.158e+00,1.232e+00,2.388e+00,1.751e+00,1.856e+00,1.363e+00,1.679e+00,1.947e+00,1.276e+00,1.922e+00,2.041e+00,1.957e+00,9.921e-01,2.166e+00,2.047e+00
2.929e-01,3.253e-01,5.911e-01,1.722e+00,1.786e+00,2.118e+00,2.790e+00,1.930e+00,2.552e+00,3.250e+00,1.788e+00,2.364e+00,2.674e+00,2.410e+00,2.200e+00,2.755e+00,2.839e+00,2.460e+00,2.668e+00,3.669e+00,2.775e+00,2.941e+00,2.235e+00,2.834e+00,2.334e+00,3.387e+00,1.485e+00,1.958e+00,1.787e+00,2.258e+00,3.110e+00,2.201e+00,3.265e+00,2.221e+00,1.580e+00,1.978e+00,3.032e+00,3.851e+00,2.755e+00,1.629e+00,2.112e+00,2.715e+00,2.182e+00,2.141e+00,2.832e+00,1.450e+00,2.711e+00,2.155e+00,2.001e+00,1.762e+00,2.346e+00,2.120e+00,2.627e+00,1.649e+00,3.840e+00,2.345e+00,2.705e+00,2.120e+00,2.765e+00,2.597e+00,2.274e+00,4.076e+00,3.495e+00,3.160e+00,2.756e+00,1.778e+00,2.071e+00,1.741e+00,2.924e+00,2.336e+00,2.472e+00,1.954e+00,2.176e+00,2.665e+00,1.343e+00,2.622e+00,2.946e+00,2.937e+00,2.030e+00,2.983e+00,1.937e+00
1.798e-02,5.726e-01,8.911e-01,1.307e+00,7.128e-01,1.774e+00,2.127e+00,1.219e+00,1.836e+00,2.576e+00,1.556e+00,2.587e+00,2.272e+00,2.344e+00,1.524e+00,2.503e+00,2.731e+00,2.722e+00,1.189e+00,2.981e+00,2.814e+00,2.293e+00,1.890e+00,1.896e+00,2.557e+00,2.297e+00,1.940e+00,1.292e+00,2.411e+00,2.429e+00,2.321e+00,1.819e+00,3.062e+00,2.170e+00,1.705e+00,1.662e+00,2.359e+00,3.363e+00,2.171e+00,1.698e+00,1.844e+00,2.633e+00,2.813e+00,2.708e+00,2.525e+00,1.740e+00,2.802e+00,2.589e+00,1.940e+00,2.622e+00,1.976e+00,2.461e+00,2.515e+00,2.668e+00,2.425e+00,1.880e+00,2.343e+00,2.194e+00,2.809e+00,2.568e+00,2.186e+00,2.932e+00,2.567e+00,2.308e+00,2.615e+00,1.875e+00,1.391e+00,2.284e+00,2.927e+00,1.801e+00,3.095e+00,1.060e+00,2.481e+00,2.227e+00,2.073e+00,2.422e+00,2.077e+00,2.483e+00,1.515e+00,3.362e+00,2.140e+00
1.000e-02,1.170e-01,4.928e-01,7.821e-01,1.032e+00,1.549e+00,2.211e+00,9.631e-01,9.988e-01,1.648e+00,1.678e+00,1.961e+00,2.081e+00,1.968e+00,1.803e+00,1.678e+00,2.670e+00,2.308e+00,1.992e+00,2.461e+00,2.837e+00,1.960e+00,1.805e+00,2.133e+00,2.620e+00,2.456e+00,6.745e-01,2.194e+00,2.244e+00,2.880e+00,1.402e+00,1.553e+00,2.601e+00,1.853e+00,1.602e+00,2.594e+00,2.264e+00,2.461e+00,1.738e+00,1.043e+00,1.350e+00,2.556e+00,2.347e+00,2.334e+00,2.068e+00,1.485e+00,2.072e+00,1.805e+00,1.810e+00,1.652e+00,2.300e+00,2.835e+00,1.294e+00,3.033e+00,2.046e+00,2.819e+00,1.965e+00,9.149e-01,2.910e+00,2.265e+00,2.189e+00,2.345e+00,2.827e+00,2.891e+00,2.215e+00,1.537e+00,2.176e+00,1.762e+00,1.758e+00,7.297e-01,2.247e+00,2.009e+00,1.599e+00,2.051e+00,1.195e+00,1.711e+00,2.329e+00,2.360e+00,1.347e+00,2.691e+00,1.472e+00
