1.855e-01,5.612e-01,9.691e-02,4.003e-01,3.005e-01,1.398e-02,9.085e-01,8.589e-01,7.347e-01,2.227e-01,6.631e-01,6.011e-01,9.708e-01,7.746e-01,8.951e-01,4.303e-01,3.477e-01,3.866e-01,7.568e-01,5.892e-01,6.186e-01,5.468e-01,8.433e-01,3.299e-01,9.535e-01,8.846e-01,7.176e-01,3.052e-01,3.574e-01,6.424e-01,8.839e-01,5.885e-01,2.216e-01,9.711e-01,6.400e-01,9.485e-01,8.824e-01,5.508e-01,9.190e-01,4.568e-01,3.250e-01,3.086e-01,6.508e-01,7.448e-01,6.938e-01,3.732e-02,8.237e-01,3.217e-01,3.091e-01,6.153e-01,7.266e-01,9.990e-01,6.815e-01,9.610e-01,4.795e-01,1.732e-01,4.290e-01,3.810e-03,2.756e-01,9.571e-01,9.936e-01,6.719e-01,4.314e-01,5.470e-01,3.333e-02,4.598e-01,5.629e-01,4.854e-01
8.335e-02,1.144e+00,1.613e-01,1.827e-01,3.161e-01,5.897e-01,4.902e-01,1.293e+00,9.611e-01,4.387e-01,4.482e-01,8.123e-01,8.722e-01,6.771e-01,9.513e-01,3.502e-01,6.226e-01,3.826e-01,7.731e-01,4.366e-01,8.897e-01,9.251e-01,4.195e-01,1.018e+00,7.750e-01,7.989e-01,4.469e-01,3.933e-01,2.793e-01,1.120e+00,9.094e-01,9.686e-01,8.817e-01,1.014e+00,1.024e+00,1.037e+00,4.291e-01,1.067e+00,6.913e-01,6.611e-01,1.082e+00,5.089e-01,6.047e-01,7.970e-01,6.385e-01,3.668e-01,8.983e-01,5.140e-01,8.501e-01,1.073e+00,4.973e-01,1.173e+00,5.642e-01,7.691e-01,5.645e-01,4.502e-01,3.450e-01,9.284e-02,2.774e-01,1.375e+00,4.911e-01,3.342e-01,7.027e-01,7.558e-01,4.434e-01,3.608e-01,9.117e-01,4.703e-01
8.798e-02,6.650e-01,7.830e-01,1.176e+00,6.586e-01,4.179e-01,8.632e-01,1.070e+00,1.603e+00,1.204e+00,8.878e-01,7.581e-01,1.457e+00,1.185e+00,1.058e+00,1.221e+00,1.262e+00,3.276e-01,1.147e+00,4.488e-01,1.198e+00,9.613e-01,6.895e-01,1.221e+00,1.243e+00,1.369e+00,1.283e+00,5.291e-01,1.146e+00,6.783e-01,1.281e+00,1.325e+00,9.474e-01,9.939e-01,1.247e+00,1.390e+00,5.652e-01,7.646e-01,9.355e-01,9.511e-01,1.198e+00,7.599e-01,5.391e-01,9.930e-01,1.295e+00,3.141e-01,8.831e-01,4.852e-01,1.083e+00,1.328e+00,1.077e+00,1.511e+00,9.278e-01,1.143e+00,1.301e+00,1.031e+00,7.070e-01,2.280e-01,5.516e-01,1.305e+00,1.113e+00,7.024e-01,1.370e+00,1.152e+00,6.035e-01,4.005e-01,9.931e-01,1.093e+00
2.883e-03,7.763e-02,5.973e-01,1.413e+00,1.160e+00,8.912e-01,1.121e+00,3.275e-01,1.005e+00,9.547e-01,1.225e+00,9.224e-01,1.304e+00,1.253e+00,8.643e-01,1.729e+00,1.291e+00,3.617e-01,8.877e-01,1.055e+00,8.108e-01,8.057e-01,9.892e-01,6.598e-01,6.260e-01,8.509e-01,1.088e+00,1.112e+00,1.500e+00,2.596e-01,9.329e-01,1.542e+00,6.894e-01,8.863e-01,7.521e-01,6.582e-01,2.052e-01,3.884e-01,1.045e+00,8.923e-01,1.240e+00,8.220e-01,4.710e-01,5.712e-01,1.190e+00,1.010e+00,5.916e-01,1.097e+00,1.581e+00,1.567e+00,5.868e-01,9.762e-01,9.262e-01,7.367e-01,1.816e+00,1.137e+00,9.840e-01,9.602e-01,1.273e+00,1.428e+00,7.707e-01,1.259e+00,1.241e+00,1.412e+00,5.664e-01,5.176e-01,1.392e+00,1.655e+00
1.411e-01,5.273e-01,7.041e-01,1.454e+00,1.466e+00,1.103e+00,2.212e+00,1.489e+00,2.402e+00,1.335e+00,1.859e+00,1.421e+00,1.780e+00,1.601e+00,1.939e+00,1.985e+00,1.654e+00,1.195e+00,1.878e+00,1.909e+00,1.277e+00,1.153e+00,1.908e+00,1.634e+00,1.835e+00,1.583e+00,1.892e+00,1.456e+00,1.656e+00,1.639e+00,2.133e+00,2.398e+00,1.263e+00,2.101e+00,1.938e+00,1.906e+00,1.571e+00,8.434e-01,1.435e+00,1.148e+00,1.230e+00,1.618e+00,1.034e+00,1.498e+00,2.182e+00,1.440e+00,1.983e+00,1.515e+00,1.735e+00,1.911e+00,1.595e+00,2.616e+00,1.999e+00,1.825e+00,2.509e+00,1.310e+00,1.502e+00,1.052e+00,1.136e+00,2.083e+00,1.802e+00,1.338e+00,2.174e+00,2.305e+00,1.237e+00,1.402e+00,1.660e+00,1.983e+00
1.503e-01,1.222e+00,3.147e-01,8.134e-01,9.045e-01,1.594e+00,1.372e+00,1.833e+00,2.410e+00,1.616e+00,1.726e+00,1.814e+00,1.728e+00,1.937e+00,1.715e+00,2.066e+00,2.088e+00,1.577e+00,2.164e+00,1.500e+00,1.634e+00,1.671e+00,1.770e+00,1.944e+00,1.541e+00,1.580e+00,1.961e+00,1.213e+00,1.349e+00,1.825e+00,1.513e+00,1.823e+00,1.401e+00,1.838e+00,1.426e+00,2.091e+00,1.087e+00,1.809e+00,1.798e+00,1.594e+00,2.087e+00,1.038e+00,1.690e+00,1.909e+00,2.141e+00,1.663e+00,1.882e+00,1.644e+00,2.374e+00,2.354e+00,1.017e+00,1.990e+00,1.518e+00,1.776e+00,2.372e+00,1.018e+00,1.612e+00,6.326e-01,1.338e+00,2.882e+00,1.181e+00,2.114e+00,1.610e+00,2.050e+00,1.181e+00,1.211e+00,2.526e+00,1.411e+00
8.348e-02,1.107e+00,3.461e-01,7.934e-01,1.035e+00,1.693e+00,1.524e+00,1.960e+00,2.918e+00,1.673e+00,2.302e+00,1.874e+00,2.287e+00,2.105e+00,1.819e+00,2.152e+00,2.200e+00,2.151e+00,2.431e+00,2.423e+00,1.619e+00,2.373e+00,1.704e+00,2.280e+00,1.515e+00,1.381e+00,2.352e+00,1.911e+00,1.696e+00,2.452e+00,2.454e+00,2.226e+00,2.273e+00,2.204e+00,1.872e+00,1.880e+00,1.146e+00,1.754e+00,1.554e+00,1.880e+00,2.999e+00,1.301e+00,1.530e+00,2.428e+00,2.139e+00,1.855e+00,2.374e+00,2.352e+00,2.391e+00,2.871e+00,1.658e+00,2.605e+00,2.136e+00,2.474e+00,3.113e+00,1.495e+00,1.983e+00,1.070e+00,2.261e+00,3.016e+00,1.699e+00,2.326e+00,2.321e+00,2.232e+00,2.086e+00,1.386e+00,2.953e+00,1.975e+00
1.338e-01,8.829e-01,6.216e-01,1.543e+00,1.479e+00,1.520e+00,1.937e+00,1.894e+00,2.575e+00,2.358e+00,2.151e+00,2.809e+00,2.527e+00,2.256e+00,2.026e+00,2.658e+00,2.115e+00,2.007e+00,2.648e+00,2.003e+00,2.216e+00,2.649e+00,2.547e+00,1.770e+00,2.172e+00,2.157e+00,2.749e+00,1.996e+00,2.499e+00,2.260e+00,1.979e+00,3.202e+00,1.652e+00,2.489e+00,2.185e+00,1.929e+00,1.735e+00,1.475e+00,2.129e+00,2.444e+00,3.017e+00,1.547e+00,2.058e+00,2.267e+00,2.310e+00,2.461e+00,2.247e+00,2.459e+00,3.242e+00,2.777e+00,1.976e+00,2.329e+00,2.557e+00,2.337e+00,3.523e+00,2.299e+00,1.944e+00,1.538e+00,2.672e+00,3.680e+00,1.620e+00,2.513e+00,2.580e+00,3.226e+00,1.863e+00,1.492e+00,3.362e+00,2.685e+00
9.961e-03,1.316e-01,1.579e-01,7.073e-01,9.408e-01,1.428e+00,1.113e+00,7.737e-01,1.994e+00,2.454e+00,1.979e+00,1.874e+00,1.793e+00,2.265e+00,1.628e+00,2.597e+00,1.643e+00,1.829e+00,2.309e+00,1.933e+00,1.980e+00,1.941e+00,2.426e+00,1.639e+00,1.540e+00,1.496e+00,2.566e+00,2.308e+00,1.931e+00,1.652e+00,8.730e-01,2.629e+00,1.723e+00,1.359e+00,1.154e+00,1.748e+00,1.212e+00,8.400e-01,2.085e+00,1.869e+00,2.277e+00,1.134e+00,1.914e+00,1.368e+00,2.332e+00,2.579e+00,2.206e+00,2.115e+00,2.392e+00,1.907e+00,1.390e+00,1.691e+00,2.149e+00,1.834e+00,2.980e+00,1.451e+00,1.597e+00,1.585e+00,2.367e+00,3.051e+00,1.151e+00,2.582e+00,1.593e+00,2.612e+00,1.920e+00,1.276e+00,3.023e+00,1.693e+00
1.465e-01,1.198e+00,7.661e-01,1.701e+00,1.517e+00,1.502e+00,1.949e+00,1.880e+00,2.566e+00,2.170e+00,2.916e+00,2.092e+00,2.780e+00,3.386e+00,3.038e+00,3.170e+00,3.008e+00,2.075e+00,2.361e+00,2.031e+00,2.982e+00,2.400e+00,2.613e+00,2.914e+00,2.617e+00,2.296e+00,3.013e+00,2.747e+00,2.767e+00,1.936e+00,3.180e+00,3.358e+00,2.144e+00,2.846e+00,2.932e+00,2.435e+00,1.468e+00,2.156e+00,3.128e+00,2.397e+00,2.817e+00,1.475e+00,2.437e+00,2.696e+00,3.081e+00,2.518e+00,2.747e+00,2.177e+00,3.395e+00,3.013e+00,2.362e+00,3.572e+00,2.241e+00,2.409e+00,3.900e+00,2.157e+00,1.955e+00,1.560e+00,2.808e+00,3.696e+00,2.584e+00,2.350e+00,3.109e+00,2.680e+00,2.209e+00,2.098e+00,3.049e+00,2.953e+00
