3.175e-01,7.703e-01,7.490e-01,7.633e-01,4.023e-01,5.527e-02,8.048e-01,9.970e-01,8.488e-01,9.828e-01,5.504e-01,4.181e-01,3.304e-01,3.942e-01,3.709e-01,9.722e-01,4.754e-01,3.253e-01,8.438e-01,8.416e-01,8.368e-01,5.850e-03,6.764e-01,4.391e-01,4.209e-01,6.419e-01,2.022e-01,8.339e-01,6.561e-03,9.415e-01,9.184e-01,4.137e-01,7.591e-02,4.951e-01,8.962e-01,6.523e-01,3.610e-01,9.794e-01,6.610e-02,7.705e-01,2.522e-02,6.662e-01,9.081e-01,9.467e-01,5.391e-01,7.470e-01,9.334e-01,4.945e-02
2.376e-01,7.973e-01,8.602e-01,6.283e-01,6.594e-01,2.211e-01,9.857e-01,1.164e+00,1.163e+00,1.342e+00,7.240e-01,5.933e-01,8.053e-01,4.243e-01,2.938e-01,9.469e-01,5.162e-01,1.080e+00,9.997e-01,9.962e-01,1.027e+00,7.581e-01,7.780e-01,7.719e-01,1.113e+00,6.512e-01,1.538e-01,1.383e+00,8.611e-01,1.150e+00,1.068e+00,1.055e+00,6.473e-01,1.038e+00,1.532e+00,6.136e-01,3.225e-01,8.753e-01,4.571e-01,1.359e+00,3.468e-01,7.362e-01,1.256e+00,7.455e-01,8.924e-01,1.471e+00,1.057e+00,1.364e-01
1.564e-01,3.820e-01,3.800e-01,8.481e-01,3.805e-01,7.074e-01,5.992e-01,8.612e-01,6.333e-01,1.460e+00,1.013e+00,8.896e-01,9.314e-01,6.118e-01,1.180e+00,7.344e-01,7.609e-01,1.004e+00,8.684e-01,8.065e-01,7.245e-01,3.984e-01,1.082e+00,1.014e+00,4.759e-01,1.294e+00,9.463e-01,8.756e-01,2.353e-01,9.881e-01,8.487e-01,6.527e-01,5.511e-01,1.128e+00,6.507e-01,5.500e-01,8.884e-01,8.023e-01,7.350e-01,6.823e-01,4.078e-01,7.535e-01,1.217e+00,6.498e-01,7.639e-01,1.009e+00,6.839e-01,5.235e-01
1.873e-01,6.159e-01,6.673e-01,9.174e-01,9.780e-01,9.088e-01,1.174e+00,1.832e+00,1.939e+00,2.408e+00,1.338e+00,1.960e+00,1.864e+00,9.587e-01,1.237e+00,1.048e+00,1.381e+00,2.455e+00,1.458e+00,1.551e+00,1.786e+00,1.434e+00,1.413e+00,1.743e+00,1.909e+00,1.860e+00,1.486e+00,1.760e+00,1.695e+00,1.695e+00,1.312e+00,1.644e+00,1.630e+00,2.045e+00,1.845e+00,1.532e+00,1.632e+00,1.792e+00,1.864e+00,1.976e+00,8.756e-01,1.077e+00,2.187e+00,8.758e-01,1.474e+00,2.395e+00,1.005e+00,9.630e-01
3.093e-01,8.994e-01,9.363e-01,1.068e+00,1.190e+00,1.381e+00,2.065e+00,2.422e+00,2.365e+00,2.467e+00,1.775e+00,1.747e+00,2.155e+00,9.012e-01,1.492e+00,1.465e+00,1.115e+00,2.383e+00,1.859e+00,2.285e+00,2.024e+00,1.432e+00,1.851e+00,1.473e+00,1.630e+00,1.416e+00,1.672e+00,1.771e+00,1.102e+00,1.567e+00,2.003e+00,1.955e+00,1.303e+00,2.393e+00,1.964e+00,1.920e+00,1.129e+00,1.979e+00,8.777e-01,2.151e+00,8.547e-01,1.810e+00,2.493e+00,1.253e+00,1.518e+00,2.478e+00,2.235e+00,1.307e+00
7.474e-02,2.242e-01,2.393e-01,5.164e-01,6.546e-01,8.363e-01,1.806e+00,1.984e+00,2.176e+00,2.486e+00,1.806e+00,1.879e+00,2.118e+00,1.479e+00,1.701e+00,6.785e-01,1.721e+00,2.548e+00,1.586e+00,2.080e+00,1.284e+00,1.534e+00,1.541e+00,1.488e+00,1.980e+00,1.338e+00,1.389e+00,9.966e-01,1.175e+00,1.827e+00,8.306e-01,2.044e+00,1.195e+00,1.797e+00,1.723e+00,1.770e+00,1.967e+00,1.936e+00,2.119e+00,1.661e+00,1.482e+00,1.160e+00,1.869e+00,1.259e+00,1.325e+00,2.093e+00,1.223e+00,1.138e+00
5.563e-02,3.382e-01,4.088e-01,3.288e-01,1.032e+00,1.022e+00,2.064e+00,2.395e+00,2.862e+00,2.420e+00,2.214e+00,2.750e+00,2.754e+00,1.690e+00,2.113e+00,1.482e+00,1.820e+00,3.197e+00,1.923e+00,2.577e+00,2.676e+00,2.582e+00,2.104e+00,1.539e+00,2.501e+00,2.011e+00,2.168e+00,2.299e+00,2.375e+00,1.563e+00,1.662e+00,2.434e+00,2.123e+00,2.318e+00,2.829e+00,2.571e+00,2.136e+00,2.395e+00,2.331e+00,3.075e+00,2.182e+00,2.078e+00,2.935e+00,1.582e+00,1.509e+00,3.205e+00,2.130e+00,2.093e+00
3.028e-01,7.529e-01,7.429e-01,9.902e-01,8.636e-01,7.370e-01,1.981e+00,3.317e+00,2.814e+00,3.111e+00,1.928e+00,2.865e+00,2.568e+00,2.089e+00,2.503e+00,1.649e+00,2.209e+00,2.421e+00,1.979e+00,2.728e+00,2.903e+00,1.427e+00,2.168e+00,2.288e+00,2.358e+00,2.148e+00,1.829e+00,1.873e+00,1.600e+00,2.982e+00,2.105e+00,2.737e+00,1.269e+00,2.608e+00,2.721e+00,2.279e+00,2.626e+00,2.502e+00,2.185e+00,2.228e+00,1.395e+00,2.110e+00,3.039e+00,1.887e+00,2.420e+00,3.364e+00,2.687e+00,1.851e+00
5.425e-02,2.440e-01,2.877e-01,6.168e-01,9.377e-01,1.473e+00,2.398e+00,2.714e+00,3.696e+00,3.771e+00,3.263e+00,3.783e+00,3.885e+00,2.501e+00,3.846e+00,2.165e+00,2.767e+00,3.787e+00,3.128e+00,3.392e+00,3.336e+00,2.895e+00,3.025e+00,2.334e+00,2.947e+00,3.074e+00,2.760e+00,2.421e+00,2.646e+00,2.970e+00,1.958e+00,3.579e+00,2.995e+00,3.445e+00,3.107e+00,3.477e+00,2.668e+00,3.449e+00,2.694e+00,3.673e+00,3.021e+00,2.511e+00,3.349e+00,2.253e+00,1.906e+00,3.464e+00,3.012e+00,3.415e+00
3.341e-02,2.257e-01,2.801e-01,4.300e-01,5.539e-01,7.719e-01,7.846e-01,1.360e+00,1.283e+00,2.049e+00,1.301e+00,2.289e+00,2.013e+00,1.602e+00,1.860e+00,8.764e-01,1.796e+00,2.516e+00,1.251e+00,1.713e+00,2.238e+00,1.522e+00,1.724e+00,1.812e+00,1.968e+00,1.550e+00,1.266e+00,1.704e+00,1.522e+00,1.875e+00,1.193e+00,2.018e+00,2.073e+00,2.669e+00,2.315e+00,1.848e+00,1.592e+00,1.104e+00,1.645e+00,2.026e+00,1.849e+00,1.926e+00,1.864e+00,8.377e-01,1.402e+00,2.221e+00,2.021e+00,1.570e+00
