7.816e-01,2.696e-01,7.472e-01,9.357e-01,2.473e-01,4.698e-01,2.632e-01,5.201e-01,2.312e-01,1.781e-01,1.691e-01,1.979e-01,4.054e-01,8.044e-01,4.534e-01,8.496e-01,9.742e-01,1.225e-01,9.115e-01,2.011e-01,4.981e-01,8.023e-01,7.526e-01,1.808e-01,5.516e-01,2.418e-01,8.499e-01,8.561e-01,9.292e-01,2.112e-02,9.180e-01,5.205e-01,8.323e-01,9.673e-01,5.546e-01,4.053e-02,8.407e-01,5.010e-01,8.240e-01,1.179e-02,5.924e-01,5.018e-01,8.283e-01,3.938e-01,3.621e-01,9.945e-02,1.698e-01,8.589e-01,3.883e-01,6.448e-01,5.870e-01,1.901e-01,8.995e-01,4.965e-01,2.112e-01,7.383e-01,6.122e-01,6.339e-02
4.282e-01,6.879e-01,7.194e-01,1.105e+00,7.248e-01,7.384e-01,7.570e-01,7.151e-01,3.666e-01,1.039e+00,9.209e-01,6.972e-01,6.862e-01,4.440e-01,9.012e-01,6.084e-01,7.546e-01,9.061e-01,1.426e+00,3.097e-01,8.181e-01,8.835e-01,1.287e+00,6.924e-01,4.196e-01,1.680e-01,6.041e-01,1.104e+00,8.580e-01,4.456e-01,1.403e+00,8.116e-01,1.172e+00,5.396e-01,7.722e-01,5.546e-01,1.032e+00,3.410e-01,5.824e-01,1.085e-01,3.747e-01,3.146e-01,9.241e-01,1.042e+00,1.107e+00,3.914e-01,2.742e-01,1.061e+00,5.791e-01,1.134e+00,5.783e-01,5.096e-01,1.362e+00,4.654e-01,1.781e-01,1.297e+00,6.620e-01,8.380e-01
2.801e-01,4.738e-01,1.470e+00,1.519e+00,7.446e-01,8.728e-01,8.924e-01,1.140e+00,1.132e+00,8.266e-01,1.520e+00,1.177e+00,9.483e-01,9.272e-01,1.457e+00,4.791e-01,8.669e-01,1.188e+00,1.155e+00,8.283e-01,7.560e-01,1.206e+00,1.806e+00,9.734e-01,5.363e-01,1.466e-01,9.906e-01,1.369e+00,1.292e+00,1.152e+00,1.547e+00,1.210e+00,1.179e+00,1.349e+00,6.450e-01,7.219e-01,1.676e+00,2.767e-01,1.175e+00,8.480e-01,7.665e-01,2.869e-01,1.512e+00,1.556e+00,1.445e+00,3.266e-01,3.230e-01,1.275e+00,6.828e-01,1.735e+00,1.257e+00,6.125e-01,1.570e+00,1.171e+00,1.619e-01,1.296e+00,5.150e-01,7.995e-01
5.524e-01,3.776e-01,8.689e-01,1.979e+00,1.041e+00,1.286e+00,7.406e-01,1.570e+00,8.517e-01,1.451e+00,8.150e-01,1.056e+00,1.070e+00,9.920e-01,1.073e+00,9.550e-01,1.542e+00,1.276e+00,1.751e+00,5.938e-01,1.273e+00,1.705e+00,1.703e+00,9.600e-01,1.334e+00,6.087e-01,1.424e+00,1.466e+00,1.149e+00,7.661e-01,1.599e+00,1.417e+00,1.239e+00,1.480e+00,8.792e-01,1.189e+00,1.062e+00,1.348e+00,9.126e-01,5.611e-01,6.132e-01,1.221e+00,1.912e+00,1.520e+00,1.217e+00,7.828e-01,4.438e-01,1.584e+00,5.694e-01,1.193e+00,1.603e+00,1.084e+00,1.399e+00,1.008e+00,8.258e-01,1.786e+00,1.088e+00,9.443e-01
1.839e-01,7.409e-02,1.161e+00,1.604e+00,1.301e+00,1.879e+00,1.238e+00,2.248e+00,2.130e+00,1.781e+00,1.443e+00,1.619e+00,1.448e+00,1.707e+00,1.538e+00,5.141e-01,1.764e+00,1.801e+00,1.700e+00,1.159e+00,9.044e-01,1.361e+00,1.701e+00,1.737e+00,1.500e+00,4.165e-01,1.833e+00,1.610e+00,1.140e+00,1.971e+00,1.839e+00,1.350e+00,1.544e+00,1.700e+00,6.568e-01,1.581e+00,1.772e+00,1.691e+00,2.033e+00,1.532e+00,1.130e+00,1.279e+00,2.047e+00,2.391e+00,1.145e+00,7.147e-01,6.008e-01,1.405e+00,1.238e+00,1.641e+00,1.918e+00,1.363e+00,1.291e+00,1.512e+00,1.299e+00,1.596e+00,6.138e-01,6.450e-01
1.546e-01,2.933e-01,1.041e+00,1.775e+00,1.218e+00,2.129e+00,1.722e+00,1.916e+00,2.480e+00,1.983e+00,2.154e+00,1.696e+00,1.328e+00,1.652e+00,1.776e+00,8.399e-01,1.836e+00,1.855e+00,2.422e+00,1.439e+00,1.530e+00,1.610e+00,2.807e+00,2.391e+00,1.831e+00,4.558e-01,1.814e+00,1.784e+00,1.225e+00,1.626e+00,2.682e+00,1.901e+00,1.400e+00,1.454e+00,1.504e+00,2.420e+00,1.814e+00,1.756e+00,1.657e+00,1.508e+00,1.113e+00,1.864e+00,2.186e+00,2.409e+00,2.377e+00,1.008e+00,1.292e+00,2.260e+00,1.802e+00,1.677e+00,1.888e+00,1.512e+00,1.755e+00,1.752e+00,1.916e+00,2.061e+00,8.877e-01,1.240e+00
6.645e-01,7.361e-01,1.859e+00,2.653e+00,1.900e+00,2.984e+00,2.429e+00,3.236e+00,3.833e+00,3.124e+00,3.248e+00,3.002e+00,3.046e+00,3.055e+00,2.632e+00,1.918e+00,3.244e+00,3.404e+00,4.468e+00,2.768e+00,2.881e+00,2.345e+00,3.899e+00,3.317e+00,3.010e+00,6.505e-01,3.124e+00,3.575e+00,2.386e+00,3.182e+00,4.649e+00,2.838e+00,3.409e+00,3.179e+00,2.981e+00,2.870e+00,3.441e+00,3.103e+00,2.898e+00,2.272e+00,2.118e+00,3.006e+00,3.134e+00,3.636e+00,3.769e+00,1.772e+00,2.194e+00,3.100e+00,3.318e+00,3.504e+00,3.331e+00,2.725e+00,3.488e+00,3.179e+00,2.969e+00,3.320e+00,2.077e+00,2.418e+00
2.295e-01,2.242e-01,6.371e-01,8.976e-01,7.593e-01,1.232e+00,9.656e-01,1.937e+00,2.381e+00,2.029e+00,2.123e+00,2.216e+00,2.187e+00,2.095e+00,1.535e+00,1.593e+00,2.063e+00,1.915e+00,2.817e+00,1.929e+00,1.673e+00,1.076e+00,2.144e+00,1.604e+00,1.673e+00,4.405e-01,2.032e+00,2.489e+00,9.990e-01,2.213e+00,2.244e+00,1.928e+00,2.458e+00,2.210e+00,2.062e+00,2.094e+00,2.165e+00,2.431e+00,1.633e+00,1.188e+00,1.920e+00,1.513e+00,2.128e+00,2.463e+00,2.176e+00,1.478e+00,1.971e+00,1.257e+00,2.605e+00,1.856e+00,1.649e+00,2.135e+00,2.390e+00,1.860e+00,1.873e+00,1.969e+00,1.106e+00,1.323e+00
4.554e-01,2.550e-01,6.498e-01,1.201e+00,6.413e-01,1.444e+00,1.156e+00,1.648e+00,2.672e+00,2.231e+00,2.115e+00,2.241e+00,2.025e+00,2.426e+00,1.727e+00,2.266e+00,2.245e+00,2.443e+00,3.150e+00,2.308e+00,2.307e+00,1.507e+00,3.417e+00,1.998e+00,2.646e+00,1.428e+00,2.675e+00,3.107e+00,1.970e+00,1.799e+00,3.378e+00,2.554e+00,2.553e+00,2.208e+00,2.777e+00,2.772e+00,2.509e+00,3.209e+00,1.952e+00,2.016e+00,2.158e+00,2.880e+00,2.727e+00,2.623e+00,2.779e+00,2.417e+00,2.328e+00,2.673e+00,3.533e+00,1.936e+00,2.252e+00,2.664e+00,2.447e+00,2.615e+00,2.753e+00,2.430e+00,1.860e+00,1.857e+00
6.040e-01,3.186e-01,1.215e+00,2.150e+00,1.021e+00,1.937e+00,1.440e+00,2.599e+00,3.468e+00,3.750e+00,3.641e+00,3.413e+00,3.258e+00,4.132e+00,2.554e+00,3.178e+00,3.319e+00,4.116e+00,4.677e+00,2.977e+00,3.549e+00,2.549e+00,5.082e+00,2.962e+00,3.761e+00,2.352e+00,3.978e+00,4.639e+00,2.703e+00,2.989e+00,4.924e+00,4.136e+00,3.998e+00,3.991e+00,4.007e+00,4.015e+00,3.385e+00,4.545e+00,3.366e+00,2.983e+00,3.006e+00,3.771e+00,4.372e+00,4.089e+00,4.354e+00,3.781e+00,3.546e+00,3.569e+00,4.820e+00,3.628e+00,3.575e+00,4.285e+00,4.075e+00,4.268e+00,3.599e+00,3.861e+00,2.744e+00,2.996e+00
