5.236e-01,7.744e-01,2.133e-01,9.802e-01,2.868e-01,4.586e-01,5.335e-01,6.782e-01,7.967e-01,4.622e-01,4.650e-01,3.179e-01,4.680e-01,9.478e-01,2.783e-01,6.138e-01,5.512e-01,5.005e-01,2.558e-01,2.859e-01,3.246e-01,9.117e-01,7.009e-01,4.422e-01,1.588e-02,6.368e-02,3.320e-01,6.745e-01,3.683e-01,5.245e-01,4.056e-01,8.171e-01,1.160e-01,8.113e-01,1.697e-01,7.985e-01,2.636e-01,1.305e-01,7.031e-01,7.726e-01,8.790e-01,2.317e-01,5.616e-01,7.368e-01,1.493e-01
4.566e-01,1.246e+00,6.642e-01,1.541e+00,8.747e-01,9.962e-01,9.048e-01,8.661e-01,9.596e-01,9.200e-01,9.216e-01,8.421e-01,1.162e+00,1.055e+00,4.583e-01,1.447e+00,1.060e+00,4.580e-01,1.030e+00,8.952e-01,6.070e-01,1.166e+00,9.558e-01,1.113e+00,3.049e-01,8.111e-01,6.395e-01,1.056e+00,1.149e+00,1.139e+00,1.122e+00,1.706e+00,1.485e-01,1.444e+00,6.533e-01,7.615e-01,2.857e-01,8.717e-01,1.126e+00,7.350e-01,1.200e+00,8.599e-01,1.195e+00,1.382e+00,8.411e-01
1.389e-01,3.965e-01,9.956e-01,9.044e-01,7.428e-01,1.239e+00,9.297e-01,7.391e-01,5.031e-01,9.960e-01,1.096e+00,1.029e+00,5.334e-01,1.310e+00,2.629e-01,9.532e-01,9.777e-01,3.455e-01,7.750e-01,7.988e-01,2.090e-01,1.109e+00,1.191e+00,8.265e-01,7.986e-01,8.046e-01,6.816e-01,1.129e+00,6.246e-01,7.358e-01,8.623e-01,8.128e-01,8.529e-01,1.124e+00,8.178e-01,3.636e-01,7.380e-01,1.068e+00,8.218e-01,3.591e-01,1.128e+00,9.970e-01,9.057e-01,6.885e-01,2.868e-01
6.335e-02,4.978e-01,8.630e-01,1.868e+00,9.765e-01,1.759e+00,1.342e+00,6.477e-01,4.301e-01,1.591e+00,1.794e+00,1.905e+00,1.594e+00,1.291e+00,4.136e-01,1.229e+00,1.248e+00,1.161e+00,1.130e+00,8.719e-01,2.784e-01,9.337e-01,1.599e+00,1.596e+00,1.136e+00,1.649e+00,1.034e+00,1.028e+00,1.570e+00,1.154e+00,1.015e+00,1.758e+00,1.322e+00,1.458e+00,9.620e-01,6.804e-01,1.329e+00,1.935e+00,1.421e+00,3.778e-01,1.806e+00,1.386e+00,1.845e+00,1.425e+00,1.386e+00
3.623e-01,1.083e+00,8.710e-01,1.574e+00,1.359e+00,1.291e+00,1.323e+00,1.001e+00,1.302e+00,1.834e+00,1.679e+00,1.478e+00,1.553e+00,1.655e+00,8.072e-01,2.306e+00,2.046e+00,1.186e+00,1.506e+00,1.540e+00,7.773e-01,2.067e+00,1.890e+00,1.742e+00,6.982e-01,1.973e+00,9.798e-01,2.055e+00,2.086e+00,1.758e+00,1.635e+00,2.279e+00,1.013e+00,1.607e+00,1.056e+00,1.440e+00,5.960e-01,1.196e+00,1.513e+00,1.473e+00,1.998e+00,1.232e+00,1.790e+00,2.030e+00,1.777e+00
1.438e-01,5.740e-01,4.789e-01,1.382e+00,7.783e-01,1.473e+00,1.496e+00,1.314e+00,1.174e+00,1.659e+00,1.602e+00,1.886e+00,1.762e+00,1.900e+00,7.183e-01,1.815e+00,2.019e+00,1.721e+00,9.951e-01,1.331e+00,8.974e-01,1.445e+00,1.400e+00,1.911e+00,9.315e-01,1.608e+00,1.422e+00,1.125e+00,2.169e+00,1.386e+00,1.694e+00,1.665e+00,1.037e+00,1.691e+00,7.803e-01,1.179e+00,1.534e+00,1.641e+00,1.993e+00,8.722e-01,2.238e+00,1.336e+00,1.790e+00,1.743e+00,1.638e+00
5.069e-01,1.009e+00,1.202e+00,2.623e+00,1.439e+00,2.588e+00,3.170e+00,2.835e+00,2.298e+00,3.434e+00,3.443e+00,3.294e+00,2.642e+00,4.206e+00,1.181e+00,3.240e+00,3.279e+00,3.506e+00,2.045e+00,2.215e+00,1.004e+00,3.559e+00,3.399e+00,3.057e+00,2.571e+00,3.369e+00,2.995e+00,2.763e+00,3.348e+00,2.171e+00,3.064e+00,3.160e+00,2.223e+00,3.477e+00,2.223e+00,2.572e+00,3.245e+00,3.035e+00,3.102e+00,2.053e+00,4.488e+00,2.164e+00,3.441e+00,2.773e+00,2.486e+00
3.167e-02,2.167e-01,5.842e-01,1.282e+00,8.192e-01,1.605e+00,1.892e+00,2.556e+00,1.975e+00,2.823e+00,2.389e+00,2.329e+00,2.690e+00,2.598e+00,1.544e+00,2.865e+00,2.966e+00,2.582e+00,2.109e+00,2.298e+00,1.300e+00,2.232e+00,2.430e+00,2.407e+00,1.966e+00,2.557e+00,2.735e+00,1.775e+00,2.822e+00,1.863e+00,2.917e+00,2.282e+00,1.718e+00,2.624e+00,1.601e+00,1.832e+00,2.900e+00,2.282e+00,2.564e+00,1.135e+00,2.813e+00,1.681e+00,2.286e+00,1.945e+00,1.981e+00
5.836e-02,2.506e-01,2.575e-01,9.545e-01,5.351e-01,1.038e+00,1.764e+00,2.392e+00,2.605e+00,2.804e+00,2.570e+00,2.091e+00,2.683e+00,2.533e+00,1.994e+00,2.824e+00,2.981e+00,2.711e+00,2.223e+00,2.253e+00,1.641e+00,2.517e+00,2.401e+00,2.288e+00,2.747e+00,3.263e+00,2.839e+00,1.905e+00,3.313e+00,1.877e+00,3.487e+00,2.635e+00,2.034e+00,2.850e+00,2.459e+00,2.493e+00,3.394e+00,2.365e+00,2.139e+00,1.799e+00,3.264e+00,1.689e+00,2.785e+00,2.580e+00,2.060e+00
4.295e-01,1.153e+00,6.283e-01,1.506e+00,1.008e+00,1.259e+00,1.838e+00,2.339e+00,2.320e+00,2.990e+00,2.745e+00,1.947e+00,3.217e+00,2.611e+00,1.983e+00,3.569e+00,3.127e+00,2.570e+00,2.323e+00,2.246e+00,1.432e+00,2.890e+00,2.612e+00,3.059e+00,2.244e+00,3.111e+00,3.079e+00,2.809e+00,3.131e+00,2.084e+00,3.594e+00,3.381e+00,1.620e+00,3.225e+00,2.645e+00,2.686e+00,2.764e+00,2.588e+00,2.286e+00,2.305e+00,3.393e+00,2.002e+00,2.330e+00,3.053e+00,2.578e+00
