9.088e-01,5.725e-01,1.810e-01,7.026e-01,8.238e-01,2.283e-01,5.168e-01,7.530e-01,4.370e-01,6.197e-01,8.702e-01,7.147e-01,3.754e-01,9.464e-01,2.867e-01,8.966e-01,7.567e-01,9.161e-01,5.288e-01,8.344e-01,2.173e-01,8.981e-01,7.521e-01,3.903e-01,8.785e-02,3.274e-01,2.486e-01,1.315e-01,8.584e-01,9.360e-01,7.367e-01,1.326e-01,5.807e-01,6.594e-01,7.513e-01,7.040e-01
3.737e-01,1.120e+00,4.309e-01,3.588e-01,1.261e+00,1.853e-01,9.524e-01,1.017e+00,7.981e-01,8.602e-01,7.829e-01,2.969e-01,8.980e-01,1.238e+00,8.039e-01,1.124e+00,9.267e-01,8.618e-01,7.703e-01,7.825e-01,8.015e-01,7.183e-01,8.674e-01,8.484e-01,7.719e-01,4.102e-01,4.833e-01,5.561e-01,1.037e+00,4.340e-01,1.014e+00,4.948e-01,5.682e-01,6.206e-01,1.083e+00,1.067e+00
1.735e-01,7.159e-01,5.603e-01,7.259e-01,1.667e+00,2.862e-01,8.768e-01,1.169e+00,5.999e-01,9.415e-01,9.586e-01,6.301e-01,9.686e-01,9.524e-01,6.285e-01,1.115e+00,9.909e-01,9.609e-01,7.517e-01,6.989e-01,1.529e+00,1.369e+00,1.417e+00,8.998e-01,7.249e-01,1.110e+00,5.580e-01,6.571e-01,8.079e-01,8.321e-01,1.231e+00,1.151e+00,1.320e+00,7.333e-01,9.285e-01,7.376e-01
3.578e-01,7.387e-01,3.711e-01,6.325e-01,1.406e+00,3.023e-01,1.121e+00,1.818e+00,1.521e+00,1.619e+00,1.136e+00,1.155e+00,9.204e-01,1.757e+00,1.490e+00,9.568e-01,1.705e+00,1.152e+00,1.334e+00,1.321e+00,1.383e+00,1.029e+00,1.647e+00,1.043e+00,1.475e+00,1.065e+00,9.863e-01,1.424e+00,9.257e-01,1.435e+00,1.888e+00,1.529e+00,1.317e+00,1.530e+00,1.205e+00,1.486e+00
5.713e-01,1.111e+00,5.412e-01,7.640e-01,1.826e+00,9.745e-01,1.978e+00,1.645e+00,1.151e+00,2.173e+00,1.402e+00,1.362e+00,1.166e+00,2.321e+00,1.260e+00,2.206e+00,2.269e+00,1.248e+00,1.761e+00,1.756e+00,1.542e+00,1.844e+00,1.645e+00,1.843e+00,1.833e+00,1.761e+00,1.664e+00,1.592e+00,1.469e+00,2.015e+00,2.079e+00,1.100e+00,1.947e+00,1.942e+00,1.900e+00,2.167e+00
7.321e-01,1.082e+00,4.965e-01,8.196e-01,1.660e+00,1.238e+00,2.067e+00,2.174e+00,1.003e+00,1.539e+00,1.952e+00,1.155e+00,1.287e+00,1.804e+00,1.045e+00,2.320e+00,2.121e+00,1.844e+00,1.928e+00,2.212e+00,1.936e+00,1.698e+00,1.541e+00,1.573e+00,1.713e+00,1.690e+00,1.570e+00,1.304e+00,1.311e+00,1.880e+00,1.819e+00,1.047e+00,1.326e+00,1.142e+00,2.103e+00,1.735e+00
4.352e-01,9.045e-01,5.129e-01,7.420e-01,1.663e+00,7.283e-01,2.472e+00,1.701e+00,1.879e+00,2.070e+00,1.718e+00,1.066e+00,2.036e+00,1.686e+00,1.552e+00,2.651e+00,1.769e+00,1.370e+00,2.096e+00,2.174e+00,2.085e+00,1.650e+00,1.822e+00,1.383e+00,2.040e+00,2.186e+00,1.334e+00,1.766e+00,1.500e+00,1.697e+00,2.246e+00,1.837e+00,1.813e+00,1.827e+00,2.405e+00,1.736e+00
2.318e-01,3.773e-01,4.198e-01,8.255e-01,1.537e+00,1.376e+00,2.370e+00,2.783e+00,1.886e+00,2.950e+00,2.866e+00,2.136e+00,1.703e+00,2.078e+00,2.107e+00,3.273e+00,2.963e+00,1.850e+00,3.182e+00,2.944e+00,3.141e+00,2.171e+00,2.618e+00,2.463e+00,2.592e+00,3.381e+00,2.587e+00,2.165e+00,1.853e+00,3.302e+00,2.671e+00,3.080e+00,2.797e+00,2.865e+00,2.853e+00,2.609e+00
8.618e-01,1.230e+00,4.772e-01,9.026e-01,1.839e+00,9.759e-01,2.509e+00,2.842e+00,2.773e+00,2.911e+00,3.379e+00,1.878e+00,2.051e+00,2.721e+00,2.395e+00,2.854e+00,3.258e+00,2.631e+00,3.550e+00,3.368e+00,2.611e+00,2.145e+00,2.996e+00,2.402e+00,2.830e+00,2.545e+00,2.031e+00,2.456e+00,2.911e+00,2.996e+00,3.259e+00,2.489e+00,2.088e+00,3.397e+00,3.582e+00,3.320e+00
2.433e-01,1.038e+00,5.777e-01,6.039e-01,1.781e+00,1.420e+00,2.655e+00,2.344e+00,1.828e+00,2.906e+00,3.123e+00,2.067e+00,2.002e+00,2.436e+00,2.781e+00,4.021e+00,3.242e+00,2.342e+00,4.268e+00,3.117e+00,3.914e+00,3.313e+00,2.997e+00,3.828e+00,3.589e+00,4.045e+00,2.929e+00,2.343e+00,3.101e+00,3.641e+00,2.791e+00,2.452e+00,2.925e+00,3.607e+00,4.204e+00,3.949e+00
