7.297e-01,6.551e-02,6.161e-01,8.426e-01,1.544e-01,2.535e-01,4.655e-01,5.626e-02,5.206e-01,2.396e-01,2.220e-01,1.886e-02,4.987e-01,5.820e-01,7.883e-01,4.988e-01,5.038e-01,2.195e-01,7.169e-01,1.080e-01,8.305e-01,8.514e-01,5.540e-01,7.356e-02,2.754e-02,4.435e-01,4.615e-01,3.755e-01,9.649e-01,4.529e-01,2.311e-02,7.983e-01,5.358e-01,2.615e-01,5.400e-01,4.207e-02,9.774e-01,9.766e-01,5.597e-01,5.385e-01,9.365e-01,5.186e-01,6.379e-01,3.685e-02,2.577e-01,4.696e-01,8.172e-01,8.424e-01,3.693e-01,7.409e-01,2.565e-01,7.186e-02,3.099e-01,6.682e-02,1.518e-01,8.438e-01,6.904e-02,4.993e-01,8.048e-01,6.197e-01,1.343e-01,8.313e-01,3.409e-01,2.470e-01,9.475e-01,5.993e-01
3.085e-01,9.444e-01,4.999e-01,8.368e-01,2.672e-01,1.021e+00,1.137e+00,5.829e-01,6.916e-01,3.198e-01,6.888e-01,8.581e-01,3.181e-01,1.157e+00,6.361e-01,1.080e+00,8.650e-01,5.102e-01,9.676e-01,1.843e-01,1.250e+00,1.216e+00,1.015e+00,9.902e-01,9.307e-01,2.958e-01,6.507e-01,9.337e-01,1.310e+00,2.201e-01,3.466e-01,8.884e-01,1.027e+00,8.401e-01,3.012e-01,5.475e-01,7.033e-01,8.699e-01,5.138e-01,7.844e-01,1.256e+00,9.759e-01,4.578e-01,6.066e-01,7.969e-01,4.638e-01,9.965e-01,8.801e-01,7.897e-01,6.743e-01,3.591e-01,1.968e-01,6.712e-01,7.417e-01,4.903e-01,6.679e-01,1.558e-01,7.535e-01,9.804e-01,4.785e-01,4.305e-01,3.551e-01,9.810e-01,3.301e-01,1.168e+00,9.847e-01
6.095e-01,3.148e-01,1.316e+00,8.432e-01,5.976e-01,6.670e-01,1.408e+00,1.118e+00,1.500e+00,1.192e+00,1.175e+00,6.784e-01,6.201e-01,7.705e-01,1.272e+00,9.011e-01,6.524e-01,1.185e+00,1.542e+00,4.883e-01,1.658e+00,1.812e+00,9.429e-01,7.799e-01,3.514e-01,4.066e-01,1.457e+00,1.355e+00,1.365e+00,4.400e-01,7.493e-01,1.163e+00,7.079e-01,1.185e+00,1.189e+00,3.698e-01,1.094e+00,1.798e+00,1.164e+00,1.173e+00,1.063e+00,1.453e+00,1.493e+00,1.194e+00,1.223e+00,9.071e-01,1.138e+00,1.186e+00,1.423e+00,8.278e-01,1.064e+00,8.436e-01,1.177e+00,2.779e-01,7.586e-01,1.265e+00,3.816e-01,9.778e-01,1.811e+00,6.017e-01,9.753e-01,1.425e+00,6.777e-01,8.892e-01,1.459e+00,8.335e-01
5.904e-01,5.398e-01,1.001e+00,1.383e+00,1.255e+00,9.795e-01,1.418e+00,1.482e+00,1.879e+00,1.201e+00,1.284e+00,8.619e-01,7.310e-01,1.053e+00,1.946e+00,1.044e+00,7.950e-01,1.257e+00,1.618e+00,9.787e-01,1.986e+00,1.681e+00,1.060e+00,9.244e-01,9.959e-01,1.310e+00,1.203e+00,1.823e+00,2.373e+00,6.137e-01,8.412e-01,1.418e+00,1.171e+00,1.054e+00,1.255e+00,9.895e-01,1.225e+00,1.844e+00,1.485e+00,1.329e+00,2.113e+00,1.627e+00,2.016e+00,1.288e+00,1.840e+00,1.373e+00,1.351e+00,1.201e+00,1.498e+00,1.708e+00,8.783e-01,1.123e+00,1.592e+00,4.630e-01,1.291e+00,1.257e+00,9.631e-01,1.811e+00,1.966e+00,1.312e+00,1.208e+00,1.505e+00,1.658e+00,8.950e-01,1.906e+00,1.466e+00
3.889e-01,1.864e-01,7.804e-01,8.616e-01,1.825e+00,6.085e-01,9.451e-01,1.287e+00,2.046e+00,1.879e+00,1.149e+00,5.405e-01,1.288e+00,5.440e-01,2.236e+00,8.146e-01,7.452e-01,1.639e+00,1.234e+00,9.983e-01,2.306e+00,1.182e+00,9.277e-01,9.045e-01,5.475e-01,1.439e+00,1.882e+00,1.831e+00,2.250e+00,1.033e+00,1.532e+00,9.984e-01,1.132e+00,9.678e-01,1.937e+00,8.688e-01,1.551e+00,1.428e+00,1.537e+00,1.861e+00,2.316e+00,1.482e+00,1.680e+00,1.281e+00,1.998e+00,1.762e+00,1.116e+00,1.105e+00,1.778e+00,2.123e+00,1.578e+00,1.622e+00,1.887e+00,6.360e-01,1.586e+00,8.954e-01,1.689e+00,1.450e+00,2.309e+00,1.471e+00,1.503e+00,2.185e+00,1.962e+00,1.194e+00,1.570e+00,1.525e+00
2.053e-01,8.112e-01,9.119e-01,9.611e-01,1.425e+00,1.426e+00,1.825e+00,2.219e+00,2.166e+00,2.463e+00,1.937e+00,1.229e+00,1.378e+00,1.426e+00,2.284e+00,2.025e+00,9.165e-01,1.661e+00,2.395e+00,1.212e+00,3.025e+00,2.576e+00,1.643e+00,1.891e+00,1.678e+00,1.596e+00,2.425e+00,2.666e+00,2.767e+00,6.177e-01,2.281e+00,1.524e+00,1.913e+00,2.106e+00,1.810e+00,1.231e+00,1.784e+00,2.430e+00,1.942e+00,2.337e+00,3.018e+00,1.955e+00,2.211e+00,1.917e+00,2.351e+00,2.020e+00,1.832e+00,1.682e+00,1.877e+00,1.786e+00,1.984e+00,1.960e+00,2.601e+00,1.416e+00,1.969e+00,1.135e+00,1.805e+00,1.925e+00,2.730e+00,1.756e+00,1.759e+00,2.192e+00,2.339e+00,2.007e+00,1.976e+00,1.876e+00
7.282e-01,1.102e-01,7.997e-01,9.656e-01,5.164e-01,4.848e-01,1.152e+00,1.168e+00,1.211e+00,1.540e+00,9.995e-01,1.026e+00,9.774e-01,1.389e+00,1.692e+00,1.185e+00,7.094e-01,8.149e-01,1.776e+00,5.263e-01,1.717e+00,1.651e+00,1.369e+00,1.128e+00,1.263e+00,1.790e+00,1.873e+00,1.416e+00,2.531e+00,9.003e-01,1.190e+00,1.825e+00,1.229e+00,1.109e+00,1.876e+00,4.743e-01,1.525e+00,2.568e+00,1.522e+00,1.657e+00,2.157e+00,1.236e+00,1.566e+00,1.497e+00,1.612e+00,1.472e+00,1.672e+00,1.663e+00,1.512e+00,1.562e+00,1.743e+00,1.131e+00,1.837e+00,6.976e-01,8.236e-01,1.278e+00,1.453e+00,1.192e+00,2.157e+00,1.402e+00,1.141e+00,1.722e+00,1.634e+00,1.110e+00,1.815e+00,1.030e+00
4.718e-02,2.411e-01,7.660e-01,5.179e-01,1.755e+00,7.110e-01,1.217e+00,1.956e+00,2.979e+00,2.959e+00,1.706e+00,1.448e+00,1.427e+00,1.485e+00,2.807e+00,1.918e+00,1.438e+00,2.171e+00,2.019e+00,1.843e+00,3.085e+00,1.867e+00,1.227e+00,1.606e+00,1.278e+00,1.592e+00,2.615e+00,2.419e+00,3.232e+00,1.694e+00,2.944e+00,1.720e+00,1.981e+00,2.050e+00,2.268e+00,1.755e+00,1.325e+00,2.689e+00,2.251e+00,2.234e+00,3.098e+00,2.460e+00,2.314e+00,2.542e+00,2.619e+00,2.577e+00,1.902e+00,1.185e+00,3.007e+00,2.638e+00,2.954e+00,2.642e+00,2.746e+00,1.498e+00,2.332e+00,1.763e+00,2.184e+00,1.776e+00,2.894e+00,1.513e+00,2.691e+00,2.655e+00,2.642e+00,1.764e+00,1.586e+00,1.676e+00
7.007e-01,2.538e-01,9.359e-01,1.257e+00,1.463e+00,8.438e-01,1.336e+00,1.670e+00,3.267e+00,2.918e+00,1.861e+00,1.981e+00,1.652e+00,2.109e+00,3.085e+00,2.318e+00,1.400e+00,2.509e+00,2.332e+00,1.613e+00,3.859e+00,2.966e+00,2.128e+00,1.679e+00,2.029e+00,2.592e+00,2.975e+00,3.206e+00,3.998e+00,2.099e+00,3.004e+00,2.223e+00,2.737e+00,2.200e+00,3.147e+00,1.700e+00,2.273e+00,3.418e+00,2.824e+00,2.611e+00,3.576e+00,2.572e+00,2.372e+00,2.550e+00,2.960e+00,2.784e+00,2.332e+00,2.216e+00,2.918e+00,3.366e+00,2.797e+00,2.437e+00,2.630e+00,1.709e+00,2.301e+00,1.872e+00,2.139e+00,2.406e+00,3.805e+00,2.690e+00,2.185e+00,3.215e+00,2.839e+00,1.823e+00,2.675e+00,1.998e+00
3.584e-01,6.160e-01,4.944e-01,7.986e-01,1.124e+00,1.026e+00,1.145e+00,1.258e+00,2.475e+00,3.353e+00,2.430e+00,2.408e+00,2.128e+00,2.748e+00,3.117e+00,3.477e+00,2.340e+00,1.908e+00,2.718e+00,1.462e+00,3.684e+00,2.900e+00,2.257e+00,2.575e+00,2.273e+00,2.360e+00,3.149e+00,3.239e+00,3.610e+00,2.649e+00,3.050e+00,2.566e+00,3.673e+00,2.340e+00,2.615e+00,1.923e+00,2.604e+00,3.370e+00,2.395e+00,3.180e+00,4.428e+00,2.774e+00,1.656e+00,2.491e+00,2.390e+00,3.178e+00,2.319e+00,1.959e+00,2.563e+00,3.522e+00,2.894e+00,2.891e+00,3.291e+00,2.173e+00,2.106e+00,1.694e+00,2.824e+00,2.438e+00,3.277e+00,3.003e+00,2.240e+00,2.683e+00,3.326e+00,2.159e+00,2.911e+00,2.041e+00
