4.246e-01,3.379e-01,5.620e-01,7.607e-01,9.350e-01,4.765e-01,4.786e-01,2.502e-01,9.403e-01,9.502e-01,2.271e-01,5.958e-01,9.362e-01,1.315e-01,9.344e-01,3.630e-01,8.604e-01,1.671e-01,6.980e-01,2.227e-01,2.368e-01,2.757e-01,6.369e-01,9.620e-01,6.287e-01,2.272e-01,9.558e-01,1.457e-01,4.961e-01,1.720e-01,3.553e-01,5.395e-03,4.168e-01,5.319e-01,8.424e-01,2.711e-01,7.289e-01,5.167e-01,6.223e-01,5.886e-01,6.892e-01,8.109e-01,1.978e-01,5.374e-01,5.402e-01,5.646e-01,1.342e-01,9.474e-01,6.158e-01,6.537e-01,8.248e-01,3.810e-01,3.479e-01,4.306e-01,1.936e-01,1.782e-01,2.943e-02
1.417e-01,2.584e-01,1.053e+00,3.495e-01,1.246e+00,6.982e-01,5.640e-01,1.010e-01,1.250e+00,3.330e-01,9.536e-01,1.014e+00,9.751e-01,7.673e-01,1.262e+00,1.899e-01,1.155e+00,5.084e-01,6.683e-01,2.752e-01,4.784e-01,4.712e-01,1.075e+00,8.808e-01,9.929e-01,2.143e-01,8.956e-01,3.122e-01,2.293e-01,9.734e-01,4.870e-01,3.604e-01,1.890e-01,6.144e-01,7.913e-01,1.952e-01,1.166e+00,9.559e-01,7.717e-01,1.170e+00,4.413e-01,5.506e-01,3.696e-01,1.068e+00,9.752e-01,2.981e-01,9.722e-01,3.410e-01,9.200e-01,8.847e-01,3.967e-01,2.956e-01,1.068e+00,7.661e-01,7.792e-01,7.996e-01,2.819e-01
3.899e-01,3.344e-01,1.283e+00,8.061e-01,1.131e+00,1.385e+00,1.439e+00,8.402e-01,1.338e+00,1.183e+00,7.419e-01,1.372e+00,1.042e+00,9.028e-01,1.859e+00,9.529e-01,1.196e+00,6.487e-01,1.464e+00,5.520e-01,4.913e-01,4.040e-01,1.672e+00,1.758e+00,7.889e-01,1.066e+00,1.806e+00,3.853e-01,8.301e-01,4.200e-01,1.184e+00,1.420e-01,9.354e-01,1.452e+00,1.339e+00,4.939e-01,1.778e+00,1.030e+00,8.581e-01,1.262e+00,8.639e-01,1.447e+00,1.029e+00,1.182e+00,1.590e+00,1.197e+00,5.527e-01,1.375e+00,1.490e+00,1.471e+00,9.110e-01,9.497e-01,4.772e-01,5.430e-01,4.337e-01,4.088e-01,4.550e-01
9.588e-02,1.967e-01,1.042e+00,9.644e-01,1.183e+00,1.492e+00,1.673e+00,7.390e-01,1.398e+00,9.149e-01,1.675e+00,1.075e+00,1.192e+00,1.582e+00,1.619e+00,1.276e+00,1.066e+00,1.193e+00,1.020e+00,9.554e-01,8.932e-01,7.529e-01,1.540e+00,1.205e+00,1.568e+00,8.527e-01,1.806e+00,1.206e+00,8.580e-01,1.634e+00,9.964e-01,3.245e-01,8.046e-01,1.076e+00,1.087e+00,4.557e-01,1.851e+00,1.108e+00,1.080e+00,1.417e+00,6.583e-01,6.906e-01,1.166e+00,1.766e+00,1.275e+00,1.384e+00,1.781e+00,9.858e-01,1.792e+00,1.132e+00,5.324e-01,8.882e-01,1.352e+00,1.609e+00,1.587e+00,7.544e-01,1.236e+00
2.968e-01,3.070e-01,1.043e+00,9.145e-01,2.054e+00,1.850e+00,1.809e+00,7.127e-01,1.403e+00,1.846e+00,1.445e+00,1.489e+00,1.544e+00,1.462e+00,2.184e+00,1.231e+00,1.360e+00,1.764e+00,2.026e+00,1.148e+00,8.606e-01,8.795e-01,1.642e+00,2.216e+00,2.119e+00,1.323e+00,1.908e+00,1.440e+00,7.873e-01,1.374e+00,1.769e+00,7.732e-01,1.078e+00,1.291e+00,1.530e+00,5.965e-01,1.748e+00,1.116e+00,1.553e+00,1.285e+00,1.748e+00,1.475e+00,1.191e+00,1.970e+00,1.907e+00,1.353e+00,1.750e+00,1.929e+00,1.939e+00,1.423e+00,1.164e+00,8.292e-01,1.234e+00,1.943e+00,9.492e-01,9.177e-01,7.429e-01
2.826e-02,1.086e-01,9.933e-01,4.124e-01,1.138e+00,1.774e+00,2.062e+00,1.174e+00,1.244e+00,1.413e+00,1.596e+00,1.965e+00,8.854e-01,2.180e+00,1.882e+00,1.817e+00,9.729e-01,1.649e+00,2.181e+00,1.165e+00,7.175e-01,9.065e-01,1.642e+00,2.292e+00,1.767e+00,1.572e+00,2.316e+00,1.187e+00,1.452e+00,1.903e+00,1.435e+00,1.041e+00,1.610e+00,1.463e+00,1.759e+00,9.646e-01,2.125e+00,1.079e+00,1.477e+00,1.987e+00,1.385e+00,1.612e+00,1.728e+00,1.837e+00,2.354e+00,1.423e+00,1.505e+00,1.684e+00,1.761e+00,1.438e+00,1.382e+00,1.447e+00,1.131e+00,2.089e+00,9.718e-01,1.383e+00,9.132e-01
2.168e-01,1.876e-01,5.505e-01,9.043e-01,9.657e-01,1.429e+00,2.284e+00,1.197e+00,1.785e+00,2.491e+00,1.881e+00,1.633e+00,1.338e+00,2.468e+00,2.227e+00,2.167e+00,1.784e+00,1.398e+00,2.284e+00,1.311e+00,7.387e-01,1.189e+00,1.702e+00,2.914e+00,1.662e+00,1.800e+00,2.484e+00,1.609e+00,1.788e+00,2.271e+00,1.973e+00,1.309e+00,2.263e+00,1.560e+00,1.897e+00,1.263e+00,1.771e+00,8.365e-01,1.965e+00,2.265e+00,1.685e+00,2.066e+00,1.535e+00,2.444e+00,1.876e+00,1.594e+00,1.732e+00,2.239e+00,1.779e+00,1.746e+00,1.580e+00,1.890e+00,1.036e+00,2.318e+00,1.932e+00,1.081e+00,1.218e+00
1.798e-02,6.818e-02,8.989e-01,4.392e-01,6.580e-01,1.442e+00,2.026e+00,1.407e+00,1.564e+00,1.736e+00,2.204e+00,1.765e+00,1.346e+00,3.099e+00,2.940e+00,1.766e+00,1.935e+00,1.437e+00,2.566e+00,1.117e+00,1.191e+00,1.144e+00,2.253e+00,2.731e+00,1.429e+00,2.051e+00,1.990e+00,1.341e+00,1.942e+00,2.088e+00,2.042e+00,1.222e+00,2.258e+00,2.578e+00,1.945e+00,1.796e+00,2.766e+00,1.552e+00,2.201e+00,1.976e+00,1.323e+00,2.048e+00,1.534e+00,2.168e+00,2.267e+00,1.502e+00,2.349e+00,1.688e+00,2.103e+00,2.497e+00,8.357e-01,2.196e+00,1.583e+00,1.722e+00,2.031e+00,9.130e-01,1.986e+00
3.219e-01,3.199e-01,1.118e+00,1.202e+00,1.988e+00,2.140e+00,2.408e+00,1.246e+00,2.832e+00,2.688e+00,2.310e+00,2.300e+00,2.963e+00,2.809e+00,3.180e+00,2.930e+00,2.735e+00,2.383e+00,3.629e+00,1.510e+00,2.164e+00,1.858e+00,3.133e+00,3.407e+00,2.906e+00,2.390e+00,2.694e+00,2.814e+00,2.420e+00,2.802e+00,2.504e+00,1.694e+00,2.331e+00,2.528e+00,2.624e+00,2.221e+00,3.099e+00,2.138e+00,2.741e+00,2.109e+00,2.136e+00,2.710e+00,1.896e+00,2.934e+00,2.871e+00,2.334e+00,3.055e+00,3.387e+00,3.480e+00,2.534e+00,2.228e+00,2.404e+00,2.204e+00,2.919e+00,2.118e+00,1.216e+00,2.543e+00
4.138e-01,4.260e-01,1.290e+00,9.247e-01,2.109e+00,1.632e+00,1.697e+00,8.397e-01,2.142e+00,2.441e+00,2.025e+00,2.598e+00,2.233e+00,2.238e+00,2.774e+00,1.508e+00,2.206e+00,2.128e+00,3.295e+00,1.847e+00,1.448e+00,1.274e+00,2.973e+00,2.821e+00,3.052e+00,1.972e+00,2.871e+00,1.700e+00,1.984e+00,2.400e+00,2.443e+00,1.788e+00,2.290e+00,2.631e+00,3.041e+00,2.005e+00,2.736e+00,2.360e+00,2.191e+00,2.123e+00,2.215e+00,3.013e+00,2.116e+00,2.830e+00,2.844e+00,2.211e+00,2.857e+00,2.588e+00,2.473e+00,2.307e+00,2.565e+00,1.654e+00,2.276e+00,2.856e+00,1.442e+00,2.009e+00,1.075e+00
