3.983e-01,6.240e-01,8.964e-01,7.942e-01,4.097e-02,4.203e-01,8.595e-01,4.585e-01,2.133e-02,3.891e-01,8.958e-01,7.175e-01,2.123e-01,7.579e-01,5.313e-01,8.026e-01,1.475e-01,8.728e-01,4.326e-01,4.305e-01,9.684e-01,1.606e-01,1.764e-01,2.365e-01,9.658e-01,2.988e-01,5.517e-02,2.449e-01,5.166e-01,6.221e-01,7.093e-02,2.790e-01,6.963e-01,3.935e-01,5.841e-01,6.806e-02,4.616e-01,8.705e-01,4.080e-01
3.138e-01,1.417e+00,1.492e+00,1.097e+00,8.699e-01,1.148e+00,1.256e+00,6.063e-01,8.968e-02,1.018e+00,1.342e+00,9.535e-01,1.087e+00,1.547e+00,7.234e-01,6.365e-01,1.028e+00,7.693e-01,7.718e-01,3.444e-01,1.751e+00,7.408e-01,9.021e-01,7.220e-01,9.090e-01,1.129e+00,1.020e+00,5.092e-01,4.967e-01,8.428e-01,1.461e-01,2.274e-01,1.299e+00,4.294e-01,9.682e-01,7.020e-01,1.294e+00,1.122e+00,6.916e-01
2.826e-01,7.565e-01,1.858e+00,1.415e+00,9.643e-01,1.514e+00,8.355e-01,9.908e-01,9.620e-01,9.536e-01,1.664e+00,7.108e-01,1.400e+00,1.210e+00,1.372e+00,8.770e-01,9.893e-01,6.701e-01,4.702e-01,7.162e-01,1.430e+00,1.122e+00,1.313e+00,1.061e+00,1.509e+00,1.265e+00,7.251e-01,9.952e-01,5.892e-01,1.485e+00,4.827e-01,4.087e-01,7.980e-01,5.446e-01,7.126e-01,5.852e-01,9.684e-01,1.627e+00,7.823e-01
2.293e-02,7.433e-01,1.306e+00,1.574e+00,1.227e+00,1.983e+00,6.011e-01,1.029e+00,8.221e-01,1.289e+00,1.791e+00,6.779e-01,2.199e+00,1.246e+00,1.834e+00,3.122e-01,1.584e+00,3.427e-01,6.905e-01,6.685e-01,1.335e+00,1.620e+00,1.491e+00,1.334e+00,1.154e+00,1.242e+00,1.642e+00,1.075e+00,5.283e-01,1.864e+00,6.199e-01,6.476e-01,1.041e+00,1.141e+00,1.232e+00,1.331e+00,1.450e+00,1.687e+00,1.508e+00
3.018e-01,7.349e-01,1.103e+00,1.354e+00,9.397e-01,1.386e+00,1.163e+00,1.172e+00,1.049e+00,1.234e+00,1.994e+00,1.674e+00,1.502e+00,1.269e+00,2.296e+00,1.256e+00,1.821e+00,1.677e+00,1.512e+00,1.289e+00,1.392e+00,1.516e+00,1.098e+00,1.156e+00,1.627e+00,7.203e-01,1.348e+00,1.330e+00,8.606e-01,1.809e+00,7.025e-01,6.235e-01,1.986e+00,1.883e+00,2.006e+00,1.522e+00,1.692e+00,1.776e+00,1.983e+00
3.534e-02,6.152e-01,1.169e+00,8.694e-01,1.127e+00,1.964e+00,6.554e-01,1.034e+00,1.796e+00,1.781e+00,1.271e+00,1.135e+00,1.443e+00,1.018e+00,1.342e+00,5.203e-01,2.333e+00,5.666e-01,1.417e+00,6.287e-01,1.067e+00,1.937e+00,1.301e+00,1.013e+00,1.691e+00,1.884e+00,2.084e+00,1.160e+00,8.742e-01,1.766e+00,1.373e+00,6.540e-01,1.191e+00,8.051e-01,1.151e+00,1.631e+00,1.700e+00,1.985e+00,1.858e+00
3.879e-01,1.016e+00,1.857e+00,1.865e+00,1.074e+00,2.016e+00,1.728e+00,2.034e+00,1.931e+00,2.424e+00,2.730e+00,2.048e+00,2.364e+00,1.950e+00,2.340e+00,2.012e+00,2.600e+00,1.939e+00,1.911e+00,1.621e+00,2.729e+00,2.480e+00,2.277e+00,2.283e+00,2.964e+00,1.644e+00,2.268e+00,1.890e+00,1.699e+00,2.462e+00,1.376e+00,1.764e+00,2.484e+00,2.143e+00,1.812e+00,1.908e+00,2.371e+00,2.385e+00,2.150e+00
5.011e-02,1.848e-01,1.022e+00,7.702e-01,1.053e+00,1.741e+00,9.609e-01,1.861e+00,3.647e+00,2.902e+00,1.909e+00,2.466e+00,2.658e+00,1.080e+00,2.742e+00,2.293e+00,4.017e+00,1.844e+00,2.524e+00,2.160e+00,2.527e+00,3.247e+00,2.308e+00,2.377e+00,3.671e+00,2.541e+00,2.741e+00,2.736e+00,1.801e+00,2.939e+00,2.105e+00,2.315e+00,2.093e+00,2.167e+00,1.788e+00,2.281e+00,2.461e+00,2.848e+00,2.348e+00
1.613e-01,2.972e-01,1.213e+00,9.526e-01,1.044e+00,1.520e+00,8.778e-01,1.420e+00,2.554e+00,2.531e+00,2.488e+00,2.111e+00,1.837e+00,1.247e+00,2.407e+00,2.469e+00,2.534e+00,2.142e+00,2.141e+00,1.868e+00,1.442e+00,2.926e+00,2.423e+00,2.361e+00,3.181e+00,1.578e+00,2.602e+00,2.378e+00,1.684e+00,2.159e+00,1.451e+00,1.323e+00,2.384e+00,1.612e+00,2.263e+00,1.985e+00,2.510e+00,2.585e+00,1.963e+00
6.616e-02,5.521e-01,8.583e-01,1.153e+00,8.710e-01,1.548e+00,9.250e-01,1.382e+00,1.893e+00,3.436e+00,3.095e+00,2.800e+00,3.112e+00,2.270e+00,2.828e+00,2.621e+00,2.673e+00,2.628e+00,2.128e+00,1.811e+00,2.371e+00,3.115e+00,2.664e+00,3.129e+00,3.528e+00,1.748e+00,3.896e+00,2.758e+00,2.328e+00,2.989e+00,1.745e+00,2.671e+00,2.430e+00,1.808e+00,3.164e+00,2.445e+00,3.007e+00,2.461e+00,2.000e+00
