6.600e-01,6.690e-01,6.742e-01,4.096e-02,8.141e-01,6.782e-03,4.345e-01,4.153e-01,8.250e-03,8.286e-01,2.673e-01,7.381e-01,7.864e-01,8.587e-01,8.647e-01,9.770e-01,5.621e-01,5.038e-02,3.155e-01,8.751e-01,4.483e-03,9.198e-01,8.741e-01,3.468e-01,4.180e-01,4.389e-01,4.338e-01,2.559e-02,3.161e-01,9.627e-01,9.018e-02,3.320e-01,1.745e-01,1.180e-01,7.073e-01,6.710e-01,5.261e-01,9.327e-01,6.004e-01,7.542e-01,5.281e-03,2.160e-01,1.125e-01,8.709e-01,5.695e-01,6.508e-01,4.891e-01,7.547e-01,3.621e-01,4.042e-01,3.676e-01,2.954e-01,3.488e-02,5.053e-01,3.546e-01,9.601e-01,4.171e-01,4.521e-01,2.686e-01,2.724e-01,6.110e-02
1.142e-01,5.564e-01,1.060e+00,9.197e-01,8.193e-01,5.581e-01,8.746e-01,4.637e-01,5.916e-01,7.731e-01,3.118e-01,3.359e-01,6.312e-01,7.177e-01,5.540e-01,5.521e-01,8.818e-01,9.151e-01,9.073e-01,7.230e-01,1.594e-01,2.417e-01,6.990e-01,7.499e-01,1.038e+00,1.837e-01,2.740e-01,1.488e-01,6.461e-01,3.376e-01,5.188e-01,4.870e-01,1.111e-01,6.838e-01,6.728e-01,8.018e-01,4.663e-01,6.796e-01,5.167e-01,9.090e-01,3.244e-02,7.201e-01,5.141e-01,9.999e-01,7.601e-01,5.983e-01,6.675e-01,8.861e-01,6.145e-01,1.679e-01,4.403e-01,7.530e-02,6.947e-02,8.703e-01,2.931e-01,1.134e+00,9.259e-01,4.974e-01,4.039e-01,8.653e-01,1.057e-01
5.219e-01,5.405e-01,1.295e+00,4.884e-01,6.852e-01,7.224e-02,6.356e-01,5.331e-01,1.231e-01,1.481e+00,9.844e-01,6.613e-01,1.025e+00,1.542e+00,1.594e+00,1.189e+00,5.388e-01,9.493e-01,3.849e-01,1.517e+00,1.372e-01,1.444e+00,1.191e+00,1.209e+00,4.609e-01,4.448e-01,5.860e-01,5.997e-01,1.250e+00,1.625e+00,4.016e-01,7.280e-01,2.201e-01,6.316e-01,7.146e-01,1.364e+00,6.095e-01,8.745e-01,7.063e-01,1.438e+00,4.290e-01,9.017e-01,1.044e+00,7.679e-01,4.955e-01,1.360e+00,5.512e-01,1.372e+00,4.707e-01,9.662e-01,3.271e-01,6.524e-01,1.912e-01,1.123e+00,5.313e-01,8.423e-01,1.148e+00,9.655e-01,7.524e-01,7.205e-01,9.363e-01
2.881e-01,5.090e-01,1.304e+00,1.404e+00,1.662e+00,1.002e+00,1.478e+00,8.535e-01,6.181e-01,1.997e+00,1.225e+00,5.562e-01,1.612e+00,2.067e+00,1.631e+00,9.243e-01,1.136e+00,1.884e+00,8.316e-01,1.277e+00,9.580e-01,1.085e+00,1.576e+00,1.235e+00,1.261e+00,1.130e+00,7.468e-01,1.113e+00,1.680e+00,1.288e+00,1.009e+00,1.462e+00,8.222e-01,1.459e+00,9.459e-01,2.225e+00,9.195e-01,1.399e+00,9.599e-01,1.784e+00,1.312e+00,1.577e+00,1.655e+00,9.433e-01,1.572e+00,1.636e+00,7.715e-01,1.612e+00,1.094e+00,1.059e+00,9.625e-01,9.897e-01,7.213e-01,1.809e+00,6.416e-01,1.925e+00,1.395e+00,1.374e+00,1.244e+00,1.648e+00,1.193e+00
3.783e-01,3.867e-01,7.412e-01,6.936e-01,1.525e+00,1.270e+00,1.422e+00,1.400e+00,3.851e-01,1.526e+00,1.211e+00,5.608e-01,1.377e+00,1.688e+00,1.594e+00,1.629e+00,1.467e+00,1.679e+00,4.697e-01,1.682e+00,1.305e+00,1.579e+00,1.268e+00,6.947e-01,7.127e-01,1.541e+00,1.326e+00,1.569e+00,1.807e+00,1.415e+00,1.462e+00,1.453e+00,1.264e+00,1.259e+00,1.226e+00,2.368e+00,1.317e+00,1.990e+00,1.618e+00,1.766e+00,1.892e+00,1.143e+00,1.422e+00,9.296e-01,2.022e+00,1.999e+00,9.217e-01,1.605e+00,1.095e+00,1.210e+00,1.003e+00,9.692e-01,5.168e-01,1.942e+00,1.192e+00,1.744e+00,1.727e+00,1.236e+00,1.541e+00,9.908e-01,9.523e-01
2.706e-01,7.106e-01,1.756e+00,1.340e+00,1.316e+00,1.794e+00,2.292e+00,1.580e+00,9.850e-01,1.925e+00,1.983e+00,1.150e+00,1.705e+00,2.016e+00,2.533e+00,1.983e+00,1.788e+00,2.874e+00,1.235e+00,2.385e+00,1.148e+00,2.189e+00,1.894e+00,1.606e+00,1.362e+00,1.414e+00,1.228e+00,1.271e+00,2.185e+00,1.678e+00,1.321e+00,2.057e+00,6.600e-01,2.328e+00,1.662e+00,2.884e+00,1.560e+00,1.584e+00,1.734e+00,2.958e+00,1.310e+00,2.102e+00,2.033e+00,1.998e+00,1.945e+00,1.849e+00,1.565e+00,2.085e+00,1.410e+00,1.057e+00,1.688e+00,1.476e+00,7.336e-01,2.917e+00,1.250e+00,2.349e+00,2.810e+00,2.236e+00,1.777e+00,1.422e+00,1.098e+00
4.185e-01,7.279e-01,1.527e+00,1.090e+00,1.280e+00,1.432e+00,2.901e+00,1.542e+00,1.231e+00,1.900e+00,1.972e+00,2.110e+00,2.285e+00,2.341e+00,2.723e+00,1.732e+00,2.398e+00,2.842e+00,1.565e+00,2.730e+00,1.546e+00,2.760e+00,2.311e+00,1.673e+00,1.422e+00,1.834e+00,1.755e+00,1.742e+00,2.223e+00,2.479e+00,1.252e+00,2.411e+00,9.825e-01,2.815e+00,2.428e+00,3.161e+00,1.681e+00,2.232e+00,1.992e+00,2.948e+00,1.768e+00,2.544e+00,2.448e+00,2.177e+00,2.494e+00,2.297e+00,2.292e+00,2.169e+00,2.044e+00,1.653e+00,2.074e+00,2.140e+00,1.169e+00,2.928e+00,1.247e+00,3.145e+00,2.932e+00,2.200e+00,1.478e+00,1.684e+00,1.919e+00
6.519e-01,7.871e-01,1.213e+00,7.273e-01,1.512e+00,7.688e-01,1.627e+00,2.073e+00,1.248e+00,2.301e+00,1.998e+00,2.004e+00,1.962e+00,2.780e+00,2.286e+00,1.612e+00,2.476e+00,2.411e+00,1.578e+00,2.489e+00,1.242e+00,2.369e+00,2.059e+00,1.869e+00,1.968e+00,1.794e+00,1.698e+00,1.867e+00,2.182e+00,2.017e+00,1.477e+00,1.937e+00,1.101e+00,1.563e+00,1.951e+00,2.878e+00,1.913e+00,2.407e+00,2.344e+00,1.885e+00,2.106e+00,1.660e+00,2.077e+00,1.776e+00,2.466e+00,2.209e+00,1.332e+00,2.266e+00,1.331e+00,1.952e+00,1.302e+00,1.318e+00,1.238e+00,2.070e+00,1.042e+00,3.019e+00,2.384e+00,1.510e+00,1.617e+00,1.378e+00,1.233e+00
6.020e-01,6.509e-01,1.232e+00,4.334e-01,8.955e-01,3.966e-01,1.456e+00,1.322e+00,1.317e+00,2.411e+00,2.219e+00,1.945e+00,2.351e+00,2.632e+00,2.110e+00,2.329e+00,1.868e+00,2.642e+00,1.216e+00,2.933e+00,1.778e+00,3.283e+00,1.975e+00,1.554e+00,1.171e+00,2.057e+00,2.173e+00,1.871e+00,1.814e+00,3.095e+00,1.391e+00,1.746e+00,1.612e+00,1.768e+00,1.712e+00,2.823e+00,1.768e+00,2.538e+00,2.394e+00,2.799e+00,1.871e+00,2.290e+00,2.646e+00,1.772e+00,2.320e+00,2.638e+00,1.513e+00,2.135e+00,1.994e+00,1.833e+00,1.298e+00,1.738e+00,1.495e+00,2.580e+00,1.911e+00,2.332e+00,2.518e+00,1.952e+00,2.091e+00,1.401e+00,1.766e+00
3.485e-01,6.086e-01,1.354e+00,1.192e+00,1.719e+00,2.075e+00,2.794e+00,2.658e+00,2.015e+00,3.088e+00,3.926e+00,2.660e+00,3.698e+00,4.286e+00,3.859e+00,3.233e+00,3.599e+00,4.515e+00,2.473e+00,4.267e+00,3.523e+00,3.970e+00,3.278e+00,2.207e+00,2.840e+00,3.283e+00,3.133e+00,3.448e+00,3.647e+00,3.541e+00,3.268e+00,4.009e+00,3.112e+00,4.048e+00,2.920e+00,5.078e+00,3.066e+00,3.426e+00,3.946e+00,4.209e+00,3.978e+00,3.914e+00,4.061e+00,2.640e+00,3.945e+00,4.162e+00,2.366e+00,3.841e+00,3.133e+00,2.440e+00,2.649e+00,2.648e+00,2.455e+00,4.773e+00,2.642e+00,4.126e+00,4.100e+00,4.000e+00,4.226e+00,2.305e+00,2.993e+00
