1.055e-01,2.464e-01,2.271e-01,3.954e-01,9.806e-01,1.534e-01,1.182e-01,3.003e-01,5.461e-01,2.699e-01,2.405e-01,3.770e-01,1.656e-01,3.643e-01,3.829e-01,8.913e-01,2.119e-02,4.674e-01,9.544e-01,4.379e-01,2.341e-01,8.773e-01,7.705e-02,4.612e-01,2.017e-01,8.955e-01,4.273e-01,5.467e-01,8.915e-01,2.815e-01,4.957e-01,3.454e-01,1.485e-01,3.803e-01,3.598e-01,2.259e-01,6.636e-01,7.492e-01,1.847e-01,7.312e-01,1.291e-01
1.022e-01,8.441e-01,5.629e-01,1.283e+00,1.845e+00,9.405e-01,1.229e-01,6.405e-01,8.778e-01,1.250e+00,5.887e-01,1.117e+00,1.004e+00,1.162e+00,1.086e+00,1.272e+00,6.342e-01,1.326e+00,1.790e+00,8.992e-01,2.864e-01,1.523e+00,6.123e-01,1.068e+00,1.110e+00,9.334e-01,1.040e+00,1.114e+00,1.044e+00,3.736e-01,1.345e+00,3.617e-01,9.355e-01,1.329e+00,5.284e-01,9.704e-01,1.489e+00,1.521e+00,1.149e+00,1.314e+00,3.335e-01
8.069e-02,4.258e-01,1.179e+00,1.643e+00,1.623e+00,1.259e+00,2.867e-01,6.958e-01,7.986e-01,7.909e-01,5.143e-01,1.054e+00,6.513e-01,1.327e+00,1.089e+00,1.330e+00,9.722e-01,1.191e+00,1.397e+00,1.188e+00,8.219e-01,1.795e+00,1.185e+00,1.353e+00,1.224e+00,1.642e+00,1.262e+00,8.057e-01,1.712e+00,1.229e+00,1.203e+00,6.225e-01,8.855e-01,1.471e+00,9.777e-01,6.423e-01,1.530e+00,1.182e+00,1.393e+00,1.289e+00,2.934e-01
1.237e-02,5.319e-01,6.114e-01,1.614e+00,1.822e+00,1.782e+00,7.091e-01,1.030e+00,1.333e+00,1.903e+00,5.812e-01,1.136e+00,1.236e+00,1.422e+00,1.313e+00,1.594e+00,1.136e+00,1.590e+00,9.725e-01,7.118e-01,8.479e-01,1.844e+00,1.270e+00,1.588e+00,1.768e+00,5.642e-01,1.186e+00,7.850e-01,7.455e-01,1.053e+00,1.480e+00,1.169e+00,1.464e+00,1.132e+00,5.147e-01,1.468e+00,1.556e+00,1.063e+00,1.397e+00,1.139e+00,4.993e-01
6.527e-02,3.644e-01,6.703e-01,1.307e+00,2.159e+00,1.583e+00,1.396e+00,1.699e+00,1.770e+00,1.490e+00,8.640e-01,1.565e+00,1.257e+00,1.189e+00,1.214e+00,2.368e+00,1.006e+00,1.577e+00,1.542e+00,1.412e+00,1.627e+00,1.786e+00,1.924e+00,1.813e+00,1.951e+00,1.746e+00,1.057e+00,1.445e+00,1.372e+00,1.286e+00,1.613e+00,1.590e+00,1.876e+00,9.766e-01,7.598e-01,1.266e+00,2.333e+00,1.461e+00,1.468e+00,1.280e+00,4.609e-01
3.963e-02,2.275e-01,7.105e-01,9.743e-01,1.179e+00,1.608e+00,1.457e+00,1.314e+00,9.959e-01,7.642e-01,7.319e-01,1.073e+00,1.333e+00,1.590e+00,9.346e-01,1.703e+00,1.341e+00,1.673e+00,1.390e+00,1.178e+00,1.750e+00,2.035e+00,1.680e+00,1.334e+00,1.843e+00,1.998e+00,9.253e-01,1.443e+00,2.060e+00,1.096e+00,1.146e+00,7.027e-01,1.023e+00,1.285e+00,9.762e-01,1.418e+00,1.541e+00,1.634e+00,1.397e+00,1.147e+00,8.850e-01
6.374e-02,2.952e-01,3.454e-01,8.389e-01,1.518e+00,1.006e+00,9.446e-01,1.480e+00,1.886e+00,1.539e+00,1.426e+00,1.507e+00,1.133e+00,1.815e+00,9.037e-01,2.169e+00,1.064e+00,1.193e+00,1.512e+00,1.743e+00,1.103e+00,1.868e+00,1.705e+00,1.790e+00,1.562e+00,1.424e+00,1.439e+00,1.905e+00,1.071e+00,1.685e+00,2.001e+00,1.921e+00,1.439e+00,6.636e-01,1.089e+00,1.365e+00,2.302e+00,1.234e+00,1.804e+00,1.834e+00,6.989e-01
9.272e-02,2.833e-01,4.899e-01,7.892e-01,1.226e+00,5.782e-01,3.477e-01,1.825e+00,1.958e+00,1.040e+00,1.436e+00,1.371e+00,6.232e-01,2.396e+00,1.068e+00,2.496e+00,9.570e-01,1.273e+00,1.934e+00,2.184e+00,8.069e-01,2.190e+00,1.964e+00,2.264e+00,1.168e+00,1.842e+00,2.178e+00,2.154e+00,1.827e+00,1.425e+00,2.023e+00,1.549e+00,1.691e+00,1.334e+00,1.503e+00,1.023e+00,1.686e+00,1.785e+00,1.688e+00,2.569e+00,9.337e-01
7.087e-02,4.145e-01,7.001e-01,1.439e+00,1.897e+00,1.944e+00,1.383e+00,2.027e+00,2.709e+00,2.709e+00,1.975e+00,2.210e+00,1.824e+00,3.372e+00,1.733e+00,2.899e+00,2.606e+00,2.740e+00,2.868e+00,2.264e+00,2.570e+00,3.894e+00,2.773e+00,3.228e+00,2.496e+00,2.382e+00,2.046e+00,2.548e+00,2.428e+00,2.384e+00,2.808e+00,2.387e+00,2.386e+00,2.455e+00,2.151e+00,3.026e+00,2.068e+00,2.593e+00,2.132e+00,2.618e+00,2.223e+00
1.127e-02,3.474e-01,8.719e-01,1.280e+00,1.085e+00,1.727e+00,1.119e+00,2.127e+00,2.258e+00,2.492e+00,2.802e+00,2.794e+00,2.420e+00,3.830e+00,2.508e+00,2.842e+00,2.892e+00,3.165e+00,3.040e+00,2.976e+00,2.969e+00,3.740e+00,4.220e+00,4.058e+00,2.542e+00,3.344e+00,2.779e+00,3.096e+00,2.721e+00,2.625e+00,3.346e+00,2.722e+00,2.705e+00,3.249e+00,2.562e+00,3.578e+00,2.226e+00,3.389e+00,3.514e+00,3.309e+00,3.120e+00
5.506e-02,1.829e-01,8.805e-01,1.426e+00,1.862e+00,2.189e+00,1.941e+00,2.386e+00,2.707e+00,2.561e+00,2.383e+00,2.803e+00,2.453e+00,3.385e+00,3.068e+00,3.914e+00,3.397e+00,3.141e+00,2.929e+00,3.361e+00,3.512e+00,4.847e+00,4.612e+00,4.212e+00,3.137e+00,3.924e+00,3.180e+00,2.870e+00,3.528e+00,3.733e+00,3.330e+00,3.101e+00,3.406e+00,3.519e+00,2.941e+00,3.628e+00,2.940e+00,3.474e+00,3.808e+00,3.102e+00,3.512e+00
1.030e-01,5.440e-01,6.061e-01,1.106e+00,2.030e+00,1.216e+00,1.114e+00,2.344e+00,2.387e+00,1.753e+00,1.674e+00,2.962e+00,2.519e+00,3.027e+00,2.656e+00,4.012e+00,2.164e+00,2.495e+00,3.855e+00,3.577e+00,2.814e+00,4.084e+00,4.138e+00,3.853e+00,2.738e+00,3.711e+00,3.523e+00,2.862e+00,3.282e+00,2.913e+00,2.832e+00,2.797e+00,3.700e+00,3.062e+00,2.029e+00,2.869e+00,2.689e+00,3.559e+00,3.347e+00,2.795e+00,2.000e+00
