1.673e-01,1.156e-01,8.631e-01,9.696e-01,6.477e-01,6.794e-01,6.846e-02,1.714e-01,5.659e-01,1.255e-01,3.090e-01,4.407e-01,4.898e-01,7.485e-01,8.252e-01,6.715e-01,3.758e-02,3.876e-01,7.769e-01,2.625e-01,7.905e-01,7.394e-01,3.577e-02,6.077e-01,4.824e-02,6.414e-01,6.338e-01,6.808e-01,4.175e-01,3.554e-01,5.026e-02,4.653e-01,9.776e-01,2.601e-01,6.209e-02,6.126e-01,8.306e-01,1.993e-01,3.935e-01,8.341e-01,4.311e-01,4.238e-01,3.605e-01,6.165e-01,6.406e-02,1.684e-01,4.739e-01,9.624e-01,7.168e-01,7.446e-02,6.420e-01,9.972e-01,4.256e-01,7.146e-01,2.693e-01,9.903e-01,9.748e-01,9.444e-01,2.330e-01,3.101e-01,3.144e-01
9.589e-02,6.392e-01,1.165e+00,1.132e+00,8.629e-01,1.331e+00,8.943e-01,7.368e-01,3.575e-01,5.260e-01,9.729e-01,8.580e-01,6.083e-01,6.612e-01,8.006e-01,6.834e-01,5.056e-01,4.617e-01,1.008e+00,1.043e+00,9.265e-01,9.777e-01,2.932e-01,6.944e-01,5.620e-01,6.300e-01,6.373e-01,6.783e-01,7.943e-01,9.266e-01,1.793e-01,1.102e+00,1.010e+00,2.361e-01,7.721e-01,1.301e+00,1.229e+00,6.392e-01,7.496e-01,9.578e-01,4.238e-01,1.121e+00,7.999e-01,1.277e+00,8.562e-01,4.684e-01,7.340e-01,1.099e+00,1.336e+00,4.431e-01,1.015e+00,1.079e+00,5.831e-01,6.591e-01,6.807e-01,8.511e-01,1.032e+00,1.135e+00,8.352e-01,5.124e-01,7.517e-01
1.795e-02,5.068e-01,9.063e-01,9.867e-01,8.443e-01,1.312e+00,9.921e-01,1.093e+00,6.383e-01,6.337e-01,1.134e+00,1.511e+00,1.154e+00,1.280e+00,1.143e+00,6.881e-01,5.994e-01,3.559e-01,9.941e-01,1.762e+00,9.808e-01,8.082e-01,1.101e+00,9.523e-01,9.458e-01,6.893e-01,3.462e-01,7.285e-01,9.479e-01,8.268e-01,6.699e-01,1.482e+00,1.392e+00,5.444e-01,1.073e+00,9.965e-01,1.645e+00,1.186e+00,1.184e+00,1.296e+00,5.472e-01,1.775e+00,7.975e-01,9.484e-01,7.229e-01,6.955e-01,1.408e+00,9.167e-01,1.030e+00,8.913e-01,1.489e+00,1.053e+00,8.220e-01,7.073e-01,9.840e-01,8.445e-01,6.895e-01,8.022e-01,1.001e+00,1.299e+00,8.755e-01
6.702e-03,4.965e-01,7.599e-01,1.626e+00,1.081e+00,1.281e+00,1.698e+00,9.499e-01,6.665e-01,5.441e-01,1.000e+00,1.224e+00,8.792e-01,1.190e+00,1.686e+00,5.561e-01,1.222e+00,1.262e+00,1.511e+00,2.307e+00,8.243e-01,9.753e-01,1.730e+00,1.188e+00,1.389e+00,5.497e-01,9.749e-01,1.511e+00,1.657e+00,1.127e+00,1.009e+00,2.029e+00,1.563e+00,7.065e-01,9.118e-01,1.006e+00,1.541e+00,1.199e+00,9.665e-01,1.504e+00,7.795e-01,1.560e+00,9.090e-01,9.871e-01,1.109e+00,1.482e+00,1.568e+00,1.301e+00,1.758e+00,1.284e+00,1.373e+00,1.410e+00,6.754e-01,1.264e+00,1.576e+00,1.525e+00,8.209e-01,7.344e-01,1.774e+00,1.856e+00,1.054e+00
6.779e-02,5.377e-01,1.099e+00,1.680e+00,1.554e+00,2.196e+00,2.091e+00,2.011e+00,1.817e+00,1.549e+00,1.971e+00,1.641e+00,1.476e+00,1.762e+00,2.301e+00,1.113e+00,1.251e+00,2.022e+00,1.933e+00,2.230e+00,1.454e+00,1.931e+00,1.686e+00,1.417e+00,1.537e+00,1.474e+00,1.307e+00,2.201e+00,2.419e+00,1.133e+00,1.419e+00,2.850e+00,2.348e+00,1.347e+00,1.409e+00,1.214e+00,1.837e+00,2.044e+00,1.804e+00,2.323e+00,1.546e+00,2.399e+00,1.183e+00,1.739e+00,1.132e+00,1.902e+00,2.432e+00,2.076e+00,2.037e+00,1.624e+00,1.670e+00,2.237e+00,1.041e+00,1.528e+00,2.334e+00,1.999e+00,1.423e+00,2.039e+00,1.976e+00,2.446e+00,1.202e+00
1.522e-01,2.041e-01,1.030e+00,1.411e+00,1.285e+00,1.843e+00,1.399e+00,2.201e+00,2.476e+00,1.128e+00,1.474e+00,1.379e+00,1.805e+00,2.593e+00,2.681e+00,2.015e+00,1.616e+00,2.170e+00,2.389e+00,1.797e+00,2.116e+00,1.803e+00,1.602e+00,1.556e+00,1.005e+00,2.324e+00,2.074e+00,2.253e+00,1.794e+00,1.616e+00,1.148e+00,2.273e+00,2.585e+00,1.176e+00,1.304e+00,1.499e+00,1.705e+00,2.432e+00,2.056e+00,2.199e+00,1.383e+00,1.902e+00,1.582e+00,1.291e+00,1.152e+00,1.340e+00,2.156e+00,2.453e+00,2.113e+00,1.337e+00,2.056e+00,2.362e+00,1.783e+00,2.069e+00,1.801e+00,2.620e+00,2.098e+00,1.998e+00,1.314e+00,2.213e+00,1.729e+00
1.128e-01,2.322e-01,9.165e-01,1.699e+00,1.393e+00,1.830e+00,2.309e+00,2.842e+00,3.110e+00,1.588e+00,1.647e+00,1.613e+00,2.109e+00,3.470e+00,2.937e+00,2.479e+00,2.116e+00,2.893e+00,2.801e+00,2.478e+00,2.735e+00,2.308e+00,2.657e+00,1.892e+00,2.176e+00,2.635e+00,2.940e+00,2.681e+00,2.876e+00,1.694e+00,1.534e+00,3.367e+00,2.948e+00,2.084e+00,1.744e+00,2.146e+00,2.616e+00,2.482e+00,2.156e+00,2.445e+00,1.628e+00,2.551e+00,2.261e+00,1.270e+00,1.702e+00,2.013e+00,2.372e+00,3.337e+00,2.716e+00,1.750e+00,2.229e+00,3.218e+00,2.461e+00,2.883e+00,3.033e+00,3.591e+00,2.265e+00,2.291e+00,2.046e+00,3.479e+00,1.895e+00
4.327e-02,3.975e-01,7.557e-01,9.171e-01,7.619e-01,1.139e+00,1.248e+00,1.956e+00,1.212e+00,1.343e+00,1.662e+00,1.358e+00,1.354e+00,2.184e+00,1.886e+00,1.615e+00,1.022e+00,1.718e+00,1.212e+00,1.939e+00,2.318e+00,1.218e+00,1.841e+00,1.490e+00,2.207e+00,1.990e+00,1.658e+00,1.146e+00,1.525e+00,1.308e+00,1.579e+00,2.522e+00,1.877e+00,1.809e+00,1.574e+00,1.877e+00,2.111e+00,1.107e+00,1.851e+00,1.652e+00,7.685e-01,1.855e+00,1.978e+00,1.445e+00,1.249e+00,1.606e+00,1.138e+00,1.901e+00,1.456e+00,1.278e+00,1.628e+00,2.070e+00,1.381e+00,1.757e+00,1.542e+00,2.056e+00,1.789e+00,1.795e+00,1.177e+00,2.387e+00,1.148e+00
3.211e-02,3.476e-01,6.631e-01,1.416e+00,1.013e+00,1.376e+00,1.744e+00,2.159e+00,2.311e+00,1.740e+00,1.848e+00,2.372e+00,2.540e+00,2.571e+00,3.396e+00,2.233e+00,2.627e+00,3.204e+00,3.003e+00,2.899e+00,2.582e+00,1.494e+00,2.630e+00,2.229e+00,2.340e+00,2.818e+00,3.155e+00,2.285e+00,2.759e+00,2.675e+00,2.299e+00,3.466e+00,2.682e+00,1.775e+00,1.815e+00,2.047e+00,1.872e+00,3.095e+00,2.217e+00,2.799e+00,1.004e+00,1.984e+00,2.442e+00,1.482e+00,2.125e+00,2.300e+00,2.200e+00,2.973e+00,2.604e+00,2.097e+00,2.261e+00,2.810e+00,2.545e+00,2.460e+00,2.567e+00,3.001e+00,2.668e+00,2.195e+00,2.016e+00,3.154e+00,2.629e+00
1.358e-01,2.285e-01,9.284e-01,1.171e+00,9.020e-01,1.246e+00,9.306e-01,1.844e+00,2.325e+00,2.359e+00,2.155e+00,2.252e+00,2.991e+00,2.625e+00,3.734e+00,2.826e+00,2.616e+00,2.745e+00,3.018e+00,2.393e+00,3.649e+00,2.442e+00,1.866e+00,2.170e+00,2.597e+00,3.467e+00,3.471e+00,2.476e+00,3.105e+00,2.649e+00,2.281e+00,3.067e+00,2.540e+00,2.317e+00,2.228e+00,2.814e+00,2.189e+00,3.210e+00,2.403e+00,2.661e+00,1.241e+00,1.799e+00,2.988e+00,1.735e+00,1.993e+00,2.461e+00,2.279e+00,3.341e+00,2.506e+00,1.683e+00,1.974e+00,3.122e+00,3.203e+00,2.312e+00,2.271e+00,3.631e+00,3.053e+00,3.486e+00,1.981e+00,3.052e+00,2.273e+00
1.348e-01,1.317e-01,9.023e-01,1.541e+00,1.171e+00,1.311e+00,1.347e+00,1.936e+00,2.223e+00,2.174e+00,2.505e+00,2.118e+00,2.702e+00,3.400e+00,3.542e+00,3.132e+00,2.485e+00,3.562e+00,3.225e+00,3.157e+00,3.880e+00,3.290e+00,2.509e+00,3.012e+00,3.172e+00,3.633e+00,3.572e+00,2.938e+00,3.520e+00,2.577e+00,2.396e+00,3.806e+00,2.808e+00,3.156e+00,2.464e+00,3.273e+00,3.598e+00,2.987e+00,3.242e+00,3.452e+00,2.195e+00,3.027e+00,3.091e+00,1.970e+00,1.685e+00,3.140e+00,2.872e+00,3.147e+00,2.668e+00,1.812e+00,2.022e+00,3.497e+00,2.714e+00,3.165e+00,3.280e+00,4.383e+00,2.499e+00,3.770e+00,3.135e+00,4.549e+00,2.177e+00
