7.613e-01,2.353e-01,4.854e-01,9.168e-01,4.017e-01,4.189e-01,3.671e-01,5.570e-01,1.315e-01,1.747e-01,2.243e-02,4.451e-01,6.658e-01,8.883e-01,2.565e-01,1.517e-01,2.173e-01,8.311e-01,7.492e-01,6.231e-01,1.080e-01,9.927e-02,4.844e-01,9.752e-01,2.305e-01,8.713e-01,1.157e-01,9.596e-01,8.193e-01,5.882e-01,1.518e-01,3.778e-02,7.550e-01,2.391e-01
4.253e-02,7.826e-01,3.252e-01,7.974e-01,5.376e-01,5.012e-01,2.576e-01,4.636e-01,9.450e-01,7.451e-01,6.698e-01,9.719e-01,7.146e-01,7.398e-01,1.376e-01,5.927e-01,1.978e-01,6.480e-01,2.646e-01,2.127e-01,3.595e-01,6.061e-01,7.179e-02,3.605e-01,1.681e-01,3.832e-01,5.643e-01,4.222e-01,7.035e-01,7.027e-01,8.443e-02,1.183e-01,5.343e-01,7.689e-01
2.968e-01,8.591e-01,1.017e+00,1.526e+00,1.599e+00,9.921e-01,6.661e-01,1.130e+00,1.615e+00,1.235e+00,8.335e-01,1.618e+00,1.264e+00,1.210e+00,1.212e+00,1.454e+00,3.860e-01,1.159e+00,6.950e-01,8.789e-01,1.300e+00,9.117e-01,2.788e-01,1.426e+00,1.178e+00,1.172e+00,1.507e+00,1.066e+00,1.773e+00,1.444e+00,4.066e-01,1.115e+00,1.568e+00,1.388e+00
1.183e-01,4.080e-02,3.148e-01,5.984e-01,8.187e-01,9.693e-01,6.850e-01,9.751e-01,9.537e-01,1.156e+00,2.619e-01,6.808e-01,1.135e+00,4.299e-01,1.481e+00,9.074e-01,1.075e+00,9.368e-01,9.589e-01,6.092e-01,4.800e-01,6.410e-01,5.785e-01,1.229e+00,8.303e-01,1.184e+00,8.376e-01,4.997e-01,7.725e-01,4.349e-01,2.026e-01,6.742e-01,1.260e+00,9.393e-01
3.112e-01,5.095e-01,4.631e-01,9.058e-01,1.091e+00,1.573e+00,8.941e-01,1.469e+00,1.643e+00,1.692e+00,1.343e+00,1.533e+00,1.517e+00,1.657e+00,1.347e+00,9.956e-01,6.037e-01,1.498e+00,1.105e+00,9.185e-01,1.298e+00,1.371e+00,1.105e+00,1.207e+00,1.397e+00,9.963e-01,1.283e+00,1.517e+00,1.690e+00,1.082e+00,2.177e-01,3.876e-01,1.416e+00,8.929e-01
6.026e-02,6.279e-02,3.796e-01,5.005e-01,8.984e-01,1.653e+00,1.237e+00,9.403e-01,1.886e+00,1.227e+00,7.942e-01,7.723e-01,1.591e+00,6.791e-01,1.361e+00,1.639e+00,1.113e+00,9.686e-01,1.516e+00,1.376e+00,1.423e+00,1.668e+00,1.286e+00,1.972e+00,1.760e+00,1.164e+00,1.326e+00,1.405e+00,1.382e+00,8.135e-01,4.590e-01,1.072e+00,2.030e+00,1.124e+00
1.874e-01,2.588e-01,4.189e-01,8.231e-01,1.048e+00,2.026e+00,1.808e+00,2.162e+00,2.650e+00,2.348e+00,1.473e+00,2.079e+00,2.941e+00,1.264e+00,2.243e+00,2.194e+00,1.705e+00,2.007e+00,2.220e+00,2.284e+00,2.074e+00,2.462e+00,1.838e+00,3.154e+00,2.145e+00,1.893e+00,1.595e+00,2.046e+00,2.024e+00,1.375e+00,9.181e-01,1.079e+00,3.039e+00,2.127e+00
6.393e-02,3.510e-01,4.900e-01,8.446e-01,1.242e+00,1.987e+00,1.423e+00,1.703e+00,3.382e+00,1.950e+00,1.974e+00,2.405e+00,2.268e+00,1.827e+00,2.713e+00,2.635e+00,1.462e+00,2.451e+00,1.954e+00,2.077e+00,2.035e+00,2.452e+00,2.001e+00,2.305e+00,2.766e+00,1.863e+00,2.163e+00,1.724e+00,2.503e+00,1.923e+00,6.083e-01,1.346e+00,2.510e+00,1.982e+00
6.054e-01,2.424e-01,4.952e-01,1.025e+00,7.896e-01,1.208e+00,1.230e+00,1.932e+00,1.855e+00,1.734e+00,1.072e+00,2.516e+00,2.288e+00,1.624e+00,1.854e+00,1.861e+00,1.642e+00,2.316e+00,2.063e+00,2.106e+00,1.607e+00,1.949e+00,1.467e+00,3.399e+00,1.725e+00,2.066e+00,1.429e+00,2.165e+00,2.456e+00,2.111e+00,1.182e+00,9.339e-01,2.583e+00,1.959e+00
6.754e-01,9.197e-01,1.136e+00,1.854e+00,1.679e+00,1.848e+00,1.590e+00,2.152e+00,3.183e+00,2.083e+00,2.170e+00,3.353e+00,3.747e+00,3.170e+00,3.105e+00,3.223e+00,1.618e+00,2.739e+00,3.115e+00,3.298e+00,3.117e+00,3.395e+00,2.632e+00,4.009e+00,3.495e+00,3.151e+00,2.890e+00,3.119e+00,4.301e+00,2.846e+00,1.594e+00,1.594e+00,3.320e+00,2.936e+00
5.214e-01,8.237e-01,7.796e-01,1.521e+00,1.202e+00,1.405e+00,1.201e+00,1.796e+00,2.544e+00,1.834e+00,2.448e+00,3.593e+00,2.902e+00,2.274e+00,2.152e+00,3.171e+00,1.597e+00,2.497e+00,2.090e+00,2.051e+00,2.654e+00,2.532e+00,1.756e+00,3.294e+00,2.797e+00,2.786e+00,2.378e+00,3.062e+00,2.977e+00,3.153e+00,1.326e+00,1.161e+00,3.626e+00,2.509e+00
8.537e-02,7.828e-01,7.448e-01,1.183e+00,1.546e+00,1.623e+00,1.054e+00,1.751e+00,3.277e+00,2.081e+00,2.640e+00,4.467e+00,3.259e+00,3.797e+00,3.432e+00,4.009e+00,1.888e+00,2.723e+00,2.486e+00,2.717e+00,3.600e+00,4.069e+00,2.660e+00,3.629e+00,4.202e+00,2.895e+00,3.191e+00,3.456e+00,4.230e+00,3.587e+00,1.681e+00,2.481e+00,3.197e+00,2.768e+00
4.800e-01,3.475e-01,5.419e-01,9.877e-01,9.762e-01,1.324e+00,1.025e+00,1.656e+00,2.203e+00,1.616e+00,2.339e+00,3.115e+00,3.090e+00,2.891e+00,3.883e+00,3.289e+00,2.131e+00,2.691e+00,2.937e+00,3.348e+00,2.825e+00,3.230e+00,3.409e+00,3.223e+00,3.909e+00,3.108e+00,3.409e+00,3.155e+00,4.313e+00,3.426e+00,1.712e+00,1.631e+00,3.124e+00,2.951e+00
3.253e-02,1.922e-02,3.099e-01,4.971e-01,1.167e+00,1.875e+00,1.371e+00,2.032e+00,2.510e+00,2.382e+00,2.440e+00,3.152e+00,3.320e+00,3.273e+00,4.403e+00,3.841e+00,2.874e+00,3.248e+00,3.194e+00,3.957e+00,3.712e+00,3.999e+00,3.382e+00,3.816e+00,4.677e+00,3.708e+00,3.599e+00,4.129e+00,4.562e+00,2.986e+00,2.057e+00,2.135e+00,3.729e+00,3.117e+00
3.376e-01,3.285e-01,7.870e-01,1.169e+00,1.521e+00,1.441e+00,1.029e+00,1.699e+00,2.127e+00,1.751e+00,1.814e+00,2.911e+00,3.183e+00,3.456e+00,4.793e+00,4.522e+00,2.616e+00,3.614e+00,3.673e+00,4.489e+00,3.240e+00,3.713e+00,3.930e+00,3.856e+00,5.044e+00,3.663e+00,4.183e+00,3.511e+00,4.557e+00,3.590e+00,2.132e+00,3.281e+00,3.744e+00,3.683e+00
2.812e-01,3.598e-01,7.659e-01,1.183e+00,1.446e+00,1.628e+00,1.376e+00,1.886e+00,3.048e+00,1.991e+00,1.960e+00,3.814e+00,3.471e+00,3.264e+00,4.061e+00,4.809e+00,3.336e+00,3.450e+00,4.303e+00,4.451e+00,4.360e+00,4.326e+00,3.665e+00,5.293e+00,4.601e+00,4.195e+00,4.180e+00,4.339e+00,5.258e+00,4.086e+00,2.364e+00,3.037e+00,4.189e+00,4.307e+00
4.269e-01,3.052e-01,8.252e-01,1.234e+00,1.452e+00,1.365e+00,1.325e+00,2.257e+00,2.849e+00,2.089e+00,2.307e+00,4.537e+00,3.841e+00,4.067e+00,5.195e+00,5.334e+00,4.195e+00,5.185e+00,5.162e+00,5.911e+00,5.066e+00,5.720e+00,4.317e+00,5.735e+00,5.469e+00,5.568e+00,4.957e+00,5.720e+00,6.766e+00,5.434e+00,3.020e+00,4.391e+00,4.981e+00,5.634e+00
6.330e-01,4.288e-01,8.632e-01,1.536e+00,1.723e+00,2.242e+00,1.661e+00,2.558e+00,3.361e+00,2.645e+00,2.666e+00,4.213e+00,4.246e+00,3.926e+00,5.408e+00,5.195e+00,4.158e+00,5.761e+00,5.773e+00,6.110e+00,5.146e+00,5.761e+00,5.836e+00,5.973e+00,5.760e+00,5.460e+00,6.370e+00,5.192e+00,7.411e+00,5.307e+00,2.909e+00,4.006e+00,5.915e+00,5.698e+00
2.554e-01,7.312e-01,7.137e-01,1.403e+00,1.552e+00,1.917e+00,1.473e+00,2.339e+00,2.976e+00,2.636e+00,2.409e+00,4.082e+00,3.531e+00,3.409e+00,3.995e+00,4.246e+00,3.384e+00,5.052e+00,3.868e+00,4.957e+00,4.255e+00,5.395e+00,4.097e+00,4.725e+00,5.137e+00,4.536e+00,5.151e+00,4.831e+00,5.475e+00,4.475e+00,2.647e+00,4.032e+00,6.124e+00,4.795e+00
2.006e-01,3.270e-01,3.728e-01,8.083e-01,9.721e-01,1.494e+00,1.131e+00,1.787e+00,2.342e+00,1.975e+00,2.486e+00,3.685e+00,3.801e+00,3.772e+00,4.226e+00,4.224e+00,3.177e+00,4.861e+00,4.148e+00,5.318e+00,4.864e+00,5.400e+00,5.037e+00,4.732e+00,5.201e+00,5.212e+00,4.975e+00,5.483e+00,5.396e+00,4.371e+00,2.969e+00,3.538e+00,5.337e+00,4.128e+00
2.168e-02,1.616e-01,4.711e-01,6.971e-01,1.436e+00,2.148e+00,1.438e+00,1.944e+00,3.095e+00,2.338e+00,2.973e+00,3.748e+00,3.768e+00,3.698e+00,4.822e+00,5.055e+00,3.829e+00,4.503e+00,5.053e+00,5.297e+00,6.304e+00,6.067e+00,5.616e+00,5.535e+00,7.469e+00,6.038e+00,6.613e+00,5.833e+00,6.738e+00,5.015e+00,3.204e+00,4.991e+00,6.262e+00,5.613e+00
2.124e-01,5.638e-01,6.250e-01,1.097e+00,1.355e+00,1.616e+00,1.017e+00,1.530e+00,2.314e+00,1.938e+00,1.737e+00,3.017e+00,2.983e+00,3.626e+00,3.670e+00,4.046e+00,3.292e+00,4.217e+00,4.480e+00,5.425e+00,4.829e+00,6.135e+00,4.898e+00,6.092e+00,5.817e+00,4.897e+00,6.712e+00,5.864e+00,7.029e+00,4.812e+00,4.071e+00,4.467e+00,5.236e+00,5.216e+00
4.704e-01,1.911e-01,7.721e-01,1.122e+00,1.438e+00,1.928e+00,1.603e+00,2.029e+00,2.672e+00,2.021e+00,2.008e+00,3.503e+00,3.796e+00,3.274e+00,4.037e+00,4.462e+00,3.160e+00,4.626e+00,4.625e+00,5.176e+00,4.834e+00,6.199e+00,5.944e+00,6.506e+00,6.756e+00,5.201e+00,6.733e+00,5.835e+00,6.905e+00,5.074e+00,4.217e+00,6.034e+00,6.993e+00,5.645e+00
