2.546e-01,1.140e-01,3.926e-01,8.354e-01,8.461e-01,8.817e-01,4.034e-01,9.538e-01,7.533e-01,9.596e-01,3.238e-01,9.054e-01,2.429e-01,8.832e-01,9.134e-01,6.949e-01,6.226e-01,6.604e-01,4.675e-01,8.217e-01,3.802e-01,4.677e-01,2.458e-01,3.380e-03,4.850e-01,9.303e-01,2.114e-01,9.070e-01,6.209e-01,5.024e-01
1.615e-01,9.867e-01,1.044e+00,7.609e-01,6.464e-01,5.931e-01,5.576e-01,8.901e-01,1.399e+00,1.287e+00,5.361e-01,5.947e-01,5.331e-01,5.996e-01,1.026e+00,1.233e+00,1.006e+00,5.532e-01,1.245e+00,9.951e-01,6.319e-01,1.294e+00,1.061e+00,2.012e-01,3.663e-01,1.505e+00,4.936e-01,7.081e-01,7.479e-01,7.182e-01
1.836e-01,8.954e-01,1.264e+00,1.423e+00,1.617e+00,1.119e+00,9.675e-01,1.706e+00,2.150e+00,1.819e+00,1.174e+00,1.178e+00,1.281e+00,1.230e+00,1.334e+00,1.774e+00,1.404e+00,6.457e-01,1.615e+00,1.573e+00,9.085e-01,1.646e+00,1.279e+00,2.577e-01,9.474e-01,2.140e+00,1.377e+00,1.064e+00,1.697e+00,7.510e-01
1.361e-01,7.256e-01,8.078e-01,8.027e-01,1.338e+00,7.629e-01,1.020e+00,9.142e-01,1.781e+00,1.424e+00,9.577e-01,8.705e-01,9.773e-01,8.567e-01,1.749e+00,1.062e+00,9.990e-01,1.244e+00,1.048e+00,9.230e-01,1.179e+00,2.000e+00,1.076e+00,8.803e-01,8.098e-01,1.687e+00,1.095e+00,6.522e-01,1.589e+00,8.772e-01
3.914e-02,5.116e-01,7.555e-01,8.991e-01,2.034e+00,1.010e+00,1.655e+00,1.790e+00,1.843e+00,1.227e+00,1.428e+00,1.054e+00,2.109e+00,1.321e+00,1.488e+00,1.247e+00,1.272e+00,9.453e-01,1.583e+00,1.759e+00,1.691e+00,1.450e+00,1.183e+00,1.126e+00,1.213e+00,1.925e+00,1.404e+00,1.433e+00,2.424e+00,1.045e+00
2.232e-01,3.550e-01,5.720e-01,9.447e-01,1.983e+00,2.079e+00,2.553e+00,1.641e+00,2.500e+00,1.965e+00,1.861e+00,2.218e+00,1.935e+00,1.630e+00,2.713e+00,1.811e+00,2.079e+00,2.140e+00,1.620e+00,2.164e+00,1.856e+00,2.645e+00,1.331e+00,2.063e+00,1.734e+00,2.716e+00,1.236e+00,1.837e+00,2.717e+00,1.711e+00
1.263e-01,8.106e-01,9.313e-01,8.721e-01,1.460e+00,9.924e-01,2.232e+00,1.319e+00,2.130e+00,1.926e+00,1.412e+00,1.448e+00,1.644e+00,1.284e+00,2.633e+00,1.671e+00,1.847e+00,2.042e+00,2.113e+00,2.254e+00,1.378e+00,2.696e+00,1.440e+00,1.988e+00,1.854e+00,2.983e+00,2.109e+00,1.296e+00,2.594e+00,1.818e+00
5.956e-02,7.537e-01,8.455e-01,7.748e-01,1.891e+00,1.195e+00,2.746e+00,2.173e+00,3.400e+00,2.576e+00,2.513e+00,2.085e+00,3.133e+00,1.814e+00,3.305e+00,2.298e+00,2.427e+00,2.716e+00,3.078e+00,3.260e+00,2.902e+00,3.844e+00,1.935e+00,2.522e+00,3.051e+00,3.159e+00,2.305e+00,2.485e+00,4.031e+00,2.169e+00
2.129e-01,1.948e-01,4.956e-01,9.274e-01,1.501e+00,1.420e+00,2.104e+00,1.826e+00,3.022e+00,2.590e+00,2.044e+00,2.761e+00,1.953e+00,1.996e+00,2.605e+00,1.922e+00,1.912e+00,2.253e+00,2.912e+00,2.780e+00,2.326e+00,2.835e+00,1.810e+00,1.683e+00,2.895e+00,3.349e+00,1.846e+00,2.807e+00,2.753e+00,1.848e+00
1.080e-01,4.021e-01,7.477e-01,1.105e+00,1.691e+00,1.216e+00,1.466e+00,1.737e+00,2.883e+00,2.794e+00,2.704e+00,2.659e+00,2.692e+00,2.269e+00,2.539e+00,2.697e+00,2.053e+00,1.654e+00,3.131e+00,2.097e+00,1.956e+00,3.243e+00,2.423e+00,1.023e+00,2.178e+00,3.453e+00,2.682e+00,1.870e+00,3.241e+00,1.029e+00
