3.821e-01,3.945e-01,9.875e-01,2.574e-02,1.061e-01,2.067e-01,2.870e-01,1.855e-02,9.981e-01,3.635e-01,9.349e-03,6.443e-01,1.485e-01,2.918e-01,5.992e-01,5.122e-01,1.564e-01,5.891e-01,4.641e-01,5.302e-01,1.568e-01,1.729e-01,8.011e-02,3.762e-02,4.782e-01,1.558e-01,8.239e-01,6.718e-02,5.885e-01,7.112e-01,3.357e-01,9.748e-01,5.163e-01,2.575e-01,5.324e-01,8.378e-02,7.088e-02,3.611e-01,1.785e-01,5.959e-01,9.399e-02,7.421e-01,4.265e-03,9.264e-01,7.633e-01,3.428e-01,8.335e-01,7.078e-01,4.789e-01,8.925e-01,1.616e-02,4.330e-01,8.878e-01,1.458e-01,2.801e-01,6.875e-01,2.453e-01,9.274e-01,5.952e-02,6.783e-02,2.283e-01,8.146e-02,9.066e-02,8.499e-01,3.255e-01,7.503e-01,1.101e-02,6.024e-01,1.117e-01
9.802e-02,3.095e-01,1.034e+00,4.967e-01,3.409e-01,6.383e-01,1.034e+00,3.968e-01,1.090e+00,8.863e-01,2.129e-01,2.395e-01,1.305e-01,9.837e-01,4.618e-01,2.734e-01,1.337e-01,1.924e-01,9.703e-01,6.111e-01,5.843e-01,5.011e-01,5.533e-01,6.732e-01,1.059e+00,1.005e+00,4.661e-01,5.237e-01,8.433e-01,8.427e-01,6.575e-01,4.908e-01,9.732e-01,7.492e-01,1.048e+00,1.019e+00,1.131e-01,4.927e-01,4.621e-01,3.067e-01,1.838e-01,1.026e+00,3.797e-01,3.530e-01,8.525e-01,2.063e-01,1.161e+00,9.534e-01,2.139e-01,1.206e+00,2.471e-02,6.526e-01,6.644e-01,8.519e-01,9.879e-01,1.011e+00,2.705e-01,6.465e-01,8.350e-01,2.087e-01,8.482e-01,5.589e-01,1.627e-01,2.265e-01,7.414e-01,1.972e-01,1.171e-01,9.919e-01,9.242e-01
3.445e-01,4.711e-01,1.528e+00,1.204e+00,7.955e-01,1.025e+00,1.646e+00,9.932e-01,2.047e+00,1.423e+00,1.715e-01,1.454e+00,4.016e-01,1.138e+00,7.820e-01,1.376e+00,1.184e+00,1.340e+00,1.571e+00,1.251e+00,1.056e+00,6.702e-01,1.311e+00,8.300e-01,1.428e+00,1.504e+00,1.711e+00,1.084e+00,1.590e+00,1.864e+00,1.128e+00,1.184e+00,1.908e+00,1.536e+00,1.207e+00,1.291e+00,5.783e-01,5.685e-01,3.979e-01,7.321e-01,1.032e+00,1.621e+00,3.520e-01,1.242e+00,1.942e+00,6.780e-01,1.367e+00,1.625e+00,1.412e+00,1.517e+00,4.114e-01,1.045e+00,1.408e+00,1.062e+00,1.449e+00,1.637e+00,8.926e-01,1.475e+00,1.005e+00,8.068e-01,1.576e+00,1.040e+00,1.144e+00,9.712e-01,9.228e-01,6.847e-01,4.761e-01,1.492e+00,1.298e+00
2.352e-02,1.688e-01,6.801e-01,1.398e+00,5.734e-01,1.099e+00,1.390e+00,6.875e-01,1.358e+00,1.489e+00,8.377e-01,9.001e-01,5.308e-01,1.463e+00,1.141e+00,7.753e-01,1.292e+00,7.827e-01,1.255e+00,9.506e-01,7.958e-01,4.419e-01,9.312e-01,1.515e+00,1.366e+00,1.454e+00,1.316e+00,9.235e-01,1.367e+00,1.308e+00,1.252e+00,6.278e-01,1.514e+00,1.498e+00,1.675e+00,1.266e+00,1.190e+00,9.598e-01,1.264e+00,8.205e-01,1.149e+00,1.653e+00,4.078e-01,8.416e-01,1.632e+00,5.172e-01,1.351e+00,1.772e+00,4.450e-01,1.059e+00,2.428e-01,9.375e-01,1.426e+00,1.446e+00,1.046e+00,9.219e-01,1.028e+00,1.331e+00,1.724e+00,1.206e+00,1.770e+00,1.243e+00,1.171e+00,4.571e-01,9.612e-01,5.811e-01,3.222e-01,1.752e+00,1.791e+00
1.898e-02,1.236e-01,6.226e-01,1.408e+00,9.141e-01,1.710e+00,1.744e+00,9.597e-01,1.439e+00,1.563e+00,1.361e+00,1.651e+00,4.323e-01,2.018e+00,1.483e+00,1.207e+00,2.352e+00,1.633e+00,2.023e+00,1.131e+00,1.821e+00,7.923e-01,1.678e+00,1.838e+00,1.647e+00,2.255e+00,2.003e+00,1.120e+00,1.521e+00,1.642e+00,1.671e+00,6.450e-01,2.294e+00,1.839e+00,1.319e+00,1.669e+00,1.155e+00,6.609e-01,1.283e+00,8.671e-01,1.235e+00,1.835e+00,4.036e-01,1.646e+00,1.749e+00,1.154e+00,1.718e+00,1.736e+00,1.279e+00,1.679e+00,9.747e-01,1.706e+00,1.419e+00,1.459e+00,2.054e+00,1.526e+00,1.925e+00,1.438e+00,1.898e+00,1.554e+00,2.234e+00,1.313e+00,2.014e+00,1.047e+00,1.630e+00,1.269e+00,1.062e+00,1.990e+00,2.153e+00
1.940e-01,2.901e-01,9.599e-01,1.255e+00,8.041e-01,1.853e+00,1.997e+00,1.418e+00,2.337e+00,1.643e+00,1.921e+00,2.076e+00,5.658e-01,2.770e+00,2.215e+00,1.553e+00,2.432e+00,2.327e+00,2.497e+00,1.605e+00,2.165e+00,1.212e+00,2.142e+00,2.632e+00,2.193e+00,3.041e+00,2.679e+00,1.211e+00,1.719e+00,1.847e+00,2.391e+00,1.091e+00,2.705e+00,1.812e+00,2.207e+00,1.733e+00,2.127e+00,1.354e+00,1.658e+00,2.025e+00,1.981e+00,2.499e+00,1.085e+00,2.630e+00,2.264e+00,1.407e+00,2.711e+00,2.831e+00,1.320e+00,2.488e+00,1.270e+00,2.616e+00,2.674e+00,2.179e+00,2.259e+00,2.153e+00,2.685e+00,2.732e+00,2.822e+00,2.319e+00,2.940e+00,2.045e+00,2.445e+00,1.832e+00,1.757e+00,1.792e+00,1.653e+00,2.438e+00,3.078e+00
2.574e-01,3.362e-01,1.060e+00,1.200e+00,7.789e-01,1.575e+00,1.583e+00,1.705e+00,1.968e+00,1.986e+00,2.038e+00,2.602e+00,1.036e+00,2.472e+00,2.202e+00,2.015e+00,2.631e+00,1.958e+00,2.727e+00,1.616e+00,2.015e+00,1.357e+00,1.961e+00,2.693e+00,1.779e+00,2.187e+00,2.705e+00,1.687e+00,2.064e+00,2.038e+00,2.351e+00,1.801e+00,2.673e+00,2.518e+00,2.540e+00,1.716e+00,2.095e+00,9.399e-01,1.571e+00,2.261e+00,1.987e+00,2.197e+00,6.968e-01,2.319e+00,2.868e+00,1.431e+00,2.594e+00,2.920e+00,1.354e+00,1.979e+00,1.142e+00,1.897e+00,2.087e+00,1.447e+00,2.245e+00,1.872e+00,2.753e+00,2.294e+00,2.607e+00,1.852e+00,2.710e+00,1.302e+00,2.486e+00,1.993e+00,2.490e+00,2.144e+00,1.567e+00,2.535e+00,2.702e+00
2.478e-01,2.846e-01,7.885e-01,9.089e-01,4.620e-01,1.305e+00,1.367e+00,2.260e+00,3.040e+00,1.903e+00,2.964e+00,2.624e+00,1.653e+00,3.006e+00,3.062e+00,2.369e+00,3.131e+00,2.868e+00,3.446e+00,2.047e+00,1.824e+00,1.468e+00,2.546e+00,4.006e+00,2.491e+00,2.582e+00,3.395e+00,1.531e+00,2.035e+00,2.504e+00,2.710e+00,2.257e+00,2.524e+00,2.367e+00,3.855e+00,1.839e+00,3.200e+00,1.444e+00,2.047e+00,3.790e+00,2.920e+00,3.139e+00,1.554e+00,2.822e+00,2.980e+00,1.396e+00,2.798e+00,3.961e+00,9.407e-01,2.626e+00,1.974e+00,2.266e+00,2.973e+00,1.939e+00,2.594e+00,1.879e+00,3.801e+00,3.560e+00,3.540e+00,2.831e+00,3.505e+00,1.957e+00,3.088e+00,2.299e+00,2.956e+00,2.133e+00,2.243e+00,3.204e+00,3.297e+00
2.745e-01,4.057e-01,1.345e+00,1.522e+00,9.754e-01,1.947e+00,2.284e+00,2.335e+00,3.479e+00,2.887e+00,3.287e+00,3.699e+00,1.649e+00,4.157e+00,3.299e+00,3.335e+00,4.354e+00,3.418e+00,3.898e+00,3.016e+00,2.593e+00,1.956e+00,3.894e+00,3.806e+00,3.704e+00,3.380e+00,4.434e+00,2.684e+00,2.488e+00,3.386e+00,3.808e+00,2.615e+00,3.995e+00,2.932e+00,4.242e+00,2.638e+00,3.053e+00,2.282e+00,2.645e+00,3.680e+00,3.455e+00,4.130e+00,1.906e+00,3.943e+00,3.818e+00,2.325e+00,3.172e+00,4.418e+00,2.470e+00,3.654e+00,2.706e+00,3.585e+00,3.470e+00,2.610e+00,3.297e+00,3.521e+00,4.624e+00,4.341e+00,3.796e+00,3.154e+00,4.160e+00,2.993e+00,3.641e+00,2.942e+00,3.837e+00,2.688e+00,2.226e+00,3.876e+00,3.943e+00
3.555e-01,5.363e-01,1.697e+00,1.355e+00,8.624e-01,1.626e+00,2.206e+00,2.487e+00,3.258e+00,2.863e+00,2.613e+00,3.090e+00,1.680e+00,3.792e+00,3.209e+00,3.072e+00,2.807e+00,2.877e+00,3.967e+00,3.058e+00,2.833e+00,2.304e+00,3.377e+00,3.918e+00,2.875e+00,3.606e+00,3.413e+00,3.220e+00,3.303e+00,2.996e+00,3.653e+00,2.460e+00,3.976e+00,3.787e+00,4.092e+00,3.084e+00,2.852e+00,1.647e+00,1.763e+00,3.534e+00,3.329e+00,3.422e+00,1.894e+00,3.212e+00,3.995e+00,2.430e+00,3.865e+00,4.516e+00,2.571e+00,2.946e+00,2.391e+00,2.991e+00,3.035e+00,3.167e+00,3.691e+00,3.716e+00,4.216e+00,4.090e+00,3.587e+00,3.163e+00,4.263e+00,2.619e+00,3.334e+00,2.986e+00,3.037e+00,2.843e+00,2.679e+00,3.914e+00,3.704e+00
