1.714e-01,6.274e-01,6.742e-01,5.389e-01,1.235e-01,9.004e-01,5.138e-01,7.308e-01,7.917e-02,9.049e-01,2.618e-02,9.231e-02,2.251e-01,1.940e-01,3.941e-01,4.027e-01,7.739e-01,5.885e-01,8.406e-03,7.844e-01,4.425e-01,2.105e-02,9.146e-01,4.141e-01,7.158e-01,2.421e-01,3.230e-02,8.780e-01,3.796e-02,4.921e-01,6.100e-01,5.111e-01,6.921e-02
5.087e-02,1.035e+00,1.130e+00,1.670e-01,5.150e-01,7.794e-01,2.581e-01,9.505e-01,1.107e-01,9.887e-01,5.724e-01,9.650e-01,9.962e-01,2.577e-01,4.097e-01,1.118e+00,3.567e-01,9.967e-01,1.041e-01,4.173e-01,9.583e-01,9.799e-02,1.095e+00,5.822e-01,4.692e-01,4.438e-01,4.615e-01,1.245e+00,8.421e-01,3.451e-01,7.366e-01,1.634e-01,8.309e-01
8.345e-02,8.211e-01,1.454e+00,6.325e-01,4.652e-01,1.146e+00,9.499e-01,1.063e+00,6.411e-01,1.259e+00,9.255e-01,1.102e+00,1.394e+00,7.150e-01,8.267e-01,1.102e+00,9.835e-01,1.028e+00,2.314e-01,6.907e-01,1.083e+00,7.827e-01,1.459e+00,1.268e+00,1.351e+00,8.464e-01,5.590e-01,1.804e+00,1.281e+00,5.980e-01,1.144e+00,1.252e+00,1.352e+00
3.584e-02,7.181e-01,1.061e+00,3.296e-01,6.756e-01,1.084e+00,9.680e-01,1.693e+00,1.002e+00,9.265e-01,6.957e-01,1.846e+00,1.789e+00,1.413e+00,1.038e+00,1.129e+00,7.462e-01,9.754e-01,8.956e-01,5.817e-01,1.793e+00,9.309e-01,1.435e+00,1.181e+00,1.515e+00,1.301e+00,7.509e-01,1.753e+00,1.284e+00,9.414e-01,1.568e+00,1.372e+00,1.908e+00
9.490e-02,1.193e+00,1.683e+00,5.558e-01,1.604e+00,1.674e+00,1.227e+00,1.596e+00,8.580e-01,2.219e+00,1.310e+00,1.538e+00,2.093e+00,1.510e+00,1.308e+00,1.963e+00,1.194e+00,1.477e+00,1.192e+00,1.391e+00,1.750e+00,1.503e+00,2.558e+00,2.088e+00,1.426e+00,1.601e+00,9.113e-01,2.807e+00,1.625e+00,1.566e+00,1.263e+00,1.734e+00,1.823e+00
1.685e-01,8.502e-01,9.573e-01,5.773e-01,9.038e-01,1.735e+00,1.541e+00,1.662e+00,1.651e+00,2.426e+00,1.063e+00,1.403e+00,1.827e+00,2.234e+00,1.941e+00,1.773e+00,1.532e+00,1.966e+00,1.604e+00,1.858e+00,2.101e+00,1.438e+00,1.861e+00,2.057e+00,2.314e+00,2.088e+00,1.356e+00,2.841e+00,1.536e+00,2.250e+00,1.531e+00,2.142e+00,1.764e+00
1.043e-01,1.124e+00,1.316e+00,4.083e-01,1.395e+00,1.736e+00,1.453e+00,2.236e+00,1.606e+00,3.202e+00,1.998e+00,1.917e+00,2.750e+00,2.205e+00,2.049e+00,3.184e+00,1.356e+00,2.756e+00,1.738e+00,2.512e+00,2.318e+00,2.169e+00,2.697e+00,2.984e+00,2.508e+00,3.067e+00,1.893e+00,4.012e+00,2.356e+00,2.643e+00,1.643e+00,2.140e+00,2.327e+00
1.179e-01,4.507e-01,9.881e-01,7.298e-01,5.486e-01,1.418e+00,1.557e+00,2.745e+00,1.623e+00,1.850e+00,1.725e+00,2.147e+00,2.269e+00,2.635e+00,1.870e+00,1.623e+00,2.143e+00,2.045e+00,1.949e+00,1.904e+00,2.644e+00,2.654e+00,2.590e+00,2.380e+00,3.041e+00,2.430e+00,1.980e+00,3.289e+00,2.193e+00,1.705e+00,2.601e+00,2.971e+00,2.356e+00
1.253e-01,1.185e+00,1.647e+00,6.631e-01,1.768e+00,2.270e+00,2.103e+00,2.942e+00,2.551e+00,4.110e+00,2.580e+00,3.572e+00,3.752e+00,3.730e+00,3.283e+00,3.489e+00,2.593e+00,3.606e+00,3.466e+00,3.398e+00,3.689e+00,3.866e+00,4.062e+00,4.485e+00,3.706e+00,3.821e+00,2.701e+00,5.619e+00,3.199e+00,3.460e+00,3.190e+00,3.873e+00,3.464e+00
1.259e-01,9.057e-01,1.062e+00,4.624e-01,6.902e-01,1.378e+00,1.092e+00,2.087e+00,1.367e+00,2.922e+00,2.232e+00,2.682e+00,2.346e+00,3.084e+00,2.395e+00,2.499e+00,2.787e+00,2.669e+00,2.729e+00,2.023e+00,2.767e+00,3.214e+00,2.696e+00,3.229e+00,3.283e+00,2.576e+00,2.345e+00,4.233e+00,2.391e+00,1.790e+00,2.744e+00,3.050e+00,1.913e+00
