2.078e-01,6.377e-01,4.348e-02,2.268e-01,7.633e-01,6.248e-01,4.305e-01,9.907e-01,5.657e-01,6.460e-01,3.763e-01,6.422e-01,4.742e-01,2.994e-01,9.208e-01,8.848e-01,3.426e-02,4.763e-01,6.968e-01,8.259e-01,6.642e-01,3.095e-01,1.658e-01,6.726e-01,1.397e-01,1.474e-01,3.491e-01,5.351e-01,6.771e-02,9.287e-01,8.895e-01,6.975e-01,7.702e-01,3.970e-01,1.285e-01,4.046e-01,6.180e-01,8.735e-01,7.346e-02,6.621e-01,3.795e-01
6.990e-02,3.393e-01,7.633e-01,3.026e-01,7.742e-01,1.140e+00,3.352e-01,7.920e-01,2.716e-01,8.145e-01,7.579e-01,8.749e-01,4.548e-01,1.715e-01,9.702e-01,1.253e+00,8.666e-01,2.740e-01,5.650e-01,1.226e+00,6.080e-01,9.197e-01,1.178e-01,8.082e-01,2.161e-01,1.617e-01,1.905e-01,4.047e-01,4.243e-01,1.269e+00,3.066e-01,6.148e-01,3.411e-01,5.790e-01,8.336e-02,4.836e-01,2.199e-01,1.284e+00,3.974e-02,6.995e-01,1.103e+00
3.295e-02,1.127e-01,4.710e-01,2.203e-01,2.823e-01,7.269e-01,7.887e-01,9.403e-01,6.793e-01,6.202e-01,6.483e-01,8.336e-01,9.779e-01,9.899e-02,9.937e-01,9.650e-01,6.049e-01,1.040e+00,1.140e+00,7.344e-01,5.346e-01,3.735e-01,7.310e-01,8.990e-01,4.076e-01,4.981e-01,3.008e-01,8.018e-01,5.692e-01,4.077e-01,3.133e-01,3.564e-01,5.005e-01,5.126e-01,7.939e-01,3.033e-01,9.386e-01,1.033e+00,8.980e-01,4.930e-01,4.031e-01
1.602e-01,6.035e-01,7.558e-01,4.851e-01,1.154e+00,2.147e+00,1.194e+00,1.618e+00,5.849e-01,1.158e+00,1.639e+00,2.026e+00,1.272e+00,6.745e-01,1.413e+00,2.440e+00,1.454e+00,8.753e-01,1.381e+00,2.067e+00,1.377e+00,1.508e+00,9.033e-01,1.466e+00,6.400e-01,1.248e+00,5.785e-01,1.446e+00,6.153e-01,2.046e+00,7.756e-01,1.874e+00,8.948e-01,1.615e+00,9.998e-01,1.311e+00,1.354e+00,1.699e+00,1.975e-01,1.423e+00,1.705e+00
1.866e-01,6.956e-01,9.127e-01,5.631e-01,1.743e+00,3.173e+00,2.226e+00,2.687e+00,1.716e+00,1.567e+00,2.292e+00,2.700e+00,1.640e+00,1.032e+00,2.549e+00,3.377e+00,1.676e+00,1.205e+00,2.659e+00,2.486e+00,1.762e+00,1.654e+00,1.848e+00,2.104e+00,7.908e-01,1.928e+00,1.100e+00,2.254e+00,8.222e-01,2.475e+00,1.534e+00,2.373e+00,1.356e+00,1.943e+00,1.174e+00,2.087e+00,2.131e+00,2.885e+00,8.969e-01,1.623e+00,2.255e+00
1.741e-01,5.821e-01,3.631e-01,3.406e-01,9.591e-01,2.364e+00,1.186e+00,2.092e+00,1.454e+00,1.308e+00,1.902e+00,1.899e+00,1.142e+00,8.921e-01,1.694e+00,2.644e+00,1.343e+00,8.936e-01,2.063e+00,1.433e+00,1.926e+00,1.074e+00,1.361e+00,1.927e+00,5.741e-01,9.076e-01,5.396e-01,1.562e+00,5.085e-01,1.583e+00,1.660e+00,1.447e+00,9.783e-01,1.719e+00,8.257e-01,1.782e+00,2.007e+00,1.760e+00,5.949e-01,1.970e+00,1.483e+00
1.788e-01,6.022e-01,4.703e-01,3.743e-01,1.242e+00,2.355e+00,2.196e+00,2.395e+00,2.555e+00,1.567e+00,1.817e+00,2.147e+00,2.003e+00,1.547e+00,2.118e+00,2.759e+00,1.791e+00,1.092e+00,2.585e+00,2.560e+00,2.520e+00,1.603e+00,1.549e+00,2.559e+00,1.062e+00,2.019e+00,1.328e+00,2.226e+00,1.362e+00,2.198e+00,1.733e+00,1.933e+00,1.950e+00,2.302e+00,1.205e+00,2.127e+00,2.611e+00,2.918e+00,8.505e-01,2.245e+00,1.649e+00
7.660e-02,2.832e-01,6.979e-01,4.095e-01,1.037e+00,3.167e+00,2.476e+00,3.246e+00,2.416e+00,1.677e+00,3.447e+00,2.911e+00,2.908e+00,1.840e+00,2.995e+00,4.239e+00,2.401e+00,2.066e+00,3.396e+00,2.895e+00,2.606e+00,1.761e+00,2.776e+00,3.582e+00,1.592e+00,2.180e+00,1.784e+00,3.047e+00,1.628e+00,2.122e+00,2.282e+00,2.871e+00,1.364e+00,2.747e+00,1.838e+00,3.303e+00,3.552e+00,2.751e+00,2.445e+00,2.158e+00,2.820e+00
1.815e-02,6.388e-02,4.393e-01,2.241e-01,3.759e-01,1.673e+00,1.474e+00,1.843e+00,2.384e+00,1.242e+00,2.543e+00,1.819e+00,2.156e+00,9.804e-01,2.254e+00,2.593e+00,2.092e+00,1.796e+00,3.055e+00,2.172e+00,2.184e+00,1.173e+00,2.325e+00,2.782e+00,1.662e+00,2.016e+00,1.284e+00,2.447e+00,1.850e+00,1.586e+00,1.325e+00,2.182e+00,1.335e+00,1.603e+00,1.525e+00,2.250e+00,2.778e+00,2.594e+00,2.519e+00,1.615e+00,2.050e+00
1.223e-01,4.302e-01,6.810e-01,3.778e-01,1.037e+00,2.663e+00,2.150e+00,2.987e+00,3.041e+00,1.995e+00,3.875e+00,2.635e+00,3.365e+00,1.885e+00,3.864e+00,4.562e+00,2.730e+00,2.731e+00,4.100e+00,3.632e+00,3.393e+00,2.712e+00,2.876e+00,4.234e+00,2.597e+00,2.377e+00,2.033e+00,3.580e+00,1.985e+00,3.272e+00,2.601e+00,2.452e+00,2.293e+00,2.747e+00,1.792e+00,3.643e+00,3.407e+00,3.480e+00,2.420e+00,3.020e+00,2.632e+00
