1.528e-02,6.327e-02,2.249e-01,5.158e-02,5.127e-01,3.568e-01,8.922e-01,7.394e-02,7.595e-01,4.441e-01,4.846e-01,3.311e-01,2.445e-01,1.807e-01,7.332e-01,4.625e-01,3.833e-01,1.065e-01,6.846e-01,9.593e-01,7.634e-01,3.074e-01,9.828e-01,2.718e-01,3.865e-01,1.697e-01,1.729e-01,3.313e-01,6.406e-01,8.743e-01,9.757e-01,4.568e-01,3.471e-01,4.696e-02,6.402e-01,2.099e-01,9.843e-02,5.821e-01,9.273e-01,4.505e-01,6.489e-01,1.609e-01,6.701e-01,2.966e-01,3.340e-03,2.431e-01,6.003e-01,1.841e-01,3.987e-01,4.452e-01,5.557e-01,9.879e-01,8.107e-01,9.401e-01,4.808e-01,2.947e-01,4.685e-01,3.598e-01,5.182e-01,3.628e-02,1.122e-01,4.460e-01,2.909e-01,2.366e-01,6.907e-01,2.620e-01,8.094e-01,7.390e-01,2.544e-01,4.423e-01,7.925e-01,8.230e-01,3.510e-01,3.112e-01,5.561e-01,6.940e-01,6.837e-01,9.837e-01,5.653e-02,8.956e-01,4.618e-01,2.209e-01,4.095e-01,1.004e-01,8.593e-02,3.974e-01,1.237e-01
4.312e-03,2.259e-01,3.463e-01,2.004e-01,3.103e-01,3.220e-01,8.409e-01,7.502e-02,3.552e-01,6.618e-01,8.461e-01,8.240e-01,5.192e-01,1.002e-01,4.531e-01,6.324e-01,4.934e-01,7.687e-01,7.726e-01,3.394e-01,2.778e-01,8.689e-01,3.040e-01,1.196e-01,2.617e-01,2.706e-01,3.361e-01,4.586e-01,1.141e+00,5.400e-01,3.951e-01,2.983e-01,2.735e-01,2.436e-01,1.058e+00,6.984e-01,5.664e-01,1.033e+00,1.009e+00,9.985e-01,1.146e+00,6.278e-01,6.325e-01,2.340e-01,4.835e-01,2.869e-01,5.227e-01,6.921e-01,1.717e-01,8.505e-01,9.087e-01,1.022e+00,1.159e+00,6.281e-01,9.437e-01,1.049e+00,1.351e-01,8.129e-01,1.014e+00,8.811e-01,7.306e-01,9.273e-01,9.157e-01,8.934e-01,7.993e-01,9.935e-01,1.055e+00,9.071e-01,6.246e-01,6.129e-01,1.180e+00,1.119e+00,6.189e-01,8.631e-01,2.862e-01,4.816e-01,4.495e-01,7.179e-01,3.948e-01,4.968e-01,8.737e-01,1.766e-01,2.026e-01,9.661e-01,2.662e-01,4.885e-01,1.002e-01
2.201e-03,1.937e-02,1.031e+00,2.765e-02,4.371e-01,1.544e-01,3.520e-01,2.664e-01,7.779e-01,8.254e-01,7.538e-01,1.075e+00,3.812e-01,7.010e-01,3.700e-01,9.932e-01,9.026e-01,2.650e-01,3.146e-01,4.153e-01,8.643e-01,8.556e-01,6.037e-01,4.572e-01,6.963e-01,5.869e-02,2.115e-01,3.423e-01,6.776e-01,1.461e-01,1.700e-01,7.350e-01,1.027e-01,5.817e-01,3.285e-01,7.454e-01,6.467e-01,3.234e-01,1.004e+00,7.096e-01,5.016e-01,8.313e-01,6.563e-01,7.325e-01,1.016e+00,5.328e-01,6.284e-01,4.768e-01,1.617e-01,2.111e-01,5.219e-01,7.011e-01,2.306e-01,8.079e-01,1.026e+00,6.388e-01,8.896e-01,1.165e-01,7.749e-01,5.156e-02,2.160e-01,7.682e-01,2.872e-01,6.136e-01,4.230e-01,2.864e-01,9.771e-01,4.152e-01,6.324e-01,8.564e-01,1.012e+00,5.623e-01,8.492e-01,5.358e-01,8.313e-01,8.634e-01,9.985e-01,1.047e+00,9.803e-01,8.952e-01,9.018e-01,7.217e-01,9.828e-01,7.805e-01,4.815e-01,9.196e-01,7.753e-01
7.834e-03,2.105e-01,1.228e+00,9.601e-01,1.691e+00,1.208e+00,1.240e+00,4.381e-01,1.159e+00,1.679e+00,1.463e+00,1.888e+00,1.262e+00,9.555e-01,1.399e+00,1.903e+00,2.030e+00,1.125e+00,1.291e+00,1.787e+00,1.445e+00,2.377e+00,1.641e+00,7.429e-01,1.303e+00,9.147e-01,7.521e-01,1.501e+00,2.614e+00,7.526e-01,1.427e+00,1.477e+00,4.232e-01,1.317e+00,1.258e+00,1.391e+00,1.202e+00,2.021e+00,1.983e+00,1.853e+00,1.561e+00,1.908e+00,1.751e+00,1.421e+00,1.672e+00,1.612e+00,1.508e+00,1.681e+00,6.581e-01,1.361e+00,1.867e+00,1.644e+00,1.932e+00,1.417e+00,1.957e+00,1.997e+00,1.686e+00,1.446e+00,2.408e+00,1.754e+00,1.648e+00,2.180e+00,1.639e+00,1.451e+00,1.924e+00,1.314e+00,2.576e+00,1.306e+00,1.973e+00,1.931e+00,2.921e+00,1.929e+00,1.529e+00,1.895e+00,1.066e+00,1.976e+00,1.683e+00,1.988e+00,1.250e+00,1.823e+00,2.531e+00,1.439e+00,2.050e+00,2.049e+00,7.244e-01,2.041e+00,1.737e+00
1.526e-02,2.113e-01,7.244e-01,3.191e-01,1.689e+00,8.449e-01,2.120e+00,9.679e-01,1.954e+00,1.462e+00,1.521e+00,1.379e+00,7.564e-01,1.215e+00,1.922e+00,1.300e+00,1.718e+00,1.414e+00,1.544e+00,1.875e+00,1.381e+00,1.838e+00,1.339e+00,1.189e+00,1.538e+00,4.653e-01,6.478e-01,1.158e+00,2.318e+00,2.051e+00,1.932e+00,9.302e-01,1.326e+00,7.674e-01,2.297e+00,1.083e+00,1.309e+00,1.440e+00,1.968e+00,1.415e+00,1.563e+00,1.136e+00,2.223e+00,1.700e+00,1.257e+00,1.636e+00,1.471e+00,1.534e+00,1.436e+00,1.868e+00,2.203e+00,1.833e+00,2.322e+00,1.591e+00,1.652e+00,1.767e+00,1.049e+00,1.890e+00,2.132e+00,1.617e+00,1.586e+00,1.904e+00,1.771e+00,1.213e+00,2.038e+00,1.260e+00,2.696e+00,1.875e+00,1.126e+00,1.801e+00,2.047e+00,2.097e+00,1.158e+00,1.309e+00,9.303e-01,2.111e+00,1.288e+00,1.676e+00,1.060e+00,1.963e+00,1.903e+00,1.375e+00,1.655e+00,1.813e+00,5.527e-01,1.202e+00,8.098e-01
1.483e-02,2.124e-01,5.954e-01,2.811e-01,1.134e+00,1.397e+00,1.878e+00,5.056e-01,1.907e+00,1.326e+00,1.944e+00,1.298e+00,1.332e+00,1.170e+00,1.908e+00,1.928e+00,1.696e+00,1.795e+00,1.752e+00,2.159e+00,1.732e+00,1.903e+00,1.677e+00,1.103e+00,1.437e+00,1.021e+00,1.030e+00,1.856e+00,2.423e+00,2.337e+00,1.882e+00,1.410e+00,1.330e+00,7.478e-01,2.705e+00,1.582e+00,1.072e+00,1.444e+00,2.593e+00,2.021e+00,1.811e+00,1.496e+00,1.697e+00,1.323e+00,1.401e+00,1.572e+00,1.194e+00,1.952e+00,1.423e+00,2.343e+00,1.625e+00,1.890e+00,2.676e+00,1.899e+00,1.816e+00,1.570e+00,1.290e+00,1.819e+00,2.493e+00,1.502e+00,2.032e+00,1.813e+00,1.926e+00,1.172e+00,1.567e+00,1.545e+00,2.079e+00,2.268e+00,1.176e+00,1.543e+00,2.612e+00,1.817e+00,1.019e+00,1.430e+00,1.391e+00,2.347e+00,1.825e+00,2.055e+00,9.245e-01,1.530e+00,2.351e+00,1.302e+00,1.875e+00,1.652e+00,7.886e-01,1.883e+00,1.426e+00
1.481e-02,1.473e-01,6.584e-01,6.544e-01,2.079e+00,1.420e+00,2.992e+00,1.281e+00,2.963e+00,2.216e+00,2.217e+00,1.660e+00,1.465e+00,1.495e+00,3.153e+00,2.620e+00,3.086e+00,1.598e+00,1.781e+00,2.991e+00,2.425e+00,2.345e+00,2.769e+00,2.166e+00,2.142e+00,1.726e+00,1.543e+00,2.243e+00,2.800e+00,3.011e+00,3.071e+00,2.176e+00,1.697e+00,1.501e+00,3.275e+00,1.641e+00,1.880e+00,1.682e+00,2.924e+00,2.142e+00,1.937e+00,2.316e+00,2.581e+00,2.514e+00,1.567e+00,3.160e+00,2.574e+00,2.132e+00,2.553e+00,2.276e+00,2.633e+00,2.200e+00,2.983e+00,2.299e+00,2.114e+00,2.227e+00,2.116e+00,2.736e+00,3.475e+00,2.057e+00,2.178e+00,2.441e+00,2.140e+00,1.361e+00,2.928e+00,2.252e+00,3.387e+00,2.014e+00,1.581e+00,2.396e+00,3.172e+00,2.370e+00,1.942e+00,2.141e+00,1.820e+00,2.904e+00,1.700e+00,2.575e+00,1.130e+00,2.162e+00,2.608e+00,1.830e+00,2.458e+00,2.743e+00,8.657e-01,1.915e+00,2.098e+00
1.349e-02,6.451e-02,9.947e-01,7.234e-01,1.631e+00,1.404e+00,1.568e+00,8.871e-01,2.474e+00,2.439e+00,2.361e+00,2.463e+00,2.195e+00,1.614e+00,2.000e+00,2.572e+00,3.216e+00,1.676e+00,1.480e+00,2.517e+00,2.481e+00,2.267e+00,2.430e+00,2.247e+00,2.213e+00,1.775e+00,1.041e+00,2.418e+00,3.094e+00,2.281e+00,2.746e+00,2.534e+00,1.108e+00,1.569e+00,2.091e+00,1.433e+00,1.891e+00,2.087e+00,3.241e+00,2.451e+00,1.443e+00,2.508e+00,1.849e+00,2.091e+00,1.836e+00,2.836e+00,2.648e+00,1.832e+00,1.736e+00,1.828e+00,2.032e+00,2.123e+00,2.882e+00,1.973e+00,2.547e+00,2.310e+00,2.521e+00,2.118e+00,3.107e+00,1.422e+00,2.411e+00,2.597e+00,1.762e+00,1.903e+00,2.513e+00,1.218e+00,2.916e+00,2.034e+00,2.249e+00,2.410e+00,3.850e+00,2.034e+00,2.121e+00,1.790e+00,2.571e+00,2.562e+00,2.783e+00,2.764e+00,1.324e+00,2.164e+00,2.907e+00,2.058e+00,2.563e+00,2.257e+00,1.091e+00,2.957e+00,2.329e+00
1.359e-02,7.782e-02,5.603e-01,5.173e-01,1.674e+00,1.025e+00,2.231e+00,1.045e+00,2.533e+00,2.242e+00,2.613e+00,2.297e+00,1.248e+00,2.077e+00,2.488e+00,2.700e+00,3.139e+00,2.068e+00,2.093e+00,2.357e+00,2.454e+00,2.364e+00,2.930e+00,2.801e+00,2.455e+00,1.887e+00,1.565e+00,1.846e+00,2.358e+00,2.897e+00,3.443e+00,1.815e+00,1.495e+00,2.126e+00,2.581e+00,1.370e+00,1.922e+00,1.509e+00,3.140e+00,2.411e+00,1.830e+00,2.224e+00,2.053e+00,2.998e+00,1.975e+00,3.426e+00,2.554e+00,1.764e+00,2.359e+00,2.365e+00,2.214e+00,2.513e+00,2.483e+00,1.910e+00,2.620e+00,1.784e+00,2.640e+00,2.501e+00,2.639e+00,2.154e+00,2.194e+00,1.978e+00,2.154e+00,1.471e+00,3.128e+00,1.536e+00,3.468e+00,1.626e+00,2.287e+00,2.905e+00,3.000e+00,2.139e+00,1.976e+00,2.224e+00,1.925e+00,3.033e+00,2.059e+00,3.041e+00,1.444e+00,1.931e+00,2.821e+00,1.747e+00,2.786e+00,2.513e+00,1.529e+00,2.247e+00,1.886e+00
1.462e-03,1.500e-01,3.902e-01,5.009e-01,6.964e-01,5.823e-01,1.365e+00,7.271e-01,1.694e+00,2.761e+00,3.167e+00,3.217e+00,2.484e+00,2.159e+00,2.125e+00,2.800e+00,3.692e+00,3.018e+00,2.553e+00,1.573e+00,2.199e+00,2.285e+00,2.761e+00,3.682e+00,2.235e+00,2.639e+00,1.474e+00,2.211e+00,2.884e+00,2.987e+00,3.476e+00,2.390e+00,1.497e+00,2.726e+00,2.533e+00,2.078e+00,3.058e+00,2.478e+00,3.485e+00,3.522e+00,2.532e+00,2.867e+00,1.985e+00,3.083e+00,2.803e+00,3.091e+00,3.133e+00,2.356e+00,1.880e+00,2.129e+00,2.635e+00,2.562e+00,2.525e+00,2.144e+00,3.452e+00,2.689e+00,2.779e+00,2.736e+00,3.193e+00,2.658e+00,2.624e+00,2.739e+00,2.694e+00,2.323e+00,3.739e+00,1.811e+00,2.958e+00,2.008e+00,2.570e+00,2.961e+00,3.536e+00,2.194e+00,3.211e+00,3.220e+00,2.364e+00,2.174e+00,2.116e+00,2.969e+00,1.686e+00,1.686e+00,2.741e+00,1.730e+00,2.349e+00,3.662e+00,2.575e+00,2.398e+00,2.447e+00
