1.552e-01,4.129e-02,5.745e-01,5.010e-01,3.880e-01,4.037e-01,9.731e-01,2.533e-01,4.454e-01,9.507e-01,4.196e-01,1.659e-01,6.733e-01,2.777e-01,1.548e-01,9.367e-02,1.634e-01,5.321e-01,2.902e-01,4.132e-01,6.717e-01,8.047e-01,8.064e-01,1.159e-01,5.635e-01,9.056e-01,7.810e-01,1.173e-02,9.488e-02,1.954e-01,7.906e-01,9.818e-01,2.153e-01,4.803e-01,9.726e-01,2.969e-02,7.923e-01,2.864e-01,2.692e-01,5.774e-01,6.009e-01,2.475e-01,3.445e-01,6.506e-02,7.723e-02,5.244e-02,3.572e-01,5.297e-01,9.041e-01,3.356e-01,7.900e-01,5.930e-01,2.121e-01,1.281e-01,5.444e-02,8.924e-01
1.029e-01,9.774e-01,9.732e-01,1.100e+00,1.208e+00,4.650e-01,8.312e-01,1.005e+00,1.139e+00,6.529e-01,1.048e+00,6.112e-01,7.449e-01,7.995e-01,1.214e-01,5.863e-01,6.176e-01,3.982e-01,8.511e-01,4.622e-01,8.643e-01,1.453e+00,1.197e+00,1.698e-01,1.146e+00,1.238e+00,1.179e+00,3.940e-01,1.036e+00,4.553e-01,1.419e+00,1.387e+00,9.644e-01,6.496e-01,7.161e-01,8.583e-01,1.315e+00,5.225e-01,7.343e-01,5.497e-01,7.592e-01,9.454e-01,8.661e-01,8.107e-02,1.890e-01,3.585e-01,1.234e+00,6.959e-01,1.216e+00,7.920e-01,1.026e+00,6.076e-01,1.488e-01,9.436e-01,7.182e-01,1.254e+00
5.559e-02,4.342e-01,1.132e+00,8.315e-01,7.699e-01,5.002e-01,1.239e+00,1.068e+00,1.402e+00,1.213e+00,1.016e+00,9.591e-01,6.846e-01,1.100e+00,5.990e-01,8.209e-01,1.045e+00,6.125e-01,1.294e+00,1.138e+00,1.197e+00,1.530e+00,1.580e+00,1.069e+00,8.933e-01,7.159e-01,8.778e-01,1.060e+00,9.200e-01,6.146e-01,9.810e-01,1.106e+00,6.688e-01,6.247e-01,5.713e-01,8.728e-01,8.902e-01,5.877e-01,5.025e-01,5.428e-01,1.326e+00,7.444e-01,1.168e+00,4.896e-01,6.429e-01,4.312e-01,1.553e+00,1.265e+00,1.465e+00,1.115e+00,1.494e+00,1.010e+00,3.927e-01,9.615e-01,1.262e+00,1.370e+00
1.362e-01,8.228e-01,1.563e+00,1.750e+00,2.212e+00,1.592e+00,2.156e+00,1.874e+00,2.533e+00,2.227e+00,2.190e+00,1.231e+00,1.320e+00,1.876e+00,1.029e+00,1.170e+00,1.761e+00,1.053e+00,1.787e+00,2.128e+00,2.047e+00,2.549e+00,3.103e+00,1.651e+00,1.548e+00,1.692e+00,1.797e+00,1.983e+00,2.112e+00,1.415e+00,2.198e+00,1.891e+00,1.066e+00,1.828e+00,1.836e+00,1.734e+00,2.408e+00,1.522e+00,8.807e-01,1.677e+00,2.268e+00,1.594e+00,2.189e+00,5.948e-01,1.112e+00,1.448e+00,2.730e+00,1.584e+00,2.134e+00,2.352e+00,2.178e+00,1.558e+00,7.581e-01,1.975e+00,2.092e+00,2.345e+00
3.228e-02,7.865e-01,6.790e-01,9.097e-01,1.410e+00,1.172e+00,7.289e-01,1.584e+00,1.809e+00,1.262e+00,1.743e+00,8.431e-01,1.126e+00,1.052e+00,1.034e+00,1.315e+00,1.438e+00,9.928e-01,1.372e+00,1.259e+00,1.474e+00,2.081e+00,1.629e+00,5.104e-01,1.593e+00,1.360e+00,1.617e+00,1.316e+00,1.739e+00,1.298e+00,1.180e+00,1.055e+00,7.805e-01,1.223e+00,1.054e+00,1.748e+00,1.812e+00,9.410e-01,8.422e-01,1.083e+00,8.701e-01,9.769e-01,1.067e+00,1.011e+00,6.692e-01,8.176e-01,1.545e+00,8.359e-01,1.666e+00,1.658e+00,1.575e+00,1.075e+00,1.089e+00,1.052e+00,9.281e-01,1.547e+00
8.374e-02,7.437e-01,7.999e-01,1.258e+00,1.833e+00,1.713e+00,1.991e+00,2.052e+00,1.991e+00,2.252e+00,2.157e+00,8.679e-01,1.483e+00,1.915e+00,1.125e+00,1.463e+00,1.951e+00,7.216e-01,1.498e+00,2.107e+00,2.021e+00,1.751e+00,2.573e+00,1.456e+00,1.708e+00,1.610e+00,1.634e+00,1.933e+00,2.503e+00,1.910e+00,2.467e+00,1.259e+00,7.652e-01,2.374e+00,2.014e+00,2.196e+00,2.204e+00,1.878e+00,1.569e+00,1.500e+00,1.287e+00,1.703e+00,2.110e+00,4.678e-01,7.983e-01,2.096e+00,2.699e+00,1.116e+00,1.909e+00,1.699e+00,1.871e+00,1.356e+00,8.933e-01,1.703e+00,1.448e+00,2.426e+00
1.353e-01,2.370e-01,1.281e+00,1.285e+00,1.704e+00,1.917e+00,3.110e+00,2.965e+00,3.266e+00,3.921e+00,3.152e+00,1.667e+00,2.634e+00,2.883e+00,2.568e+00,2.527e+00,2.420e+00,2.186e+00,2.299e+00,2.752e+00,2.513e+00,3.190e+00,3.845e+00,2.353e+00,2.230e+00,2.571e+00,2.174e+00,2.384e+00,2.947e+00,2.455e+00,2.845e+00,1.658e+00,6.773e-01,3.086e+00,3.022e+00,2.219e+00,2.960e+00,2.156e+00,1.321e+00,2.083e+00,2.491e+00,2.298e+00,3.023e+00,2.074e+00,2.087e+00,2.284e+00,3.076e+00,2.181e+00,3.106e+00,3.093e+00,3.483e+00,2.431e+00,2.109e+00,1.835e+00,2.567e+00,2.821e+00
1.102e-01,8.962e-02,7.420e-01,7.879e-01,1.016e+00,1.072e+00,1.728e+00,1.571e+00,2.137e+00,2.236e+00,1.818e+00,1.554e+00,1.646e+00,2.289e+00,1.471e+00,1.966e+00,1.331e+00,1.575e+00,2.017e+00,1.691e+00,1.851e+00,1.822e+00,3.092e+00,1.672e+00,1.539e+00,1.502e+00,2.046e+00,1.394e+00,1.652e+00,1.393e+00,1.795e+00,1.063e+00,7.503e-01,1.850e+00,2.450e+00,1.113e+00,2.257e+00,1.609e+00,8.208e-01,2.219e+00,2.317e+00,1.498e+00,1.812e+00,1.610e+00,2.016e+00,2.035e+00,1.773e+00,1.160e+00,2.369e+00,2.141e+00,2.162e+00,1.704e+00,1.861e+00,1.134e+00,1.461e+00,2.045e+00
4.923e-02,3.685e-01,1.063e+00,7.713e-01,7.810e-01,1.082e+00,2.439e+00,2.641e+00,3.304e+00,3.073e+00,2.645e+00,2.747e+00,2.999e+00,3.440e+00,2.690e+00,3.204e+00,2.735e+00,2.587e+00,3.627e+00,3.049e+00,3.202e+00,2.428e+00,3.922e+00,2.531e+00,3.019e+00,2.096e+00,2.778e+00,2.873e+00,2.848e+00,2.205e+00,3.057e+00,1.820e+00,1.778e+00,2.686e+00,3.152e+00,2.839e+00,2.607e+00,2.286e+00,2.757e+00,2.509e+00,2.854e+00,2.737e+00,3.351e+00,2.915e+00,2.520e+00,3.041e+00,3.742e+00,2.197e+00,4.254e+00,2.614e+00,3.625e+00,2.372e+00,2.504e+00,1.572e+00,3.025e+00,3.404e+00
1.213e-01,7.204e-01,1.265e+00,1.422e+00,1.773e+00,1.533e+00,2.270e+00,2.105e+00,2.931e+00,2.767e+00,2.505e+00,2.805e+00,2.980e+00,2.602e+00,2.197e+00,2.640e+00,2.374e+00,2.818e+00,3.711e+00,3.323e+00,3.596e+00,2.682e+00,4.353e+00,2.476e+00,3.250e+00,3.029e+00,3.272e+00,3.474e+00,2.788e+00,2.060e+00,3.088e+00,2.735e+00,2.220e+00,3.393e+00,3.645e+00,3.513e+00,3.334e+00,2.642e+00,3.087e+00,2.511e+00,3.212e+00,2.330e+00,3.166e+00,2.438e+00,1.914e+00,2.914e+00,4.365e+00,2.390e+00,3.894e+00,2.502e+00,3.252e+00,1.943e+00,2.305e+00,1.884e+00,3.399e+00,3.834e+00
