4.214e-01,3.627e-01,9.108e-01,6.134e-01,9.707e-01,4.855e-01,5.719e-01,6.591e-01,7.535e-02,7.686e-01,7.479e-01,9.319e-01,9.544e-01,7.030e-01,6.319e-01,5.343e-01,2.653e-01,2.798e-01,6.692e-01,2.668e-01,3.670e-01,7.345e-01,6.769e-01,6.746e-01,4.331e-01,6.185e-01,6.001e-01,5.479e-01,7.307e-01,1.876e-02,5.730e-01,1.458e-01,4.573e-01,1.304e-01,2.256e-01
1.027e-01,3.929e-01,3.409e-01,6.466e-01,1.016e+00,7.453e-01,7.344e-01,8.341e-01,1.017e+00,3.016e-01,7.458e-01,2.395e-01,9.810e-01,7.530e-01,9.481e-01,8.079e-01,4.880e-01,9.603e-01,8.295e-01,3.000e-01,5.830e-01,3.407e-01,4.853e-01,1.013e+00,7.801e-01,3.815e-01,3.197e-01,9.413e-01,7.539e-01,2.539e-01,7.647e-01,7.387e-01,8.512e-01,3.272e-01,6.795e-01
1.290e-01,1.346e-01,1.045e+00,5.402e-01,1.069e+00,2.655e-01,3.399e-01,1.122e+00,2.606e-01,1.025e+00,6.992e-01,6.469e-01,1.324e+00,4.897e-01,8.000e-01,9.031e-01,9.714e-01,5.143e-01,6.386e-01,5.658e-01,7.051e-01,4.566e-01,2.990e-01,7.297e-01,7.526e-01,9.822e-01,5.987e-01,9.867e-01,5.455e-01,7.951e-01,3.240e-01,7.594e-01,5.094e-01,4.713e-01,9.632e-01
1.023e-02,1.916e-02,7.194e-01,7.740e-01,1.265e+00,2.693e-01,2.127e-01,1.427e+00,4.196e-01,1.315e+00,8.962e-01,5.047e-01,1.899e+00,1.126e+00,1.039e+00,1.451e+00,1.217e+00,5.263e-01,7.010e-01,1.005e+00,1.363e+00,2.677e-01,1.024e+00,5.835e-01,7.270e-01,1.340e+00,4.915e-01,8.158e-01,6.646e-01,1.307e+00,6.789e-01,6.745e-01,5.459e-01,1.297e+00,1.314e+00
4.349e-02,2.158e-01,7.840e-01,8.655e-01,1.474e+00,1.316e+00,1.008e+00,1.713e+00,1.727e+00,1.626e+00,1.840e+00,5.372e-01,2.783e+00,1.395e+00,1.597e+00,2.433e+00,1.743e+00,1.372e+00,1.782e+00,1.490e+00,2.199e+00,1.165e+00,1.659e+00,1.560e+00,1.294e+00,2.038e+00,7.152e-01,1.456e+00,1.173e+00,2.027e+00,1.217e+00,1.721e+00,1.347e+00,1.221e+00,1.756e+00
6.842e-02,3.575e-01,9.847e-01,1.217e+00,2.024e+00,2.104e+00,1.660e+00,2.617e+00,2.186e+00,2.327e+00,2.565e+00,8.970e-01,4.123e+00,2.100e+00,2.980e+00,2.708e+00,2.803e+00,2.590e+00,2.652e+00,1.633e+00,2.349e+00,1.394e+00,2.329e+00,2.114e+00,1.809e+00,2.134e+00,1.280e+00,2.525e+00,2.152e+00,2.947e+00,2.047e+00,2.168e+00,1.701e+00,1.994e+00,2.681e+00
1.517e-01,2.111e-01,5.462e-01,5.844e-01,9.283e-01,1.233e+00,1.764e+00,1.327e+00,1.139e+00,1.579e+00,1.640e+00,1.702e+00,2.594e+00,1.548e+00,2.227e+00,1.878e+00,2.152e+00,1.556e+00,2.040e+00,1.024e+00,1.499e+00,1.372e+00,1.910e+00,1.652e+00,9.214e-01,1.474e+00,1.554e+00,2.100e+00,1.849e+00,1.633e+00,1.850e+00,1.827e+00,1.482e+00,1.820e+00,1.590e+00
1.756e-01,2.885e-01,6.554e-01,8.639e-01,1.333e+00,1.125e+00,1.649e+00,1.838e+00,1.923e+00,2.514e+00,2.404e+00,2.362e+00,3.242e+00,2.264e+00,2.964e+00,2.554e+00,2.667e+00,1.697e+00,2.029e+00,2.126e+00,1.998e+00,2.017e+00,2.352e+00,2.633e+00,1.586e+00,2.621e+00,1.422e+00,2.315e+00,1.985e+00,2.368e+00,2.761e+00,1.849e+00,2.236e+00,2.121e+00,2.100e+00
3.080e-01,3.725e-01,8.676e-01,8.034e-01,1.287e+00,1.361e+00,1.877e+00,1.426e+00,1.501e+00,1.876e+00,2.193e+00,2.460e+00,2.835e+00,1.927e+00,3.066e+00,2.678e+00,2.548e+00,1.650e+00,2.955e+00,2.177e+00,2.824e+00,2.292e+00,2.295e+00,2.869e+00,1.854e+00,2.318e+00,2.540e+00,2.214e+00,2.108e+00,2.308e+00,2.173e+00,2.191e+00,2.027e+00,1.766e+00,1.565e+00
3.133e-01,4.317e-01,9.264e-01,8.694e-01,1.419e+00,1.885e+00,2.263e+00,1.720e+00,1.960e+00,2.388e+00,3.214e+00,2.513e+00,3.910e+00,2.632e+00,3.108e+00,3.132e+00,3.454e+00,2.432e+00,3.198e+00,1.713e+00,2.591e+00,2.347e+00,3.389e+00,2.605e+00,2.150e+00,2.805e+00,2.345e+00,2.687e+00,2.716e+00,2.193e+00,3.245e+00,2.508e+00,2.836e+00,2.770e+00,2.137e+00
